play_id,play_type,down,distance,yards_to_goal,yard_line,ppa,scoring,home,away,offense_score,defense_score,period,clock_minutes,clock_seconds,week,opponent,season,team,player_name,draft_year,opponent_normalized,team_normalized,opponent_defense_sp,team_offense_sp
4.005477621018769e+17,Pass Incompletion,1.0,10.0,37.0,37.0,-0.7519361608312708,False,Oklahoma State,Florida State,0.0,0.0,1,12,30,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621019072e+17,Pass Reception,3.0,3.0,19.0,19.0,-0.4279679751703595,False,Oklahoma State,Florida State,0.0,0.0,1,9,27,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621018959e+17,Pass Reception,3.0,7.0,34.0,34.0,1.4104372568040748,False,Oklahoma State,Florida State,0.0,0.0,1,10,40,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621018749e+17,Pass Reception,1.0,10.0,47.0,47.0,0.097373878655615,False,Oklahoma State,Florida State,0.0,0.0,1,12,50,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621018744e+17,Pass Reception,1.0,10.0,58.0,58.0,0.9485009707728856,False,Oklahoma State,Florida State,0.0,0.0,1,12,55,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621018969e+17,Pass Reception,2.0,12.0,28.0,28.0,0.5182892146516825,False,Oklahoma State,Florida State,0.0,0.0,1,10,30,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621019353e+17,Pass Reception,1.0,10.0,90.0,90.0,0.8283073066348914,False,Oklahoma State,Florida State,10.0,0.0,1,6,46,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621019591e+17,Pass Reception,2.0,10.0,67.0,67.0,0.908597199169141,False,Oklahoma State,Florida State,10.0,0.0,1,4,8,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621019365e+17,Pass Reception,2.0,1.0,81.0,81.0,-0.3064478558388091,False,Oklahoma State,Florida State,10.0,0.0,1,6,34,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.00547762102855e+17,Pass Incompletion,2.0,10.0,13.0,13.0,-0.3252599830349858,False,Oklahoma State,Florida State,10.0,0.0,2,14,49,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621019999e+17,Pass Reception,1.0,10.0,75.0,75.0,3.538825904675474,False,Oklahoma State,Florida State,10.0,0.0,1,0,0,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621028544e+17,Pass Incompletion,1.0,10.0,13.0,13.0,-0.3048472994988835,False,Oklahoma State,Florida State,10.0,0.0,2,14,55,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621028557e+17,Pass Interception Return,3.0,10.0,13.0,13.0,-3.830963502420284,False,Oklahoma State,Florida State,10.0,0.0,2,14,42,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621029068e+17,Pass Reception,2.0,10.0,81.0,81.0,1.1957971997992534,False,Oklahoma State,Florida State,10.0,0.0,2,9,31,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.00547762102889e+17,Pass Incompletion,1.0,10.0,94.0,94.0,-0.2935937291294204,False,Oklahoma State,Florida State,10.0,0.0,2,11,9,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621029093e+17,Pass Reception,1.0,10.0,71.0,71.0,3.1576891437232657,False,Oklahoma State,Florida State,10.0,0.0,2,9,6,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621029156e+17,Pass Reception,1.0,10.0,20.0,20.0,0.624840338247342,False,Oklahoma State,Florida State,10.0,0.0,2,8,43,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621029052e+17,Pass Incompletion,1.0,10.0,81.0,81.0,-0.5327945515514214,False,Oklahoma State,Florida State,10.0,0.0,2,9,47,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621028978e+17,Pass Reception,3.0,7.0,91.0,91.0,0.8041853436322546,False,Oklahoma State,Florida State,10.0,0.0,2,10,21,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.00547762102965e+17,Pass Reception,1.0,10.0,75.0,75.0,0.9104368550610652,False,Oklahoma State,Florida State,17.0,7.0,2,3,49,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621029766e+17,Pass Incompletion,3.0,9.0,74.0,74.0,-0.1887676823583159,False,Oklahoma State,Florida State,17.0,7.0,2,2,33,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.00547762102997e+17,Pass Interception Return,1.0,10.0,71.0,71.0,-1.2243831272450354,False,Oklahoma State,Florida State,17.0,7.0,2,0,29,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621038766e+17,Pass Incompletion,2.0,0.0,16.0,16.0,,False,Oklahoma State,Florida State,17.0,10.0,3,12,33,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621038584e+17,Pass Reception,2.0,8.0,73.0,73.0,1.5773551583638683,False,Oklahoma State,Florida State,17.0,10.0,3,14,15,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621038652e+17,Pass Reception,1.0,10.0,47.0,47.0,1.099375399016988,False,Oklahoma State,Florida State,17.0,10.0,3,13,47,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621038975e+17,Pass Reception,2.0,10.0,77.0,77.0,0.2876039933191796,False,Oklahoma State,Florida State,20.0,17.0,3,10,24,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621038964e+17,Pass Incompletion,1.0,10.0,77.0,77.0,-0.6425305871127751,False,Oklahoma State,Florida State,20.0,17.0,3,10,35,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621039056e+17,Pass Incompletion,3.0,3.0,70.0,70.0,-0.4649201051918652,False,Oklahoma State,Florida State,20.0,17.0,3,9,43,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621039245e+17,Pass Incompletion,1.0,10.0,56.0,56.0,-1.1612466882658818,False,Oklahoma State,Florida State,20.0,17.0,3,7,54,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621039358e+17,Pass Reception,2.0,11.0,43.0,43.0,-1.052222351415418,False,Oklahoma State,Florida State,20.0,17.0,3,6,41,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621039889e+17,Pass Incompletion,1.0,10.0,71.0,71.0,-0.8305196050291288,False,Oklahoma State,Florida State,27.0,17.0,3,1,10,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.00547762103997e+17,Pass Reception,3.0,5.0,66.0,66.0,-0.0823080051218099,False,Oklahoma State,Florida State,27.0,17.0,3,0,29,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621039894e+17,Pass Reception,2.0,10.0,71.0,71.0,0.0494777229908996,False,Oklahoma State,Florida State,27.0,17.0,3,1,5,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621048975e+17,Pass Reception,3.0,5.0,66.0,66.0,2.280045517476829,False,Oklahoma State,Florida State,27.0,24.0,4,10,24,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621048861e+17,Pass Reception,1.0,10.0,71.0,71.0,0.366045681425021,False,Oklahoma State,Florida State,27.0,24.0,4,11,38,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621049454e+17,Pass Reception,3.0,19.0,33.0,33.0,1.62920381108016,False,Oklahoma State,Florida State,27.0,24.0,4,5,45,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621049344e+17,Pass Reception,1.0,10.0,45.0,45.0,0.795076136460093,False,Oklahoma State,Florida State,27.0,24.0,4,6,55,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621049371e+17,Pass Incompletion,1.0,20.0,34.0,34.0,-0.8671658574622878,False,Oklahoma State,Florida State,27.0,24.0,4,6,28,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621049641e+17,Passing Touchdown,2.0,8.0,50.0,50.0,4.663363790440567,True,Oklahoma State,Florida State,37.0,24.0,4,3,58,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477621049999e+17,Pass Incompletion,4.0,9.0,35.0,35.0,-1.5105190174105836,False,Oklahoma State,Florida State,37.0,31.0,4,0,0,1,Oklahoma State,2014,Florida State,Jameis Winston,2015,Oklahoma State,Florida State,24.0,45.0
4.005477631018874e+17,Pass Reception,1.0,10.0,28.0,72.0,0.342802009978914,False,Florida State,The Citadel,0.0,0.0,1,11,25,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631019656e+17,Passing Touchdown,2.0,1.0,12.0,88.0,2.004024816101417,True,Florida State,The Citadel,14.0,0.0,1,3,43,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631019474e+17,Pass Reception,1.0,10.0,80.0,20.0,1.2388651878297718,False,Florida State,The Citadel,7.0,0.0,1,5,25,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631019494e+17,Pass Reception,1.0,10.0,64.0,36.0,1.670678522708263,False,Florida State,The Citadel,7.0,0.0,1,5,5,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631019554e+17,Pass Reception,1.0,10.0,45.0,55.0,0.539787924153398,False,Florida State,The Citadel,7.0,0.0,1,4,45,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631019599e+17,Pass Reception,1.0,10.0,21.0,79.0,0.628271997694076,False,Florida State,The Citadel,7.0,0.0,1,4,0,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631028848e+17,Pass Reception,2.0,10.0,46.0,54.0,0.3086426436449319,False,Florida State,The Citadel,14.0,0.0,2,11,51,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631028795e+17,Pass Incompletion,1.0,10.0,46.0,54.0,-1.0250974847844605,False,Florida State,The Citadel,14.0,0.0,2,12,4,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631028946e+17,Pass Reception,1.0,10.0,35.0,65.0,0.393521863681004,False,Florida State,The Citadel,14.0,0.0,2,10,53,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631028882e+17,Pass Reception,3.0,4.0,40.0,60.0,1.287153465497037,False,Florida State,The Citadel,14.0,0.0,2,11,17,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.00547763102997e+17,Passing Touchdown,2.0,1.0,1.0,99.0,1.900352237473006,True,Florida State,The Citadel,28.0,0.0,2,0,29,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631029854e+17,Pass Reception,2.0,6.0,70.0,30.0,1.756181152187275,False,Florida State,The Citadel,21.0,0.0,2,1,45,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631029861e+17,Pass Reception,1.0,10.0,56.0,44.0,1.257116610962765,False,Florida State,The Citadel,21.0,0.0,2,1,38,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631029896e+17,Pass Reception,2.0,5.0,22.0,78.0,0.12624125740231,False,Florida State,The Citadel,21.0,0.0,2,1,3,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631029884e+17,Pass Reception,1.0,10.0,45.0,55.0,0.735233243675582,False,Florida State,The Citadel,21.0,0.0,2,1,15,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631029669e+17,Pass Reception,1.0,10.0,89.0,11.0,-0.2372839573757099,False,Florida State,The Citadel,21.0,0.0,2,3,30,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631029889e+17,Pass Reception,1.0,10.0,27.0,73.0,0.076110368943329,False,Florida State,The Citadel,21.0,0.0,2,1,10,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631038878e+17,Pass Incompletion,3.0,5.0,5.0,95.0,-0.290992528642002,False,Florida State,The Citadel,28.0,0.0,3,11,21,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631038595e+17,Pass Reception,1.0,10.0,44.0,56.0,0.7314444089030463,False,Florida State,The Citadel,28.0,0.0,3,14,4,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631038659e+17,Pass Reception,1.0,10.0,24.0,76.0,0.641938297485138,False,Florida State,The Citadel,28.0,0.0,3,13,40,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631038784e+17,Pass Reception,1.0,10.0,10.0,90.0,0.1799366018014815,False,Florida State,The Citadel,28.0,0.0,3,12,15,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631038555e+17,Pass Reception,1.0,10.0,63.0,37.0,0.7113806413121412,False,Florida State,The Citadel,28.0,0.0,3,14,44,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631039346e+17,Pass Incompletion,1.0,10.0,16.0,84.0,-0.3301132067544156,False,Florida State,The Citadel,31.0,0.0,3,6,53,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631039264e+17,Pass Incompletion,1.0,10.0,34.0,66.0,-0.6630222646782312,False,Florida State,The Citadel,31.0,0.0,3,7,35,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631039244e+17,Pass Reception,1.0,10.0,80.0,20.0,3.4493316346914327,False,Florida State,The Citadel,31.0,0.0,3,7,55,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.00547763103939e+17,Pass Incompletion,3.0,3.0,9.0,91.0,-0.3631109940856656,False,Florida State,The Citadel,31.0,0.0,3,6,9,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631039274e+17,Pass Reception,2.0,10.0,34.0,66.0,1.0310257042995268,False,Florida State,The Citadel,31.0,0.0,3,7,25,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631039999e+17,Pass Reception,3.0,10.0,73.0,27.0,0.362577407316091,False,Florida State,The Citadel,34.0,0.0,3,0,0,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631049367e+17,Pass Incompletion,2.0,7.0,16.0,84.0,-0.3835955463237236,False,Florida State,The Citadel,34.0,6.0,4,6,32,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631049473e+17,Pass Incompletion,2.0,10.0,10.0,90.0,-0.2792458253567104,False,Florida State,The Citadel,34.0,6.0,4,5,26,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631049374e+17,Pass Reception,3.0,7.0,16.0,84.0,0.9059798210279626,False,Florida State,The Citadel,34.0,6.0,4,6,25,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477631049099e+17,Pass Reception,1.0,10.0,55.0,45.0,0.800099152249297,False,Florida State,The Citadel,34.0,6.0,4,9,0,2,The Citadel,2014,Florida State,Jameis Winston,2015,The Citadel,Florida State,,45.0
4.005477421018691e+17,Pass Incompletion,2.0,14.0,78.0,22.0,-0.1888926945915781,False,Florida State,Clemson,0.0,0.0,1,13,8,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421018697e+17,Pass Incompletion,3.0,14.0,78.0,22.0,-0.0841238534756758,False,Florida State,Clemson,0.0,0.0,1,13,2,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019249e+17,Pass Incompletion,2.0,7.0,32.0,68.0,-0.7793420910928395,False,Florida State,Clemson,0.0,0.0,1,7,50,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019144e+17,Pass Reception,2.0,10.0,62.0,38.0,3.0684099340698623,False,Florida State,Clemson,0.0,0.0,1,8,55,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019053e+17,Pass Reception,3.0,6.0,76.0,24.0,2.0363386522895315,False,Florida State,Clemson,0.0,0.0,1,9,46,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019253e+17,Pass Incompletion,3.0,7.0,32.0,68.0,-0.9919047692460377,False,Florida State,Clemson,0.0,0.0,1,7,46,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019093e+17,Pass Incompletion,1.0,10.0,62.0,38.0,-1.087995077167328,False,Florida State,Clemson,0.0,0.0,1,9,6,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421018979e+17,Pass Reception,2.0,12.0,82.0,18.0,0.0946611590503954,False,Florida State,Clemson,0.0,0.0,1,10,20,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019557e+17,Pass Incompletion,3.0,15.0,43.0,57.0,-0.7226323711165908,False,Florida State,Clemson,3.0,0.0,1,4,42,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019474e+17,Pass Reception,1.0,10.0,74.0,26.0,2.912183663875778,False,Florida State,Clemson,3.0,0.0,1,5,25,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019549e+17,Pass Incompletion,1.0,15.0,43.0,57.0,-0.98454869661545,False,Florida State,Clemson,3.0,0.0,1,4,50,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421019553e+17,Pass Incompletion,2.0,15.0,43.0,57.0,-0.992431837977211,False,Florida State,Clemson,3.0,0.0,1,4,46,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421029094e+17,Pass Incompletion,2.0,11.0,92.0,8.0,-0.1202119293600807,False,Florida State,Clemson,3.0,3.0,2,9,5,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421029457e+17,Pass Reception,1.0,10.0,71.0,29.0,1.7675625840445337,False,Florida State,Clemson,3.0,10.0,2,5,42,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421029559e+17,Pass Incompletion,2.0,10.0,52.0,48.0,-0.9850636246407553,False,Florida State,Clemson,3.0,10.0,2,4,40,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421029945e+17,Pass Incompletion,3.0,17.0,45.0,55.0,-0.58317735793299,False,Florida State,Clemson,3.0,10.0,2,0,54,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421029864e+17,Pass Reception,2.0,16.0,44.0,56.0,-0.1649381539797972,False,Florida State,Clemson,3.0,10.0,2,1,35,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.00547742103887e+17,Pass Incompletion,2.0,9.0,21.0,79.0,-0.484501047579638,False,Florida State,Clemson,3.0,10.0,3,11,29,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421038549e+17,Pass Reception,1.0,10.0,68.0,32.0,0.957607503602544,False,Florida State,Clemson,3.0,10.0,3,14,50,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421038671e+17,Pass Reception,2.0,7.0,45.0,55.0,1.387153862765368,False,Florida State,Clemson,3.0,10.0,3,13,28,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421038799e+17,Pass Reception,1.0,10.0,22.0,78.0,-0.310131189369969,False,Florida State,Clemson,3.0,10.0,3,12,0,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421038775e+17,Pass Reception,2.0,11.0,34.0,66.0,1.0518574025552074,False,Florida State,Clemson,3.0,10.0,3,12,24,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421038876e+17,Pass Reception,3.0,4.0,16.0,84.0,1.970869179182712,False,Florida State,Clemson,3.0,10.0,3,11,23,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421038574e+17,Pass Reception,1.0,10.0,58.0,42.0,0.991644766685038,False,Florida State,Clemson,3.0,10.0,3,14,25,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421039371e+17,Pass Incompletion,3.0,16.0,68.0,32.0,-0.1395509437680191,False,Florida State,Clemson,10.0,10.0,3,6,28,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421039159e+17,Pass Reception,1.0,10.0,75.0,25.0,0.3333748010525683,False,Florida State,Clemson,10.0,10.0,3,8,40,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421048584e+17,Pass Incompletion,2.0,6.0,73.0,27.0,-0.5934187553470212,False,Florida State,Clemson,10.0,10.0,4,14,15,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421048683e+17,Pass Interception Return,2.0,5.0,47.0,53.0,-3.0964830273711463,False,Florida State,Clemson,10.0,10.0,4,13,16,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421048652e+17,Pass Interception Return,2.0,5.0,47.0,53.0,-3.0964830273711463,False,Florida State,Clemson,10.0,10.0,4,13,47,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421048652e+17,Pass Reception,1.0,10.0,52.0,48.0,0.1045373160815773,False,Florida State,Clemson,10.0,10.0,4,13,47,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421048589e+17,Pass Reception,3.0,6.0,73.0,27.0,2.89944299132124,False,Florida State,Clemson,10.0,10.0,4,14,10,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421049097e+17,Pass Incompletion,3.0,12.0,53.0,47.0,-0.5296830240435471,False,Florida State,Clemson,10.0,17.0,4,9,2,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421049097e+17,Pass Incompletion,3.0,11.0,52.0,48.0,-0.5997337243516201,False,Florida State,Clemson,10.0,17.0,4,9,2,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421049064e+17,Pass Reception,2.0,10.0,51.0,49.0,-0.1656124976871656,False,Florida State,Clemson,10.0,17.0,4,9,35,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421048869e+17,Pass Reception,1.0,10.0,75.0,25.0,-0.2957674139440157,False,Florida State,Clemson,10.0,17.0,4,11,30,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421049059e+17,Pass Incompletion,1.0,10.0,51.0,49.0,-1.1301991718133413,False,Florida State,Clemson,10.0,17.0,4,9,40,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421048942e+17,Pass Reception,2.0,7.0,72.0,28.0,1.2263299258900062,False,Florida State,Clemson,10.0,17.0,4,10,57,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421048972e+17,Pass Reception,1.0,10.0,64.0,36.0,1.3816838899351875,False,Florida State,Clemson,10.0,17.0,4,10,27,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421049395e+17,Passing Touchdown,2.0,24.0,74.0,26.0,7.243596642182647,True,Florida State,Clemson,17.0,17.0,4,6,4,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.00547742104928e+17,Pass Reception,1.0,10.0,76.0,24.0,1.3887177392721153,False,Florida State,Clemson,10.0,17.0,4,7,19,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477421049785e+17,Pass Interception Return,3.0,10.0,75.0,25.0,0.127830018886712,False,Florida State,Clemson,17.0,17.0,4,2,14,4,Clemson,2014,Florida State,Jameis Winston,2015,Clemson,Florida State,11.6,45.0
4.005477641018781e+17,Pass Incompletion,2.0,20.0,32.0,32.0,-0.9967707671181252,False,NC State,Florida State,0.0,7.0,1,12,18,5,NC State,2014,Florida State,Jameis Winston,2015,NC State,Florida State,27.1,45.0
4.005477641018684e+17,Pass Reception,1.0,10.0,22.0,22.0,0.074636067054974,False,NC State,Florida State,0.0,7.0,1,13,15,5,NC State,2014,Florida State,Jameis Winston,2015,NC State,Florida State,27.1,45.0
4.005477641018584e+17,Pass Incompletion,1.0,10.0,36.0,36.0,-0.7215426143188567,False,NC State,Florida State,0.0,7.0,1,14,15,5,NC State,2014,Florida State,Jameis Winston,2015,NC State,Florida State,27.1,45.0
4.005477641018557e+17,Pass Reception,1.0,10.0,55.0,55.0,1.265835142302569,False,NC State,Florida State,0.0,7.0,1,14,42,5,NC State,2014,Florida State,Jameis Winston,2015,NC State,Florida State,27.1,45.0
4.005477641018644e+17,Pass Reception,3.0,5.0,31.0,31.0,1.0236060078215954,False,NC State,Florida State,0.0,7.0,1,13,55,5,NC State,2014,Florida State,Jameis Winston,2015,NC State,Florida State,27.1,45.0
4.005477641018796e+17,Passing Touchdown,3.0,20.0,32.0,32.0,5.454027060885091,True,NC State,Florida State,7.0,7.0,1,12,3,5,NC State,2014,Florida State,Jameis Winston,2015,NC State,Florida State,27.1,45.0
