draft_year,round,pick,player_name,college,age,pfr_player_id,gsis_id
2009,6,196,Keith Null,West Texas A&M,23.0,NullKe00,00-0027131
2009,6,201,Curtis Painter,Purdue,24.0,PainCu00,00-0027134
2010,1,1,Sam Bradford,Oklahoma,22.0,BradSa00,00-0027854
2010,1,25,Tim Tebow,Florida,23.0,TeboTi00,00-0027876
2010,2,48,Jimmy Clausen,Notre Dame,22.0,ClauJi00,00-0027659
2010,3,85,Colt McCoy,Texas,24.0,McCoCo00,00-0027688
2010,4,122,Mike Kafka,Northwestern,23.0,KafkMi00,00-0027722
2010,5,155,John Skelton,Fordham,22.0,SkelJo00,00-0027754
2010,5,168,Jonathan Crompton,Tennessee,23.0,CromJo00,00-0027767
2010,6,176,Rusty Smith,Florida Atlantic,23.0,SmitRu01,00-0027775
2010,6,181,Dan LeFevour,Central Michigan,23.0,LeFeDa00,00-0027605
2010,6,204,Tony Pike,Cincinnati,24.0,PikeTo00,00-0027801
2010,7,209,Levi Brown,Troy,23.0,BrowLe00,00-0027804
2010,7,239,Sean Canfield,Oregon St.,24.0,CanfSe00,00-0027830
2010,7,250,Zac Robinson,Oklahoma St.,23.0,RobiZa00,00-0027841
2011,1,1,Cam Newton,Auburn,22.0,NewtCa00,00-0027939
2011,1,8,Jake Locker,Washington,23.0,LockJa00,00-0027946
2011,1,10,Blaine Gabbert,Missouri,21.0,GabbBl00,00-0027948
2011,1,12,Christian Ponder,Florida St.,23.0,PondCh00,00-0027950
2011,2,35,Andy Dalton,TCU,23.0,DaltAn00,00-0027973
2011,2,36,Colin Kaepernick,Nevada,23.0,KaepCo00,00-0027974
2011,3,74,Ryan Mallett,Arkansas,23.0,MallRy00,00-0028012
2011,5,135,Ricky Stanzi,Iowa,24.0,StanRi00,00-0028073
2011,5,152,T.J. Yates,North Carolina,24.0,YateT.00,00-0028090
2011,5,160,Nathan Enderle,Idaho,23.0,EndeNa00,00-0028098
2011,6,180,Tyrod Taylor,Virginia Tech,22.0,TaylTy00,00-0028118
2011,7,208,Greg McElroy,Alabama,23.0,McElGr00,00-0028146
2012,1,1,Andrew Luck,Stanford,22.0,LuckAn00,00-0029668
2012,1,2,Robert Griffin III,Baylor,22.0,GrifRo01,00-0029665
2012,1,8,Ryan Tannehill,Texas A&M,24.0,TannRy00,00-0029701
2012,1,22,Brandon Weeden,Oklahoma St.,28.0,WeedBr00,00-0029677
2012,2,57,Brock Osweiler,Arizona St.,21.0,OsweBr00,00-0029682
2012,3,75,Russell Wilson,Wisconsin,23.0,WilsRu00,00-0029263
2012,3,88,Nick Foles,Arizona,23.0,FoleNi00,00-0029567
2012,4,102,Kirk Cousins,Michigan St.,24.0,CousKi00,00-0029604
2012,6,185,Ryan Lindley,San Diego St.,23.0,LindRy00,00-0029531
2012,7,243,B.J. Coleman,Chattanooga,23.0,ColeB.00,00-0029219
2012,7,253,Chandler Harnish,Northern Illinois,24.0,HarnCh00,00-0029554
2013,1,16,EJ Manuel,Florida St.,23.0,ManuEJ00,00-0030526
2013,2,39,Geno Smith,West Virginia,22.0,SmitGe00,00-0030565
2013,3,73,Mike Glennon,North Carolina St.,23.0,GlenMi00,00-0030520
2013,4,98,Matt Barkley,USC,22.0,BarkMa00,00-0030533
2013,4,110,Ryan Nassib,Syracuse,23.0,NassRy00,00-0030586
2013,4,112,Tyler Wilson,Arkansas,24.0,WilsTy00,00-0030568
2013,4,115,Landry Jones,Oklahoma,24.0,JoneLa02,00-0030524
2013,7,221,Brad Sorensen,Southern Utah,25.0,SoreBr00,00-0030292
2013,7,234,Zac Dysert,Miami (OH),23.0,DyseZa00,00-0030394
2013,7,237,B.J. Daniels,South Florida,24.0,DaniB.00,00-0030120
2013,7,249,Sean Renfree,Duke,23.0,RenfSe00,00-0030569
2014,1,3,Blake Bortles,Central Florida,22.0,BortBl00,00-0031407
2014,1,22,Johnny Manziel,Texas A&M,21.0,ManzJo00,00-0031409
2014,1,32,Teddy Bridgewater,Louisville,21.0,BridTe00,00-0031237
2014,2,36,Derek Carr,Fresno St.,23.0,CarrDe02,00-0031280
2014,2,62,Jimmy Garoppolo,Eastern Illinois,22.0,GaroJi00,00-0031345
2014,4,120,Logan Thomas,Virginia Tech,23.0,ThomLo00,00-0031260
2014,4,135,Tom Savage,Pittsburgh,24.0,SavaTo00,00-0031064
2014,5,163,Aaron Murray,Georgia,23.0,MurrAa00,00-0031287
2014,5,164,A.J. McCarron,Alabama,23.0,McCaA.00,00-0031288
2014,6,178,Zach Mettenberger,LSU,23.0,MettZa00,00-0031266
2014,6,183,David Fales,San Jose St.,23.0,FaleDa00,00-0031076
2014,6,194,Keith Wenning,Ball St.,23.0,WennKe00,00-0030998
2014,6,213,Tajh Boyd,Clemson,23.0,BoydTa00,
2014,6,214,Garrett Gilbert,SMU,23.0,GilbGa01,00-0031395
2015,1,1,Jameis Winston,Florida St.,21.0,WinsJa00,00-0031503
2015,1,2,Marcus Mariota,Oregon,21.0,MariMa01,00-0032268
2015,3,75,Garrett Grayson,Colorado St.,24.0,GrayGa00,00-0032148
2015,3,89,Sean Mannion,Oregon St.,23.0,MannSe00,00-0032245
2015,4,103,Bryce Petty,Baylor,24.0,PettBr01,00-0031568
2015,5,147,Brett Hundley,UCLA,22.0,HundBr00,00-0031589
2015,7,250,Trevor Siemian,Northwestern,23.0,SiemTr00,00-0032156
2016,1,1,Jared Goff,California,21.0,GoffJa00,00-0033106
2016,1,2,Carson Wentz,North Dakota St.,23.0,WentCa00,00-0032950
2016,1,26,Paxton Lynch,Memphis,22.0,LyncPa00,00-0033108
2016,2,51,Christian Hackenberg,Penn St.,21.0,HackCh01,00-0032953
2016,3,91,Jacoby Brissett,North Carolina St.,23.0,BrisJa00,00-0033119
2016,3,93,Cody Kessler,USC,23.0,KessCo00,00-0033104
2016,4,100,Connor Cook,Michigan St.,23.0,CookCo00,00-0032893
2016,4,135,Dak Prescott,Mississippi St.,23.0,PresDa01,00-0033077
2016,4,139,Cardale Jones,Ohio St.,23.0,JoneCa01,00-0033098
2016,5,162,Kevin Hogan,Stanford,23.0,HogaKe00,00-0032784
2016,6,187,Nate Sudfeld,Indiana,22.0,SudfNa00,00-0032792
2016,6,191,Jake Rudock,Michigan,23.0,RudoJa00,00-0032431
2016,6,201,Brandon Allen,Arkansas,24.0,AlleBr00,00-0032434
2016,6,207,Jeff Driskel,Louisiana Tech,23.0,DrisJe00,00-0032436
2016,7,223,Brandon Doughty,Western Kentucky,24.0,DougBr00,00-0032446
2017,1,2,Mitchell Trubisky,North Carolina,23.0,TrubMi00,00-0033869
2017,1,10,Patrick Mahomes,Texas Tech,21.0,MahoPa00,00-0033873
2017,1,12,Deshaun Watson,Clemson,21.0,WatsDe00,00-0033537
2017,2,52,DeShone Kizer,Notre Dame,21.0,KizeDe00,00-0033899
2017,3,87,Davis Webb,California,22.0,WebbDa00,00-0033550
2017,3,104,C.J. Beathard,Iowa,23.0,BeatC.00,00-0033936
2017,4,135,Joshua Dobbs,Tennessee,22.0,DobbJo00,00-0033949
2017,5,171,Nathan Peterman,Pittsburgh,23.0,PeteNa00,00-0033958
2017,6,215,Brad Kaaya,Miami (FL),22.0,KaayBr00,00-0033585
2017,7,253,Chad Kelly,Mississippi,23.0,KellCh00,00-0033597
2018,1,1,Baker Mayfield,Oklahoma,23.0,MayfBa00,00-0034855
2018,1,3,Sam Darnold,USC,21.0,DarnSa00,00-0034869
2018,1,7,Josh Allen,Wyoming,22.0,AlleJo02,00-0034857
2018,1,10,Josh Rosen,UCLA,21.0,RoseJo01,00-0034343
2018,1,32,Lamar Jackson,Louisville,21.0,JackLa00,00-0034796
2018,3,76,Mason Rudolph,Oklahoma St.,23.0,RudoMa00,00-0034771
2018,4,108,Kyle Lauletta,Richmond,23.0,LaulKy00,00-0034369
2018,5,171,Mike White,Western Kentucky,23.0,WhitMi01,00-0034401
2018,6,199,Luke Falk,Washington St.,23.0,FalkLu00,00-0034412
2018,6,203,Tanner Lee,Nebraska,23.0,LeexTa00,00-0034416
2018,7,219,Danny Etling,LSU,24.0,EtliDa00,00-0034423
2018,7,220,Alex McGough,Florida International,22.0,McGoAl00,00-0034732
2018,7,249,Logan Woodside,Toledo,23.0,WoodLo00,00-0034438
2019,1,1,Kyler Murray,Oklahoma,22.0,MurrKy00,00-0035228
2019,1,6,Daniel Jones,Duke,22.0,JoneDa05,00-0035710
2019,1,15,Dwayne Haskins,Ohio St.,22.0,HaskDw00,00-0035232
2019,2,42,Drew Lock,Missouri,22.0,LockDr00,00-0035704
2019,3,100,Will Grier,West Virginia,24.0,GrieWi00,00-0035251
2019,4,104,Ryan Finley,North Carolina St.,24.0,FinlRy00,00-0035652
2019,4,133,Jarrett Stidham,Auburn,23.0,StidJa00,00-0035264
2019,5,166,Easton Stick,North Dakota St.,23.0,SticEa00,00-0035282
2019,5,167,Clayton Thorson,Northwestern,24.0,ThorCl00,00-0035283
2019,6,178,Gardner Minshew II,Washington St.,23.0,MinsGa00,00-0035289
2019,6,197,Trace McSorley,Penn St.,24.0,McSoTr00,00-0035146
2020,1,1,Joe Burrow,LSU,23.0,BurrJo01,00-0036442
2020,1,5,Tua Tagovailoa,Alabama,22.0,TagoTu00,00-0036212
2020,1,6,Justin Herbert,Oregon,22.0,HerbJu00,00-0036355
2020,1,26,Jordan Love,Utah St.,21.0,LoveJo03,00-0036264
2020,2,53,Jalen Hurts,Oklahoma,22.0,HurtJa00,00-0036389
2020,4,122,Jacob Eason,Washington,22.0,EasoJa00,00-0036226
2020,4,125,James Morgan,Florida International,23.0,MorgJa00,00-0036301
2020,5,167,Jake Fromm,Georgia,22.0,FromJa00,00-0036197
2020,6,189,Jake Luton,Oregon St.,24.0,LutoJa00,00-0036312
2020,7,224,Cole McDonald,Hawaii,22.0,McDoCo00,
2020,7,231,Ben DiNucci,James Madison,23.0,DiNuBe00,00-0036384
2020,7,240,Tommy Stevens,Mississippi St.,23.0,StevTo01,00-0036433
2020,7,244,Nate Stanley,Iowa,23.0,StanNa00,00-0036279
2021,1,1,Trevor Lawrence,Clemson,21.0,LawrTr00,00-0036971
2021,1,2,Zach Wilson,BYU,22.0,WilsZa00,00-0037013
2021,1,3,Trey Lance,North Dakota St.,21.0,LancTr00,00-0037012
2021,1,11,Justin Fields,Ohio St.,22.0,FielJu00,00-0036945
2021,1,15,Mac Jones,Alabama,23.0,JoneMa05,00-0036972
2021,2,64,Kyle Trask,Florida,23.0,TrasKy00,00-0036928
2021,3,66,Kellen Mond,Texas A&M,22.0,MondKe00,00-0036946
2021,3,67,Davis Mills,Stanford,22.0,MillDa02,00-0036898
2021,4,133,Ian Book,Notre Dame,23.0,BookIa00,00-0036929
2021,6,218,Sam Ehlinger,Texas,22.0,EhliSa00,00-0036879
2022,1,20,Kenny Pickett,Pittsburgh,24.0,PickKe00,00-0038102
2022,3,74,Desmond Ridder,Cincinnati,23.0,RiddDe00,00-0038122
2022,3,86,Malik Willis,Liberty,23.0,WillMa12,00-0038128
2022,3,94,Matt Corral,Mississippi,23.0,CorrMa00,00-0038132
2022,4,137,Bailey Zappe,Western Kentucky,23.0,ZappBa00,00-0038108
2022,5,144,Sam Howell,North Carolina,21.0,HoweSa00,00-0037077
2022,7,241,Chris Oladokun,South Dakota St.,25.0,OladCh00,00-0037324
2022,7,247,Skylar Thompson,Kansas St.,25.0,ThomSk00,00-0037327
2022,7,262,Brock Purdy,Iowa St.,22.0,PurdBr00,00-0037834
2023,1,1,Bryce Young,Alabama,22.0,YounBr01,00-0039150
2023,1,2,C.J. Stroud,Ohio St.,21.0,StroCJ00,00-0039163
2023,1,4,Anthony Richardson,Florida,21.0,RichAn03,00-0039164
2023,2,33,Will Levis,Kentucky,24.0,LeviWi00,00-0039152
2023,3,68,Hendon Hooker,Tennessee,25.0,HookHe00,00-0038550
2023,4,127,Jake Haener,Fresno St.,24.0,HaenJa00,00-0038998
2023,4,128,Stetson Bennett,Georgia,25.0,BennSt00,00-0039107
2023,4,135,Aidan O'Connell,Purdue,25.0,OConAi00,00-0038579
2023,5,139,Clayton Tune,Houston,24.0,TuneCl00,00-0038582
2023,5,140,Dorian Thompson-Robinson,UCLA,23.0,ThomDo02,00-0038583
2023,5,149,Sean Clifford,Penn St.,25.0,ClifSe00,00-0038391
2023,5,164,Jaren Hall,BYU,25.0,HallJa00,00-0038598
2023,6,188,Tanner McKee,Stanford,23.0,McKeTa01,00-0038400
2023,7,239,Max Duggan,TCU,22.0,DuggMa00,00-0038637
2024,1,1,Caleb Williams,USC,22.0,WillCa03,00-0039918
2024,1,2,Jayden Daniels,LSU,23.0,DaniJa02,00-0039910
2024,1,3,Drake Maye,North Carolina,22.0,MayeDr00,00-0039851
2024,1,8,Michael Penix,Washington,24.0,PeniMi00,00-0039917
2024,1,10,J.J. McCarthy,Michigan,21.0,McCaJJ00,00-0039923
2024,1,12,Bo Nix,Oregon,24.0,NixxBo00,00-0039732
2024,5,150,Spencer Rattler,South Carolina,23.0,RattSp00,00-0039376
2024,5,171,Jordan Travis,Florida St.,24.0,TravJo00,00-0039797
2024,6,193,Joe Milton,Tennessee,24.0,MiltJo00,00-0039398
2024,6,218,Devin Leary,Kentucky,24.0,LearDe00,00-0039801
2024,7,245,Michael Pratt,Tulane,22.0,PratMi00,00-0039238
2025,1,1,Cam Ward,Miami (FL),23.0,WardCa00,00-0040676
2025,1,25,Jaxson Dart,Mississippi,22.0,DartJa00,00-0040691
2025,2,40,Tyler Shough,Louisville,25.0,ShouTy00,00-0040743
2025,3,92,Jalen Milroe,Alabama,22.0,MilrJa00,00-0040673
2025,3,94,Dillon Gabriel,Oregon,24.0,GabrDi00,00-0040704
2025,5,144,Shedeur Sanders,Colorado,23.0,SandSh00,00-0040668
2025,6,181,Kyle McCord,Syracuse,22.0,McCoKy00,00-0040014
2025,6,185,Will Howard,Ohio St.,23.0,HowaWi01,00-0040203
2025,6,189,Riley Leonard,Notre Dame,22.0,LeonRi02,00-0040206
2025,6,197,Graham Mertz,Florida,24.0,MertGr00,00-0040211
2025,6,213,Tommy Mellott,Montana St.,,MellTo00,00-0040220
2025,6,215,Cam Miller,North Dakota St.,24.0,MillCa00,00-0040222
2025,7,227,Kurtis Rourke,Indiana,24.0,RourKu01,00-0040589
2025,7,231,Quinn Ewers,Texas,22.0,EwerQu00,00-0040234
2026,1,1,Fernando Mendoza,Indiana,22.0,MendFe00,MEN516487
2026,1,13,Ty Simpson,Alabama,23.0,SimpTy00,SIM639376
2026,3,65,Carson Beck,Miami (FL),24.0,BeckCa01,
2026,3,76,Drew Allar,Penn St.,22.0,AllaDr00,ALL015451
2026,4,110,Cade Klubnik,Clemson,22.0,KlubCa00,KLU066027
2026,5,178,Cole Payton,North Dakota St.,23.0,PaytCo00,PAY546690
2026,6,182,Taylen Green,Arkansas,23.0,GreeTa00,GRE361852
2026,7,223,Athan Kaliakmanis,Rutgers,,KaliAt00,KAL252591
2026,7,234,Behren Morton,Texas Tech,,MortBe00,MOR767384
2026,7,249,Garrett Nussmeier,LSU,,NussGa00,NUS440041
