season,week,season_type,home_team,away_team,home_division,away_division,completed
2013,5,regular,Louisiana Tech,Army,fbs,fbs,True
2013,5,regular,Idaho,Temple,fbs,fbs,True
2013,5,regular,Abilene Christian,Tarleton State,fcs,,True
2013,5,regular,Northern Iowa,McNeese,fcs,fcs,True
2013,5,regular,Villanova,Pennsylvania,fcs,fcs,True
2013,5,regular,Georgia Southern,Chattanooga,fcs,fcs,True
2013,5,regular,Alabama State,Alcorn State,fcs,fcs,True
2013,5,regular,Old Dominion,UAlbany,,fcs,True
2013,5,regular,Gardner-Webb,Point University,fcs,,True
2013,5,regular,The Citadel,Furman,fcs,fcs,True
2013,5,regular,Stony Brook,Towson,fcs,fcs,True
2013,5,regular,Savannah St,Delaware State,fcs,fcs,True
2013,5,regular,Bucknell,Sacred Heart,fcs,fcs,True
2013,5,regular,Alabama,Ole Miss,fbs,fbs,True
2013,5,regular,Kentucky,Florida,fbs,fbs,True
2013,5,regular,Alabama A&M,Texas Southern,fcs,fcs,True
2013,5,regular,Southern,Jackson State,fcs,fcs,True
2013,5,regular,Dartmouth,Holy Cross,fcs,fcs,True
2013,5,regular,Grambling,Lamar,fcs,fcs,True
2013,5,regular,Stephen F. Austin,Prairie View A&M,fcs,fcs,True
2013,5,regular,Northwestern State,Langston University,fcs,,True
2013,5,regular,Liberty,Kentucky Wesleyan,fcs,,True
2013,5,regular,Southern Illinois,Youngstown State,fcs,fcs,True
2013,5,regular,Nicholls,Arkansas Tech,fcs,,True
2013,5,regular,Rice,Florida Atlantic,fbs,fbs,True
2013,5,regular,Delaware,James Madison,fcs,fcs,True
2013,5,regular,Arkansas,Texas A&M,fbs,fbs,True
2013,5,regular,Texas State,Wyoming,fbs,fbs,True
2013,5,regular,Western Michigan,Kent State,fbs,fbs,True
2013,5,regular,Incarnate Word,Eastern New Mexico,fcs,,True
2013,5,regular,Washington,Arizona,fbs,fbs,True
2013,5,regular,UL Monroe,Tulane,fbs,fbs,True
2013,5,regular,Missouri,Arkansas State,fbs,fbs,True
2013,5,regular,Vanderbilt,UAB,fbs,fbs,True
2013,5,regular,Harvard,Brown,fcs,fcs,True
2013,5,regular,Tennessee Tech,Indiana State,fcs,fcs,True
2013,5,regular,Ohio State,Wisconsin,fbs,fbs,True
2013,5,regular,Weber State,Sacramento State,fcs,fcs,True
2013,5,regular,Houston Christian,Oklahoma Baptist,fcs,,True
2013,5,regular,New Mexico,UNLV,fbs,fbs,True
2013,5,regular,New Mexico State,San Diego State,fbs,fbs,True
2013,5,regular,Nevada,Air Force,fbs,fbs,True
2013,5,regular,UC Davis,Idaho State,fcs,fcs,True
2013,5,regular,Northern Arizona,Montana,fcs,fcs,True
2013,5,regular,Washington State,Stanford,fbs,fbs,True
2013,5,regular,Boise State,Southern Miss,fbs,fbs,True
2013,5,regular,Arizona State,USC,fbs,fbs,True
2013,5,regular,Oregon,California,fbs,fbs,True
2013,5,regular,Hawai'i,Fresno State,fbs,fbs,True
2013,6,regular,Iowa State,Texas,fbs,fbs,True
2013,6,regular,UL Monroe,Western Kentucky,fbs,fbs,True
2013,6,regular,Utah,UCLA,fbs,fbs,True
2013,6,regular,Utah State,BYU,fbs,fbs,True
2013,6,regular,San Diego State,Nevada,fbs,fbs,True
2013,6,regular,Charleston Southern,North Greenville,fcs,,True
2013,6,regular,Navy,Air Force,fbs,fbs,True
2013,6,regular,Iowa,Michigan State,fbs,fbs,True
2013,6,regular,Indiana,Penn State,fbs,fbs,True
2013,6,regular,Nebraska,Illinois,fbs,fbs,True
2013,6,regular,Virginia,Ball State,fbs,fbs,True
2013,6,regular,Kansas,Texas Tech,fbs,fbs,True
2013,6,regular,Florida State,Maryland,fbs,fbs,True
2013,6,regular,Towson,New Hampshire,fcs,fcs,True
2013,6,regular,Temple,Louisville,fbs,fbs,True
2013,6,regular,Charlotte,Gardner-Webb,fcs,fcs,True
2013,6,regular,Buffalo,Eastern Michigan,fbs,fbs,True
2013,6,regular,Fordham,Lehigh,fcs,fcs,True
2013,6,regular,Marist,Valparaiso,fcs,fcs,True
2013,6,regular,SMU,Rutgers,fbs,fbs,True
2013,6,regular,Duquesne,West Liberty,fcs,,True
2013,6,regular,Alabama,Georgia State,fbs,fbs,True
2013,6,regular,Cornell,Colgate,fcs,fcs,True
2013,6,regular,Virginia Tech,North Carolina,fbs,fbs,True
2013,6,regular,Norfolk State,Savannah St,fcs,fcs,True
2013,6,regular,Monmouth,Robert Morris,fcs,fcs,True
2013,6,regular,Boston College,Army,fbs,fbs,True
2013,6,regular,Morgan State,Florida A&M,fcs,fcs,True
2013,6,regular,Howard,North Carolina Central,fcs,fcs,True
2013,6,regular,Villanova,William & Mary,fcs,fcs,True
2013,6,regular,Miami (OH),Central Michigan,fbs,fbs,True
2013,6,regular,Troy,South Alabama,fbs,fbs,True
2013,6,regular,Dayton,Davidson,fcs,fcs,True
2013,6,regular,Princeton,Columbia,fcs,fcs,True
2013,6,regular,Pennsylvania,Dartmouth,fcs,fcs,True
2013,6,regular,Campbell,Morehead State,fcs,fcs,True
2013,6,regular,Holy Cross,Harvard,fcs,fcs,True
2013,6,regular,Butler,Stetson,fcs,fcs,True
2013,6,regular,Sacred Heart,Wagner,fcs,fcs,True
2013,6,regular,Central Connecticut,St. Francis (PA),fcs,fcs,True
2013,6,regular,Furman,Elon,fcs,fcs,True
2013,6,regular,Wofford,Presbyterian,fcs,fcs,True
2013,6,regular,James Madison,UAlbany,fcs,fcs,True
2013,6,regular,Delaware State,Bethune-Cookman,fcs,fcs,True
2013,6,regular,Marshall,UTSA,fbs,fbs,True
2013,6,regular,Akron,Ohio,fbs,fbs,True
2013,6,regular,The Citadel,App State,fcs,fcs,True
2013,6,regular,Drake,Jacksonville,fcs,fcs,True
2013,6,regular,Alabama A&M,Mississippi Valley State,fcs,fcs,True
2013,6,regular,Samford,Georgia Southern,fcs,fcs,True
2013,6,regular,South Dakota,Missouri State,fcs,fcs,True
2013,6,regular,Illinois State,Western Illinois,fcs,fcs,True
2013,6,regular,South Dakota State,Southern Illinois,fcs,fcs,True
2013,6,regular,UAB,Florida Atlantic,fbs,fbs,True
2013,6,regular,Pittsburg St,Abilene Christian,,fcs,True
2013,6,regular,Alcorn State,Warner University,fcs,,True
2013,6,regular,Toledo,Western Michigan,fbs,fbs,True
2013,6,regular,Southern Utah,UC Davis,fcs,fcs,True
2013,6,regular,Indiana State,Youngstown State,fcs,fcs,True
2013,6,regular,Lafayette,Bucknell,fcs,fcs,True
2013,6,regular,Wake Forest,NC State,fbs,fbs,True
2013,6,regular,Middle Tennessee,East Carolina,fbs,fbs,True
2013,6,regular,Tennessee,Georgia,fbs,fbs,True
2013,6,regular,Miami,Georgia Tech,fbs,fbs,True
2013,6,regular,Oklahoma State,Kansas State,fbs,fbs,True
2013,6,regular,Syracuse,Clemson,fbs,fbs,True
2013,6,regular,Michigan,Minnesota,fbs,fbs,True
2013,6,regular,Kent State,Northern Illinois,fbs,fbs,True
2013,6,regular,South Carolina State,North Carolina A&T,fcs,fcs,True
2013,6,regular,North Dakota State,Northern Iowa,fcs,fcs,True
2013,6,regular,Maine,Delaware,fcs,fcs,True
2013,6,regular,Bowling Green,Massachusetts,fbs,fbs,True
2013,6,regular,Tulane,North Texas,fbs,fbs,True
2013,6,regular,Montana,Portland State,fcs,fcs,True
2013,6,regular,Tulsa,Rice,fbs,fbs,True
2013,6,regular,Idaho State,North Dakota,fcs,fcs,True
2013,6,regular,Southern Miss,Florida International,fbs,fbs,True
2013,6,regular,California,Washington State,fbs,fbs,True
2013,6,regular,San Diego,Mercer,fcs,fcs,True
2013,6,regular,Central Arkansas,McNeese,fcs,fcs,True
2013,6,regular,Montana State,Northern Arizona,fcs,fcs,True
2013,6,regular,Memphis,UCF,fbs,fbs,True
2013,6,regular,Idaho,Fresno State,fbs,fbs,True
2013,6,regular,Cal Poly,Yale,fcs,fcs,True
2013,6,regular,Prairie View A&M,Grambling,fcs,fcs,True
2013,6,regular,Brown,Rhode Island,fcs,fcs,True
2013,6,regular,Stony Brook,Bryant,fcs,fcs,True
2013,6,regular,Chattanooga,Western Carolina,fcs,fcs,True
2013,6,regular,Colorado,Oregon,fbs,fbs,True
2013,6,regular,Old Dominion,Liberty,,fcs,True
2013,6,regular,Louisiana,Texas State,fbs,fbs,True
2013,6,regular,Auburn,Ole Miss,fbs,fbs,True
2013,6,regular,Oklahoma,TCU,fbs,fbs,True
2013,6,regular,Mississippi State,LSU,fbs,fbs,True
2013,6,regular,Florida,Arkansas,fbs,fbs,True
2013,6,regular,New Mexico,New Mexico State,fbs,fbs,True
2013,6,regular,Jackson State,Arkansas-Pine Bluff,fcs,fcs,True
2013,6,regular,Eastern Washington,Weber State,fcs,fcs,True
2013,6,regular,South Florida,Cincinnati,fbs,fbs,True
2013,6,regular,Texas Southern,Alabama State,fcs,fcs,True
2013,6,regular,Notre Dame,Arizona State,fbs,fbs,True
2013,6,regular,South Carolina,Kentucky,fbs,fbs,True
2013,6,regular,Vanderbilt,Missouri,fbs,fbs,True
2013,6,regular,UTEP,Louisiana Tech,fbs,fbs,True
2013,6,regular,Northwestern,Ohio State,fbs,fbs,True
2013,6,regular,Baylor,West Virginia,fbs,fbs,True
2013,6,regular,SE Louisiana,Incarnate Word,fcs,fcs,True
2013,6,regular,Sacramento State,Northern Colorado,fcs,fcs,True
2013,6,regular,Stanford,Washington,fbs,fbs,True
2013,6,regular,Hawai'i,San José State,fbs,fbs,True
2013,7,regular,North Carolina Central,South Carolina State,fcs,fcs,True
2013,7,regular,Louisville,Rutgers,fbs,fbs,True
2013,7,regular,Air Force,San Diego State,fbs,fbs,True
2013,7,regular,USC,Arizona,fbs,fbs,True
2013,7,regular,Cincinnati,Temple,fbs,fbs,True
2013,7,regular,Houston,Memphis,fbs,fbs,True
2013,7,regular,Michigan State,Indiana,fbs,fbs,True
2013,7,regular,Columbia,Lehigh,fcs,fcs,True
2013,7,regular,Mercer,Valparaiso,fcs,fcs,True
2013,7,regular,St. Francis (PA),Monmouth,fcs,fcs,True
2013,7,regular,Charlotte,UNC Pembroke,fcs,,True
2013,7,regular,New Hampshire,Rhode Island,fcs,fcs,True
2013,7,regular,Delaware,UAlbany,fcs,fcs,True
2013,7,regular,Purdue,Nebraska,fbs,fbs,True
2013,7,regular,Texas,Oklahoma,fbs,fbs,True
2013,7,regular,Virginia Tech,Pittsburgh,fbs,fbs,True
2013,7,regular,Texas Tech,Iowa State,fbs,fbs,True
2013,7,regular,UConn,South Florida,fbs,fbs,True
2013,7,regular,Georgia,Missouri,fbs,fbs,True
2013,7,regular,Army,Eastern Michigan,fbs,fbs,True
2013,7,regular,TCU,Kansas,fbs,fbs,True
2013,7,regular,Arkansas,South Carolina,fbs,fbs,True
2013,7,regular,Duke,Navy,fbs,fbs,True
2013,7,regular,Cornell,Harvard,fcs,fcs,True
2013,7,regular,Bryant,Brown,fcs,fcs,True
2013,7,regular,Princeton,Lafayette,fcs,fcs,True
2013,7,regular,Georgia Southern,The Citadel,fcs,fcs,True
2013,7,regular,Stetson,Dayton,fcs,fcs,True
2013,7,regular,Butler,Campbell,fcs,fcs,True
2013,7,regular,Davidson,Drake,fcs,fcs,True
2013,7,regular,Sacred Heart,Central Connecticut,fcs,fcs,True
2013,7,regular,Howard,Bethune-Cookman,fcs,fcs,True
2013,7,regular,Bucknell,Holy Cross,fcs,fcs,True
2013,7,regular,Georgetown,Fordham,fcs,fcs,True
2013,7,regular,Duquesne,Wagner,fcs,fcs,True
2013,7,regular,VMI,Charleston Southern,fcs,fcs,True
2013,7,regular,Wofford,Elon,fcs,fcs,True
2013,7,regular,Dartmouth,Yale,fcs,fcs,True
2013,7,regular,Alabama State,Prairie View A&M,fcs,fcs,True
2013,7,regular,Ohio,Central Michigan,fbs,fbs,True
2013,7,regular,South Dakota,Indiana State,fcs,fcs,True
2013,7,regular,North Dakota State,Missouri State,fcs,fcs,True
2013,7,regular,Western Michigan,Buffalo,fbs,fbs,True
2013,7,regular,Auburn,Western Carolina,fbs,fcs,True
2013,7,regular,Hampton,North Carolina A&T,fcs,fcs,True
2013,7,regular,Delaware State,Norfolk State,fcs,fcs,True
2013,7,regular,Ball State,Kent State,fbs,fbs,True
2013,7,regular,Massachusetts,Miami (OH),fbs,fbs,True
2013,7,regular,Sam Houston,Lamar,fcs,fcs,True
2013,7,regular,Mississippi Valley State,Jackson State,fcs,fcs,True
2013,7,regular,Clemson,Boston College,fbs,fbs,True
2013,7,regular,North Dakota,Eastern Washington,fcs,fcs,True
2013,7,regular,Kansas State,Baylor,fbs,fbs,True
2013,7,regular,James Madison,Richmond,fcs,fcs,True
2013,7,regular,William & Mary,Pennsylvania,fcs,fcs,True
2013,7,regular,Tulane,East Carolina,fbs,fbs,True
2013,7,regular,NC State,Syracuse,fbs,fbs,True
2013,7,regular,LSU,Florida,fbs,fbs,True
2013,7,regular,Georgia State,Troy,fbs,fbs,True
2013,7,regular,Wisconsin,Northwestern,fbs,fbs,True
2013,7,regular,Wyoming,New Mexico,fbs,fbs,True
2013,7,regular,App State,Samford,fcs,fcs,True
2013,7,regular,Maryland,Virginia,fbs,fbs,True
2013,7,regular,Colorado State,San José State,fbs,fbs,True
2013,7,regular,Central Arkansas,Nebraska-Kearney,fcs,,True
2013,7,regular,Nicholls,Northwestern State,fcs,fcs,True
2013,7,regular,Washington,Oregon,fbs,fbs,True
2013,7,regular,UTSA,Rice,fbs,fbs,True
2013,7,regular,Western Illinois,South Dakota State,fcs,fcs,True
2013,7,regular,Alcorn State,Grambling,fcs,fcs,True
2013,7,regular,Southern Utah,Portland State,fcs,fcs,True
2013,7,regular,Northern Illinois,Akron,fbs,fbs,True
2013,7,regular,Florida Atlantic,Marshall,fbs,fbs,True
2013,7,regular,Northern Iowa,Southern Illinois,fcs,fcs,True
2013,7,regular,Idaho State,Northern Colorado,fcs,fcs,True
2013,7,regular,San Diego,Marist,fcs,fcs,True
2013,7,regular,Penn State,Michigan,fbs,fbs,True
2013,7,regular,Utah,Stanford,fbs,fbs,True
2013,7,regular,Savannah St,Florida A&M,fcs,fcs,True
2013,7,regular,Coastal Carolina,Gardner-Webb,fcs,fcs,True
2013,7,regular,Colgate,Stony Brook,fcs,fcs,True
2013,7,regular,Chattanooga,Furman,fcs,fcs,True
2013,7,regular,Arkansas State,Idaho,fbs,fbs,True
2013,7,regular,BYU,Georgia Tech,fbs,fbs,True
2013,7,regular,North Texas,Middle Tennessee,fbs,fbs,True
2013,7,regular,Southern,Alabama A&M,fcs,fcs,True
2013,7,regular,Texas State,UL Monroe,fbs,fbs,True
2013,7,regular,Youngstown State,Illinois State,fcs,fcs,True
2013,7,regular,UC Davis,Montana,fcs,fcs,True
2013,7,regular,Arkansas-Pine Bluff,Texas Southern,fcs,fcs,True
2013,7,regular,Towson,Villanova,fcs,fcs,True
2013,7,regular,Kentucky,Alabama,fbs,fbs,True
2013,7,regular,Florida International,UAB,fbs,fbs,True
2013,7,regular,Mississippi State,Bowling Green,fbs,fbs,True
2013,7,regular,UNLV,Hawai'i,fbs,fbs,True
2013,7,regular,UTEP,Tulsa,fbs,fbs,True
2013,7,regular,Utah State,Boise State,fbs,fbs,True
2013,7,regular,SE Louisiana,Stephen F. Austin,fcs,fcs,True
2013,7,regular,Ole Miss,Texas A&M,fbs,fbs,True
2013,7,regular,Houston Christian,Abilene Christian,fcs,fcs,True
2013,7,regular,Sacramento State,Northern Arizona,fcs,fcs,True
2013,7,regular,Cal Poly,Weber State,fcs,fcs,True
2013,7,regular,Arizona State,Colorado,fbs,fbs,True
2013,7,regular,UCLA,California,fbs,fbs,True
2013,7,regular,Washington State,Oregon State,fbs,fbs,True
2013,8,regular,Western Kentucky,Louisiana,fbs,fbs,True
2013,8,regular,North Carolina,Miami,fbs,fbs,True
2013,8,regular,Louisville,UCF,fbs,fbs,True
2013,8,regular,East Carolina,Southern Miss,fbs,fbs,True
2013,8,regular,Holy Cross,Colgate,fcs,fcs,True
2013,8,regular,Tennessee,South Carolina,fbs,fbs,True
2013,8,regular,Yale,Fordham,fcs,fcs,True
2013,8,regular,Oklahoma State,TCU,fbs,fbs,True
2013,8,regular,Memphis,SMU,fbs,fbs,True
2013,8,regular,Toledo,Navy,fbs,fbs,True
2013,8,regular,Vanderbilt,Georgia,fbs,fbs,True
2013,8,regular,Northwestern,Minnesota,fbs,fbs,True
2013,8,regular,Michigan State,Purdue,fbs,fbs,True
2013,8,regular,Cincinnati,UConn,fbs,fbs,True
2013,8,regular,West Virginia,Texas Tech,fbs,fbs,True
2013,8,regular,New Hampshire,Villanova,fcs,fcs,True
2013,8,regular,Missouri,Florida,fbs,fbs,True
2013,8,regular,Maine,William & Mary,fcs,fcs,True
2013,8,regular,Lehigh,Georgetown,fcs,fcs,True
2013,8,regular,Georgia Tech,Syracuse,fbs,fbs,True
2013,8,regular,Monmouth,Cornell,fcs,fcs,True
2013,8,regular,Mercer,Carnegie Mellon,fcs,,True
2013,8,regular,Miami (OH),Akron,fbs,fbs,True
2013,8,regular,Eastern Michigan,Ohio,fbs,fbs,True
2013,8,regular,Davidson,Marist,fcs,fcs,True
2013,8,regular,Bryant,Sacred Heart,fcs,fcs,True
2013,8,regular,Harvard,Lafayette,fcs,fcs,True
2013,8,regular,Norfolk State,Hampton,fcs,fcs,True
2013,8,regular,North Carolina A&T,Delaware State,fcs,fcs,True
2013,8,regular,Butler,Drake,fcs,fcs,True
2013,8,regular,Campbell,Jacksonville,fcs,fcs,True
2013,8,regular,Rhode Island,Richmond,fcs,fcs,True
2013,8,regular,Temple,Army,fbs,fbs,True
2013,8,regular,Columbia,Pennsylvania,fcs,fcs,True
2013,8,regular,Dartmouth,Bucknell,fcs,fcs,True
2013,8,regular,Elon,Chattanooga,fcs,fcs,True
2013,8,regular,Furman,App State,fcs,fcs,True
2013,8,regular,Missouri State,South Dakota State,fcs,fcs,True
2013,8,regular,North Carolina Central,Morgan State,fcs,fcs,True
2013,8,regular,Valparaiso,Morehead State,fcs,fcs,True
2013,8,regular,Presbyterian,VMI,fcs,fcs,True
2013,8,regular,Florida A&M,Howard,fcs,fcs,True
2013,8,regular,Wyoming,Colorado State,fbs,fbs,True
2013,8,regular,Colorado,Charleston Southern,fbs,fcs,True
2013,8,regular,Illinois State,Indiana State,fcs,fcs,True
2013,8,regular,Western Michigan,Ball State,fbs,fbs,True
2013,8,regular,South Alabama,Kent State,fbs,fbs,True
2013,8,regular,Abilene Christian,Incarnate Word,fcs,fcs,True
2013,8,regular,Central Michigan,Northern Illinois,fbs,fbs,True
2013,8,regular,Southern Illinois,North Dakota State,fcs,fcs,True
2013,8,regular,Prairie View A&M,Mississippi Valley State,fcs,fcs,True
2013,8,regular,Texas Southern,Alcorn State,fcs,fcs,True
2013,8,regular,Wake Forest,Maryland,fbs,fbs,True
2013,8,regular,Ohio State,Iowa,fbs,fbs,True
2013,8,regular,Liberty,Coastal Carolina,fcs,fcs,True
2013,8,regular,Texas A&M,Auburn,fbs,fbs,True
2013,8,regular,Montana,Cal Poly,fcs,fcs,True
2013,8,regular,Western Carolina,Wofford,fcs,fcs,True
2013,8,regular,Arkansas-Pine Bluff,Southern,fcs,fcs,True
2013,8,regular,North Dakota,Sacramento State,fcs,fcs,True
2013,8,regular,Kansas,Oklahoma,fbs,fbs,True
2013,8,regular,Stanford,UCLA,fbs,fbs,True
2013,8,regular,Michigan,Indiana,fbs,fbs,True
2013,8,regular,Houston,BYU,fbs,fbs,True
2013,8,regular,Virginia,Duke,fbs,fbs,True
2013,8,regular,Buffalo,Massachusetts,fbs,fbs,True
2013,8,regular,Louisiana Tech,North Texas,fbs,fbs,True
2013,8,regular,UAlbany,Towson,fcs,fcs,True
2013,8,regular,Northern Colorado,UC Davis,fcs,fcs,True
2013,8,regular,Bethune-Cookman,Savannah St,fcs,fcs,True
2013,8,regular,Youngstown State,Western Illinois,fcs,fcs,True
2013,8,regular,Stephen F. Austin,Nicholls,fcs,fcs,True
2013,8,regular,Northern Iowa,South Dakota,fcs,fcs,True
2013,8,regular,Weber State,Montana State,fcs,fcs,True
2013,8,regular,Dayton,San Diego,fcs,fcs,True
2013,8,regular,Robert Morris,Duquesne,fcs,fcs,True
2013,8,regular,Arizona State,Washington,fbs,fbs,True
2013,8,regular,Brown,Princeton,fcs,fcs,True
2013,8,regular,Ole Miss,LSU,fbs,fbs,True
2013,8,regular,Pittsburgh,Old Dominion,fbs,,True
2013,8,regular,Texas State,Georgia State,fbs,fbs,True
2013,8,regular,Lamar,Central Arkansas,fcs,fcs,True
2013,8,regular,Northwestern State,SE Louisiana,fcs,fcs,True
2013,8,regular,Alabama,Arkansas,fbs,fbs,True
2013,8,regular,Baylor,Iowa State,fbs,fbs,True
2013,8,regular,Northern Arizona,Idaho State,fcs,fcs,True
2013,8,regular,Notre Dame,USC,fbs,fbs,True
2013,8,regular,Clemson,Florida State,fbs,fbs,True
2013,8,regular,McNeese,Sam Houston,fcs,fcs,True
2013,8,regular,New Mexico State,Rice,fbs,fbs,True
2013,8,regular,Boise State,Nevada,fbs,fbs,True
2013,8,regular,Illinois,Wisconsin,fbs,fbs,True
2013,8,regular,Eastern Washington,Southern Utah,fcs,fcs,True
2013,8,regular,New Mexico,Utah State,fbs,fbs,True
2013,8,regular,Fresno State,UNLV,fbs,fbs,True
2013,8,regular,Arizona,Utah,fbs,fbs,True
2013,8,regular,Oregon,Washington State,fbs,fbs,True
2013,8,regular,California,Oregon State,fbs,fbs,True
2013,9,regular,Arkansas State,Louisiana,fbs,fbs,True
2013,9,regular,Middle Tennessee,Marshall,fbs,fbs,True
2013,9,regular,Mississippi State,Kentucky,fbs,fbs,True
2013,9,regular,BYU,Boise State,fbs,fbs,True
2013,9,regular,Iowa State,Oklahoma State,fbs,fbs,True
2013,9,regular,Akron,Ball State,fbs,fbs,True
2013,9,regular,Rutgers,Houston,fbs,fbs,True
2013,9,regular,South Florida,Louisville,fbs,fbs,True
2013,9,regular,St. Francis (PA),Sacred Heart,fcs,fcs,True
2013,9,regular,Wagner,Robert Morris,fcs,fcs,True
2013,9,regular,Miami,Wake Forest,fbs,fbs,True
2013,9,regular,Rhode Island,Delaware,fcs,fcs,True
2013,9,regular,Richmond,Towson,fcs,fcs,True
2013,9,regular,Minnesota,Nebraska,fbs,fbs,True
2013,9,regular,Iowa,Northwestern,fbs,fbs,True
2013,9,regular,UCF,UConn,fbs,fbs,True
2013,9,regular,Texas A&M,Vanderbilt,fbs,fbs,True
2013,9,regular,Cornell,Brown,fcs,fcs,True
2013,9,regular,Virginia,Georgia Tech,fbs,fbs,True
2013,9,regular,Navy,Pittsburgh,fbs,fbs,True
2013,9,regular,Harvard,Princeton,fcs,fcs,True
2013,9,regular,Pennsylvania,Yale,fcs,fcs,True
2013,9,regular,Holy Cross,Lafayette,fcs,fcs,True
2013,9,regular,Georgetown,Colgate,fcs,fcs,True
2013,9,regular,Jacksonville,Davidson,fcs,fcs,True
2013,9,regular,Bryant,Duquesne,fcs,fcs,True
2013,9,regular,Morehead State,Dayton,fcs,fcs,True
2013,9,regular,Howard,Morgan State,fcs,fcs,True
2013,9,regular,Villanova,Maine,fcs,fcs,True
2013,9,regular,Norfolk State,Old Dominion,fcs,,True
2013,9,regular,Charleston Southern,Charlotte,fcs,fcs,True
2013,9,regular,Bucknell,Lehigh,fcs,fcs,True
2013,9,regular,Central Connecticut,Salve Regina,fcs,,True
2013,9,regular,Hampton,Delaware State,fcs,fcs,True
2013,9,regular,Marist,Stetson,fcs,fcs,True
2013,9,regular,Wofford,Samford,fcs,fcs,True
2013,9,regular,Gardner-Webb,Liberty,fcs,fcs,True
2013,9,regular,Dartmouth,Columbia,fcs,fcs,True
2013,9,regular,Illinois State,South Dakota,fcs,fcs,True
2013,9,regular,Presbyterian,Point University,fcs,,True
2013,9,regular,Florida A&M,North Carolina A&T,fcs,fcs,True
2013,9,regular,Savannah St,North Carolina Central,fcs,fcs,True
2013,9,regular,Ohio,Miami (OH),fbs,fbs,True
2013,9,regular,Chattanooga,The Citadel,fcs,fcs,True
2013,9,regular,Drake,Valparaiso,fcs,fcs,True
2013,9,regular,Bowling Green,Toledo,fbs,fbs,True
2013,9,regular,Sam Houston,Northwestern State,fcs,fcs,True
2013,9,regular,South Dakota State,Northern Iowa,fcs,fcs,True
2013,9,regular,Mississippi Valley State,Arkansas-Pine Bluff,fcs,fcs,True
2013,9,regular,Grambling,Texas Southern,fcs,fcs,True
2013,9,regular,SMU,Temple,fbs,fbs,True
2013,9,regular,Massachusetts,Western Michigan,fbs,fbs,True
2013,9,regular,Southern Utah,Idaho State,fcs,fcs,True
2013,9,regular,Indiana State,North Dakota State,fcs,fcs,True
2013,9,regular,William & Mary,James Madison,fcs,fcs,True
2013,9,regular,Alabama State,Alabama A&M,fcs,fcs,True
2013,9,regular,Alabama,Tennessee,fbs,fbs,True
2013,9,regular,Montana,Eastern Washington,fcs,fcs,True
2013,9,regular,Maryland,Clemson,fbs,fbs,True
2013,9,regular,Rice,UTEP,fbs,fbs,True
2013,9,regular,Virginia Tech,Duke,fbs,fbs,True
2013,9,regular,Northern Illinois,Eastern Michigan,fbs,fbs,True
2013,9,regular,North Carolina,Boston College,fbs,fbs,True
2013,9,regular,Illinois,Michigan State,fbs,fbs,True
2013,9,regular,Western Carolina,Elon,fcs,fcs,True
2013,9,regular,App State,Georgia Southern,fcs,fcs,True
2013,9,regular,Tulane,Tulsa,fbs,fbs,True
2013,9,regular,Florida State,NC State,fbs,fbs,True
2013,9,regular,Kent State,Buffalo,fbs,fbs,True
2013,9,regular,Kansas State,West Virginia,fbs,fbs,True
2013,9,regular,Bethune-Cookman,South Carolina State,fcs,fcs,True
2013,9,regular,Campbell,Mercer,fcs,fcs,True
2013,9,regular,USC,Utah,fbs,fbs,True
2013,9,regular,Central Arkansas,Stephen F. Austin,fcs,fcs,True
2013,9,regular,Nicholls,McNeese,fcs,fcs,True
2013,9,regular,Stony Brook,New Hampshire,fcs,fcs,True
2013,9,regular,San Diego,Butler,fcs,fcs,True
2013,9,regular,Western Kentucky,Troy,fbs,fbs,True
2013,9,regular,Portland State,North Dakota,fcs,fcs,True
2013,9,regular,Montana State,UC Davis,fcs,fcs,True
2013,9,regular,Oklahoma,Texas Tech,fbs,fbs,True
2013,9,regular,Prairie View A&M,Jackson State,fcs,fcs,True
2013,9,regular,UTSA,UAB,fbs,fbs,True
2013,9,regular,Air Force,Notre Dame,fbs,fbs,True
2013,9,regular,Florida International,Louisiana Tech,fbs,fbs,True
2013,9,regular,Coastal Carolina,VMI,fcs,fcs,True
2013,9,regular,Nevada,UNLV,fbs,fbs,True
2013,9,regular,Southern,Alcorn State,fcs,fcs,True
2013,9,regular,UL Monroe,Georgia State,fbs,fbs,True
2013,9,regular,Kansas,Baylor,fbs,fbs,True
2013,9,regular,LSU,Furman,fbs,fcs,True
2013,9,regular,Western Illinois,Missouri State,fcs,fcs,True
2013,9,regular,Incarnate Word,Houston Christian,fcs,fcs,True
2013,9,regular,Texas State,South Alabama,fbs,fbs,True
2013,9,regular,San José State,Wyoming,fbs,fbs,True
2013,9,regular,Southern Miss,North Texas,fbs,fbs,True
2013,9,regular,Oregon,UCLA,fbs,fbs,True
2013,9,regular,Missouri,South Carolina,fbs,fbs,True
2013,9,regular,Auburn,Florida Atlantic,fbs,fbs,True
2013,9,regular,Ole Miss,Idaho,fbs,fbs,True
2013,9,regular,TCU,Texas,fbs,fbs,True
2013,9,regular,SE Louisiana,Lamar,fcs,fcs,True
2013,9,regular,New Mexico State,Abilene Christian,fbs,fcs,True
2013,9,regular,Colorado,Arizona,fbs,fbs,True
2013,9,regular,Ohio State,Penn State,fbs,fbs,True
2013,9,regular,Cal Poly,Northern Arizona,fcs,fcs,True
