season,week,season_type,home_team,away_team,home_division,away_division,completed
2019,13,regular,Georgia,Texas A&M,fbs,fbs,True
2019,13,regular,Charlotte,Marshall,fbs,fbs,True
2019,13,regular,USC,UCLA,fbs,fbs,True
2019,13,regular,Southern Miss,Western Kentucky,fbs,fbs,True
2019,13,regular,Virginia Tech,Pittsburgh,fbs,fbs,True
2019,13,regular,UAB,Louisiana Tech,fbs,fbs,True
2019,13,regular,Rice,North Texas,fbs,fbs,True
2019,13,regular,Navy,SMU,fbs,fbs,True
2019,13,regular,Maryland,Nebraska,fbs,fbs,True
2019,13,regular,North Carolina,Mercer,fbs,fcs,True
2019,13,regular,Louisville,Syracuse,fbs,fbs,True
2019,13,regular,South Florida,Memphis,fbs,fbs,True
2019,13,regular,Lamar,McNeese,fcs,fcs,True
2019,13,regular,Wisconsin,Purdue,fbs,fbs,True
2019,13,regular,UNLV,San José State,fbs,fbs,True
2019,13,regular,New Mexico State,UTEP,fbs,fbs,True
2019,13,regular,Arkansas-Pine Bluff,Texas Southern,fcs,fcs,True
2019,13,regular,Stanford,California,fbs,fbs,True
2019,13,regular,Weber State,Idaho State,fcs,fcs,True
2019,13,regular,Northern Arizona,Idaho,fcs,fcs,True
2019,13,regular,Eastern Washington,Portland State,fcs,fcs,True
2019,13,regular,Middle Tennessee,Old Dominion,fbs,fbs,True
2019,13,regular,UL Monroe,Coastal Carolina,fbs,fbs,True
2019,13,regular,Sacramento State,UC Davis,fcs,fcs,True
2019,13,regular,Louisiana,Troy,fbs,fbs,True
2019,13,regular,UTSA,Florida Atlantic,fbs,fbs,True
2019,13,regular,Florida International,Miami,fbs,fbs,True
2019,13,regular,LSU,Arkansas,fbs,fbs,True
2019,13,regular,Cincinnati,Temple,fbs,fbs,True
2019,13,regular,Texas Tech,Kansas State,fbs,fbs,True
2019,13,regular,Missouri,Tennessee,fbs,fbs,True
2019,13,regular,Wake Forest,Duke,fbs,fbs,True
2019,13,regular,Mississippi State,Abilene Christian,fbs,fcs,True
2019,13,regular,Arizona State,Oregon,fbs,fbs,True
2019,13,regular,Tulsa,Houston,fbs,fbs,True
2019,13,regular,Oklahoma,TCU,fbs,fbs,True
2019,13,regular,Washington State,Oregon State,fbs,fbs,True
2019,13,regular,Colorado,Washington,fbs,fbs,True
2019,13,regular,Arizona,Utah,fbs,fbs,True
2019,13,regular,Utah State,Boise State,fbs,fbs,True
2019,13,regular,Fresno State,Nevada,fbs,fbs,True
2019,13,regular,Hawai'i,San Diego State,fbs,fbs,True
2019,14,regular,Akron,Ohio,fbs,fbs,True
2019,14,regular,Northern Illinois,Western Michigan,fbs,fbs,True
2019,14,regular,Alabama State,Prairie View A&M,fcs,fcs,True
2019,14,regular,Mississippi State,Ole Miss,fbs,fbs,True
2019,14,regular,Virginia,Virginia Tech,fbs,fbs,True
2019,14,regular,Eastern Michigan,Kent State,fbs,fbs,True
2019,14,regular,Ball State,Miami (OH),fbs,fbs,True
2019,14,regular,Texas,Texas Tech,fbs,fbs,True
2019,14,regular,Central Michigan,Toledo,fbs,fbs,True
2019,14,regular,Buffalo,Bowling Green,fbs,fbs,True
2019,14,regular,Nebraska,Iowa,fbs,fbs,True
2019,14,regular,Arkansas,Missouri,fbs,fbs,True
2019,14,regular,Colorado State,Boise State,fbs,fbs,True
2019,14,regular,Memphis,Cincinnati,fbs,fbs,True
2019,14,regular,Washington,Washington State,fbs,fbs,True
2019,14,regular,TCU,West Virginia,fbs,fbs,True
2019,14,regular,South Alabama,Arkansas State,fbs,fbs,True
2019,14,regular,Troy,App State,fbs,fbs,True
2019,14,regular,UCF,South Florida,fbs,fbs,True
2019,14,regular,Georgia Tech,Georgia,fbs,fbs,True
2019,14,regular,Illinois,Northwestern,fbs,fbs,True
2019,14,regular,Purdue,Indiana,fbs,fbs,True
2019,14,regular,East Carolina,Tulsa,fbs,fbs,True
2019,14,regular,Coastal Carolina,Texas State,fbs,fbs,True
2019,14,regular,South Carolina,Clemson,fbs,fbs,True
2019,14,regular,Monmouth,Holy Cross,fcs,fcs,True
2019,14,regular,Marshall,Florida International,fbs,fbs,True
2019,14,regular,Kentucky,Louisville,fbs,fbs,True
2019,14,regular,Michigan,Ohio State,fbs,fbs,True
2019,14,regular,Syracuse,Wake Forest,fbs,fbs,True
2019,14,regular,Austin Peay,Furman,fcs,fcs,True
2019,14,regular,UAlbany,Central Connecticut,fcs,fcs,True
2019,14,regular,Southeast Missouri State,Illinois State,fcs,fcs,True
2019,14,regular,Air Force,Wyoming,fbs,fbs,True
2019,14,regular,Northern Iowa,San Diego,fcs,fcs,True
2019,14,regular,Liberty,New Mexico State,fbs,fbs,True
2019,14,regular,Western Kentucky,Middle Tennessee,fbs,fbs,True
2019,14,regular,Old Dominion,Charlotte,fbs,fbs,True
2019,14,regular,Nevada,UNLV,fbs,fbs,True
2019,14,regular,UTEP,Rice,fbs,fbs,True
2019,14,regular,Temple,UConn,fbs,fbs,True
2019,14,regular,Auburn,Alabama,fbs,fbs,True
2019,14,regular,Minnesota,Wisconsin,fbs,fbs,True
2019,14,regular,Kansas,Baylor,fbs,fbs,True
2019,14,regular,Duke,Miami,fbs,fbs,True
2019,14,regular,Louisiana Tech,UTSA,fbs,fbs,True
2019,14,regular,Michigan State,Maryland,fbs,fbs,True
2019,14,regular,Florida Atlantic,Southern Miss,fbs,fbs,True
2019,14,regular,Pittsburgh,Boston College,fbs,fbs,True
2019,14,regular,Penn State,Rutgers,fbs,fbs,True
2019,14,regular,Stanford,Notre Dame,fbs,fbs,True
2019,14,regular,SMU,Tulane,fbs,fbs,True
2019,14,regular,SE Louisiana,Villanova,fcs,fcs,True
2019,14,regular,Wofford,Kennesaw State,fcs,fcs,True
2019,14,regular,Nicholls,North Dakota,fcs,fcs,True
2019,14,regular,Tennessee,Vanderbilt,fbs,fbs,True
2019,14,regular,New Mexico,Utah State,fbs,fbs,True
2019,14,regular,North Texas,UAB,fbs,fbs,True
2019,14,regular,Oregon,Oregon State,fbs,fbs,True
2019,14,regular,Grambling,Southern,fcs,fcs,True
2019,14,regular,Georgia Southern,Georgia State,fbs,fbs,True
2019,14,regular,Houston,Navy,fbs,fbs,True
2019,14,regular,Kansas State,Iowa State,fbs,fbs,True
2019,14,regular,NC State,North Carolina,fbs,fbs,True
2019,14,regular,LSU,Texas A&M,fbs,fbs,True
2019,14,regular,Florida,Florida State,fbs,fbs,True
2019,14,regular,Utah,Colorado,fbs,fbs,True
2019,14,regular,Louisiana,UL Monroe,fbs,fbs,True
2019,14,regular,Oklahoma State,Oklahoma,fbs,fbs,True
2019,14,regular,San Diego State,BYU,fbs,fbs,True
2019,14,regular,Arizona State,Arizona,fbs,fbs,True
2019,14,regular,San José State,Fresno State,fbs,fbs,True
2019,14,regular,UCLA,California,fbs,fbs,True
2019,14,regular,Hawai'i,Army,fbs,fbs,True
2019,15,regular,Oregon,Utah,fbs,fbs,True
2019,15,regular,Oklahoma,Baylor,fbs,fbs,True
2019,15,regular,App State,Louisiana,fbs,fbs,True
2019,15,regular,Central Michigan,Miami (OH),fbs,fbs,True
2019,15,regular,James Madison,Monmouth,fcs,fcs,True
2019,15,regular,Florida Atlantic,UAB,fbs,fbs,True
2019,15,regular,South Dakota State,Northern Iowa,fcs,fcs,True
2019,15,regular,Montana State,UAlbany,fcs,fcs,True
2019,15,regular,Central Arkansas,Illinois State,fcs,fcs,True
2019,15,regular,Weber State,Kennesaw State,fcs,fcs,True
2019,15,regular,Montana,SE Louisiana,fcs,fcs,True
2019,15,regular,North Dakota State,Nicholls,fcs,fcs,True
2019,15,regular,Memphis,Cincinnati,fbs,fbs,True
2019,15,regular,Boise State,Hawai'i,fbs,fbs,True
2019,15,regular,LSU,Georgia,fbs,fbs,True
2019,15,regular,Alcorn State,Southern,fcs,fcs,True
2019,15,regular,Clemson,Virginia,fbs,fbs,True
2019,15,regular,Wisconsin,Ohio State,fbs,fbs,True
2019,15,regular,Sacramento State,Austin Peay,fcs,fcs,True
2019,15,regular,Navy,Army,fbs,fbs,True
2019,16,regular,James Madison,Northern Iowa,fcs,fcs,True
2019,16,regular,Montana State,Austin Peay,fcs,fcs,True
2019,16,regular,Weber State,Montana,fcs,fcs,True
2019,16,regular,North Dakota State,Illinois State,fcs,fcs,True
2019,1,postseason,Charlotte,Buffalo,fbs,fbs,True
2019,1,postseason,Kent State,Utah State,fbs,fbs,True
2019,1,postseason,North Central College,Wisconsin-Whitewater,iii,iii,True
2019,1,postseason,North Carolina A&T,Alcorn State,fcs,fcs,True
2019,1,postseason,North Dakota State,Montana State,fcs,fcs,True
2019,1,postseason,San Diego State,Central Michigan,fbs,fbs,True
2019,1,postseason,Georgia Southern,Liberty,fbs,fbs,True
2019,1,postseason,Minnesota State Mankato,West Florida,ii,ii,True
2019,1,postseason,Florida Atlantic,SMU,fbs,fbs,True
2019,1,postseason,Arkansas State,Florida International,fbs,fbs,True
2019,1,postseason,James Madison,Weber State,fcs,fcs,True
2019,1,postseason,Washington,Boise State,fbs,fbs,True
2019,1,postseason,UAB,App State,fbs,fbs,True
2019,1,postseason,Marshall,UCF,fbs,fbs,True
2019,1,postseason,BYU,Hawai'i,fbs,fbs,True
2019,1,postseason,Miami,Louisiana Tech,fbs,fbs,True
2019,1,postseason,Eastern Michigan,Pittsburgh,fbs,fbs,True
2019,1,postseason,Temple,North Carolina,fbs,fbs,True
2019,1,postseason,Wake Forest,Michigan State,fbs,fbs,True
2019,1,postseason,Texas A&M,Oklahoma State,fbs,fbs,True
2019,1,postseason,Iowa,USC,fbs,fbs,True
2019,1,postseason,Washington State,Air Force,fbs,fbs,True
2019,1,postseason,Penn State,Memphis,fbs,fbs,True
2019,1,postseason,Iowa State,Notre Dame,fbs,fbs,True
2019,1,postseason,LSU,Oklahoma,fbs,fbs,True
2019,1,postseason,Ohio State,Clemson,fbs,fbs,True
2019,1,postseason,Western Michigan,Western Kentucky,fbs,fbs,True
2019,1,postseason,Louisville,Mississippi State,fbs,fbs,True
2019,1,postseason,Illinois,California,fbs,fbs,True
2019,1,postseason,Virginia,Florida,fbs,fbs,True
2019,1,postseason,Kentucky,Virginia Tech,fbs,fbs,True
2019,1,postseason,Arizona State,Florida State,fbs,fbs,True
2019,1,postseason,Kansas State,Navy,fbs,fbs,True
2019,1,postseason,Georgia State,Wyoming,fbs,fbs,True
2019,1,postseason,Texas,Utah,fbs,fbs,True
2019,1,postseason,Alabama,Michigan,fbs,fbs,True
2019,1,postseason,Auburn,Minnesota,fbs,fbs,True
2019,1,postseason,Wisconsin,Oregon,fbs,fbs,True
2019,1,postseason,Baylor,Georgia,fbs,fbs,True
2019,1,postseason,Cincinnati,Boston College,fbs,fbs,True
2019,1,postseason,Tennessee,Indiana,fbs,fbs,True
2019,1,postseason,Nevada,Ohio,fbs,fbs,True
2019,1,postseason,Tulane,Southern Miss,fbs,fbs,True
2019,1,postseason,Miami (OH),Louisiana,fbs,fbs,True
2019,1,postseason,North Dakota State,James Madison,fcs,fcs,True
2019,1,postseason,LSU,Clemson,fbs,fbs,True
2020,1,regular,Central Arkansas,Austin Peay,fcs,fcs,True
2020,1,regular,UAB,Central Arkansas,fbs,fcs,True
2020,1,regular,Southern Miss,South Alabama,fbs,fbs,True
2020,1,regular,Marshall,Eastern Kentucky,fbs,fcs,True
2020,1,regular,Army,Middle Tennessee,fbs,fbs,True
2020,1,regular,Texas State,SMU,fbs,fbs,True
2020,1,regular,North Texas,Houston Christian,fbs,fcs,True
2020,1,regular,Memphis,Arkansas State,fbs,fbs,True
2020,1,regular,UTEP,Stephen F. Austin,fbs,fcs,True
2020,1,regular,Navy,BYU,fbs,fbs,True
2020,2,regular,Miami,UAB,fbs,fbs,True
2020,2,regular,North Carolina,Syracuse,fbs,fbs,True
2020,2,regular,West Virginia,Eastern Kentucky,fbs,fcs,True
2020,2,regular,App State,Charlotte,fbs,fbs,True
2020,2,regular,Kansas State,Arkansas State,fbs,fbs,True
2020,2,regular,Iowa State,Louisiana,fbs,fbs,True
2020,2,regular,Army,UL Monroe,fbs,fbs,True
2020,2,regular,Notre Dame,Duke,fbs,fbs,True
2020,2,regular,Texas State,UTSA,fbs,fbs,True
2020,2,regular,Florida State,Georgia Tech,fbs,fbs,True
2020,2,regular,Pittsburgh,Austin Peay,fbs,fcs,True
2020,2,regular,Georgia Southern,Campbell,fbs,fcs,True
2020,2,regular,Oklahoma,Missouri State,fbs,fcs,True
2020,2,regular,South Florida,The Citadel,fbs,fcs,True
2020,2,regular,South Alabama,Tulane,fbs,fbs,True
2020,2,regular,Wake Forest,Clemson,fbs,fbs,True
2020,2,regular,Louisville,Western Kentucky,fbs,fbs,True
2020,2,regular,Texas Tech,Houston Christian,fbs,fcs,True
2020,2,regular,Texas,UTEP,fbs,fbs,True
2020,2,regular,Kansas,Coastal Carolina,fbs,fbs,True
2020,3,regular,Coastal Carolina,Campbell,fbs,fcs,True
2020,3,regular,Cincinnati,Austin Peay,fbs,fcs,True
2020,3,regular,Pittsburgh,Syracuse,fbs,fbs,True
2020,3,regular,Georgia State,Louisiana,fbs,fbs,True
2020,3,regular,Duke,Boston College,fbs,fbs,True
2020,3,regular,Oklahoma State,Tulsa,fbs,fbs,True
2020,3,regular,Tulane,Navy,fbs,fbs,True
2020,3,regular,Western Kentucky,Liberty,fbs,fbs,True
2020,3,regular,Notre Dame,South Florida,fbs,fbs,True
2020,3,regular,Georgia Tech,UCF,fbs,fbs,True
2020,3,regular,Middle Tennessee,Troy,fbs,fbs,True
2020,3,regular,Marshall,App State,fbs,fbs,True
2020,3,regular,UTSA,Stephen F. Austin,fbs,fcs,True
2020,3,regular,Clemson,The Citadel,fbs,fcs,True
2020,3,regular,North Texas,SMU,fbs,fbs,True
2020,3,regular,Louisville,Miami,fbs,fbs,True
2020,3,regular,UL Monroe,Texas State,fbs,fbs,True
2020,3,regular,Southern Miss,Louisiana Tech,fbs,fbs,True
2020,3,regular,NC State,Wake Forest,fbs,fbs,True
2020,3,regular,UTEP,Abilene Christian,fbs,fcs,True
2020,4,regular,South Alabama,UAB,fbs,fbs,True
2020,4,regular,UTSA,Middle Tennessee,fbs,fbs,True
2020,4,regular,Pittsburgh,Louisville,fbs,fbs,True
2020,4,regular,Oklahoma,Kansas State,fbs,fbs,True
2020,4,regular,Syracuse,Georgia Tech,fbs,fbs,True
2020,4,regular,App State,Campbell,fbs,fcs,True
2020,4,regular,Louisiana,Georgia Southern,fbs,fbs,True
2020,4,regular,Ole Miss,Florida,fbs,fbs,True
2020,4,regular,Auburn,Kentucky,fbs,fbs,True
2020,4,regular,East Carolina,UCF,fbs,fbs,True
2020,4,regular,The Citadel,Eastern Kentucky,fcs,fcs,True
2020,4,regular,Liberty,Florida International,fbs,fbs,True
2020,4,regular,TCU,Iowa State,fbs,fbs,True
2020,4,regular,UL Monroe,UTEP,fbs,fbs,True
2020,4,regular,LSU,Mississippi State,fbs,fbs,True
2020,4,regular,Cincinnati,Army,fbs,fbs,True
2020,4,regular,Texas Tech,Texas,fbs,fbs,True
2020,4,regular,Oklahoma State,West Virginia,fbs,fbs,True
2020,4,regular,Arkansas,Georgia,fbs,fbs,True
2020,4,regular,Virginia,Duke,fbs,fbs,True
2020,4,regular,Boston College,Texas State,fbs,fbs,True
2020,4,regular,Louisiana Tech,Houston Christian,fbs,fcs,True
2020,4,regular,SMU,Stephen F. Austin,fbs,fcs,True
2020,4,regular,Southern Miss,Tulane,fbs,fbs,True
2020,4,regular,Missouri,Alabama,fbs,fbs,True
2020,4,regular,Texas A&M,Vanderbilt,fbs,fbs,True
2020,4,regular,South Carolina,Tennessee,fbs,fbs,True
2020,4,regular,Baylor,Kansas,fbs,fbs,True
2020,4,regular,Miami,Florida State,fbs,fbs,True
2020,4,regular,Central Arkansas,Missouri State,fcs,fcs,True
2020,4,regular,Virginia Tech,NC State,fbs,fbs,True
2020,4,regular,BYU,Troy,fbs,fbs,True
2020,5,regular,Wake Forest,Campbell,fbs,fcs,True
2020,5,regular,BYU,Louisiana Tech,fbs,fbs,True
2020,5,regular,Florida,South Carolina,fbs,fbs,True
2020,5,regular,Tennessee,Missouri,fbs,fbs,True
2020,5,regular,Pittsburgh,NC State,fbs,fbs,True
2020,5,regular,Georgia State,East Carolina,fbs,fbs,True
2020,5,regular,Texas,TCU,fbs,fbs,True
2020,5,regular,Coastal Carolina,Arkansas State,fbs,fbs,True
2020,5,regular,West Virginia,Baylor,fbs,fbs,True
2020,5,regular,UAB,UTSA,fbs,fbs,True
2020,5,regular,Liberty,North Alabama,fbs,fcs,True
2020,5,regular,Army,Abilene Christian,fbs,fcs,True
2020,5,regular,Eastern Kentucky,Houston Christian,fcs,fcs,True
2020,5,regular,SMU,Memphis,fbs,fbs,True
2020,5,regular,North Dakota State,Central Arkansas,fcs,fcs,True
2020,5,regular,Kansas,Oklahoma State,fbs,fbs,True
2020,5,regular,Alabama,Texas A&M,fbs,fbs,True
2020,5,regular,Boston College,North Carolina,fbs,fbs,True
2020,5,regular,Kansas State,Texas Tech,fbs,fbs,True
2020,5,regular,Cincinnati,South Florida,fbs,fbs,True
2020,5,regular,Florida Atlantic,Charlotte,fbs,fbs,True
2020,5,regular,Duke,Virginia Tech,fbs,fbs,True
2020,5,regular,Kentucky,Ole Miss,fbs,fbs,True
2020,5,regular,Florida State,Jacksonville State,fbs,fcs,True
2020,5,regular,Middle Tennessee,Western Kentucky,fbs,fbs,True
2020,5,regular,Stephen F. Austin,West Texas A&M,fcs,ii,True
2020,5,regular,Air Force,Navy,fbs,fbs,True
2020,5,regular,UL Monroe,Georgia Southern,fbs,fbs,True
2020,5,regular,North Texas,Southern Miss,fbs,fbs,True
2020,5,regular,Vanderbilt,LSU,fbs,fbs,True
2020,5,regular,Mississippi State,Arkansas,fbs,fbs,True
2020,5,regular,Georgia,Auburn,fbs,fbs,True
2020,5,regular,Iowa State,Oklahoma,fbs,fbs,True
2020,5,regular,UCF,Tulsa,fbs,fbs,True
2020,5,regular,Clemson,Virginia,fbs,fbs,True
2020,6,regular,Houston,Tulane,fbs,fbs,True
2020,6,regular,Georgia Tech,Louisville,fbs,fbs,True
2020,6,regular,Virginia,NC State,fbs,fbs,True
2020,6,regular,Oklahoma,Texas,fbs,fbs,True
2020,6,regular,LSU,Missouri,fbs,fbs,True
2020,6,regular,North Carolina,Virginia Tech,fbs,fbs,True
2020,6,regular,Texas A&M,Florida,fbs,fbs,True
2020,6,regular,Liberty,UL Monroe,fbs,fbs,True
2020,6,regular,Vanderbilt,South Carolina,fbs,fbs,True
2020,6,regular,Syracuse,Duke,fbs,fbs,True
2020,6,regular,Army,The Citadel,fbs,fcs,True
2020,6,regular,Jacksonville State,Mercer,fcs,fcs,True
2020,6,regular,Troy,Texas State,fbs,fbs,True
2020,6,regular,BYU,UTSA,fbs,fbs,True
2020,6,regular,Iowa State,Texas Tech,fbs,fbs,True
2020,6,regular,Georgia,Tennessee,fbs,fbs,True
2020,6,regular,Arkansas State,Central Arkansas,fbs,fcs,True
2020,6,regular,Boston College,Pittsburgh,fbs,fbs,True
2020,6,regular,Florida International,Middle Tennessee,fbs,fbs,True
2020,6,regular,TCU,Kansas State,fbs,fbs,True
2020,6,regular,Auburn,Arkansas,fbs,fbs,True
2020,6,regular,Navy,Temple,fbs,fbs,True
2020,6,regular,South Florida,East Carolina,fbs,fbs,True
2020,6,regular,Kentucky,Mississippi State,fbs,fbs,True
2020,6,regular,Western Kentucky,Marshall,fbs,fbs,True
2020,6,regular,Notre Dame,Florida State,fbs,fbs,True
2020,6,regular,Louisiana Tech,UTEP,fbs,fbs,True
2020,6,regular,Clemson,Miami,fbs,fbs,True
2020,6,regular,Ole Miss,Alabama,fbs,fbs,True
2020,6,regular,North Texas,Charlotte,fbs,fbs,True
2020,7,regular,Louisiana,Coastal Carolina,fbs,fbs,True
2020,7,regular,Arkansas State,Georgia State,fbs,fbs,True
2020,7,regular,Tulane,SMU,fbs,fbs,True
2020,7,regular,Houston,BYU,fbs,fbs,True
2020,7,regular,Georgia Tech,Clemson,fbs,fbs,True
2020,7,regular,Miami,Pittsburgh,fbs,fbs,True
2020,7,regular,Tennessee,Kentucky,fbs,fbs,True
2020,7,regular,Syracuse,Liberty,fbs,fbs,True
2020,7,regular,South Alabama,Texas State,fbs,fbs,True
2020,7,regular,Temple,South Florida,fbs,fbs,True
2020,7,regular,West Virginia,Kansas,fbs,fbs,True
2020,7,regular,South Carolina,Auburn,fbs,fbs,True
2020,7,regular,East Carolina,Navy,fbs,fbs,True
2020,7,regular,UAB,Western Kentucky,fbs,fbs,True
2020,7,regular,UTSA,Army,fbs,fbs,True
2020,7,regular,North Alabama,Jacksonville State,fcs,fcs,True
2020,7,regular,Notre Dame,Louisville,fbs,fbs,True
2020,7,regular,NC State,Duke,fbs,fbs,True
2020,7,regular,Arkansas,Ole Miss,fbs,fbs,True
2020,7,regular,Memphis,UCF,fbs,fbs,True
2020,7,regular,Troy,Eastern Kentucky,fbs,fcs,True
2020,7,regular,Mississippi State,Texas A&M,fbs,fbs,True
2020,7,regular,Georgia Southern,Massachusetts,fbs,fbs,True
2020,7,regular,Wake Forest,Virginia,fbs,fbs,True
2020,7,regular,Middle Tennessee,North Texas,fbs,fbs,True
2020,7,regular,Stephen F. Austin,Angelo State,fcs,ii,True
2020,7,regular,Louisiana Tech,Marshall,fbs,fbs,True
2020,7,regular,Florida State,North Carolina,fbs,fbs,True
2020,7,regular,Missouri State,Central Arkansas,fcs,fcs,True
2020,7,regular,Alabama,Georgia,fbs,fbs,True
2020,7,regular,Virginia Tech,Boston College,fbs,fbs,True
2020,8,regular,App State,Arkansas State,fbs,fbs,True
2020,8,regular,Florida International,Jacksonville State,fbs,fcs,True
2020,8,regular,South Florida,Tulsa,fbs,fbs,True
2020,8,regular,UAB,Louisiana,fbs,fbs,True
2020,8,regular,Wisconsin,Illinois,fbs,fbs,True
2020,8,regular,Clemson,Syracuse,fbs,fbs,True
2020,8,regular,Kansas State,Kansas,fbs,fbs,True
2020,8,regular,Coastal Carolina,Georgia Southern,fbs,fbs,True
2020,8,regular,Ole Miss,Auburn,fbs,fbs,True
2020,8,regular,Army,Mercer,fbs,fcs,True
2020,8,regular,Michigan State,Rutgers,fbs,fbs,True
2020,8,regular,Charlotte,UTEP,fbs,fbs,True
2020,8,regular,Ohio State,Nebraska,fbs,fbs,True
2020,8,regular,Louisville,Florida State,fbs,fbs,True
2020,8,regular,North Carolina,NC State,fbs,fbs,True
2020,8,regular,Memphis,Temple,fbs,fbs,True
2020,8,regular,TCU,Oklahoma,fbs,fbs,True
2020,8,regular,Liberty,Southern Miss,fbs,fbs,True
2020,8,regular,Stephen F. Austin,Abilene Christian,fcs,fcs,True
2020,8,regular,UCF,Tulane,fbs,fbs,True
2020,8,regular,Marshall,Florida Atlantic,fbs,fbs,True
2020,8,regular,Eastern Kentucky,Central Arkansas,fcs,fcs,True
2020,8,regular,Wake Forest,Virginia Tech,fbs,fbs,True
2020,8,regular,Rice,Middle Tennessee,fbs,fbs,True
2020,8,regular,Oklahoma State,Iowa State,fbs,fbs,True
2020,8,regular,Navy,Houston,fbs,fbs,True
2020,8,regular,Texas,Baylor,fbs,fbs,True
2020,8,regular,Tennessee,Alabama,fbs,fbs,True
2020,8,regular,Indiana,Penn State,fbs,fbs,True
2020,8,regular,Purdue,Iowa,fbs,fbs,True
2020,8,regular,Pittsburgh,Notre Dame,fbs,fbs,True
2020,8,regular,Boston College,Georgia Tech,fbs,fbs,True
2020,8,regular,Troy,Georgia State,fbs,fbs,True
2020,8,regular,Missouri,Kentucky,fbs,fbs,True
2020,8,regular,Western Kentucky,Chattanooga,fbs,fcs,True
2020,8,regular,Texas Tech,West Virginia,fbs,fbs,True
2020,8,regular,South Alabama,UL Monroe,fbs,fbs,True
2020,8,regular,LSU,South Carolina,fbs,fbs,True
2020,8,regular,Nevada,Wyoming,fbs,fbs,True
2020,8,regular,Boise State,Utah State,fbs,fbs,True
2020,8,regular,Minnesota,Michigan,fbs,fbs,True
2020,8,regular,Fresno State,Hawai'i,fbs,fbs,True
2020,8,regular,Northwestern,Maryland,fbs,fbs,True
2020,8,regular,Miami,Virginia,fbs,fbs,True
2020,8,regular,UTSA,Louisiana Tech,fbs,fbs,True
2020,8,regular,SMU,Cincinnati,fbs,fbs,True
2020,8,regular,BYU,Texas State,fbs,fbs,True
2020,8,regular,San José State,Air Force,fbs,fbs,True
2020,8,regular,San Diego State,UNLV,fbs,fbs,True
2020,9,regular,Georgia Southern,South Alabama,fbs,fbs,True
2020,9,regular,Fresno State,Colorado State,fbs,fbs,True
2020,9,regular,Southern Illinois,Southeast Missouri State,fcs,fcs,True
2020,9,regular,Maryland,Minnesota,fbs,fbs,True
2020,9,regular,Tulsa,East Carolina,fbs,fbs,True
2020,9,regular,Wyoming,Hawai'i,fbs,fbs,True
2020,9,regular,Kentucky,Georgia,fbs,fbs,True
2020,9,regular,Georgia State,Coastal Carolina,fbs,fbs,True
2020,9,regular,Tulane,Temple,fbs,fbs,True
2020,9,regular,Syracuse,Wake Forest,fbs,fbs,True
2020,9,regular,Kansas,Iowa State,fbs,fbs,True
2020,9,regular,Clemson,Boston College,fbs,fbs,True
2020,9,regular,Illinois,Purdue,fbs,fbs,True
2020,9,regular,Cincinnati,Memphis,fbs,fbs,True
2020,9,regular,West Virginia,Kansas State,fbs,fbs,True
2020,9,regular,Florida Atlantic,UTSA,fbs,fbs,True
2020,9,regular,Michigan,Michigan State,fbs,fbs,True
2020,9,regular,Houston,UCF,fbs,fbs,True
2020,9,regular,Stephen F. Austin,Western Colorado,fcs,ii,True
2020,9,regular,Mercer,Abilene Christian,fcs,fcs,True
2020,9,regular,Arkansas State,Troy,fbs,fbs,True
2020,9,regular,Southern Miss,Rice,fbs,fbs,True
2020,9,regular,Baylor,TCU,fbs,fbs,True
2020,9,regular,Louisiana Tech,UAB,fbs,fbs,True
2020,9,regular,Auburn,LSU,fbs,fbs,True
2020,9,regular,Georgia Tech,Notre Dame,fbs,fbs,True
2020,9,regular,Iowa,Northwestern,fbs,fbs,True
2020,9,regular,Rutgers,Indiana,fbs,fbs,True
2020,9,regular,Louisville,Virginia Tech,fbs,fbs,True
2020,9,regular,Oklahoma State,Texas,fbs,fbs,True
2020,9,regular,UL Monroe,App State,fbs,fbs,True
2020,9,regular,Central Arkansas,Missouri Western,fcs,ii,True
2020,9,regular,Vanderbilt,Ole Miss,fbs,fbs,True
2020,9,regular,Air Force,Boise State,fbs,fbs,True
2020,9,regular,New Mexico,San José State,fbs,fbs,True
2020,9,regular,Alabama,Mississippi State,fbs,fbs,True
2020,9,regular,Duke,Charlotte,fbs,fbs,True
2020,9,regular,SMU,Navy,fbs,fbs,True
2020,9,regular,Florida,Missouri,fbs,fbs,True
2020,9,regular,Texas A&M,Arkansas,fbs,fbs,True
2020,9,regular,Penn State,Ohio State,fbs,fbs,True
2020,9,regular,Texas Tech,Oklahoma,fbs,fbs,True
2020,9,regular,Texas State,Louisiana,fbs,fbs,True
2020,9,regular,Virginia,North Carolina,fbs,fbs,True
2020,9,regular,Utah State,San Diego State,fbs,fbs,True
2020,9,regular,BYU,Western Kentucky,fbs,fbs,True
2020,9,regular,UNLV,Nevada,fbs,fbs,True
2020,10,regular,Kent State,Eastern Michigan,fbs,fbs,True
2020,10,regular,Akron,Western Michigan,fbs,fbs,True
2020,10,regular,Miami (OH),Ball State,fbs,fbs,True
2020,10,regular,Northern Illinois,Buffalo,fbs,fbs,True
2020,10,regular,Central Michigan,Ohio,fbs,fbs,True
2020,10,regular,Toledo,Bowling Green,fbs,fbs,True
2020,10,regular,Nevada,Utah State,fbs,fbs,True
2020,10,regular,Colorado State,Wyoming,fbs,fbs,True
