attempts,epa_per_play_raw,success_rate,big_play_rate,third_down_epa,red_zone_epa,high_leverage_epa,scoring_play_rate,avg_opp_def,sos_percentile,fcs_games,epa_per_play_adj,success_rate_adj,has_sos,is_fcs_team,player_name,draft_year,college,seasons_played
436,0.2755065240444393,0.5298165137614679,0.1720183486238532,,0.5251400896481105,0.5251400896481105,0.08486238532110092,20.799999999999997,78.99159663865547,0.0,0.2972724117814849,0.539327508070816,1.0,0.0,Brady Quinn,2007,Notre Dame,3
269,0.1143338700763355,0.45353159851301117,0.17100371747211895,,0.3735180854797363,0.3735180854797363,0.04460966542750929,23.316666666666666,50.42016806722689,0.0,0.11241327302977085,0.4526923592501284,1.0,0.0,Drew Stanton,2007,Michigan State,3
125,0.1582994210422039,0.472,0.184,,0.35867059230804443,0.35867059230804443,0.056,19.991666666666667,90.75630252100841,0.0,0.18767321945477988,0.4848354070792368,1.0,0.0,Isaiah Stanback,2007,Washington,3
325,0.3610581658436702,0.5661538461538461,0.2246153846153846,,0.6876913751874651,0.6876913751874651,0.08307692307692308,21.523076923076925,73.10924369747899,0.0,0.3760185633015735,0.5726910596507957,1.0,0.0,JaMarcus Russell,2007,LSU,3
386,0.42367300020598375,0.5880829015544041,0.24611398963730569,,0.3342739878029659,0.3342739878029659,0.07253886010362694,23.123076923076926,52.10084033613446,0.0,0.423574440450466,0.5880398341047699,1.0,0.0,John Beck,2007,BYU,3
424,0.27696194747498015,0.5,0.2169811320754717,,0.07381176013572543,0.07381176013572543,0.06839622641509434,27.957142857142856,13.445378151260504,1.0,0.23136589267699045,0.48007598757507564,1.0,0.0,Kevin Kolb,2007,Houston,3
136,-0.02311457649749868,0.4632352941176471,0.1323529411764706,,0.43745053898204456,0.43745053898204456,0.04411764705882353,20.408333333333335,85.29411764705883,0.0,0.002337618474082235,0.4743570863670443,1.0,0.0,Trent Edwards,2007,Stanford,3
306,0.33033455070716883,0.545751633986928,0.1895424836601307,,0.7760599454243978,0.7760599454243978,0.09803921568627451,20.646153846153844,83.19327731092437,0.0,0.35354841509935103,0.555895347618063,1.0,0.0,Troy Smith,2007,Ohio State,3
459,0.3126083936599085,0.5337690631808278,0.19825708061002179,,0.2001957967877388,0.2001957967877388,0.06535947712418301,23.650000000000002,75.83333333333333,1.0,0.3445145592558444,0.5477110334364024,1.0,0.0,Brian Brohm,2008,Louisville,4
258,0.2835736736770748,0.5348837209302325,0.17829457364341086,,0.39607627732413153,0.39607627732413153,0.06589147286821706,26.1,56.666666666666664,1.0,0.2924208110399597,0.5387496359863505,1.0,0.0,Chad Henne,2008,Michigan,4
