attempts,epa_per_play_raw,success_rate,big_play_rate,third_down_epa,red_zone_epa,high_leverage_epa,scoring_play_rate,avg_opp_def,sos_percentile,fcs_games,epa_per_play_adj,success_rate_adj,has_sos,is_fcs_team,player_name,draft_year,college,seasons_played
393.0,0.3294402208783093,0.5302469828665782,0.2051699427649094,,0.49015713487545437,0.49015713487545437,0.07866981753416016,22.181666666666665,80.10611024070646,0.0,0.35932882902538327,0.5433073452756578,1.0,0.0,Brady Quinn,2007,Notre Dame,3
265.7,0.19416739791883694,0.4902668970440414,0.20190280452224424,,0.19116416255633034,0.19116416255633034,0.05003663477421741,24.59651515151515,55.943597778094286,0.0,0.2013278185595184,0.4933957710320364,1.0,0.0,Drew Stanton,2007,Michigan State,3
137.5,0.06641761323088363,0.4278310834198684,0.19622291450328833,,-0.26165009055787497,-0.26165009055787497,0.052627898926964345,23.322196969696968,73.73308645492095,0.5,0.08557172323174289,0.43620081469017813,1.0,0.0,Isaiah Stanback,2007,Washington,3
272.0,0.24035262663907456,0.5148379866354734,0.22435771355458117,,0.557854449484736,0.557854449484736,0.07114448351381514,22.028717948717947,82.4049280729241,0.3,0.27168076491079685,0.5285273775036294,1.0,0.0,JaMarcus Russell,2007,LSU,3
332.2,0.36639463983015397,0.5521585745726061,0.2151746128072864,,0.4842307230795937,0.4842307230795937,0.06720592622181594,25.428356643356643,50.78122774533543,0.3,0.36572589457459204,0.551866354361012,1.0,0.0,John Beck,2007,BYU,3
329.7,0.10844743104009874,0.46400021450788315,0.2116152308691684,,-0.12438610221373314,-0.12438610221373314,0.05148029832785034,29.633116883116884,22.011821677823672,0.8,0.06820412044500962,0.4464151794896343,1.0,0.0,Kevin Kolb,2007,Houston,3
188.0,0.034873267426910944,0.4763269556555229,0.15338389157841975,,0.18707008165714545,0.18707008165714545,0.05035674176908386,23.592348484848486,70.41589517162797,0.5,0.0514847523603905,0.48358564138343113,1.0,0.0,Trent Edwards,2007,Stanford,3
243.7,0.2888766135377262,0.5210370016032468,0.2100764973222367,,0.09706671635309855,0.09706671635309855,0.087349502247798,22.438910256410253,77.80729240848882,0.0,0.31634408405269043,0.5330394045796885,1.0,0.0,Troy Smith,2007,Ohio State,3
337.20000000000005,0.3384433480561905,0.5386783662769462,0.2123215332056039,,0.2506745291865749,0.2506745291865749,0.06294670240923629,23.901602564102568,69.60409248445141,0.4,0.35751982045896613,0.5470141724088703,1.0,0.0,Brian Brohm,2008,Louisville,4
303.0,0.23960115340843274,0.5203266238981086,0.17543024054560796,,0.2072751865557262,0.2072751865557262,0.06616464689358702,24.17467948717949,66.22883729763093,0.4,0.2561074672483408,0.5275393532338608,1.0,0.0,Chad Henne,2008,Michigan,4
