aggregation_method,outcome,outcome_type,feature_combo,n_features,features,n_samples,r,r_squared,cv_r2,rmse,auc,accuracy
recency_weighted,Sustained Starter,classification,solo_success_rate,1,success_rate,110,0.3738141953188198,,,,0.7191947240541479,0.6909090909090909
recency_weighted,Sustained Starter,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.26873395929530514,,,,0.6539396043040612,0.6727272727272727
recency_weighted,Sustained Starter,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.28262006157176184,,,,0.6494272821936827,0.6818181818181818
recency_weighted,Sustained Starter,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",110,0.2643064020217199,,,,0.6452620617841027,0.6727272727272727
recency_weighted,Sustained Starter,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.25673782802897194,,,,0.6126345019090593,0.6818181818181818
recency_weighted,Sustained Starter,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.29198281582881136,,,,0.6553280111072545,0.6818181818181818
recency_weighted,Sustained Starter,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",110,0.3940283508881631,,,,0.7254425546685179,0.6909090909090909
recency_weighted,Sustained Starter,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",110,0.4080962615881524,,,,0.7282193682749045,0.7090909090909091
cumulative,Rookie LEAF,regression,solo_epa_per_play,1,epa_per_play,102,0.15828994163271198,0.025055705622087365,-0.12843825096923742,0.46841197833579745,,
cumulative,Rookie LEAF,regression,solo_attempts,1,attempts,102,0.13162383419315182,0.017324833727706324,-0.12609606454721453,0.4702654599406135,,
cumulative,Rookie LEAF,regression,solo_big_play_rate,1,big_play_rate,102,0.05436735400586239,0.002955809181598761,-0.16389201650809898,0.4736911764873704,,
cumulative,Rookie LEAF,regression,solo_red_zone_epa,1,red_zone_epa,102,0.06733881444128743,0.0045345159303581415,-0.1409554625511722,0.47331600970914806,,
cumulative,Rookie LEAF,regression,solo_high_leverage_epa,1,high_leverage_epa,102,0.06733881444128743,0.0045345159303581415,-0.1409554625511722,0.47331600970914806,,
cumulative,Rookie LEAF,regression,solo_success_rate,1,success_rate,102,0.19508435575560137,0.03805790586057804,-0.12704265267430948,0.4652780409416035,,
cumulative,Rookie LEAF,regression,pair_epa_volume,2,"epa_per_play, attempts",102,0.22470645761547364,0.05049299209409465,-0.1861902865766659,0.46226091927643853,,
cumulative,Rookie LEAF,regression,pair_epa_bigplay,2,"epa_per_play, big_play_rate",102,0.171194973444069,0.029307718932515492,-0.13459048937927842,0.46738942232180913,,
cumulative,Rookie LEAF,regression,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",102,0.15950510572536505,0.025441878752459884,-0.1442753844744728,0.4683192007089583,,
cumulative,Rookie LEAF,regression,pair_volume_bigplay,2,"attempts, big_play_rate",102,0.16539150004147588,0.027354348285969516,-0.1876723661238403,0.4678594610491516,,
cumulative,Rookie LEAF,regression,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",102,0.22582841787314392,0.05099847431908731,-0.2100199923194322,0.462137857633431,,
cumulative,Rookie LEAF,regression,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",102,0.19673232505383012,0.03870360772108587,-0.1931028891628683,0.46512185621314145,,
cumulative,Rookie LEAF,regression,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",102,0.2923556356879729,0.08547181771851874,-0.4913957555541028,0.45366642388492023,,
cumulative,85+ Starts,classification,solo_epa_per_play,1,epa_per_play,81,0.1022942629349569,,,,0.5582010582010583,0.7777777777777778
cumulative,85+ Starts,classification,solo_attempts,1,attempts,81,0.00519489778324044,,,,0.5551146384479719,0.7777777777777778
cumulative,85+ Starts,classification,solo_big_play_rate,1,big_play_rate,81,0.16992608188721792,,,,0.5537918871252204,0.7777777777777778
cumulative,85+ Starts,classification,solo_red_zone_epa,1,red_zone_epa,81,0.07644373859703153,,,,0.5026455026455027,0.7777777777777778
cumulative,85+ Starts,classification,solo_high_leverage_epa,1,high_leverage_epa,81,0.07644373859703153,,,,0.5026455026455027,0.7777777777777778
cumulative,85+ Starts,classification,solo_success_rate,1,success_rate,81,0.19400345212118922,,,,0.609347442680776,0.7777777777777778
cumulative,85+ Starts,classification,pair_epa_volume,2,"epa_per_play, attempts",81,0.10563146696194986,,,,0.5828924162257496,0.7777777777777778
cumulative,85+ Starts,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",81,0.16892777173610007,,,,0.5520282186948853,0.7777777777777778
cumulative,85+ Starts,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",81,0.20637941670536106,,,,0.5758377425044092,0.7777777777777778
cumulative,85+ Starts,classification,pair_volume_bigplay,2,"attempts, big_play_rate",81,0.18891318757134992,,,,0.5943562610229277,0.7777777777777778
cumulative,85+ Starts,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",81,0.18814564766354203,,,,0.5890652557319224,0.7777777777777778
cumulative,85+ Starts,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",81,0.2854788390623748,,,,0.6243386243386244,0.8024691358024691
cumulative,85+ Starts,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",81,0.3171939261846102,,,,0.6710758377425045,0.7901234567901234
cumulative,Bust,classification,solo_epa_per_play,1,epa_per_play,110,0.18526941252040607,,,,0.6117527173913043,0.6363636363636364
cumulative,Bust,classification,solo_attempts,1,attempts,110,0.05460091958565475,,,,0.5591032608695653,0.5818181818181818
cumulative,Bust,classification,solo_big_play_rate,1,big_play_rate,110,0.1335950483964199,,,,0.545516304347826,0.6272727272727273
cumulative,Bust,classification,solo_red_zone_epa,1,red_zone_epa,110,0.08467335791387927,,,,0.5777853260869565,0.5818181818181818
cumulative,Bust,classification,solo_high_leverage_epa,1,high_leverage_epa,110,0.08467335791387927,,,,0.5777853260869565,0.5818181818181818
cumulative,Bust,classification,solo_success_rate,1,success_rate,110,0.22652236252839258,,,,0.6345108695652173,0.6272727272727273
cumulative,Bust,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.2056247313374495,,,,0.6368885869565217,0.6636363636363637
cumulative,Bust,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.18602645477147955,,,,0.6008831521739131,0.6363636363636364
cumulative,Bust,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",110,0.18529772807102624,,,,0.6100543478260869,0.6272727272727273
cumulative,Bust,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.17018360118675388,,,,0.6015625,0.6181818181818182
cumulative,Bust,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.21187133329035568,,,,0.6304347826086957,0.6272727272727273
cumulative,Bust,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",110,0.22774554733685506,,,,0.6368885869565217,0.6272727272727273
cumulative,Bust,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",110,0.2739896203359476,,,,0.670516304347826,0.6909090909090909
cumulative,Elite Peak,classification,solo_epa_per_play,1,epa_per_play,110,0.27459505162208514,,,,0.647691773689691,0.6545454545454545
cumulative,Elite Peak,classification,solo_attempts,1,attempts,110,0.016059922214970778,,,,0.48542172856647,0.6090909090909091
cumulative,Elite Peak,classification,solo_big_play_rate,1,big_play_rate,110,0.24072871787282646,,,,0.6053453661922944,0.6727272727272727
cumulative,Elite Peak,classification,solo_red_zone_epa,1,red_zone_epa,110,0.09977154714073426,,,,0.5866018743491844,0.6
cumulative,Elite Peak,classification,solo_high_leverage_epa,1,high_leverage_epa,110,0.09977154714073426,,,,0.5866018743491844,0.6
cumulative,Elite Peak,classification,solo_success_rate,1,success_rate,110,0.2905200444084568,,,,0.6619229434224227,0.6545454545454545
cumulative,Elite Peak,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.2785828656533394,,,,0.6539396043040612,0.6545454545454545
cumulative,Elite Peak,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.2832631239873961,,,,0.6417910447761196,0.6545454545454545
cumulative,Elite Peak,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",110,0.27629720232920624,,,,0.6442207566817078,0.6636363636363637
cumulative,Elite Peak,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.2537488336219396,,,,0.6233946546338077,0.6909090909090909
cumulative,Elite Peak,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.294090190356545,,,,0.6515098923984728,0.6545454545454545
cumulative,Elite Peak,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",110,0.29382915689778855,,,,0.6556751128080528,0.6363636363636364
cumulative,Elite Peak,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",110,0.3179265896528998,,,,0.6709475876431795,0.6545454545454545
cumulative,Sustained Starter,classification,solo_epa_per_play,1,epa_per_play,110,0.25614454120205027,,,,0.6431794515793128,0.6545454545454545
cumulative,Sustained Starter,classification,solo_attempts,1,attempts,110,0.02212563198484458,,,,0.5489413398125651,0.6090909090909091
cumulative,Sustained Starter,classification,solo_big_play_rate,1,big_play_rate,110,0.2578606266278341,,,,0.6167997223186393,0.6909090909090909
cumulative,Sustained Starter,classification,solo_red_zone_epa,1,red_zone_epa,110,0.09268119697151372,,,,0.583130857341201,0.6
cumulative,Sustained Starter,classification,solo_high_leverage_epa,1,high_leverage_epa,110,0.09268119697151372,,,,0.583130857341201,0.6
cumulative,Sustained Starter,classification,solo_success_rate,1,success_rate,110,0.30631083029197026,,,,0.6782367233599444,0.6636363636363637
cumulative,Sustained Starter,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.2672896494313963,,,,0.6577577230128427,0.6545454545454545
cumulative,Sustained Starter,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.2808224304401401,,,,0.6410968413745227,0.6636363636363637
cumulative,Sustained Starter,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",110,0.25698885636906327,,,,0.6376258243665394,0.6545454545454545
cumulative,Sustained Starter,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.28695980793736126,,,,0.6508156889968759,0.6818181818181818
cumulative,Sustained Starter,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.3076958292017404,,,,0.6664352655328012,0.6454545454545455
cumulative,Sustained Starter,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",110,0.3068075727958436,,,,0.6796251301631376,0.6545454545454545
cumulative,Sustained Starter,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",110,0.3696170210474449,,,,0.7080874696286013,0.6909090909090909
best_season,Rookie LEAF,regression,solo_epa_per_play,1,epa_per_play,102,0.39269267751158227,0.15420753897121556,-0.19588557328866027,0.4362847132915152,,
best_season,Rookie LEAF,regression,solo_attempts,1,attempts,102,0.006119284433602119,3.74456419793252e-05,-0.16773939707938648,0.47438392058550927,,
best_season,Rookie LEAF,regression,solo_big_play_rate,1,big_play_rate,102,0.06603677201229906,0.004360855257804364,-0.1968557544819987,0.47335729330630916,,
best_season,Rookie LEAF,regression,solo_red_zone_epa,1,red_zone_epa,100,0.028037325849026833,0.0007860916407645082,-0.18730350694646203,0.4173761965901204,,
best_season,Rookie LEAF,regression,solo_high_leverage_epa,1,high_leverage_epa,100,0.028037325849026833,0.0007860916407645082,-0.18730350694646203,0.4173761965901204,,
best_season,Rookie LEAF,regression,solo_success_rate,1,success_rate,102,0.0496968415225487,0.0024697760573173205,-0.12775877493312207,0.47380661848767125,,
best_season,Rookie LEAF,regression,pair_epa_volume,2,"epa_per_play, attempts",102,0.4001248696747976,0.16009991133227378,-0.35302281357036847,0.43476232737754406,,
best_season,Rookie LEAF,regression,pair_epa_bigplay,2,"epa_per_play, big_play_rate",102,0.417262045343253,0.17410761448403492,-0.16887300507506975,0.43112163978046164,,
best_season,Rookie LEAF,regression,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",100,0.1683310547617976,0.028335343997219303,-0.1521951866339201,0.41158225735512644,,
best_season,Rookie LEAF,regression,pair_volume_bigplay,2,"attempts, big_play_rate",102,0.06626404225209762,0.004390923295587778,-0.24867920984900166,0.47335014562006433,,
best_season,Rookie LEAF,regression,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",102,0.4274729794201288,0.18273314813432184,-0.3306925042178305,0.42886443616626513,,
best_season,Rookie LEAF,regression,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",100,0.16849435087196557,0.028390346275765043,-0.17267146378844683,0.41157060812913304,,
best_season,Rookie LEAF,regression,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",100,0.2643275670960437,0.0698690627269135,-0.34348061241947236,0.4026896679547379,,
best_season,85+ Starts,classification,solo_epa_per_play,1,epa_per_play,81,0.016424775929881116,,,,0.5264550264550265,0.7777777777777778
best_season,85+ Starts,classification,solo_attempts,1,attempts,81,0.04128830392148954,,,,0.5343915343915344,0.7777777777777778
best_season,85+ Starts,classification,solo_big_play_rate,1,big_play_rate,81,0.005702009831949701,,,,0.49647266313932986,0.7777777777777778
best_season,85+ Starts,classification,solo_red_zone_epa,1,red_zone_epa,80,0.1357754771525435,,,,0.5350140056022409,0.7875
best_season,85+ Starts,classification,solo_high_leverage_epa,1,high_leverage_epa,80,0.1357754771525435,,,,0.5350140056022409,0.7875
best_season,85+ Starts,classification,solo_success_rate,1,success_rate,81,0.15776080737868786,,,,0.6499118165784832,0.7654320987654321
best_season,85+ Starts,classification,pair_epa_volume,2,"epa_per_play, attempts",81,0.04909796685488156,,,,0.5749559082892416,0.7777777777777778
best_season,85+ Starts,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",81,0.016771037782858527,,,,0.5246913580246914,0.7777777777777778
best_season,85+ Starts,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",80,0.1887417907496709,,,,0.607843137254902,0.7875
best_season,85+ Starts,classification,pair_volume_bigplay,2,"attempts, big_play_rate",81,0.04507933283728898,,,,0.564373897707231,0.7777777777777778
best_season,85+ Starts,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",81,0.04887469827759227,,,,0.570546737213404,0.7777777777777778
best_season,85+ Starts,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",80,0.21696333032132625,,,,0.6601307189542485,0.775
best_season,85+ Starts,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",80,0.23918259445914625,,,,0.673202614379085,0.775
best_season,Bust,classification,solo_epa_per_play,1,epa_per_play,110,0.09647329835169648,,,,0.5886548913043479,0.6
best_season,Bust,classification,solo_attempts,1,attempts,110,0.03602762491949538,,,,0.5054347826086956,0.5818181818181818
best_season,Bust,classification,solo_big_play_rate,1,big_play_rate,110,0.0003806578885083457,,,,0.4977921195652174,0.5818181818181818
best_season,Bust,classification,solo_red_zone_epa,1,red_zone_epa,108,0.061945052885893796,,,,0.5386243386243386,0.5833333333333334
best_season,Bust,classification,solo_high_leverage_epa,1,high_leverage_epa,108,0.061945052885893796,,,,0.5386243386243386,0.5833333333333334
best_season,Bust,classification,solo_success_rate,1,success_rate,110,0.21216734233419746,,,,0.6143002717391305,0.6181818181818182
best_season,Bust,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.09854185820575913,,,,0.5923913043478262,0.5818181818181818
best_season,Bust,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.10830375710687133,,,,0.5720108695652174,0.5909090909090909
best_season,Bust,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",108,0.1884489298587438,,,,0.6045855379188712,0.6296296296296297
best_season,Bust,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.036029162648263655,,,,0.5049252717391304,0.5818181818181818
best_season,Bust,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.1092101339938969,,,,0.5754076086956521,0.5909090909090909
best_season,Bust,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",108,0.20187569463390365,,,,0.6024691358024691,0.6296296296296297
best_season,Bust,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",108,0.20185932864291203,,,,0.6070546737213404,0.6018518518518519
best_season,Elite Peak,classification,solo_epa_per_play,1,epa_per_play,110,0.1943468063374716,,,,0.6428323498785145,0.6272727272727273
best_season,Elite Peak,classification,solo_attempts,1,attempts,110,0.12073231761022907,,,,0.5511975008677543,0.6181818181818182
best_season,Elite Peak,classification,solo_big_play_rate,1,big_play_rate,110,0.10961211784260944,,,,0.5668170774036793,0.6181818181818182
best_season,Elite Peak,classification,solo_red_zone_epa,1,red_zone_epa,108,0.15910421589526244,,,,0.575036075036075,0.6296296296296297
best_season,Elite Peak,classification,solo_high_leverage_epa,1,high_leverage_epa,108,0.15910421589526244,,,,0.575036075036075,0.6296296296296297
best_season,Elite Peak,classification,solo_success_rate,1,success_rate,110,0.26189024231252844,,,,0.6416174939257203,0.6545454545454545
best_season,Elite Peak,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.2161603567817389,,,,0.6494272821936827,0.6454545454545455
best_season,Elite Peak,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.19485404806189824,,,,0.6397084345713293,0.6272727272727273
best_season,Elite Peak,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",108,0.30133402036741297,,,,0.6684704184704184,0.6759259259259259
best_season,Elite Peak,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.15572991236282038,,,,0.5819160013884068,0.6363636363636364
best_season,Elite Peak,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.21711208982922772,,,,0.6490801804928845,0.6363636363636364
best_season,Elite Peak,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",108,0.30640239330000735,,,,0.6695526695526696,0.6759259259259259
best_season,Elite Peak,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",108,0.3140353818083742,,,,0.6735209235209236,0.6759259259259259
best_season,Sustained Starter,classification,solo_epa_per_play,1,epa_per_play,110,0.160782072350663,,,,0.6233946546338077,0.6272727272727273
best_season,Sustained Starter,classification,solo_attempts,1,attempts,110,0.004896117085587816,,,,0.5045123221103782,0.6090909090909091
best_season,Sustained Starter,classification,solo_big_play_rate,1,big_play_rate,110,0.14252223388129914,,,,0.5713293995140576,0.6454545454545455
best_season,Sustained Starter,classification,solo_red_zone_epa,1,red_zone_epa,108,0.06573274350189492,,,,0.5324675324675325,0.6111111111111112
best_season,Sustained Starter,classification,solo_high_leverage_epa,1,high_leverage_epa,108,0.06573274350189492,,,,0.5324675324675325,0.6111111111111112
best_season,Sustained Starter,classification,solo_success_rate,1,success_rate,110,0.26205399476363034,,,,0.6494272821936827,0.6363636363636364
best_season,Sustained Starter,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.163870608127916,,,,0.6216591461298161,0.6363636363636364
best_season,Sustained Starter,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.17285151895676243,,,,0.6095105866018744,0.6454545454545455
best_season,Sustained Starter,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",108,0.2633071867219211,,,,0.632034632034632,0.6851851851851852
best_season,Sustained Starter,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.14361394827566235,,,,0.5739326622700452,0.6454545454545455
best_season,Sustained Starter,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.1749031317611254,,,,0.6098576883026727,0.6363636363636364
best_season,Sustained Starter,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",108,0.2676375902297143,,,,0.6352813852813852,0.6574074074074074
best_season,Sustained Starter,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",108,0.2947327082226211,,,,0.6414141414141414,0.7037037037037037
volume_weighted,Rookie LEAF,regression,solo_epa_per_play,1,epa_per_play,102,0.15829415418103954,0.025057039247890718,-0.12844067877475224,0.46841165796543477,,
volume_weighted,Rookie LEAF,regression,solo_attempts,1,attempts,102,0.1508983556250818,0.022770313730353656,-0.11418636407075633,0.4689606652341957,,
volume_weighted,Rookie LEAF,regression,solo_big_play_rate,1,big_play_rate,102,0.05436735400586263,0.0029558091815987874,-0.1638920165080991,0.47369117648737036,,
volume_weighted,Rookie LEAF,regression,solo_red_zone_epa,1,red_zone_epa,102,0.08053772803328502,0.006486325636763384,-0.13448689219787963,0.4728517665605027,,
volume_weighted,Rookie LEAF,regression,solo_high_leverage_epa,1,high_leverage_epa,102,0.08053772803328502,0.006486325636763384,-0.13448689219787963,0.4728517665605027,,
volume_weighted,Rookie LEAF,regression,solo_success_rate,1,success_rate,102,0.1950898152786246,0.038060036025447865,-0.1270484121780923,0.465277525775726,,
volume_weighted,Rookie LEAF,regression,pair_epa_volume,2,"epa_per_play, attempts",102,0.20719810131289204,0.042931053187667476,-0.13338012514378222,0.4640980076817713,,
volume_weighted,Rookie LEAF,regression,pair_epa_bigplay,2,"epa_per_play, big_play_rate",102,0.1712007359300281,0.029309691982983214,-0.13459304873493952,0.4673889473085609,,
volume_weighted,Rookie LEAF,regression,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",102,0.15829560581816607,0.025057498821340212,-0.14087053637472846,0.4684115475643162,,
volume_weighted,Rookie LEAF,regression,pair_volume_bigplay,2,"attempts, big_play_rate",102,0.16350233502073744,0.026733013557233464,-0.14448725438286664,0.46800887359246324,,
volume_weighted,Rookie LEAF,regression,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",102,0.21151956954165457,0.04474052829908685,-0.15179753783101774,0.46365907843816373,,
volume_weighted,Rookie LEAF,regression,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",102,0.19958736513279618,0.039835116320652106,-0.19234583524718002,0.46484803622128945,,
volume_weighted,Rookie LEAF,regression,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",102,0.2598313196499771,0.06751231467104857,-0.3701290684617041,0.4580993166796801,,
volume_weighted,85+ Starts,classification,solo_epa_per_play,1,epa_per_play,81,0.1022877683398432,,,,0.5582010582010583,0.7777777777777778
volume_weighted,85+ Starts,classification,solo_attempts,1,attempts,81,0.04128486102223786,,,,0.5767195767195767,0.7777777777777778
volume_weighted,85+ Starts,classification,solo_big_play_rate,1,big_play_rate,81,0.16992608188721786,,,,0.5537918871252204,0.7777777777777778
volume_weighted,85+ Starts,classification,solo_red_zone_epa,1,red_zone_epa,81,0.058271286153543184,,,,0.49118165784832457,0.7777777777777778
volume_weighted,85+ Starts,classification,solo_high_leverage_epa,1,high_leverage_epa,81,0.058271286153543184,,,,0.49118165784832457,0.7777777777777778
volume_weighted,85+ Starts,classification,solo_success_rate,1,success_rate,81,0.1939894174646642,,,,0.609347442680776,0.7777777777777778
volume_weighted,85+ Starts,classification,pair_epa_volume,2,"epa_per_play, attempts",81,0.11284600763798372,,,,0.6049382716049383,0.7777777777777778
volume_weighted,85+ Starts,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",81,0.16892790680039133,,,,0.5520282186948853,0.7777777777777778
volume_weighted,85+ Starts,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",81,0.1809052272087572,,,,0.5670194003527337,0.7777777777777778
volume_weighted,85+ Starts,classification,pair_volume_bigplay,2,"attempts, big_play_rate",81,0.1842991567660729,,,,0.6102292768959436,0.7777777777777778
volume_weighted,85+ Starts,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",81,0.1836340575084613,,,,0.6137566137566137,0.7777777777777778
volume_weighted,85+ Starts,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",81,0.2750947900703712,,,,0.6313932980599648,0.7901234567901234
volume_weighted,85+ Starts,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",81,0.29159359204836166,,,,0.6746031746031746,0.7901234567901234
volume_weighted,Bust,classification,solo_epa_per_play,1,epa_per_play,110,0.18526215063089285,,,,0.6117527173913043,0.6363636363636364
volume_weighted,Bust,classification,solo_attempts,1,attempts,110,0.11626889267839222,,,,0.5974864130434782,0.5818181818181818
volume_weighted,Bust,classification,solo_big_play_rate,1,big_play_rate,110,0.13359504839642,,,,0.545516304347826,0.6272727272727273
volume_weighted,Bust,classification,solo_red_zone_epa,1,red_zone_epa,110,0.09964878399247099,,,,0.5913722826086957,0.5727272727272728
volume_weighted,Bust,classification,solo_high_leverage_epa,1,high_leverage_epa,110,0.09964878399247099,,,,0.5913722826086957,0.5727272727272728
volume_weighted,Bust,classification,solo_success_rate,1,success_rate,110,0.2265068451592708,,,,0.6345108695652173,0.6272727272727273
volume_weighted,Bust,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.2085021170308984,,,,0.6474184782608695,0.6181818181818182
volume_weighted,Bust,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.18601969910765973,,,,0.6008831521739131,0.6363636363636364
volume_weighted,Bust,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",110,0.18583939267989275,,,,0.6114130434782609,0.6363636363636364
volume_weighted,Bust,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.18291424898690714,,,,0.6073369565217391,0.6272727272727273
volume_weighted,Bust,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.21254298346602346,,,,0.6467391304347826,0.6090909090909091
volume_weighted,Bust,classification,triple_epa_lev_sr,3,"epa_per_play, high_leverage_epa, success_rate",110,0.23104116869793967,,,,0.6402853260869565,0.6272727272727273
volume_weighted,Bust,classification,five_no_situational,5,"epa_per_play, attempts, big_play_rate, high_leverage_epa, success_rate",110,0.26432364080512427,,,,0.6694972826086958,0.6545454545454545
volume_weighted,Elite Peak,classification,solo_epa_per_play,1,epa_per_play,110,0.27458806114872225,,,,0.647691773689691,0.6545454545454545
volume_weighted,Elite Peak,classification,solo_attempts,1,attempts,110,0.12506168501308734,,,,0.6063866712946894,0.6
volume_weighted,Elite Peak,classification,solo_big_play_rate,1,big_play_rate,110,0.24072871787282654,,,,0.6053453661922944,0.6727272727272727
volume_weighted,Elite Peak,classification,solo_red_zone_epa,1,red_zone_epa,110,0.09975572490742421,,,,0.590419993057966,0.6
volume_weighted,Elite Peak,classification,solo_high_leverage_epa,1,high_leverage_epa,110,0.09975572490742421,,,,0.590419993057966,0.6
volume_weighted,Elite Peak,classification,solo_success_rate,1,success_rate,110,0.29050452370543667,,,,0.6619229434224227,0.6545454545454545
volume_weighted,Elite Peak,classification,pair_epa_volume,2,"epa_per_play, attempts",110,0.2947482114125076,,,,0.6796251301631377,0.6818181818181818
volume_weighted,Elite Peak,classification,pair_epa_bigplay,2,"epa_per_play, big_play_rate",110,0.2832576922915578,,,,0.6417910447761196,0.6545454545454545
volume_weighted,Elite Peak,classification,pair_epa_leverage,2,"epa_per_play, high_leverage_epa",110,0.27549208485605015,,,,0.6469975702880945,0.6636363636363637
volume_weighted,Elite Peak,classification,pair_volume_bigplay,2,"attempts, big_play_rate",110,0.28356375710351733,,,,0.6497743838944812,0.6818181818181818
volume_weighted,Elite Peak,classification,triple_epa_vol_bp,3,"epa_per_play, attempts, big_play_rate",110,0.3110631717274161,,,,0.6765012148559527,0.6636363636363637
