passer_player_id,passer_player_name,games_10att,games_any,attempts,season
00-0029567,N.Foles,7,7,286,2012
00-0029604,K.Cousins,3,4,61,2012
00-0029608,T.Hilton,0,1,1,2012
00-0029632,M.Sanu,0,1,1,2012
00-0029665,R.Griffin,16,16,442,2012
00-0029668,A.Luck,17,17,718,2012
00-0029677,B.Weeden,15,15,544,2012
00-0029682,B.Osweiler,0,1,4,2012
00-0029701,R.Tannehill,15,16,519,2012
00-0007091,M.Hasselbeck,0,3,12,2013
00-0010346,P.Manning,19,19,807,2013
00-0019596,T.Brady,18,18,733,2013
00-0020245,M.Vick,6,6,156,2013
00-0020531,D.Brees,18,18,761,2013
00-0021206,J.McCown,7,8,236,2013
00-0021429,C.Palmer,16,16,614,2013
00-0021488,M.McBriar,0,1,1,2013
00-0021678,T.Romo,15,15,571,2013
00-0022055,S.Wallace,1,2,28,2013
00-0022084,A.Boldin,0,1,1,2013
00-0022787,M.Schaub,10,10,379,2013
00-0022803,E.Manning,16,16,590,2013
00-0022824,A.Lee,0,1,1,2013
00-0022864,L.McCown,0,1,1,2013
00-0022921,L.Fitzgerald,0,1,1,2013
00-0022924,B.Roethlisberger,16,16,621,2013
00-0022942,P.Rivers,18,18,621,2013
00-0023176,J.Cribbs,0,2,3,2013
00-0023234,M.Koenen,0,2,2,2013
00-0023436,A.Smith,16,16,591,2013
00-0023459,A.Rodgers,9,10,341,2013
00-0023460,J.Campbell,8,9,332,2013
00-0023541,K.Orton,1,2,52,2013
00-0023662,M.Cassel,8,9,271,2013
00-0023682,R.Fitzpatrick,10,11,368,2013
00-0024226,J.Cutler,10,11,373,2013
00-0024264,K.Clemens,9,10,264,2013
00-0024275,M.Jones-Drew,0,1,1,2013
00-0024279,T.Jackson,0,4,14,2013
00-0024318,B.Smith,0,1,1,2013
00-0025708,Mat.Moore,0,1,6,2013
00-0026143,M.Ryan,16,16,694,2013
00-0026144,D.McFadden,0,1,1,2013
00-0026158,J.Flacco,16,16,663,2013
00-0026197,C.Henne,14,15,542,2013
00-0026349,M.Flynn,6,7,227,2013
00-0026393,M.Reece,0,1,1,2013
00-0026498,M.Stafford,16,16,659,2013
00-0026544,C.Daniel,1,3,40,2013
00-0026625,B.Hoyer,2,3,102,2013
00-0026993,J.Freeman,4,4,155,2013
00-0027134,C.Painter,0,3,17,2013
00-0027253,T.Lewis,5,5,175,2013
00-0027688,C.McCoy,0,1,1,2013
00-0027770,S.Schillinger,0,1,1,2013
00-0027793,A.Brown,0,1,2,2013
00-0027854,S.Bradford,7,7,277,2013
00-0027939,C.Newton,17,17,543,2013
00-0027943,P.Peterson,0,2,2,2013
00-0027946,J.Locker,6,7,198,2013
00-0027948,B.Gabbert,3,3,98,2013
00-0027950,C.Ponder,9,9,266,2013
00-0027973,A.Dalton,17,17,667,2013
00-0027974,C.Kaepernick,19,19,543,2013
00-0028064,B.Powell,0,1,1,2013
00-0028090,T.Yates,1,2,24,2013
00-0028091,J.Kerley,0,1,1,2013
00-0028118,T.Taylor,0,2,5,2013
00-0028347,S.Lanning,0,1,1,2013
00-0028595,S.Tolzien,3,3,91,2013
00-0028825,T.Pryor,9,11,302,2013
00-0028863,Dom.Davis,0,1,8,2013
00-0028872,J.Hekker,0,1,1,2013
00-0028986,C.Keenum,8,8,269,2013
00-0029143,J.Bush,0,1,1,2013
00-0029151,M.Simms,1,3,35,2013
00-0029263,R.Wilson,19,19,525,2013
00-0029384,B.Rainey,0,1,1,2013
00-0029567,N.Foles,12,14,385,2013
00-0029604,K.Cousins,4,5,160,2013
00-0029632,M.Sanu,0,1,1,2013
00-0029665,R.Griffin,13,13,495,2013
00-0029668,A.Luck,18,18,698,2013
00-0029677,B.Weeden,7,8,294,2013
00-0029682,B.Osweiler,1,2,18,2013
00-0029701,R.Tannehill,16,16,643,2013
00-0030024,J.Tuel,2,2,61,2013
00-0030391,M.James,0,1,1,2013
00-0030419,M.McGloin,7,7,217,2013
00-0030520,M.Glennon,13,13,456,2013
00-0030525,T.Austin,0,1,1,2013
00-0030526,E.Manuel,10,10,335,2013
00-0030533,M.Barkley,2,3,52,2013
00-0030547,D.Robinson,0,1,1,2013
00-0030550,A.Sanders,0,1,1,2013
00-0030565,G.Smith,16,16,485,2013
00-0007091,M.Hasselbeck,2,3,46,2014
00-0010346,P.Manning,17,17,661,2014
00-0019596,T.Brady,19,19,743,2014
00-0019714,S.Lechler,0,1,1,2014
00-0020245,M.Vick,5,7,139,2014
00-0020531,D.Brees,16,16,683,2014
00-0020679,S.Hill,8,8,247,2014
00-0021206,J.McCown,11,11,359,2014
00-0021429,C.Palmer,6,6,234,2014
00-0021678,T.Romo,17,17,523,2014
00-0022084,A.Boldin,0,1,1,2014
00-0022787,M.Schaub,1,2,13,2014
00-0022803,E.Manning,16,16,628,2014
00-0022824,A.Lee,0,1,1,2014
00-0022924,B.Roethlisberger,17,17,686,2014
00-0022942,P.Rivers,16,16,605,2014
00-0023436,A.Smith,15,15,511,2014
00-0023459,A.Rodgers,18,18,623,2014
00-0023460,J.Campbell,0,4,20,2014
00-0023534,D.Colquitt,0,1,1,2014
00-0023541,K.Orton,12,12,479,2014
00-0023645,D.Anderson,2,5,101,2014
00-0023662,M.Cassel,3,3,77,2014
00-0023682,R.Fitzpatrick,11,12,332,2014
00-0023742,J.Ryan,0,1,1,2014
00-0024204,F.Jackson,0,1,1,2014
00-0024226,J.Cutler,15,15,603,2014
00-0024264,K.Clemens,0,1,4,2014
00-0024279,T.Jackson,0,1,1,2014
00-0024296,C.Whitehurst,7,7,200,2014
00-0024408,B.Gradkowski,0,1,3,2014
00-0025396,T.Ginn,0,1,1,2014
00-0025424,E.Weddle,0,1,1,2014
00-0025430,D.Stanton,8,9,252,2014
00-0025592,J.Palmer,0,1,3,2014
00-0025708,M.Moore,0,1,4,2014
00-0026143,M.Ryan,16,16,655,2014
00-0026144,D.McFadden,0,1,1,2014
00-0026158,J.Flacco,18,18,643,2014
00-0026197,C.Henne,3,3,94,2014
00-0026345,P.Garcon,0,1,1,2014
00-0026349,M.Flynn,0,6,18,2014
00-0026498,M.Stafford,17,17,691,2014
00-0026544,C.Daniel,1,2,32,2014
00-0026625,B.Hoyer,14,14,462,2014
00-0026796,A.Foster,0,1,1,2014
00-0026898,M.Sanchez,9,9,332,2014
00-0026901,M.Wallace,0,1,1,2014
00-0027114,T.Morstead,0,1,1,2014
00-0027145,P.McAfee,0,1,1,2014
00-0027150,J.Edelman,0,1,1,2014
00-0027659,J.Clausen,1,4,51,2014
00-0027688,C.McCoy,4,5,145,2014
00-0027793,A.Brown,0,2,2,2014
00-0027939,C.Newton,16,16,556,2014
00-0027946,J.Locker,7,7,160,2014
00-0027948,B.Gabbert,0,1,7,2014
00-0027950,C.Ponder,1,1,50,2014
00-0027973,A.Dalton,17,17,541,2014
00-0027974,C.Kaepernick,16,16,530,2014
00-0028012,R.Mallett,2,2,74,2014
00-0028052,C.Shorts,0,2,2,2014
00-0028090,T.Yates,0,1,4,2014
00-0028091,J.Kerley,0,1,1,2014
00-0028872,J.Hekker,0,3,3,2014
00-0028954,R.Golden,0,1,1,2014
00-0028957,A.Davis,9,9,311,2014
00-0028986,C.Keenum,2,2,80,2014
00-0029151,M.Simms,0,1,8,2014
00-0029159,J.Kearse,0,1,1,2014
00-0029263,R.Wilson,19,19,577,2014
00-0029384,B.Rainey,0,1,1,2014
00-0029493,R.Quigley,0,1,1,2014
00-0029531,R.Lindley,4,4,131,2014
00-0029567,N.Foles,8,8,319,2014
00-0029604,K.Cousins,6,6,212,2014
00-0029632,M.Sanu,0,4,4,2014
00-0029664,J.Gordon,0,1,1,2014
00-0029665,R.Griffin,7,9,247,2014
00-0029668,A.Luck,19,19,766,2014
00-0029677,B.Weeden,1,4,42,2014
00-0029682,B.Osweiler,0,4,10,2014
00-0029692,B.Anger,0,1,1,2014
00-0029701,R.Tannehill,16,16,635,2014
00-0030092,S.Martin,0,1,2,2014
00-0030142,B.Wing,0,2,2,2014
00-0030419,M.McGloin,1,1,20,2014
00-0030520,M.Glennon,6,6,218,2014
00-0030526,E.Manuel,4,4,136,2014
00-0030533,M.Barkley,0,1,1,2014
00-0030547,D.Robinson,0,1,1,2014
00-0030565,G.Smith,13,14,397,2014
00-0030586,R.Nassib,0,1,7,2014
00-0030661,C.Shaw,1,1,32,2014
00-0030999,M.Grice,0,1,1,2014
00-0031064,T.Savage,1,1,20,2014
00-0031235,O.Beckham,0,1,1,2014
00-0031237,T.Bridgewater,13,13,438,2014
00-0031260,L.Thomas,1,2,11,2014
00-0031266,Z.Mettenberger,6,7,197,2014
00-0031280,D.Carr,16,16,617,2014
00-0031345,J.Garoppolo,1,3,32,2014
00-0031407,B.Bortles,14,14,533,2014
00-0031409,J.Manziel,1,4,38,2014
00-0007091,M.Hasselbeck,8,8,272,2015
00-0010346,P.Manning,13,13,449,2015
00-0019596,T.Brady,18,18,763,2015
00-0020245,M.Vick,2,4,75,2015
00-0020531,D.Brees,15,15,657,2015
00-0020679,S.Hill,0,2,8,2015
00-0021206,J.McCown,7,8,319,2015
00-0021429,C.Palmer,18,18,643,2015
00-0021678,T.Romo,4,4,127,2015
00-0022787,M.Schaub,2,2,83,2015
00-0022803,E.Manning,16,16,644,2015
00-0022864,L.McCown,1,2,41,2015
00-0022921,L.Fitzgerald,0,1,1,2015
00-0022924,B.Roethlisberger,14,14,572,2015
00-0022942,P.Rivers,16,16,703,2015
00-0023436,A.Smith,18,18,593,2015
00-0023459,A.Rodgers,18,18,705,2015
00-0023534,D.Colquitt,0,1,1,2015
00-0023578,D.Orlovsky,1,2,40,2015
00-0023645,D.Anderson,0,1,6,2015
00-0023662,M.Cassel,7,8,217,2015
00-0023682,R.Fitzpatrick,15,16,581,2015
00-0024226,J.Cutler,14,15,514,2015
00-0024264,K.Clemens,0,1,6,2015
00-0024279,T.Jackson,0,3,7,2015
00-0024296,C.Whitehurst,2,4,37,2015
00-0024417,S.Koch,0,1,1,2015
00-0025396,T.Ginn,0,1,1,2015
00-0025430,D.Stanton,1,5,27,2015
00-0025708,M.Moore,0,1,1,2015
00-0026035,D.Amendola,0,1,1,2015
00-0026143,M.Ryan,16,16,646,2015
00-0026144,D.McFadden,0,1,1,2015
00-0026158,J.Flacco,10,10,428,2015
00-0026498,M.Stafford,16,16,637,2015
00-0026544,C.Daniel,0,1,2,2015
00-0026625,B.Hoyer,12,12,432,2015
00-0026898,M.Sanchez,3,3,100,2015
00-0026993,Jo.Freeman,1,1,29,2015
00-0026995,J.Maclin,0,1,1,2015
00-0027595,B.Walters,0,1,1,2015
00-0027659,J.Clausen,4,4,132,2015
00-0027688,C.McCoy,1,1,12,2015
00-0027793,A.Brown,0,1,1,2015
00-0027816,M.Mariani,0,1,1,2015
00-0027854,S.Bradford,14,14,559,2015
00-0027939,C.Newton,19,19,626,2015
00-0027948,B.Gabbert,8,8,307,2015
00-0027973,A.Dalton,12,13,406,2015
00-0027974,C.Kaepernick,8,9,274,2015
00-0028012,R.Mallett,7,7,249,2015
00-0028052,C.Shorts III,0,1,1,2015
00-0028090,T.Yates,3,4,62,2015
00-0028118,T.Taylor,14,14,418,2015
00-0028237,C.Hogan,0,1,1,2015
00-0028595,S.Tolzien,0,1,2,2015
00-0028872,J.Hekker,0,4,4,2015
00-0028957,A.Davis,3,3,105,2015
00-0028986,C.Keenum,5,5,129,2015
00-0029205,T.Cadet,0,1,1,2015
00-0029234,K.Moore,3,3,109,2015
00-0029263,R.Wilson,18,18,608,2015
00-0029510,J.Grimes,0,1,1,2015
00-0029531,R.Lindley,1,1,10,2015
00-0029567,N.Foles,11,11,350,2015
00-0029604,K.Cousins,17,17,624,2015
00-0029623,A.Tanney,1,1,17,2015
00-0029668,A.Luck,7,7,308,2015
00-0029677,B.Weeden,5,6,149,2015
00-0029682,B.Osweiler,8,8,298,2015
00-0029701,R.Tannehill,16,16,631,2015
00-0030120,B.Daniels,0,1,2,2015
00-0030419,M.McGloin,1,2,35,2015
00-0030524,L.Jones,2,6,64,2015
00-0030526,E.Manuel,2,2,89,2015
00-0030565,G.Smith,1,1,45,2015
00-0030569,S.Renfree,0,1,9,2015
00-0030586,R.Nassib,0,1,5,2015
00-0030789,A.Andrews,0,1,1,2015
00-0031203,C.Santos,0,1,1,2015
00-0031237,T.Bridgewater,17,17,518,2015
00-0031266,Z.Mettenberger,5,6,179,2015
00-0031280,D.Carr,16,16,605,2015
00-0031288,A.McCarron,5,7,175,2015
00-0031345,J.Garoppolo,0,1,4,2015
00-0031382,J.Landry,0,1,1,2015
00-0031407,B.Bortles,16,16,659,2015
00-0031409,J.Manziel,7,9,241,2015
00-0031503,J.Winston,16,16,563,2015
00-0031941,J.Crowder,0,1,1,2015
00-0032245,S.Mannion,0,1,7,2015
00-0032268,M.Mariota,11,12,408,2015
00-0019596,T.Brady,15,15,599,2016
00-0020531,D.Brees,16,16,695,2016
00-0020679,S.Hill,1,3,36,2016
00-0021206,J.McCown,5,5,183,2016
00-0021429,C.Palmer,15,15,639,2016
00-0021678,T.Romo,0,1,4,2016
00-0022787,M.Schaub,0,2,3,2016
00-0022803,E.Manning,17,17,665,2016
00-0022921,L.Fitzgerald,0,1,1,2016
00-0022924,B.Roethlisberger,17,17,631,2016
00-0022942,P.Rivers,16,16,615,2016
00-0023436,A.Smith,16,16,554,2016
00-0023459,A.Rodgers,19,19,783,2016
00-0023645,D.Anderson,2,4,54,2016
00-0023662,M.Cassel,2,3,54,2016
00-0023682,R.Fitzpatrick,14,14,422,2016
00-0023742,J.Ryan,0,1,1,2016
00-0024226,J.Cutler,5,5,154,2016
00-0024264,K.Clemens,0,1,1,2016
00-0024296,C.Whitehurst,1,1,27,2016
00-0025430,D.Stanton,2,5,48,2016
00-0025708,M.Moore,4,5,129,2016
00-0025825,B.Kern,0,1,1,2016
00-0026143,M.Ryan,19,19,680,2016
00-0026158,J.Flacco,16,16,703,2016
00-0026498,M.Stafford,17,17,665,2016
00-0026544,C.Daniel,0,1,1,2016
00-0026625,B.Hoyer,6,6,202,2016
00-0026898,M.Sanchez,1,2,21,2016
00-0026995,J.Maclin,0,1,1,2016
00-0027145,P.McAfee,0,1,1,2016
00-0027150,J.Edelman,0,1,1,2016
00-0027854,S.Bradford,15,15,590,2016
00-0027902,D.Bryant,0,1,1,2016
00-0027939,C.Newton,15,15,547,2016
00-0027948,B.Gabbert,6,6,171,2016
00-0027973,A.Dalton,16,16,602,2016
00-0027974,C.Kaepernick,11,11,366,2016
00-0028009,D.Murray,0,2,2,2016
00-0028012,R.Mallett,0,3,6,2016
00-0028118,T.Taylor,15,15,478,2016
00-0028434,D.Baldwin,0,1,1,2016
00-0028595,S.Tolzien,1,2,40,2016
00-0028825,T.Pryor,0,3,10,2016
00-0028872,J.Hekker,0,2,2,2016
00-0028986,C.Keenum,9,10,345,2016
00-0029000,C.Beasley,0,1,1,2016
00-0029263,R.Wilson,18,18,653,2016
00-0029269,T.Benjamin,0,1,1,2016
00-0029567,N.Foles,2,2,59,2016
00-0029597,J.Tucker,0,1,1,2016
00-0029604,K.Cousins,16,16,628,2016
00-0029665,R.Griffin,5,5,169,2016
00-0029668,A.Luck,15,15,586,2016
00-0029682,B.Osweiler,17,17,602,2016
00-0029688,D.Poe,0,1,1,2016
00-0029701,R.Tannehill,13,13,418,2016
00-0030140,T.Way,0,1,1,2016
00-0030419,M.McGloin,1,3,15,2016
00-0030496,L.Bell,0,1,1,2016
00-0030520,M.Glennon,1,1,12,2016
00-0030524,L.Jones,2,4,89,2016
00-0030526,E.Manuel,1,5,30,2016
00-0030533,M.Barkley,7,7,222,2016
00-0030565,G.Smith,1,2,17,2016
00-0030663,W.Snead,0,1,1,2016
00-0030990,J.Huff,0,1,1,2016
00-0031064,T.Savage,2,3,78,2016
00-0031076,D.Fales,0,1,6,2016
00-0031235,O.Beckham,0,1,1,2016
00-0031280,D.Carr,15,15,580,2016
00-0031345,J.Garoppolo,2,6,66,2016
00-0031376,J.McKinnon,0,1,1,2016
00-0031382,J.Landry,0,1,1,2016
00-0031407,B.Bortles,16,16,660,2016
00-0031431,M.Lee,0,1,1,2016
00-0031503,J.Winston,16,16,607,2016
00-0031568,B.Petty,4,6,146,2016
00-0031589,B.Hundley,0,4,10,2016
00-0031912,C.Meredith,0,1,1,2016
00-0032156,T.Siemian,14,14,518,2016
00-0032245,S.Mannion,0,1,6,2016
00-0032257,D.Johnson Jr.,0,1,1,2016
00-0032268,M.Mariota,15,15,475,2016
00-0032406,A.Morrison,0,1,1,2016
00-0032462,T.Boykin,0,3,19,2016
00-0032475,T.McEvoy,0,1,1,2016
00-0032784,K.Hogan,1,2,28,2016
00-0032893,C.Cook,2,2,72,2016
00-0032943,R.Dixon,0,1,1,2016
00-0032950,C.Wentz,16,16,641,2016
00-0033077,D.Prescott,16,17,523,2016
00-0033098,C.Jones,1,1,12,2016
00-0033104,C.Kessler,7,9,217,2016
00-0033106,J.Goff,7,7,230,2016
00-0033108,P.Lynch,3,3,91,2016
00-0033111,P.Cooper,0,1,1,2016
00-0033119,J.Brissett,3,3,61,2016
00-0019596,T.Brady,19,19,759,2017
00-0020531,D.Brees,18,18,629,2017
00-0021206,J.McCown,13,13,432,2017
00-0021429,C.Palmer,7,7,290,2017
00-0022803,E.Manning,15,15,607,2017
00-0022921,L.Fitzgerald,0,1,1,2017
00-0022924,B.Roethlisberger,16,16,642,2017
00-0022942,P.Rivers,16,16,592,2017
00-0023436,A.Smith,16,16,577,2017
00-0023459,A.Rodgers,6,7,261,2017
00-0023645,D.Anderson,0,3,9,2017
00-0023662,M.Cassel,2,2,50,2017
00-0023682,R.Fitzpatrick,5,6,172,2017
00-0023742,J.Ryan,0,1,1,2017
00-0024226,J.Cutler,13,14,449,2017
00-0024264,K.Clemens,0,2,8,2017
00-0024417,S.Koch,0,2,2,2017
00-0025430,D.Stanton,5,5,166,2017
00-0025708,M.Moore,4,4,138,2017
00-0026035,D.Amendola,0,2,2,2017
00-0026143,M.Ryan,18,18,622,2017
00-0026158,J.Flacco,16,16,574,2017
00-0026197,C.Henne,0,1,2,2017
00-0026498,M.Stafford,16,16,615,2017
00-0026625,B.Hoyer,6,8,228,2017
00-0027690,E.Decker,0,1,1,2017
00-0027796,J.Webb,0,2,7,2017
00-0027854,S.Bradford,2,2,48,2017
00-0027891,G.Tate,0,1,1,2017
00-0027939,C.Newton,17,17,571,2017
00-0027948,B.Gabbert,5,5,194,2017
00-0027973,A.Dalton,16,16,534,2017
00-0027994,S.Vereen,0,1,1,2017
00-0028002,R.Cobb,0,1,1,2017
00-0028012,R.Mallett,0,2,17,2017
00-0028090,T.Yates,4,4,111,2017
00-0028118,T.Taylor,16,16,505,2017
00-0028595,S.Tolzien,1,1,22,2017
00-0028872,J.Hekker,0,3,3,2017
00-0028954,R.Golden,0,1,1,2017
00-0028986,C.Keenum,17,17,595,2017
00-0029263,R.Wilson,16,16,597,2017
00-0029304,B.Nortman,0,1,2,2017
00-0029493,R.Quigley,0,1,1,2017
00-0029567,N.Foles,7,9,216,2017
00-0029604,K.Cousins,16,16,581,2017
00-0029632,M.Sanu,0,1,1,2017
00-0029682,B.Osweiler,5,6,182,2017
00-0029878,M.Gray,0,1,1,2017
00-0030151,T.Bray,0,1,1,2017
00-0030506,T.Kelce,0,1,1,2017
00-0030520,M.Glennon,4,4,148,2017
00-0030524,L.Jones,1,2,31,2017
00-0030526,E.Manuel,2,2,47,2017
00-0030565,G.Smith,1,2,39,2017
00-0030663,W.Snead,0,1,1,2017
00-0030710,T.Burton,0,1,1,2017
00-0031064,T.Savage,7,8,243,2017
00-0031076,D.Fales,1,2,45,2017
00-0031079,P.O'Donnell,0,1,1,2017
00-0031237,T.Bridgewater,0,1,2,2017
00-0031280,D.Carr,15,15,537,2017
00-0031288,A.McCarron,0,2,15,2017
00-0031345,J.Garoppolo,5,6,184,2017
00-0031363,M.Palardy,0,1,1,2017
00-0031382,J.Landry,0,1,1,2017
00-0031407,B.Bortles,19,19,639,2017
00-0031431,M.Lee,0,1,1,2017
00-0031503,J.Winston,13,13,474,2017
00-0031568,B.Petty,3,4,121,2017
00-0031589,B.Hundley,10,11,346,2017
00-0031800,T.Heinicke,0,1,2,2017
00-0032156,T.Siemian,11,11,384,2017
00-0032245,S.Mannion,1,3,40,2017
00-0032268,M.Mariota,17,17,560,2017
00-0032431,J.Rudock,0,1,5,2017
00-0032449,L.Edwards,0,1,1,2017
00-0032475,T.McEvoy,0,1,1,2017
00-0032630,J.Callahan,0,1,7,2017
00-0032784,K.Hogan,3,4,81,2017
00-0032792,N.Sudfeld,1,1,26,2017
00-0032950,C.Wentz,13,13,473,2017
00-0033040,T.Hill,0,1,1,2017
00-0033077,D.Prescott,16,16,523,2017
00-0033104,C.Kessler,1,3,29,2017
00-0033106,J.Goff,16,16,548,2017
00-0033108,P.Lynch,2,2,54,2017
00-0033119,J.Brissett,15,16,519,2017
00-0033400,M.Haack,0,1,1,2017
00-0033537,D.Watson,7,7,224,2017
00-0033556,T.Cohen,0,2,2,2017
00-0033662,C.Rush,0,2,3,2017
00-0033869,M.Trubisky,12,12,361,2017
00-0033873,P.Mahomes,1,1,37,2017
00-0033899,D.Kizer,15,15,513,2017
00-0033908,C.Kupp,0,1,1,2017
00-0033936,C.Beathard,6,6,242,2017
00-0033958,N.Peterman,3,5,51,2017
00-0019596,T.Brady,19,19,716,2018
00-0020531,D.Brees,17,17,589,2018
00-0021206,J.McCown,3,4,116,2018
00-0022787,M.Schaub,0,1,7,2018
00-0022803,E.Manning,16,16,627,2018
00-0022921,L.Fitzgerald,0,1,1,2018
00-0022924,B.Roethlisberger,16,16,701,2018
00-0022942,P.Rivers,18,18,636,2018
00-0023436,A.Smith,10,10,349,2018
00-0023459,A.Rodgers,15,16,647,2018
00-0023645,D.Anderson,2,2,75,2018
00-0023662,M.Cassel,1,2,18,2018
00-0023682,R.Fitzpatrick,8,8,261,2018
00-0023853,M.Prater,0,1,1,2018
00-0024417,S.Koch,0,1,1,2018
00-0026035,D.Amendola,0,1,1,2018
00-0026143,M.Ryan,16,16,655,2018
00-0026158,J.Flacco,9,9,394,2018
00-0026197,C.Henne,0,1,3,2018
00-0026300,J.Johnson,4,4,102,2018
00-0026498,M.Stafford,16,16,597,2018
00-0026544,C.Daniel,2,2,86,2018
00-0026625,B.Hoyer,0,2,2,2018
00-0026898,M.Sanchez,2,2,42,2018
00-0027150,J.Edelman,0,2,2,2018
00-0027685,E.Sanders,0,1,1,2018
00-0027688,C.McCoy,2,3,58,2018
00-0027793,A.Brown,0,1,1,2018
00-0027854,S.Bradford,3,3,87,2018
00-0027939,C.Newton,14,14,501,2018
00-0027948,B.Gabbert,5,6,106,2018
00-0027973,A.Dalton,11,11,384,2018
00-0028118,T.Taylor,3,4,97,2018
00-0028872,J.Hekker,0,5,5,2018
00-0028986,C.Keenum,16,16,620,2018
00-0029000,C.Beasley,0,1,1,2018
00-0029263,R.Wilson,17,17,499,2018
00-0029567,N.Foles,7,7,275,2018
00-0029604,K.Cousins,16,16,648,2018
00-0029632,M.Sanu,0,2,2,2018
00-0029665,R.Griffin III,0,2,6,2018
00-0029668,A.Luck,18,18,729,2018
00-0029682,B.Osweiler,5,7,195,2018
00-0029692,B.Anger,0,1,1,2018
00-0029701,R.Tannehill,11,11,308,2018
00-0030085,K.Stills,0,1,1,2018
00-0030092,S.Martin,0,1,1,2018
00-0030140,T.Way,0,1,1,2018
00-0030279,K.Allen,0,1,1,2018
00-0030520,M.Glennon,1,2,22,2018
00-0030533,M.Barkley,1,1,26,2018
00-0030564,D.Hopkins,0,1,1,2018
00-0030565,G.Smith,0,3,5,2018
00-0030669,A.Wilson,0,1,1,2018
00-0031136,C.Boswell,0,1,1,2018
00-0031235,O.Beckham,0,2,2,2018
00-0031237,T.Bridgewater,1,2,25,2018
00-0031260,L.Thomas,0,1,1,2018
00-0031280,D.Carr,16,16,598,2018
00-0031288,A.McCarron,0,1,4,2018
00-0031326,B.Ellington,0,1,1,2018
00-0031345,J.Garoppolo,3,3,103,2018
00-0031382,J.Landry,0,3,3,2018
00-0031387,E.Ebron,0,1,1,2018
00-0031395,G.Gilbert,0,1,4,2018
00-0031407,B.Bortles,12,13,436,2018
00-0031503,J.Winston,11,11,407,2018
00-0031549,N.Agholor,0,1,1,2018
00-0031716,M.Darr,0,1,1,2018
00-0031800,T.Heinicke,1,5,58,2018
00-0031972,D.Jennings,0,1,1,2018
00-0032245,S.Mannion,0,1,3,2018
00-0032268,M.Mariota,14,14,374,2018
00-0032436,J.Driskel,6,8,195,2018
00-0032764,D.Henry,0,3,3,2018
00-0032792,N.Sudfeld,0,2,2,2018
00-0032950,C.Wentz,11,11,431,2018
00-0033009,T.Boyd,0,1,1,2018
00-0033077,D.Prescott,18,18,651,2018
00-0033104,C.Kessler,5,5,153,2018
00-0033106,J.Goff,19,19,704,2018
00-0033119,J.Brissett,0,3,4,2018
00-0033132,K.Byard,0,1,1,2018
00-0033280,C.McCaffrey,0,1,1,2018
00-0033319,N.Mullens,8,8,288,2018
00-0033357,T.Hill,0,7,9,2018
00-0033537,D.Watson,17,17,614,2018
00-0033556,T.Cohen,0,1,1,2018
00-0033839,D.Westbrook,0,1,1,2018
00-0033869,M.Trubisky,15,15,506,2018
00-0033873,P.Mahomes,18,18,686,2018
00-0033891,Z.Jones,0,1,1,2018
00-0033899,D.Kizer,1,2,45,2018
00-0033936,C.Beathard,5,5,189,2018
00-0033949,J.Dobbs,0,3,12,2018
00-0033958,N.Peterman,3,4,89,2018
00-0034064,C.Wadman,0,1,1,2018
00-0034162,J.Scott,0,1,1,2018
00-0034253,D.Hilliard,0,1,1,2018
00-0034343,J.Rosen,13,14,438,2018
00-0034353,A.Miller,0,1,1,2018
00-0034369,K.Lauletta,0,1,5,2018
00-0034437,L.Cooke,0,1,1,2018
00-0034577,K.Allen,1,2,31,2018
00-0034721,C.Bojorquez,0,1,1,2018
00-0034796,L.Jackson,8,13,220,2018
00-0034855,B.Mayfield,14,14,515,2018
00-0034857,J.Allen,12,12,348,2018
00-0034869,S.Darnold,13,13,444,2018
00-0019596,T.Brady,17,17,679,2019
00-0020531,D.Brees,11,12,422,2019
00-0021206,J.McCown,1,2,35,2019
00-0022787,M.Schaub,2,3,70,2019
00-0022803,E.Manning,4,4,152,2019
00-0022824,A.Lee,0,1,1,2019
00-0022924,B.Roethlisberger,2,2,64,2019
00-0022942,P.Rivers,16,16,623,2019
00-0023459,A.Rodgers,18,18,678,2019
00-0023534,D.Colquitt,0,2,2,2019
00-0023682,R.Fitzpatrick,14,15,543,2019
00-0024417,S.Koch,0,1,1,2019
00-0025708,M.Moore,3,4,98,2019
00-0025825,B.Kern,0,3,3,2019
00-0026035,D.Amendola,0,1,1,2019
00-0026143,M.Ryan,15,15,668,2019
00-0026158,J.Flacco,8,8,288,2019
00-0026498,M.Stafford,8,8,308,2019
00-0026544,C.Daniel,2,3,71,2019
00-0026625,B.Hoyer,2,2,71,2019
00-0027150,J.Edelman,0,2,2,2019
00-0027685,E.Sanders,0,1,1,2019
00-0027688,C.McCoy,1,1,33,2019
00-0027939,C.Newton,2,2,94,2019
00-0027973,A.Dalton,13,13,560,2019
00-0028002,R.Cobb,0,1,1,2019
00-0028064,B.Powell,0,1,1,2019
00-0028118,T.Taylor,0,2,6,2019
00-0028872,J.Hekker,0,3,3,2019
00-0028986,C.Keenum,9,9,262,2019
00-0029263,R.Wilson,18,18,630,2019
00-0029567,N.Foles,3,4,128,2019
00-0029604,K.Cousins,17,17,543,2019
00-0029623,A.Tanney,0,1,1,2019
00-0029664,J.Gordon,0,1,1,2019
00-0029665,R.Griffin,0,1,6,2019
00-0029665,R.Griffin III,1,5,37,2019
