passer_player_id,passer_player_name,games_10att,games_any,attempts,season
00-0029701,R.Tannehill,14,14,380,2019
00-0029857,R.Griffin,0,1,4,2019
00-0030085,K.Stills,0,1,1,2019
00-0030465,K.Barner,0,1,1,2019
00-0030520,M.Glennon,0,2,10,2019
00-0030533,M.Barkley,2,2,52,2019
00-0030564,D.Hopkins,0,2,2,2019
00-0030669,A.Wilson,0,2,3,2019
00-0031051,J.Brown,0,2,2,2019
00-0031062,J.White,0,1,1,2019
00-0031076,D.Fales,0,1,1,2019
00-0031235,O.Beckham,0,2,2,2019
00-0031237,T.Bridgewater,6,7,208,2019
00-0031280,D.Carr,16,16,541,2019
00-0031288,A.McCarron,1,2,42,2019
00-0031325,S.Watkins,0,1,1,2019
00-0031345,J.Garoppolo,18,19,576,2019
00-0031363,M.Palardy,0,1,1,2019
00-0031395,G.Gilbert,0,2,3,2019
00-0031407,B.Bortles,0,1,2,2019
00-0031503,J.Winston,16,16,674,2019
00-0031588,S.Diggs,0,2,2,2019
00-0031589,B.Hundley,1,3,13,2019
00-0032156,T.Siemian,0,1,8,2019
00-0032245,S.Mannion,1,1,21,2019
00-0032268,M.Mariota,6,8,184,2019
00-0032434,B.Allen,3,3,93,2019
00-0032436,J.Driskel,3,3,115,2019
00-0032543,A.Erickson,0,1,1,2019
00-0032764,D.Henry,0,1,1,2019
00-0032943,R.Dixon,0,1,1,2019
00-0032950,C.Wentz,16,17,651,2019
00-0033077,D.Prescott,16,16,620,2019
00-0033106,J.Goff,16,16,649,2019
00-0033119,J.Brissett,14,15,472,2019
00-0033251,Z.Pascal,0,1,1,2019
00-0033280,C.McCaffrey,0,2,2,2019
00-0033357,T.Hill,0,7,8,2019
00-0033400,M.Haack,0,2,2,2019
00-0033537,D.Watson,17,17,626,2019
00-0033787,J.Elliott,0,1,1,2019
00-0033869,M.Trubisky,14,15,552,2019
00-0033873,P.Mahomes,17,17,620,2019
00-0033906,A.Kamara,0,1,1,2019
00-0033908,C.Kupp,0,1,1,2019
00-0033923,K.Hunt,0,1,1,2019
00-0034064,C.Wadman,0,1,1,2019
00-0034177,T.Boyle,0,1,4,2019
00-0034331,J.Samuels,0,2,5,2019
00-0034343,J.Rosen,4,5,125,2019
00-0034348,C.Sutton,0,1,1,2019
00-0034412,L.Falk,3,3,90,2019
00-0034437,L.Cooke,0,3,3,2019
00-0034577,K.Allen,13,13,536,2019
00-0034771,M.Rudolph,10,10,299,2019
00-0034796,L.Jackson,16,16,486,2019
00-0034855,B.Mayfield,16,16,575,2019
00-0034857,J.Allen,13,14,449,2019
00-0034857,Jos.Allen,3,3,97,2019
00-0034860,D.Pettis,0,1,1,2019
00-0034869,S.Darnold,13,13,475,2019
00-0034928,S.Sims,0,1,1,2019
00-0034941,M.Wishnowsky,0,1,1,2019
00-0034959,A.Beck,0,1,1,2019
00-0035040,D.Blough,5,5,188,2019
00-0035228,K.Murray,16,16,589,2019
00-0035232,D.Haskins,8,9,234,2019
00-0035251,W.Grier,1,2,58,2019
00-0035264,J.Stidham,0,2,5,2019
00-0035289,G.Minshew,6,6,209,2019
00-0035289,G.Minshew II,8,8,298,2019
00-0035297,K.Harmon,0,1,1,2019
00-0035350,P.Williams,0,1,1,2019
00-0035577,D.Hodges,7,8,175,2019
00-0035652,R.Finley,3,3,98,2019
00-0035704,D.Lock,5,5,161,2019
00-0035710,D.Jones,12,13,500,2019
00-0019596,T.Brady,20,20,773,2020
00-0020531,D.Brees,14,14,475,2020
00-0022824,A.Lee,0,1,1,2020
00-0022924,B.Roethlisberger,16,16,696,2020
00-0022942,P.Rivers,17,17,608,2020
00-0023436,A.Smith,8,8,274,2020
00-0023459,A.Rodgers,18,18,634,2020
00-0023682,R.Fitzpatrick,9,9,282,2020
00-0024417,S.Koch,0,1,1,2020
00-0025825,B.Kern,0,2,2,2020
00-0026143,M.Ryan,16,16,669,2020
00-0026158,J.Flacco,4,5,141,2020
00-0026197,C.Henne,1,4,49,2020
00-0026498,M.Stafford,15,16,563,2020
00-0026516,B.Colquitt,0,1,1,2020
00-0026544,C.Daniel,2,4,45,2020
00-0026625,B.Hoyer,1,1,26,2020
00-0027150,J.Edelman,0,1,2,2020
00-0027688,C.McCoy,3,4,72,2020
00-0027891,G.Tate,0,1,1,2020
00-0027891,G.Tate III,0,1,1,2020
00-0027939,C.Newton,15,15,398,2020
00-0027948,B.Gabbert,1,2,17,2020
00-0027973,A.Dalton,10,11,357,2020
00-0028002,R.Cobb,0,1,1,2020
00-0028118,T.Taylor,1,1,32,2020
00-0028664,C.Jones,0,1,1,2020
00-0028986,C.Keenum,1,1,10,2020
00-0029000,C.Beasley,0,1,1,2020
00-0029263,R.Wilson,17,17,638,2020
00-0029567,N.Foles,8,9,330,2020
00-0029604,K.Cousins,16,16,559,2020
00-0029665,R.Griffin,1,3,17,2020
00-0029701,R.Tannehill,17,17,534,2020
00-0030151,T.Bray,0,1,4,2020
00-0030279,K.Allen,0,1,1,2020
00-0030506,T.Kelce,0,2,2,2020
00-0030520,M.Glennon,5,5,189,2020
00-0030533,M.Barkley,1,4,22,2020
00-0030565,G.Smith,0,1,6,2020
00-0031235,O.Beckham,0,1,1,2020
00-0031237,T.Bridgewater,15,15,523,2020
00-0031260,L.Thomas,0,1,1,2020
00-0031280,D.Carr,15,16,540,2020
00-0031288,A.McCarron,0,2,2,2020
00-0031325,S.Watkins,0,1,1,2020
00-0031345,J.Garoppolo,6,6,151,2020
00-0031382,J.Landry,0,4,4,2020
00-0031395,G.Gilbert,1,1,39,2020
00-0031503,J.Winston,1,3,14,2020
00-0031800,T.Heinicke,2,2,67,2020
00-0031941,J.Crowder,0,1,1,2020
00-0032009,A.Humphries,0,1,1,2020
00-0032268,M.Mariota,1,1,27,2020
00-0032434,B.Allen,5,5,149,2020
00-0032436,J.Driskel,2,2,76,2020
00-0032543,A.Erickson,0,1,1,2020
00-0032792,N.Sudfeld,1,1,14,2020
00-0032943,R.Dixon,0,1,1,2020
00-0032950,C.Wentz,12,12,492,2020
00-0033009,T.Boyd,0,2,2,2020
00-0033077,D.Prescott,5,5,233,2020
00-0033106,J.Goff,17,17,627,2020
00-0033119,J.Brissett,0,5,10,2020
00-0033251,Z.Pascal,0,1,1,2020
00-0033275,P.Walker,2,4,60,2020
00-0033319,N.Mullens,10,10,347,2020
00-0033357,T.Hill,4,11,136,2020
00-0033466,I.McKenzie,0,1,1,2020
00-0033537,D.Watson,16,16,595,2020
00-0033572,J.Agnew,0,1,1,2020
00-0033733,G.Ward,0,1,1,2020
00-0033869,M.Trubisky,10,10,346,2020
00-0033873,P.Mahomes,18,18,732,2020
00-0033891,Z.Jones,0,1,1,2020
00-0033936,C.Beathard,4,6,113,2020
00-0033949,J.Dobbs,0,1,5,2020
00-0033958,N.Peterman,0,1,7,2020
00-0034162,J.Scott,0,1,1,2020
00-0034177,T.Boyle,0,1,1,2020
00-0034411,R.Gage,0,2,2,2020
00-0034418,C.Wilson,0,2,2,2020
00-0034438,L.Woodside,0,2,3,2020
00-0034577,K.Allen,3,4,96,2020
00-0034771,M.Rudolph,1,3,45,2020
00-0034796,L.Jackson,17,17,458,2020
00-0034827,D.Moore,0,1,1,2020
00-0034855,B.Mayfield,18,18,580,2020
00-0034857,J.Allen,19,19,728,2020
00-0034869,S.Darnold,12,12,398,2020
00-0034899,J.Wolford,1,2,47,2020
00-0034941,M.Wishnowsky,0,1,1,2020
00-0034955,B.Rypien,2,2,41,2020
00-0034960,J.Meyers,0,2,2,2020
00-0035040,D.Blough,1,1,11,2020
00-0035146,T.McSorley,0,2,10,2020
00-0035228,K.Murray,16,16,579,2020
00-0035232,D.Haskins,7,7,262,2020
00-0035264,J.Stidham,3,5,48,2020
00-0035282,E.Stick,0,1,1,2020
00-0035289,G.Minshew,3,3,117,2020
00-0035289,G.Minshew II,6,6,240,2020
00-0035290,J.Johnson,0,1,1,2020
00-0035510,J.Smith,0,1,1,2020
00-0035652,R.Finley,2,4,41,2020
00-0035704,D.Lock,12,13,464,2020
00-0035710,D.Jones,14,14,494,2020
00-0035752,C.Streveler,1,1,18,2020
00-0035831,J.Robinson,0,1,1,2020
00-0035864,K.Hinton,1,1,10,2020
00-0035889,T.Townsend,0,1,1,2020
00-0035993,T.Huntley,1,3,19,2020
00-0036142,I.Wright,0,1,1,2020
00-0036212,T.Tagovailoa,9,10,310,2020
00-0036312,J.Luton,3,3,118,2020
00-0036320,J.Charlton,0,2,2,2020
00-0036355,J.Herbert,15,15,626,2020
00-0036358,C.Lamb,0,1,1,2020
00-0036364,L.Bowden,0,2,2,2020
00-0036384,B.DiNucci,1,2,49,2020
00-0036389,J.Hurts,5,9,161,2020
00-0036442,J.Burrow,10,10,433,2020
00-0019596,T.Brady,19,19,838,2021
00-0022824,A.Lee,0,1,1,2021
00-0022924,B.Roethlisberger,17,17,692,2021
00-0023459,A.Rodgers,9,9,320,2021
00-0023459,Aa.Rodgers,8,8,272,2021
00-0023682,R.Fitzpatrick,0,1,7,2021
00-0024417,S.Koch,0,1,1,2021
00-0026035,D.Amendola,0,1,1,2021
00-0026143,M.Ryan,17,17,601,2021
00-0026158,J.Flacco,1,2,44,2021
00-0026197,C.Henne,1,1,16,2021
00-0026300,J.Johnson,2,3,88,2021
00-0026498,M.Stafford,21,21,780,2021
00-0026625,B.Hoyer,0,3,11,2021
00-0027688,C.McCoy,3,4,105,2021
00-0027939,C.Newton,5,6,137,2021
00-0027948,B.Gabbert,0,5,12,2021
00-0027973,A.Dalton,7,8,256,2021
00-0028118,T.Taylor,4,4,117,2021
00-0028118,Ty.Taylor,2,2,45,2021
00-0028872,J.Hekker,0,2,2,2021
00-0028986,C.Keenum,3,4,77,2021
00-0029000,C.Beasley,0,1,1,2021
00-0029263,R.Wilson,14,14,435,2021
00-0029567,N.Foles,1,1,40,2021
00-0029604,K.Cousins,16,16,587,2021
00-0029692,B.Anger,0,1,1,2021
00-0029701,R.Tannehill,18,18,603,2021
00-0029747,C.Banjo,0,1,1,2021
00-0030279,K.Allen,0,2,2,2021
00-0030288,R.Burkhead,0,1,1,2021
00-0030506,T.Kelce,0,1,1,2021
00-0030520,M.Glennon,6,6,174,2021
00-0030565,G.Smith,4,4,107,2021
00-0030578,C.Patterson,0,1,1,2021
00-0030669,A.Wilson,0,2,2,2021
00-0031136,C.Boswell,0,1,1,2021
00-0031235,O.Beckham,0,1,1,2021
00-0031237,T.Bridgewater,14,14,460,2021
00-0031280,D.Carr,18,18,722,2021
00-0031345,J.Garoppolo,18,18,546,2021
00-0031382,J.Landry,0,1,1,2021
00-0031395,G.Gilbert,1,1,33,2021
00-0031503,J.Winston,7,7,172,2021
00-0031543,T.Long,0,1,1,2021
00-0031588,S.Diggs,0,1,1,2021
00-0031800,T.Heinicke,16,16,532,2021
00-0031941,J.Crowder,0,2,2,2021
00-0032156,T.Siemian,6,6,201,2021
00-0032245,S.Mannion,1,1,38,2021
00-0032268,M.Mariota,0,2,2,2021
00-0032434,B.Allen,1,4,38,2021
00-0032496,M.Farley,0,1,1,2021
00-0032764,D.Henry,0,1,1,2021
00-0032943,R.Dixon,0,1,1,2021
00-0032950,C.Wentz,17,17,552,2021
00-0033009,T.Boyd,0,1,1,2021
00-0033045,E.Elliott,0,1,1,2021
00-0033077,D.Prescott,17,17,678,2021
00-0033106,J.Goff,14,14,529,2021
00-0033119,J.Brissett,6,8,244,2021
00-0033275,P.Walker,4,5,73,2021
00-0033307,K.Bourne,0,1,1,2021
00-0033319,N.Mullens,1,1,29,2021
00-0033357,T.Hill,4,9,141,2021
00-0033662,C.Rush,1,4,50,2021
00-0033681,K.Cole,0,1,1,2021
00-0033733,G.Ward,0,2,2,2021
00-0033856,L.Fournette,0,1,1,2021
00-0033869,M.Trubisky,0,4,8,2021
00-0033873,P.Mahomes,20,20,819,2021
00-0033897,J.Mixon,0,1,1,2021
00-0033908,C.Kupp,0,2,2,2021
00-0033936,C.Beathard,0,1,2,2021
00-0034052,B.Zylstra,0,1,1,2021
00-0034177,T.Boyle,3,3,95,2021
00-0034343,J.Rosen,0,3,11,2021
00-0034348,C.Sutton,0,1,1,2021
00-0034401,M.White,4,4,137,2021
00-0034418,C.Wilson,0,3,3,2021
00-0034577,K.Allen,2,2,22,2021
00-0034771,M.Rudolph,1,2,57,2021
00-0034775,C.Kirk,0,1,1,2021
00-0034796,L.Jackson,11,12,421,2021
00-0034829,M.Gesicki,0,1,1,2021
00-0034855,B.Mayfield,14,14,462,2021
00-0034857,J.Allen,18,18,696,2021
00-0034857,Jos.Allen,1,1,44,2021
00-0034860,D.Pettis,0,1,1,2021
00-0034869,S.Darnold,12,12,442,2021
00-0034899,J.Wolford,0,2,5,2021
00-0034955,B.Rypien,0,1,2,2021
00-0034960,J.Meyers,0,1,2,2021
00-0035040,D.Blough,0,1,1,2021
00-0035156,J.Fox,0,3,3,2021
00-0035228,K.Murray,15,15,551,2021
00-0035289,G.Minshew,2,3,66,2021
00-0035544,T.Kennedy,0,1,1,2021
00-0035676,A.Brown,0,2,2,2021
00-0035685,D.Montgomery,0,1,1,2021
00-0035689,D.Knox,0,1,1,2021
00-0035704,D.Lock,5,6,119,2021
00-0035710,D.Jones,11,11,383,2021
00-0035719,D.Samuel,0,2,2,2021
00-0035752,C.Streveler,1,1,11,2021
00-0035859,B.Gillikin,0,1,1,2021
00-0035864,K.Hinton,0,1,1,2021
00-0035889,T.Townsend,0,1,1,2021
00-0035993,T.Huntley,6,6,205,2021
00-0036197,J.Fromm,3,3,66,2021
00-0036212,T.Tagovailoa,12,13,409,2021
00-0036226,J.Eason,0,1,5,2021
00-0036264,J.Love,2,4,66,2021
00-0036275,D.Swift,0,1,1,2021
00-0036322,J.Jefferson,0,4,4,2021
00-0036355,J.Herbert,17,17,709,2021
00-0036389,J.Hurts,16,16,505,2021
00-0036442,J.Burrow,20,20,732,2021
00-0036825,F.Franks,0,1,1,2021
00-0036898,D.Mills,13,13,424,2021
00-0036913,K.Toney,0,4,4,2021
00-0036929,I.Book,1,1,28,2021
00-0036945,J.Fields,11,12,304,2021
00-0036946,K.Mond,0,1,3,2021
00-0036971,T.Lawrence,17,17,636,2021
00-0036972,M.Jones,17,18,590,2021
00-0037012,T.Lance,3,4,75,2021
00-0037013,Z.Wilson,13,13,429,2021
00-0019596,T.Brady,18,18,828,2022
00-0022824,A.Lee,0,1,1,2022
00-0023459,A.Rodgers,17,17,575,2022
00-0026143,M.Ryan,12,12,502,2022
00-0026158,J.Flacco,4,5,201,2022
00-0026197,C.Henne,0,2,9,2022
00-0026300,J.Johnson,1,2,17,2022
00-0026498,M.Stafford,9,9,332,2022
00-0026544,C.Daniel,0,3,14,2022
00-0026625,B.Hoyer,0,1,7,2022
00-0027688,C.McCoy,4,4,145,2022
00-0027948,B.Gabbert,0,1,8,2022
00-0027973,A.Dalton,14,14,404,2022
00-0028118,T.Taylor,0,2,12,2022
00-0028986,C.Keenum,0,2,7,2022
00-0029263,R.Wilson,15,15,538,2022
00-0029567,N.Foles,2,2,50,2022
00-0029604,K.Cousins,18,18,729,2022
00-0029701,R.Tannehill,12,12,358,2022
00-0030288,R.Burkhead,0,1,1,2022
00-0030565,G.Smith,18,18,658,2022
00-0031237,T.Bridgewater,3,5,87,2022
00-0031280,D.Carr,15,15,532,2022
00-0031345,J.Garoppolo,10,11,326,2022
00-0031381,D.Adams,0,1,1,2022
00-0031503,J.Winston,3,3,125,2022
00-0031544,A.Cooper,0,1,1,2022
00-0031800,T.Heinicke,9,9,276,2022
00-0032156,T.Siemian,1,2,28,2022
00-0032208,P.Dorsett,0,1,1,2022
00-0032268,M.Mariota,13,13,326,2022
00-0032434,B.Allen,0,1,4,2022
00-0032436,J.Driskel,0,5,22,2022
00-0032764,D.Henry,0,1,2,2022
00-0032792,N.Sudfeld,0,1,1,2022
00-0032943,R.Dixon,0,2,2,2022
00-0032950,C.Wentz,8,8,309,2022
00-0033009,T.Boyd,0,2,2,2022
00-0033077,D.Prescott,14,14,486,2022
00-0033106,J.Goff,17,17,610,2022
00-0033119,J.Brissett,11,12,392,2022
00-0033275,P.Walker,5,6,113,2022
00-0033280,C.McCaffrey,0,2,2,2022
00-0033319,N.Mullens,1,4,25,2022
00-0033357,T.Hill,0,11,21,2022
00-0033537,D.Watson,6,6,188,2022
00-0033550,D.Webb,1,1,41,2022
00-0033555,M.Hollins,0,1,1,2022
00-0033662,C.Rush,6,8,168,2022
00-0033856,L.Fournette,0,1,1,2022
00-0033869,M.Trubisky,7,7,191,2022
00-0033873,P.Mahomes,20,20,780,2022
00-0033893,D.Cook,0,1,1,2022
00-0033908,C.Kupp,0,1,1,2022
00-0033936,C.Beathard,0,2,12,2022
00-0033949,J.Dobbs,2,2,74,2022
00-0033958,N.Peterman,1,3,25,2022
00-0034177,T.Boyle,0,1,9,2022
00-0034401,M.White,4,4,184,2022
00-0034418,C.Wilson,0,1,1,2022
00-0034419,B.Berrios,0,1,1,2022
00-0034577,K.Allen,2,2,85,2022
00-0034775,C.Kirk,0,1,1,2022
00-0034796,L.Jackson,11,12,352,2022
00-0034855,B.Mayfield,12,12,371,2022
00-0034857,J.Allen,18,18,689,2022
00-0034869,S.Darnold,6,6,147,2022
00-0034899,J.Wolford,2,2,69,2022
00-0034955,B.Rypien,2,4,96,2022
00-0035040,D.Blough,2,2,63,2022
00-0035042,J.Gillan,0,1,1,2022
00-0035146,T.McSorley,3,5,86,2022
00-0035156,J.Fox,0,1,1,2022
00-0035228,K.Murray,10,11,418,2022
00-0035264,J.Stidham,3,3,90,2022
00-0035289,G.Minshew,2,4,81,2022
00-0035710,D.Jones,18,18,584,2022
00-0035752,C.Streveler,1,1,15,2022
00-0035889,T.Townsend,0,1,1,2022
00-0035939,B.Perkins,2,3,39,2022
00-0035993,T.Huntley,6,6,148,2022
00-0036133,J.Proche,0,1,1,2022
00-0036145,L.Cager,0,1,1,2022
00-0036212,T.Tagovailoa,13,13,421,2022
00-0036226,J.Eason,0,1,5,2022
00-0036264,J.Love,0,4,20,2022
00-0036313,B.Mann,0,2,2,2022
00-0036322,J.Jefferson,0,3,3,2022
00-0036326,C.Claypool,0,1,1,2022
00-0036355,J.Herbert,18,18,782,2022
00-0036358,C.Lamb,0,1,1,2022
00-0036389,J.Hurts,18,18,590,2022
00-0036425,D.Dallas,0,1,1,2022
00-0036442,J.Burrow,19,19,770,2022
00-0036879,S.Ehlinger,4,4,115,2022
00-0036893,N.Harris,0,1,1,2022
00-0036898,D.Mills,15,15,511,2022
00-0036900,J.Chase,0,1,1,2022
00-0036928,K.Trask,0,1,9,2022
00-0036945,J.Fields,15,15,377,2022
00-0036971,T.Lawrence,19,19,705,2022
00-0036972,M.Jones,13,14,478,2022
00-0037012,T.Lance,1,2,33,2022
00-0037013,Z.Wilson,9,9,265,2022
00-0037077,S.Howell,1,1,22,2022
00-0037175,A.Brown,1,2,52,2022
00-0037327,S.Thompson,5,8,161,2022
00-0037500,R.Wright,0,2,2,2022
00-0037740,G.Wilson,0,1,1,2022
00-0037834,B.Purdy,8,10,249,2022
00-0038102,K.Pickett,12,13,417,2022
00-0038108,B.Zappe,4,4,98,2022
00-0038122,D.Ridder,4,4,124,2022
00-0038128,M.Willis,3,6,71,2022
00-0023459,A.Rodgers,0,1,2,2023
00-0026158,J.Flacco,6,6,263,2023
00-0026498,M.Stafford,16,16,589,2023
00-0026625,B.Hoyer,2,2,43,2023
00-0027114,T.Morstead,0,1,1,2023
00-0027948,B.Gabbert,1,2,36,2023
00-0027973,A.Dalton,1,1,61,2023
00-0028118,T.Taylor,6,10,192,2023
00-0028872,J.Hekker,0,1,1,2023
00-0028986,C.Keenum,2,2,59,2023
00-0029263,R.Wilson,15,15,491,2023
00-0029604,K.Cousins,8,8,326,2023
00-0029692,B.Anger,0,1,1,2023
00-0029701,R.Tannehill,9,9,260,2023
00-0030279,K.Allen,0,2,2,2023
00-0030564,D.Hopkins,0,1,1,2023
00-0030565,G.Smith,15,15,528,2023
00-0031280,D.Carr,17,17,581,2023
00-0031288,A.McCarron,0,2,6,2023
00-0031345,J.Garoppolo,6,7,183,2023
00-0031376,J.McKinnon,0,1,1,2023
00-0031503,J.Winston,2,4,49,2023
00-0031800,T.Heinicke,5,5,142,2023
00-0032156,T.Siemian,5,5,161,2023
00-0032268,M.Mariota,1,2,26,2023
00-0032436,J.Driskel,1,1,29,2023
00-0032764,D.Henry,0,3,3,2023
00-0032950,C.Wentz,1,1,27,2023
00-0033009,T.Boyd,0,1,1,2023
00-0033077,D.Prescott,18,18,695,2023
00-0033106,J.Goff,20,20,754,2023
00-0033119,J.Brissett,2,2,23,2023
00-0033275,P.Walker,4,5,121,2023
00-0033319,N.Mullens,5,5,159,2023
00-0033357,T.Hill,0,9,13,2023
00-0033537,D.Watson,5,6,187,2023
00-0033557,J.Reeves-Maybin,0,1,1,2023
00-0033662,C.Rush,0,7,25,2023
00-0033858,J.Smith,0,1,1,2023
00-0033869,M.Trubisky,4,5,114,2023
00-0033873,P.Mahomes,20,20,776,2023
00-0033921,C.Godwin,0,1,1,2023
00-0033936,C.Beathard,3,5,60,2023
00-0033949,J.Dobbs,13,13,450,2023
00-0033958,N.Peterman,0,1,1,2023
00-0034177,T.Boyle,3,3,86,2023
00-0034401,M.White,0,4,6,2023
00-0034418,C.Wilson,0,1,1,2023
00-0034437,L.Cooke,0,1,1,2023
00-0034438,L.Woodside,0,1,5,2023
00-0034613,T.Hudson,0,1,1,2023
00-0034771,M.Rudolph,4,5,119,2023
00-0034775,C.Kirk,0,2,2,2023
00-0034796,L.Jackson,18,18,560,2023
00-0034855,B.Mayfield,19,19,696,2023
00-0034857,J.Allen,19,19,676,2023
00-0034869,S.Darnold,2,6,51,2023
00-0034955,B.Rypien,2,2,40,2023
00-0034960,J.Meyers,0,2,3,2023
00-0035100,J.Browning,8,9,268,2023
00-0035228,K.Murray,8,8,290,2023
00-0035250,D.Singletary,0,1,1,2023
00-0035264,J.Stidham,2,2,73,2023
00-0035282,E.Stick,5,5,187,2023
00-0035289,G.Minshew,15,16,527,2023
00-0035639,P.Campbell,0,1,1,2023
00-0035700,J.Jacobs,0,1,1,2023
00-0035704,D.Lock,2,4,83,2023
00-0035710,D.Jones,6,6,191,2023
00-0035719,D.Samuel,0,1,1,2023
00-0035889,T.Townsend,0,1,1,2023
00-0035993,T.Huntley,1,4,41,2023
00-0036212,T.Tagovailoa,18,18,630,2023
00-0036259,J.Jennings,0,1,1,2023
00-0036264,J.Love,19,19,665,2023
00-0036313,B.Mann,0,1,1,2023
00-0036322,J.Jefferson,0,1,1,2023
00-0036355,J.Herbert,13,13,486,2023
00-0036389,J.Hurts,18,18,613,2023
00-0036414,C.Akers,0,1,1,2023
00-0036425,D.Dallas,0,1,1,2023
00-0036442,J.Burrow,10,10,388,2023
00-0036626,D.Brown,0,1,1,2023
00-0036849,T.Atwell,0,1,1,2023
00-0036898,D.Mills,1,6,43,2023
00-0036900,J.Chase,0,1,1,2023
00-0036913,K.Toney,0,1,1,2023
00-0036919,K.Gainwell,0,1,1,2023
00-0036928,K.Trask,0,1,1,2023
00-0036945,J.Fields,13,13,416,2023
00-0036963,A.St. Brown,0,1,1,2023
00-0036971,T.Lawrence,16,16,602,2023
00-0036972,M.Jones,11,11,368,2023
00-0037013,Z.Wilson,12,12,413,2023
00-0037077,S.Howell,17,17,679,2023
00-0037238,D.London,0,1,1,2023
00-0037304,Co.Heyward,0,1,1,2023
00-0037740,G.Wilson,0,1,1,2023
00-0037816,R.Doubs,0,1,1,2023
00-0037834,B.Purdy,19,19,580,2023
00-0038102,K.Pickett,12,12,347,2023
00-0038108,B.Zappe,8,10,236,2023
00-0038115,D.Bellinger,0,1,1,2023
00-0038122,D.Ridder,13,15,420,2023
00-0038128,M.Willis,0,1,9,2023
00-0038391,S.Clifford,0,1,1,2023
00-0038393,D.Wicks,0,1,1,2023
00-0038416,T.Bagent,5,5,149,2023
00-0038476,T.DeVito,7,9,215,2023
00-0038579,A.O'Connell,11,11,367,2023
00-0038582,C.Tune,1,2,28,2023
00-0038583,D.Thompson-Robinson,3,6,117,2023
00-0038598,J.Hall,1,3,24,2023
00-0038911,M.Cunningham,0,1,1,2023
00-0038977,N.Dell,0,1,1,2023
00-0039040,D.Achane,0,1,1,2023
00-0039150,B.Young,16,16,589,2023
00-0039152,W.Levis,8,9,282,2023
00-0039163,C.Stroud,17,17,589,2023
00-0039164,A.Richardson,4,4,93,2023
00-0023459,A.Rodgers,17,17,627,2024
00-0026158,J.Flacco,7,7,267,2024
00-0026300,J.Johnson,0,3,4,2024
00-0026498,M.Stafford,18,18,624,2024
00-0027973,A.Dalton,5,6,168,2024
00-0028118,T.Taylor,1,2,25,2024
00-0028872,J.Hekker,0,2,2,2024
00-0029263,R.Wilson,12,12,401,2024
00-0029604,K.Cousins,14,14,478,2024
00-0029692,B.Anger,0,2,2,2024
00-0030140,T.Way,0,1,1,2024
00-0030279,K.Allen,0,1,1,2024
00-0030565,G.Smith,17,17,629,2024
00-0031237,T.Bridgewater,0,1,1,2024
00-0031280,D.Carr,10,10,290,2024
00-0031345,J.Garoppolo,1,1,45,2024
00-0031503,J.Winston,8,9,326,2024
00-0031588,S.Diggs,0,1,1,2024
00-0031800,T.Heinicke,0,3,8,2024
00-0032065,B.Pinion,0,1,1,2024
00-0032268,M.Mariota,2,3,47,2024
00-0032399,M.Killebrew,0,1,1,2024
00-0032434,B.Allen,1,2,32,2024
00-0032943,R.Dixon,0,2,2,2024
00-0032950,C.Wentz,1,2,23,2024
00-0033009,T.Boyd,0,1,1,2024
00-0033077,D.Prescott,8,8,307,2024
00-0033106,J.Goff,18,18,607,2024
00-0033119,J.Brissett,6,7,179,2024
00-0033307,K.Bourne,0,1,1,2024
00-0033319,N.Mullens,0,2,2,2024
00-0033357,T.Hill,0,3,4,2024
00-0033537,D.Watson,7,7,250,2024
00-0033662,C.Rush,10,11,321,2024
00-0033869,M.Trubisky,1,5,26,2024
00-0033873,P.Mahomes,19,19,715,2024
00-0033897,J.Mixon,0,1,1,2024
00-0033949,J.Dobbs,1,2,48,2024
00-0034162,J.Scott,0,1,1,2024
00-0034177,T.Boyle,3,3,51,2024
00-0034348,C.Sutton,0,2,2,2024
00-0034401,M.White,1,1,11,2024
00-0034418,C.Wilson,0,2,2,2024
00-0034521,A.Lazard,0,1,1,2024
00-0034577,K.Allen,0,1,1,2024
00-0034771,M.Rudolph,8,8,237,2024
00-0034796,L.Jackson,19,19,544,2024
00-0034827,D.Moore,0,1,1,2024
00-0034844,S.Barkley,0,1,1,2024
00-0034855,B.Mayfield,18,18,631,2024
00-0034857,J.Allen,19,19,586,2024
00-0034869,S.Darnold,18,18,643,2024
00-0034960,J.Meyers,0,1,1,2024
00-0035156,J.Fox,0,1,1,2024
00-0035190,A.Cole,0,1,1,2024
00-0035228,K.Murray,17,17,570,2024
00-0035289,G.Minshew,10,10,333,2024
00-0035685,D.Montgomery,0,2,2,2024
00-0035704,D.Lock,5,7,193,2024
00-0035710,D.Jones,10,10,371,2024
00-0035719,D.Samuel,0,1,1,2024
00-0035993,T.Huntley,5,5,149,2024
00-0036212,T.Tagovailoa,11,11,421,2024
00-0036264,J.Love,16,16,477,2024
00-0036309,D.Mooney,0,1,1,2024
00-0036322,J.Jefferson,0,1,1,2024
00-0036355,J.Herbert,18,18,581,2024
00-0036389,J.Hurts,18,19,503,2024
00-0036442,J.Burrow,17,17,701,2024
00-0036626,D.Brown,0,1,1,2024
00-0036849,T.Atwell,0,1,1,2024
00-0036880,P.Sewell,0,1,1,2024
00-0036898,D.Mills,2,4,38,2024
00-0036928,K.Trask,0,1,1,2024
00-0036945,J.Fields,6,8,178,2024
00-0036963,A.St. Brown,0,1,1,2024
