season,team,conference,overall_rating,offense_rating,defense_rating,special_teams_rating
2023,Michigan,Big Ten,31.3,36.6,7.2,1.8
2023,Georgia,SEC,31.2,41.5,12.2,1.9
2023,Oregon,Big Ten,26.2,45.0,18.2,-0.5
2023,Ohio State,Big Ten,25.2,31.5,7.8,1.5
2023,Penn State,Big Ten,23.5,32.7,10.5,1.3
2023,Texas,SEC,23.2,39.3,17.7,1.6
2023,Alabama,SEC,23.1,36.8,15.6,2.0
2023,Notre Dame,FBS Independents,20.1,36.3,16.7,0.5
2023,Florida State,ACC,19.4,34.1,16.5,1.8
2023,Missouri,SEC,19.3,36.5,18.0,0.8
2023,LSU,SEC,19.1,44.6,25.0,-0.5
2023,Ole Miss,SEC,18.4,36.3,19.2,1.3
2023,Washington,Big Ten,16.4,40.3,24.7,0.8
2023,Tennessee,SEC,16.2,34.9,19.2,0.6
2023,Kansas State,Big 12,16.2,38.9,21.8,-0.8
2023,Texas A&M,SEC,15.6,34.5,18.8,-0.1
2023,Oklahoma,SEC,15.0,38.5,22.6,-1.0
2023,Arizona,Big 12,14.1,37.3,23.1,-0.2
2023,Oregon State,Pac-12,12.6,33.2,22.3,1.7
2023,James Madison,Sun Belt,11.8,34.6,23.7,1.0
2023,Maryland,Big Ten,11.0,28.3,17.6,0.4
2023,Kentucky,SEC,10.5,31.6,22.2,1.1
2023,Clemson,ACC,10.5,29.3,19.0,0.2
2023,SMU,ACC,10.1,34.1,23.0,-1.1
2023,Kansas,Big 12,9.9,35.6,26.1,0.4
2023,Troy,Sun Belt,9.8,30.7,20.1,-0.8
2023,UCLA,Big Ten,9.7,29.6,18.4,-1.5
2023,Miami,ACC,9.6,30.7,23.1,1.9
2023,Duke,ACC,9.4,27.3,19.5,1.5
2023,USC,Big Ten,9.4,43.3,32.8,-1.2
2023,Wisconsin,Big Ten,9.4,22.2,14.1,1.3
2023,Utah,Big 12,8.5,26.7,19.4,1.2
2023,Liberty,Conference USA,8.0,36.2,26.3,-1.9
2023,Louisville,ACC,8.0,30.1,22.3,0.2
2023,TCU,Big 12,7.9,33.5,25.3,-0.3
2023,Auburn,SEC,7.6,26.4,20.1,1.3
2023,Iowa State,Big 12,7.5,26.4,20.1,1.1
2023,West Virginia,Big 12,7.5,31.5,24.6,0.5
2023,NC State,ACC,7.4,25.5,19.7,1.6
2023,North Carolina,ACC,7.4,34.4,27.8,0.8
2023,Florida,SEC,6.8,31.1,26.0,1.7
2023,Oklahoma State,Big 12,6.7,32.8,27.1,1.0
2023,Texas Tech,Big 12,6.1,29.6,24.7,1.2
2023,Boise State,Mountain West,5.9,32.7,28.2,1.4
2023,Air Force,Mountain West,5.9,25.6,20.9,1.2
2023,Virginia Tech,ACC,5.8,27.5,23.3,1.7
2023,Iowa,Big Ten,5.8,13.8,9.3,1.3
2023,UTSA,American Athletic,5.4,31.3,27.3,1.4
2023,South Alabama,Sun Belt,5.1,30.6,26.0,0.5
2023,Washington State,Pac-12,4.9,31.0,27.4,1.4
2023,South Carolina,SEC,4.3,28.2,25.6,1.7
2023,App State,Sun Belt,3.8,33.5,30.7,0.9
2023,Toledo,Mid-American,3.7,25.5,21.7,-0.1
2023,Memphis,American Athletic,3.5,37.1,33.8,0.3
2023,Rutgers,Big Ten,3.5,21.0,18.7,1.2
2023,Arkansas,SEC,3.5,28.3,26.6,1.8
2023,UCF,Big 12,3.4,30.3,25.2,-1.7
2023,Tulane,American Athletic,2.8,26.5,24.4,0.8
2023,Miami (OH),Mid-American,2.8,18.5,17.7,2.0
2023,Fresno State,Mountain West,2.5,28.9,27.9,1.5
2023,UNLV,Mountain West,1.4,32.1,32.7,1.9
2023,Mississippi State,SEC,0.5,24.7,24.9,0.7
2023,Louisiana,Sun Belt,0.4,32.4,33.1,1.1
2023,Minnesota,Big Ten,0.4,20.0,21.1,1.5
2023,Georgia Tech,ACC,0.3,29.4,29.1,0.1
2023,Nebraska,Big Ten,0.3,15.6,13.9,-1.4
2023,California,ACC,-0.1,30.6,28.7,-2.0
2023,Coastal Carolina,Sun Belt,-1.2,27.6,27.2,-1.6
2023,Northwestern,Big Ten,-1.3,18.5,18.5,-1.3
2023,Jacksonville State,Conference USA,-1.6,24.8,25.9,-0.6
2023,Ohio,Mid-American,-1.6,18.5,18.1,-2.0
2023,Texas State,Sun Belt,-1.6,31.2,33.8,0.9
2023,New Mexico State,Conference USA,-1.8,23.3,25.8,0.7
2023,Western Kentucky,Conference USA,-2.0,28.7,30.1,-0.7
2023,Illinois,Big Ten,-2.5,21.6,24.1,-0.1
2023,BYU,Big 12,-3.3,25.3,30.3,1.7
2023,San José State,Mountain West,-3.4,28.1,29.5,-2.0
2023,Wyoming,Mountain West,-3.6,23.5,26.1,-1.0
2023,Army,American Athletic,-4.0,18.4,22.5,0.1
2023,Syracuse,ACC,-4.4,22.2,26.1,-0.5
2023,Colorado,Big 12,-4.9,29.6,34.4,-0.1
2023,Georgia Southern,Sun Belt,-5.2,30.8,36.5,0.5
2023,Boston College,ACC,-5.9,22.2,27.6,-0.5
2023,Arkansas State,Sun Belt,-6.3,25.8,32.8,0.7
2023,South Florida,American Athletic,-6.6,28.4,34.5,-0.4
2023,North Texas,American Athletic,-6.7,32.9,41.3,1.7
2023,Cincinnati,Big 12,-6.8,21.3,28.3,0.2
2023,Georgia State,Sun Belt,-6.8,28.2,33.3,-1.7
2023,Michigan State,Big Ten,-6.8,15.7,24.0,1.6
2023,Pittsburgh,ACC,-7.3,19.3,26.0,-0.6
2023,Purdue,Big Ten,-7.3,21.8,27.1,-2.0
2023,Indiana,Big Ten,-7.4,19.6,27.2,0.3
2023,Northern Illinois,Mid-American,-7.5,18.3,24.2,-1.7
2023,Houston,Big 12,-7.8,25.6,32.2,-1.2
2023,Bowling Green,Mid-American,-7.8,21.5,27.4,-1.8
2023,Wake Forest,ACC,-7.9,20.2,26.9,-1.2
2023,Baylor,Big 12,-8.3,24.5,32.6,-0.2
2023,Colorado State,Mountain West,-8.9,21.9,32.0,1.2
2023,Marshall,Sun Belt,-9.0,24.4,31.5,-1.8
2023,Florida Atlantic,American Athletic,-9.4,19.8,27.9,-1.2
2023,Middle Tennessee,Conference USA,-9.5,21.5,30.0,-1.0
2023,Old Dominion,Sun Belt,-10.1,23.1,31.3,-1.9
2023,Rice,American Athletic,-10.2,26.0,34.4,-1.8
2023,San Diego State,Mountain West,-10.3,19.4,30.2,0.5
2023,Virginia,ACC,-10.8,21.0,31.7,-0.1
2023,Utah State,Mountain West,-10.9,28.6,38.6,-0.9
2023,Arizona State,Big 12,-11.3,20.2,29.9,-1.6
2023,Stanford,ACC,-11.9,21.4,34.5,1.1
2023,Eastern Michigan,Mid-American,-12.3,13.0,26.8,1.5
2023,Vanderbilt,SEC,-12.7,23.6,36.3,-0.1
2023,East Carolina,American Athletic,-12.8,15.4,28.1,-0.1
2023,Louisiana Tech,Conference USA,-12.9,22.1,36.0,1.0
2023,Tulsa,American Athletic,-13.7,20.9,34.7,0.1
2023,Navy,American Athletic,-13.7,15.0,27.2,-1.5
2023,Sam Houston,Conference USA,-13.8,16.0,28.8,-1.1
2023,Southern Miss,Sun Belt,-14.4,23.5,36.4,-1.5
2023,UAB,American Athletic,-14.7,26.9,39.6,-2.1
2023,Ball State,Mid-American,-14.9,12.6,26.3,-1.1
2023,Buffalo,Mid-American,-15.2,15.3,29.5,-1.0
2023,UConn,FBS Independents,-15.6,17.0,31.0,-1.6
2023,Western Michigan,Mid-American,-15.9,19.1,33.2,-1.9
2023,UTEP,Conference USA,-16.2,16.9,32.0,-1.2
2023,Hawai'i,Mountain West,-16.4,19.4,35.7,-0.1
2023,New Mexico,Mountain West,-16.5,22.5,37.2,-1.8
2023,Massachusetts,Mid-American,-17.5,20.8,36.2,-2.1
2023,Central Michigan,Mid-American,-19.1,16.8,34.0,-1.9
2023,Temple,American Athletic,-21.0,18.6,37.8,-1.9
2023,Florida International,Conference USA,-21.2,16.0,35.6,-1.6
2023,Charlotte,American Athletic,-21.4,14.8,34.4,-1.8
2023,Akron,Mid-American,-21.6,10.5,30.1,-2.0
2023,UL Monroe,Sun Belt,-21.6,17.6,37.5,-1.7
2023,Nevada,Mountain West,-22.0,14.6,37.0,0.4
2023,Kent State,Mid-American,-26.3,8.2,34.8,0.3
2023,nationalAverages,,-0.09699248120300752,26.369924812030074,26.47218045112782,0.0015037593984962407
