season,team,conference,overall_rating,offense_rating,defense_rating,special_teams_rating
2006,LSU,SEC,31.6,39.2,6.8,-0.7
2006,USC,Big Ten,30.3,37.8,9.3,1.8
2006,Louisville,ACC,27.3,41.3,14.4,0.5
2006,Ohio State,Big Ten,27.0,37.2,12.1,1.9
2006,Florida,SEC,26.5,36.0,8.4,-1.1
2006,West Virginia,Big 12,25.4,41.2,17.3,1.5
2006,Oklahoma,SEC,23.5,34.3,12.5,1.7
2006,Michigan,Big Ten,22.6,32.3,9.9,0.2
2006,BYU,Big 12,21.9,37.5,16.6,1.0
2006,Texas,SEC,21.9,37.4,16.4,1.0
2006,Virginia Tech,ACC,21.0,23.6,4.6,2.0
2006,Arkansas,SEC,20.6,34.4,13.1,-0.7
2006,Auburn,SEC,19.4,32.4,15.1,2.1
2006,Wisconsin,Big Ten,19.1,28.9,11.2,1.3
2006,South Carolina,SEC,19.1,38.0,20.2,1.4
2006,Tennessee,SEC,18.9,35.9,18.3,1.3
2006,Boise State,Mountain West,18.7,35.9,18.6,1.3
2006,Texas Tech,Big 12,17.9,37.2,19.9,0.5
2006,Georgia,SEC,17.8,28.7,11.3,0.4
2006,California,ACC,17.6,35.7,19.9,1.9
2006,TCU,Big 12,17.3,29.2,12.7,0.8
2006,Clemson,ACC,16.7,31.5,13.7,-1.1
2006,Boston College,ACC,14.8,29.5,14.6,-0.1
2006,Rutgers,Big Ten,14.8,27.9,14.1,1.1
2006,Nebraska,Big Ten,14.7,31.5,17.7,0.9
2006,Missouri,SEC,14.4,32.1,18.2,0.4
2006,Pittsburgh,ACC,14.4,31.9,18.8,1.4
2006,Miami,ACC,13.9,23.6,9.3,-0.3
2006,Oklahoma State,Big 12,13.7,35.6,23.9,2.0
2006,Georgia Tech,ACC,13.5,26.2,13.2,0.5
2006,Iowa,Big Ten,13.4,32.0,18.4,-0.1
2006,Arizona State,Big 12,13.3,31.7,19.7,1.3
2006,Hawai'i,Mountain West,13.1,42.6,30.0,0.5
2006,Penn State,Big Ten,12.7,24.9,12.0,-0.2
2006,Utah,Big 12,12.0,29.8,19.5,1.7
2006,Florida State,ACC,11.9,25.5,13.9,0.3
2006,Notre Dame,FBS Independents,11.5,34.2,22.1,-0.6
2006,Alabama,SEC,11.4,28.7,16.5,-0.8
2006,Oregon State,Pac-12,11.3,31.0,21.0,1.3
2006,Oregon,Big Ten,11.2,33.3,21.5,-0.5
2006,South Florida,American Athletic,10.7,25.4,12.8,-1.9
2006,Texas A&M,SEC,10.1,33.6,23.6,0.1
2006,UCLA,Big Ten,8.8,23.4,15.9,1.3
2006,Cincinnati,Big 12,7.9,23.6,16.7,1.0
2006,Houston,Big 12,7.6,33.9,25.2,-1.1
2006,Washington State,Pac-12,7.4,28.5,19.2,-1.9
2006,Kansas,Big 12,6.9,27.4,21.6,1.1
2006,Wake Forest,ACC,6.5,23.6,18.4,1.2
2006,Kansas State,Big 12,5.8,23.9,19.7,1.6
2006,Virginia,ACC,4.6,17.0,12.3,-0.2
2006,Maryland,Big Ten,4.6,25.2,22.1,1.5
2006,Purdue,Big Ten,4.4,33.2,28.2,-0.6
2006,Minnesota,Big Ten,3.8,31.9,27.5,-0.6
2006,Tulsa,American Athletic,2.1,27.0,25.0,0.2
