season,team,conference,overall_rating,offense_rating,defense_rating,special_teams_rating
2011,UCF,Big 12,5.1,27.0,22.7,0.9
2011,Texas Tech,Big 12,4.8,38.6,34.5,0.7
2011,Temple,American Athletic,4.6,26.4,22.5,0.7
2011,Washington,Big Ten,3.9,36.4,34.4,2.0
2011,Virginia,ACC,3.7,27.5,23.0,-0.9
2011,UCLA,Big Ten,3.5,32.0,29.0,0.5
2011,Purdue,Big Ten,3.1,26.5,24.8,1.4
2011,Tulsa,American Athletic,2.5,29.8,27.3,0.0
2011,Northern Illinois,Mid-American,2.2,32.7,29.6,-0.9
2011,Louisiana Tech,Conference USA,1.9,23.6,22.9,1.2
2011,Ohio,Mid-American,0.9,30.3,30.8,1.5
2011,Rutgers,Big Ten,0.8,20.5,19.3,-0.4
2011,Northwestern,Big Ten,0.6,33.3,31.2,-1.5
2011,SMU,ACC,0.3,28.6,26.3,-2.0
2011,Western Michigan,Mid-American,-0.3,30.8,33.2,2.1
2011,Nevada,Mountain West,-0.4,30.4,28.7,-2.0
2011,Iowa State,Big 12,-0.4,24.8,25.0,-0.3
2011,Air Force,Mountain West,-0.7,32.9,33.9,0.3
2011,Utah State,Mountain West,-0.9,32.7,32.5,-1.1
2011,UConn,FBS Independents,-1.0,19.7,21.7,1.1
2011,NC State,ACC,-1.1,24.5,24.4,-1.2
2011,San Diego State,Mountain West,-1.5,29.9,30.2,-1.3
2011,Washington State,Pac-12,-1.7,29.9,32.3,0.7
2011,Bowling Green,Mid-American,-2.0,26.6,28.5,-0.1
2011,Hawai'i,Mountain West,-2.1,29.5,31.2,-0.4
2011,Arizona,Big 12,-2.4,35.9,36.4,-1.9
2011,Syracuse,ACC,-2.9,25.2,26.9,-1.2
2011,East Carolina,American Athletic,-3.0,26.8,29.8,0.0
2011,Arkansas State,Sun Belt,-3.3,23.3,26.2,-0.4
2011,Wake Forest,ACC,-3.5,26.4,28.9,-1.0
2011,Minnesota,Big Ten,-3.8,23.8,28.1,0.5
2011,UTEP,Conference USA,-4.1,26.8,31.9,0.9
2011,Boston College,ACC,-4.5,21.0,24.9,-0.5
2011,Kentucky,SEC,-5.0,16.4,23.1,1.7
2011,Oregon State,Pac-12,-5.2,25.2,30.6,0.2
2011,Miami (OH),Mid-American,-5.3,25.3,27.6,-3.1
2011,Fresno State,Mountain West,-6.0,30.4,35.7,-0.7
2011,Maryland,Big Ten,-8.0,26.6,32.8,-1.8
2011,Marshall,Sun Belt,-8.0,20.5,28.5,-0.1
2011,Florida International,Conference USA,-8.5,17.5,26.9,0.9
2011,Colorado,Big 12,-8.8,26.0,34.6,-0.2
2011,Navy,American Athletic,-9.4,29.6,38.0,-1.0
2011,Ole Miss,SEC,-9.7,19.9,31.4,1.8
2011,Louisiana,Sun Belt,-9.8,22.0,33.1,1.3
2011,Kent State,Mid-American,-10.4,11.8,21.9,-0.4
2011,San José State,Mountain West,-11.9,23.5,35.2,-0.2
2011,Rice,American Athletic,-12.0,19.6,33.7,2.1
2011,Colorado State,Mountain West,-12.6,22.3,34.4,-0.4
2011,Duke,ACC,-13.3,23.1,35.5,-0.9
2011,Ball State,Mid-American,-13.6,24.4,38.4,0.5
2011,Wyoming,Mountain West,-14.2,24.3,36.7,-1.8
2011,Kansas,Big 12,-15.0,25.6,38.7,-2.0
2011,Eastern Michigan,Mid-American,-15.3,16.1,31.4,-0.1
2011,UL Monroe,Sun Belt,-15.7,17.4,30.2,-2.9
2011,Western Kentucky,Conference USA,-16.1,16.9,32.4,-0.6
2011,Indiana,Big Ten,-16.9,21.8,38.5,-0.2
2011,North Texas,American Athletic,-18.1,18.7,36.2,-0.5
2011,Troy,Sun Belt,-18.5,19.8,37.3,-1.0
2011,New Mexico State,Conference USA,-18.7,23.3,39.4,-2.5
2011,Central Michigan,Mid-American,-18.9,21.1,39.2,-0.7
2011,UAB,American Athletic,-19.2,22.9,42.8,0.7
2011,Buffalo,Mid-American,-19.5,17.7,35.8,-1.4
2011,Army,American Athletic,-20.9,19.9,37.7,-3.1
2011,Tulane,American Athletic,-21.9,16.9,37.7,-1.1
2011,Idaho,Big Sky,-23.5,10.5,34.5,0.5
2011,UNLV,Mountain West,-24.1,14.3,37.9,-0.5
2011,Middle Tennessee,Conference USA,-24.6,16.6,40.0,-1.1
2011,Memphis,American Athletic,-25.9,14.6,38.3,-2.2
2011,New Mexico,Mountain West,-27.9,16.9,41.9,-2.9
2011,Akron,Mid-American,-29.1,11.9,40.2,-0.7
2011,Florida Atlantic,American Athletic,-30.7,6.6,35.4,-1.9
2011,nationalAverages,,1.3458333333333332,28.170833333333334,26.81833333333333,-0.0016666666666666668
