season,team,conference,overall_rating,offense_rating,defense_rating,special_teams_rating
2008,Vanderbilt,SEC,-2.0,15.9,18.5,0.6
2008,New Mexico,Mountain West,-2.0,18.2,20.2,0.0
2008,UTEP,Conference USA,-2.7,33.8,38.8,2.3
2008,Colorado,Big 12,-2.7,23.0,23.2,-2.5
2008,Iowa State,Big 12,-2.8,29.2,33.2,1.2
2008,Louisville,ACC,-3.0,24.6,25.3,-2.3
2008,Western Michigan,Mid-American,-3.1,28.0,29.8,-1.3
2008,Colorado State,Mountain West,-3.3,29.8,33.8,0.7
2008,Memphis,American Athletic,-3.4,28.9,31.5,-0.8
2008,Fresno State,Mountain West,-3.5,29.4,33.4,0.5
2008,Navy,American Athletic,-3.5,25.3,30.2,1.3
2008,Marshall,Sun Belt,-4.2,23.2,27.4,0.0
2008,Central Michigan,Mid-American,-5.6,30.1,36.3,0.6
2008,Texas A&M,SEC,-5.6,27.4,33.1,0.2
2008,Akron,Mid-American,-6.7,29.0,34.7,-1.0
2008,Duke,ACC,-6.7,17.8,24.9,0.4
2008,Hawai'i,Mountain West,-7.6,23.8,29.7,-1.7
2008,Indiana,Big Ten,-8.3,24.3,31.6,-1.0
2008,Florida Atlantic,American Athletic,-8.5,25.5,33.6,-0.4
2008,Kent State,Mid-American,-8.5,27.6,34.6,-1.5
2008,Mississippi State,SEC,-8.8,16.5,22.5,-2.9
2008,Ohio,Mid-American,-9.3,21.6,29.7,-1.2
2008,Temple,American Athletic,-9.4,19.0,27.9,-0.5
2008,Arkansas State,Sun Belt,-9.5,22.8,32.3,0.1
2008,Louisiana Tech,Conference USA,-9.7,20.2,29.6,-0.3
2008,UAB,American Athletic,-10.3,24.5,35.4,0.6
2008,Louisiana,Sun Belt,-11.1,29.3,39.9,-0.5
2008,Toledo,Mid-American,-11.4,22.6,33.1,-0.9
2008,UNLV,Mountain West,-12.4,24.1,36.5,0.0
2008,San José State,Mountain West,-13.2,12.9,25.4,-0.7
2008,Buffalo,Mid-American,-14.4,26.4,39.7,-1.1
2008,Wyoming,Mountain West,-14.5,12.1,24.5,-2.2
2008,Syracuse,ACC,-14.6,19.3,35.4,1.4
2008,Middle Tennessee,Conference USA,-15.0,17.2,31.6,-0.6
2008,UCF,Big 12,-15.8,7.3,22.3,-0.8
2008,Miami (OH),Mid-American,-15.8,16.1,33.8,1.9
2008,Florida International,Conference USA,-17.3,15.0,31.2,-1.1
2008,Tulane,American Athletic,-17.4,19.8,34.7,-2.5
2008,Washington State,Pac-12,-17.5,16.0,32.4,-1.1
2008,San Diego State,Mountain West,-17.9,19.3,36.7,-0.5
2008,SMU,ACC,-18.5,23.0,42.1,0.6
2008,Utah State,Mountain West,-18.9,17.3,37.2,1.0
2008,Army,American Athletic,-20.3,10.2,30.4,-0.1
2008,Washington,Big Ten,-21.3,17.4,36.3,-2.4
2008,New Mexico State,Conference USA,-21.7,17.1,36.9,-1.9
2008,Eastern Michigan,Mid-American,-22.0,21.3,41.2,-2.1
2008,Western Kentucky,Conference USA,-22.1,12.8,34.2,-0.7
2008,UL Monroe,Sun Belt,-26.7,16.6,41.1,-2.2
2008,Idaho,Big Sky,-28.8,14.4,44.0,0.8
2008,North Texas,American Athletic,-30.9,18.9,48.9,-0.8
2008,nationalAverages,,1.8041666666666667,27.19333333333333,25.39,0.0
