season,team,conference,overall_rating,offense_rating,defense_rating,special_teams_rating
2020,Ohio State,Big Ten,28.4,45.3,16.7,
2020,Alabama,SEC,28.3,46.8,18.6,
2020,Wisconsin,Big Ten,26.5,38.7,12.2,
2020,Clemson,ACC,26.1,42.6,16.7,
2020,Notre Dame,FBS Independents,21.0,38.3,17.3,
2020,Florida,SEC,19.8,43.3,23.9,
2020,BYU,Big 12,19.2,39.2,20.3,
2020,Georgia,SEC,19.1,30.8,12.1,
2020,Cincinnati,Big 12,18.6,34.5,15.9,
2020,Oregon,Big Ten,18.1,35.1,16.9,
2020,North Carolina,ACC,18.0,43.7,25.6,
2020,Oklahoma,SEC,17.8,43.0,25.2,
2020,Iowa,Big Ten,16.3,29.7,13.5,
2020,Texas A&M,SEC,16.2,37.7,21.5,
2020,Oklahoma State,Big 12,14.2,30.7,16.7,
2020,Penn State,Big Ten,13.9,35.0,21.0,
2020,Virginia Tech,ACC,13.7,38.0,24.4,
2020,UCF,Big 12,13.6,39.4,25.7,
2020,Iowa State,Big 12,13.3,34.5,21.1,
2020,Miami,ACC,12.8,32.6,20.2,
2020,Auburn,SEC,12.6,33.0,20.7,
2020,USC,Big Ten,12.4,38.0,25.5,
2020,Utah,Big 12,11.9,36.1,24.3,
2020,Washington,Big Ten,11.7,30.9,19.1,
2020,Arizona State,Big 12,11.4,30.2,18.9,
2020,Indiana,Big Ten,11.2,33.6,22.6,
2020,Michigan,Big Ten,10.7,33.0,22.2,
2020,App State,Sun Belt,10.3,33.0,22.6,
2020,Texas,SEC,9.7,34.8,25.2,
2020,Marshall,Sun Belt,9.5,28.6,19.0,
2020,SMU,ACC,9.2,36.4,27.3,
2020,Northwestern,Big Ten,9.0,24.0,15.2,
2020,West Virginia,Big 12,8.5,27.9,19.4,
2020,Louisiana,Sun Belt,8.1,33.8,25.6,
2020,Nebraska,Big Ten,7.7,33.7,25.9,
2020,Boise State,Mountain West,6.7,33.1,26.4,
2020,Coastal Carolina,Sun Belt,6.6,33.7,27.3,
2020,Louisville,ACC,6.5,37.7,31.1,
2020,Liberty,Conference USA,6.5,34.2,27.6,
2020,UAB,American Athletic,6.3,24.7,18.7,
2020,LSU,SEC,6.0,33.8,28.3,
2020,Pittsburgh,ACC,6.0,24.7,18.9,
2020,Purdue,Big Ten,5.9,32.6,26.8,
2020,Memphis,American Athletic,5.7,34.8,29.4,
2020,Tulsa,American Athletic,5.6,29.5,23.5,
2020,San Diego State,Mountain West,5.3,20.2,15.0,
2020,Ole Miss,SEC,4.8,38.1,33.2,
2020,Minnesota,Big Ten,4.7,35.8,30.7,
2020,Tulane,American Athletic,4.2,33.2,29.1,
2020,Washington State,Pac-12,4.2,37.8,33.7,
2020,Houston,Big 12,3.3,32.2,29.0,
2020,Army,American Athletic,2.7,27.8,25.3,
2020,California,ACC,2.4,30.6,28.2,
2020,Troy,Sun Belt,2.3,28.4,25.8,
2020,Kentucky,SEC,2.2,25.9,24.1,
2020,Kansas State,Big 12,2.0,26.7,24.7,
2020,Nevada,Mountain West,1.9,27.5,25.6,
2020,Arkansas,SEC,1.6,28.5,26.7,
2020,Stanford,ACC,1.6,30.0,28.4,
2020,TCU,Big 12,1.6,24.3,22.8,
2020,Buffalo,Mid-American,1.4,27.1,25.6,
2020,Baylor,Big 12,1.3,25.6,24.2,
2020,Tennessee,SEC,0.9,24.3,23.6,
2020,Virginia,ACC,0.9,28.3,27.5,
2020,Boston College,ACC,0.9,30.7,29.7,
2020,Wake Forest,ACC,0.8,28.6,27.9,
2020,Western Michigan,Mid-American,0.6,31.6,31.2,
2020,Georgia Southern,Sun Belt,0.2,27.4,27.1,
2020,San José State,Mountain West,0.1,30.4,30.4,
2020,NC State,ACC,0.0,29.8,30.0,
2020,Maryland,Big Ten,-0.1,27.8,28.0,
2020,Florida Atlantic,American Athletic,-0.3,23.2,23.7,
2020,Colorado,Big 12,-0.4,30.1,30.4,
2020,Oregon State,Pac-12,-0.7,29.4,30.0,
2020,Missouri,SEC,-1.0,23.4,24.6,
2020,Georgia Tech,ACC,-1.0,27.2,27.8,
2020,UCLA,Big Ten,-1.1,30.6,31.7,
2020,Mississippi State,SEC,-1.4,25.4,26.9,
2020,Central Michigan,Mid-American,-1.8,25.6,27.4,
2020,South Carolina,SEC,-2.4,27.5,29.7,
2020,Michigan State,Big Ten,-2.4,18.3,20.6,
2020,Wyoming,Mountain West,-2.5,22.4,24.9,
2020,Ohio,Mid-American,-3.2,29.9,33.0,
2020,Western Kentucky,Conference USA,-3.2,18.9,22.3,
2020,Arizona,Big 12,-3.5,32.8,36.4,
2020,Toledo,Mid-American,-3.6,29.5,33.0,
2020,Duke,ACC,-4.2,21.4,25.5,
2020,Texas Tech,Big 12,-4.2,28.4,32.3,
2020,Florida State,ACC,-4.9,26.4,31.3,
2020,Illinois,Big Ten,-5.4,23.9,29.4,
2020,Fresno State,Mountain West,-5.5,29.3,34.8,
2020,Air Force,Mountain West,-5.6,24.1,29.8,
2020,Georgia State,Sun Belt,-5.7,28.7,34.2,
2020,Arkansas State,Sun Belt,-6.5,31.1,37.2,
2020,Colorado State,Mountain West,-6.5,24.2,30.5,
2020,Charlotte,American Athletic,-6.6,29.4,35.8,
2020,Ball State,Mid-American,-6.7,27.0,33.8,
2020,Louisiana Tech,Conference USA,-7.0,24.4,31.4,
2020,Hawai'i,Mountain West,-7.1,28.2,35.2,
2020,Kent State,Mid-American,-7.5,29.1,36.4,
2020,Southern Miss,Sun Belt,-7.9,24.2,32.1,
2020,North Texas,American Athletic,-8.0,28.9,36.7,
2020,Rice,American Athletic,-9.2,17.3,26.5,
2020,Navy,American Athletic,-9.3,26.2,35.4,
2020,UTSA,American Athletic,-9.6,23.8,33.7,
2020,Syracuse,ACC,-9.8,20.2,30.3,
2020,Temple,American Athletic,-10.0,23.3,33.0,
2020,Rutgers,Big Ten,-10.5,20.8,31.5,
2020,Florida International,Conference USA,-10.7,21.6,32.4,
2020,East Carolina,American Athletic,-11.0,26.0,37.1,
2020,South Alabama,Sun Belt,-11.3,22.5,33.7,
2020,South Florida,American Athletic,-11.4,18.2,29.5,
2020,Middle Tennessee,Conference USA,-11.7,24.3,35.8,
2020,Eastern Michigan,Mid-American,-12.2,28.3,40.5,
2020,Miami (OH),Mid-American,-12.9,20.7,33.6,
2020,Texas State,Sun Belt,-13.4,23.5,36.9,
2020,New Mexico,Mountain West,-15.0,24.4,39.3,
2020,Old Dominion,Sun Belt,-15.9,14.0,29.9,
2020,Kansas,Big 12,-16.3,18.5,34.5,
2020,Utah State,Mountain West,-16.7,20.2,37.0,
2020,Vanderbilt,SEC,-16.8,17.7,34.1,
2020,Northern Illinois,Mid-American,-18.4,16.0,34.5,
2020,UL Monroe,Sun Belt,-18.4,21.6,39.6,
2020,UTEP,Conference USA,-18.6,17.9,36.2,
2020,UNLV,Mountain West,-19.7,22.0,41.5,
2020,UConn,FBS Independents,-22.3,17.7,40.0,
2020,Akron,Mid-American,-23.7,11.4,35.1,
2020,Bowling Green,Mid-American,-26.2,12.8,39.0,
2020,Massachusetts,Mid-American,-31.3,16.7,47.8,
2020,New Mexico State,Conference USA,-31.5,12.2,43.8,
2020,nationalAverages,,0.48244274809160304,28.468702290076337,27.98854961832061,
