season,team,conference,overall_rating,offense_rating,defense_rating,special_teams_rating
2013,Florida State,ACC,38.5,47.7,11.5,2.2
2013,Alabama,SEC,34.1,45.6,12.3,0.8
2013,LSU,SEC,28.7,45.2,18.7,2.2
2013,Oregon,Big Ten,28.7,46.8,18.1,0.0
2013,Ohio State,Big Ten,28.4,48.8,23.4,3.0
2013,Auburn,SEC,25.2,46.8,23.4,1.9
2013,Georgia,SEC,25.1,44.9,21.8,1.9
2013,Clemson,ACC,24.5,42.4,19.6,1.6
2013,Louisville,ACC,24.2,39.1,15.2,0.3
2013,USC,Big Ten,22.5,36.6,12.5,-1.6
2013,Wisconsin,Big Ten,22.4,39.5,15.6,-1.5
2013,Oklahoma State,Big 12,21.8,36.8,14.0,-1.1
2013,Kansas State,Big 12,21.7,40.4,20.0,1.3
2013,Stanford,ACC,21.7,35.8,15.5,1.3
2013,Washington,Big Ten,20.5,37.6,18.3,1.1
2013,Texas A&M,SEC,20.4,50.5,31.3,1.2
2013,Baylor,Big 12,20.4,41.0,21.0,0.3
2013,UCLA,Big Ten,20.0,39.0,20.4,1.4
2013,South Carolina,SEC,19.8,40.7,20.6,-0.3
2013,Michigan State,Big Ten,19.7,28.9,11.6,2.4
2013,Oklahoma,SEC,19.6,36.2,18.3,1.6
2013,Missouri,SEC,19.3,42.6,23.1,-0.2
2013,Arizona State,Big 12,17.5,40.0,22.0,-0.4
2013,Iowa,Big Ten,17.3,29.6,12.4,0.1
2013,Miami,ACC,16.9,39.8,24.0,1.2
2013,Virginia Tech,ACC,14.9,26.0,9.6,-1.6
2013,Arizona,Big 12,14.6,37.2,21.1,-1.5
2013,Texas Tech,Big 12,14.0,37.9,24.1,0.2
2013,North Carolina,ACC,13.7,34.2,21.4,1.0
2013,Notre Dame,FBS Independents,13.2,35.2,21.9,-0.1
2013,Ole Miss,SEC,12.4,36.6,23.2,-1.0
2013,TCU,Big 12,12.4,24.9,15.0,2.5
2013,UCF,Big 12,12.3,38.4,27.4,1.3
2013,Oregon State,Pac-12,11.9,38.0,26.6,0.4
2013,Utah,Big 12,11.8,30.1,19.9,1.5
2013,Nebraska,Big Ten,11.6,32.3,22.8,2.2
2013,Georgia Tech,ACC,11.4,35.3,24.9,1.0
2013,Boise State,Mountain West,11.3,35.0,25.6,1.9
2013,Michigan,Big Ten,11.1,31.2,20.2,0.1
2013,Maryland,Big Ten,10.8,29.6,19.8,1.1
2013,Mississippi State,SEC,10.7,34.6,22.2,-1.7
2013,Texas,SEC,10.5,29.4,20.1,1.2
2013,BYU,Big 12,10.0,28.3,18.9,0.6
2013,Bowling Green,Mid-American,9.8,33.8,24.6,0.6
2013,Pittsburgh,ACC,9.4,32.9,22.3,-1.2
2013,Florida,SEC,9.0,25.8,15.9,-0.9
2013,Penn State,Big Ten,8.9,31.6,21.6,-1.2
