season,receiver_player_id,receiver_player_name,targets,receptions,yards,touchdowns,total_epa,epa_per_target,success_rate,catch_rate,yards_per_reception,yards_per_target,air_yards,yac,racr,first_downs,interceptions,total_air_epa,air_epa_per_target,total_yac_epa,yac_epa_per_target,games,targets_per_game
2023,00-0030035,A.Thielen,138.0,103.0,1014.0,4.0,60.7283975481987,0.3642173947437721,0.5419507044203141,0.7339185388649211,8.99225871703204,6.721828134620891,6.158594355863683,2.8336643751929786,0.5350849812521654,56.0,1.0,68.26248186826706,0.4995976747835384,-8.587082028388977,-0.14015299300937092,17,8.117647058823529
2023,00-0030061,Z.Ertz,43.0,27.0,187.0,1.0,-14.025217056274414,-0.4331835742507662,0.4250000012772424,0.6571428648063115,6.71428564616612,4.150000027247837,4.928571496691022,1.7857142857142858,0.25369618957241374,8.0,2.0,19.041844248771667,0.26719614011900766,-33.06706237792969,-0.7003797292709351,7,6.142857142857143
2023,00-0030279,K.Allen,150.0,108.0,1257.0,7.0,60.83327329158783,0.4039878249168396,0.584128377529291,0.6982795023001157,11.716114557706392,8.103807339301476,8.149306223942684,3.489885091781616,0.4574183546579801,57.0,2.0,113.38059854507446,0.8282126623850602,-52.547325015068054,-0.42422483231012637,13,11.538461538461538
2023,00-0030431,R.Woods,81.0,42.0,443.0,1.0,-1.3399925231933594,-0.013111759349703789,0.4168518582979838,0.5050000091393788,9.87555554707845,5.483703664938608,7.253333346048991,2.6222222169240315,0.49188009543078287,27.0,1.0,66.3726259469986,0.8524828692277272,-67.7126202583313,-0.8655946393807729,15,5.4
2023,00-0030506,T.Kelce,158.0,125.0,1346.0,8.0,77.6337939798832,0.45197804056500135,0.6023342287854144,0.7832511114446741,10.429125861117715,8.350566010726126,5.258050419782338,5.130139764986541,0.9225289355963469,70.0,2.0,56.59830787777901,0.30269076400681544,21.03548750281334,0.14928728871439634,19,8.31578947368421
2023,00-0030564,D.Hopkins,137.0,75.0,1057.0,7.0,19.16530130803585,0.22331284139962757,0.45612688976175647,0.5615782983162824,14.45238093768849,8.074980946148143,11.422058792675243,3.030322138000937,0.30724595837733326,48.0,6.0,164.23726201057434,1.210431728292914,-145.07195287942886,-0.9871188418611008,17,8.058823529411764
2023,00-0031235,O.Beckham,71.0,39.0,599.0,3.0,24.368940711021423,0.5385445444844663,0.5461309608072042,0.5885416753590107,15.63020834326744,9.816964253783226,11.091666609048843,4.538541663438082,0.6863295027365287,29.0,1.0,98.72584354877472,1.3996455892920494,-74.3569041416049,-0.8611010764725506,16,4.4375
2023,00-0031236,B.Cooks,90.0,60.0,704.0,8.0,34.771498918533325,0.42120976921390085,0.5957282948143342,0.6702380969243891,10.87581699034747,7.452661002383513,9.130065413082347,1.7457516263513004,0.2897596660563174,43.0,5.0,119.21451759338379,1.3198744023547453,-85.49601694568992,-0.8968055626815733,17,5.294117647058823
2023,00-0031260,L.Thomas,79.0,55.0,496.0,5.0,-4.838877588510513,-0.0027487757615745068,0.5387310665100813,0.6714488659054041,8.173263907432556,5.775520846247673,4.851388826966286,3.3218750059604645,0.9498753512899081,21.0,2.0,17.93036177754402,0.2052270700223744,-23.822241842746735,-0.26418013948205044,16,4.9375
2023,00-0031376,J.McKinnon,34.0,27.0,207.0,4.0,7.4967445731163025,0.18175300726523766,0.4025641060792483,0.7641025689932016,7.448717960944543,6.141025671592126,-0.525641028697674,7.9743589621323805,9.000000035762787,11.0,0.0,-23.521792709827423,-0.5936781809880183,31.01853847503662,0.7754312071662682,13,2.6153846153846154
2023,00-0031381,D.Adams,175.0,103.0,1149.0,9.0,13.481439411640167,0.03473822115098729,0.4702309225411976,0.5806668891626245,10.90878043455236,6.495065825826981,7.477693417493035,3.3890702163471893,0.618320155012257,59.0,6.0,138.66938507556915,0.76416746965226,-125.18794959783554,-0.7294292708530146,17,10.294117647058824
2023,00-0031408,M.Evans,157.0,90.0,1450.0,14.0,61.978143244981766,0.4302034478046392,0.5277970644988512,0.5893017877089349,15.3852757654692,9.517008837900663,11.758019974357204,3.627255643668928,0.3222047035631381,61.0,4.0,211.31316685676575,1.314384058902138,-147.44102042913437,-0.8579583156265711,19,8.263157894736842
2023,00-0031428,A.Robinson,52.0,36.0,292.0,0.0,-5.880451738834381,-0.30739688826724887,0.4010416716337204,0.662326393648982,7.620833367109299,5.368055582046509,5.2125000059604645,2.408333322033286,0.2636643663669626,10.0,1.0,17.539248690009117,0.4054578294453677,-23.419699877500534,-0.7128547010943294,16,3.25
