game_id,season,week,receiver_player_id,receiver_player_name,posteam,defteam,targets,receptions,touchdowns,catch_rate,epa_per_target,total_epa,success_rate,air_epa_per_target,total_air_epa,yac_epa_per_target,total_yac_epa,yards,yards_per_reception,air_yards,yac,racr,yards_per_target,first_downs,interceptions,team_targets,target_share
2023_01_ARI_WAS,2023,1,00-0037744,T.McBride,ARI,WAS,2.0,2.0,0.0,1.0,0.7989779710769653,1.5979559421539307,1.0,0.13120558857917786,0.2624111771583557,0.6677724123001099,1.3355448246002197,23.0,11.5,7.0,4.5,0.6428571343421936,11.5,2.0,0.0,30.0,0.06666666666666667
2023_01_ARI_WAS,2023,1,00-0037746,B.Robinson,WAS,ARI,2.0,1.0,1.0,0.5,0.4903593063354492,0.9807186126708984,0.5,0.2558934688568115,0.511786937713623,0.23446586728096008,0.46893173456192017,7.0,7.0,7.0,0.0,0.0,3.5,1.0,0.0,29.0,0.06896551724137931
2023_01_ARI_WAS,2023,1,00-0038559,Mi.Wilson,ARI,WAS,4.0,2.0,0.0,0.5,-0.5180809497833252,-2.072323799133301,0.25,1.366454839706421,5.465819358825684,-1.884535789489746,-7.538143157958984,19.0,9.5,10.0,-0.5,-0.05000000074505806,4.75,1.0,0.0,30.0,0.13333333333333333
2023_01_BUF_NYJ,2023,1,00-0028002,R.Cobb,NYJ,BUF,1.0,0.0,0.0,0.0,-3.924131155014038,-3.924131155014038,0.0,0.6720157265663147,0.6720157265663147,-4.596147060394287,-4.596147060394287,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,18.0,0.05555555555555555
2023_01_BUF_NYJ,2023,1,00-0030513,L.Murray,BUF,NYJ,2.0,1.0,0.0,0.5,1.0087599754333496,2.017519950866699,1.0,-0.399696409702301,-0.799392819404602,1.4084563255310059,2.8169126510620117,9.0,9.0,1.0,8.0,8.0,4.5,1.0,0.0,39.0,0.05128205128205128
2023_01_BUF_NYJ,2023,1,00-0031588,S.Diggs,BUF,NYJ,13.0,10.0,1.0,0.7692307829856873,0.2863907814025879,3.7230801582336426,0.692307710647583,1.093784213066101,14.219194412231445,-0.8073934316635132,-10.496114730834961,102.0,10.199999809265137,7.400000095367432,2.799999952316284,0.37837839126586914,7.846153736114502,6.0,1.0,39.0,0.3333333333333333
2023_01_BUF_NYJ,2023,1,00-0033893,D.Cook,NYJ,BUF,3.0,3.0,0.0,1.0,0.33504536747932434,1.0051361322402954,0.6666666865348816,-0.9412123560905457,-2.823637008666992,1.2762576341629028,3.828773021697998,26.0,8.666666984558105,-1.6666666269302368,10.333333015441895,,8.666666984558105,1.0,0.0,18.0,0.16666666666666666
2023_01_BUF_NYJ,2023,1,00-0034270,T.Conklin,NYJ,BUF,1.0,1.0,0.0,1.0,-0.47521814703941345,-0.47521814703941345,0.0,-0.9425883889198303,-0.9425883889198303,0.46737024188041687,0.46737024188041687,2.0,2.0,-2.0,4.0,,2.0,0.0,0.0,18.0,0.05555555555555555
2023_01_BUF_NYJ,2023,1,00-0034521,A.Lazard,NYJ,BUF,4.0,2.0,0.0,0.5,1.0377588272094727,4.151035308837891,0.5,0.6041180491447449,2.4164721965789795,0.43364080786705017,1.7345632314682007,46.0,23.0,11.5,11.5,1.0,11.5,2.0,0.0,18.0,0.2222222222222222
2023_01_BUF_NYJ,2023,1,00-0035215,D.Harty,BUF,NYJ,4.0,3.0,0.0,0.75,-0.1303628534078598,-0.5214514136314392,0.5,0.31373560428619385,1.2549424171447754,-0.44409847259521484,-1.7763938903808594,9.0,3.0,-5.333333492279053,8.333333015441895,,2.25,1.0,1.0,39.0,0.10256410256410256
2023_01_BUF_NYJ,2023,1,00-0035657,D.Harris,BUF,NYJ,2.0,2.0,0.0,1.0,0.2674791216850281,0.5349582433700562,0.5,-0.5820306539535522,-1.1640613079071045,0.8495098352432251,1.6990196704864502,16.0,8.0,0.0,8.0,,8.0,0.0,0.0,39.0,0.05128205128205128
2023_01_BUF_NYJ,2023,1,00-0035689,D.Knox,BUF,NYJ,4.0,3.0,0.0,0.75,0.30350261926651,1.21401047706604,0.5,0.3088655173778534,1.2354620695114136,-0.0053629279136657715,-0.021451711654663086,25.0,8.333333015441895,5.0,3.3333332538604736,0.6666666865348816,6.25,1.0,0.0,39.0,0.10256410256410256
2023_01_BUF_NYJ,2023,1,00-0036196,G.Davis,BUF,NYJ,4.0,2.0,0.0,0.5,-0.37521442770957947,-1.5008577108383179,0.5,2.1482410430908203,8.592964172363281,-2.5234551429748535,-10.093820571899414,32.0,16.0,12.0,4.0,0.3333333432674408,8.0,2.0,1.0,39.0,0.10256410256410256
2023_01_BUF_NYJ,2023,1,00-0036924,Mi.Carter,NYJ,BUF,2.0,2.0,0.0,1.0,-0.6622860431671143,-1.3245720863342285,0.0,-0.9340673685073853,-1.8681347370147705,0.271781325340271,0.543562650680542,12.0,6.0,2.5,3.5,1.399999976158142,6.0,0.0,0.0,18.0,0.1111111111111111
2023_01_BUF_NYJ,2023,1,00-0037248,J.Cook,BUF,NYJ,6.0,4.0,0.0,0.6666666865348816,-0.3242073357105255,-1.9452440738677979,0.1666666716337204,-0.12644056975841522,-0.7586434483528137,-0.1977667659521103,-1.1866005659103394,17.0,4.25,0.25,4.0,16.0,2.8333332538604736,0.0,0.0,39.0,0.15384615384615385
2023_01_BUF_NYJ,2023,1,00-0037740,G.Wilson,NYJ,BUF,5.0,5.0,1.0,1.0,0.7213711738586426,3.606855869293213,0.6000000238418579,0.6984408497810364,3.492204189300537,0.02293037623167038,0.1146518811583519,34.0,6.800000190734863,6.199999809265137,0.6000000238418579,0.09677419066429138,6.800000190734863,3.0,0.0,18.0,0.2777777777777778
2023_01_BUF_NYJ,2023,1,00-0038120,Bre.Hall,NYJ,BUF,2.0,1.0,0.0,0.5,0.21830183267593384,0.4366036653518677,0.5,-1.0149791240692139,-2.0299582481384277,1.233280897140503,2.466561794281006,20.0,20.0,-4.0,24.0,,10.0,1.0,0.0,18.0,0.1111111111111111
2023_01_BUF_NYJ,2023,1,00-0038933,D.Kincaid,BUF,NYJ,4.0,4.0,0.0,1.0,0.39470598101615906,1.5788239240646362,1.0,-0.4670748710632324,-1.8682994842529297,0.8617808818817139,3.4471235275268555,26.0,6.5,1.25,5.25,4.199999809265137,6.5,0.0,0.0,39.0,0.10256410256410256
2023_01_CAR_ATL,2023,1,00-0030035,A.Thielen,CAR,ATL,2.0,2.0,0.0,1.0,0.37858259677886963,0.7571651935577393,0.5,0.33838894963264465,0.6767778992652893,0.040193647146224976,0.08038729429244995,12.0,6.0,4.5,1.5,0.3333333432674408,6.0,1.0,0.0,31.0,0.06451612903225806
2023_01_CAR_ATL,2023,1,00-0033555,M.Hollins,ATL,CAR,4.0,3.0,0.0,0.75,0.23055247962474823,0.9222099184989929,0.5,0.23568904399871826,0.942756175994873,-0.005136578343808651,-0.020546313375234604,31.0,10.333333015441895,10.0,0.3333333432674408,0.03333333507180214,7.75,1.0,0.0,18.0,0.2222222222222222
2023_01_CAR_ATL,2023,1,00-0034830,H.Hurst,CAR,ATL,7.0,5.0,1.0,0.7142857313156128,-0.033005569130182266,-0.23103898763656616,0.5714285969734192,0.5066366791725159,3.546456813812256,-0.5396422147750854,-3.7774956226348877,41.0,8.199999809265137,5.599999904632568,2.5999999046325684,0.4642857015132904,5.857142925262451,3.0,1.0,31.0,0.22580645161290322
2023_01_CAR_ATL,2023,1,00-0035243,M.Sanders,CAR,ATL,6.0,4.0,0.0,0.6666666865348816,0.055661898106336594,0.33397138118743896,0.5,-0.7469993233680725,-4.481996059417725,0.8026612401008606,4.815967559814453,26.0,6.5,-0.25,6.75,,4.333333492279053,1.0,0.0,31.0,0.1935483870967742
2023_01_CAR_ATL,2023,1,00-0035956,G.Ricci,CAR,ATL,1.0,1.0,0.0,1.0,-0.48964929580688477,-0.48964929580688477,0.0,-1.0735821723937988,-1.0735821723937988,0.5839329361915588,0.5839329361915588,2.0,2.0,-1.0,3.0,,2.0,0.0,0.0,31.0,0.03225806451612903
2023_01_CAR_ATL,2023,1,00-0036268,L.Shenault,CAR,ATL,2.0,2.0,0.0,1.0,1.0246596336364746,2.049319267272949,0.5,-1.7773873805999756,-3.554774761199951,2.802046775817871,5.604093551635742,16.0,8.0,-5.5,13.5,,8.0,1.0,0.0,31.0,0.06451612903225806
2023_01_CAR_ATL,2023,1,00-0036555,C.Hubbard,CAR,ATL,2.0,2.0,0.0,1.0,-0.5681715607643127,-1.1363431215286255,0.0,-1.3807188272476196,-2.7614376544952393,0.8125472664833069,1.6250945329666138,9.0,4.5,-2.0,6.5,,4.5,0.0,0.0,31.0,0.06451612903225806
2023_01_CAR_ATL,2023,1,00-0036955,T.Marshall,CAR,ATL,6.0,2.0,0.0,0.3333333432674408,-0.7127057909965515,-4.2762346267700195,0.3333333432674408,1.1142264604568481,6.685359001159668,-1.826932430267334,-10.961594581604004,23.0,11.5,8.5,3.0,0.3529411852359772,3.8333332538604736,2.0,1.0,31.0,0.1935483870967742
2023_01_CAR_ATL,2023,1,00-0036970,K.Pitts,ATL,CAR,3.0,2.0,0.0,0.6666666865348816,0.9282717704772949,2.7848153114318848,0.6666666865348816,1.1582953929901123,3.474886178970337,-0.23002362251281738,-0.6900708675384521,44.0,22.0,18.5,3.5,0.18918919563293457,14.666666984558105,2.0,0.0,18.0,0.16666666666666666
2023_01_CAR_ATL,2023,1,00-0037238,D.London,ATL,CAR,1.0,0.0,0.0,0.0,-0.5805345773696899,-0.5805345773696899,0.0,0.20414365828037262,0.20414365828037262,-0.7846782207489014,-0.7846782207489014,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,18.0,0.05555555555555555
2023_01_CAR_ATL,2023,1,00-0037263,T.Allgeier,ATL,CAR,3.0,3.0,0.0,1.0,-0.21673856675624847,-0.6502156853675842,0.3333333432674408,-0.7147111892700195,-2.1441335678100586,0.49797260761260986,1.4939178228378296,19.0,6.333333492279053,1.0,5.333333492279053,5.333333492279053,6.333333492279053,1.0,0.0,18.0,0.16666666666666666
2023_01_CAR_ATL,2023,1,00-0038122,D.Ridder,ATL,CAR,1.0,1.0,0.0,1.0,-1.5153478384017944,-1.5153478384017944,0.0,-1.5153478384017944,-1.5153478384017944,0.0,0.0,-6.0,-6.0,-6.0,0.0,,-6.0,0.0,0.0,18.0,0.05555555555555555
2023_01_CAR_ATL,2023,1,00-0038542,B.Robinson,ATL,CAR,6.0,6.0,1.0,1.0,-0.04035455361008644,-0.24212732911109924,0.5,-1.3104256391525269,-7.862553596496582,1.2700709104537964,7.620425701141357,27.0,4.5,-4.0,8.5,,4.5,2.0,0.0,18.0,0.3333333333333333
2023_01_CAR_ATL,2023,1,00-0039062,J.Mingo,CAR,ATL,5.0,2.0,0.0,0.4000000059604645,-0.022037912160158157,-0.11018955707550049,0.20000000298023224,1.468285322189331,7.341426849365234,-1.4903233051300049,-7.451616287231445,17.0,8.5,8.5,0.0,0.0,3.4000000953674316,1.0,0.0,31.0,0.16129032258064516
2023_01_CIN_CLE,2023,1,00-0030068,M.Goodwin,CLE,CIN,2.0,0.0,0.0,0.0,-1.0629780292510986,-2.1259560585021973,0.0,3.5910632610321045,7.182126522064209,-4.654041290283203,-9.308082580566406,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,29.0,0.06896551724137931
2023_01_CIN_CLE,2023,1,00-0031544,A.Cooper,CLE,CIN,7.0,3.0,0.0,0.4285714328289032,-0.07819253951311111,-0.5473477840423584,0.4285714328289032,1.7204458713531494,12.043121337890625,-1.7986384630203247,-12.590469360351562,37.0,12.333333015441895,12.0,0.3333333432674408,0.02777777798473835,5.285714149475098,2.0,0.0,29.0,0.2413793103448276
2023_01_CIN_CLE,2023,1,00-0033009,T.Boyd,CIN,CLE,3.0,2.0,0.0,0.6666666865348816,-0.4298139810562134,-1.2894419431686401,0.0,-0.6300666332244873,-1.890199899673462,0.20025260746479034,0.6007578372955322,10.0,5.0,4.5,0.5,0.1111111119389534,3.3333332538604736,0.0,0.0,31.0,0.0967741935483871
2023_01_CIN_CLE,2023,1,00-0033885,D.Njoku,CLE,CIN,3.0,2.0,0.0,0.6666666865348816,0.34449875354766846,1.0334962606430054,0.6666666865348816,-0.3688698709011078,-1.106609582901001,0.7133686542510986,2.140105962753296,24.0,12.0,1.0,11.0,11.0,8.0,1.0,0.0,29.0,0.10344827586206896
2023_01_CIN_CLE,2023,1,00-0033897,J.Mixon,CIN,CLE,5.0,3.0,0.0,0.6000000238418579,-0.19956251978874207,-0.9978125691413879,0.4000000059604645,-1.1998628377914429,-5.999314308166504,1.000300407409668,5.00150203704834,17.0,5.666666507720947,-2.0,7.666666507720947,,3.4000000953674316,0.0,0.0,31.0,0.16129032258064516
2023_01_CIN_CLE,2023,1,00-0034364,J.Akins,CLE,CIN,1.0,1.0,0.0,1.0,1.718381643295288,1.718381643295288,1.0,-0.8242059350013733,-0.8242059350013733,2.5425875186920166,2.5425875186920166,12.0,12.0,1.0,11.0,11.0,12.0,1.0,0.0,29.0,0.034482758620689655
2023_01_CIN_CLE,2023,1,00-0034791,N.Chubb,CLE,CIN,4.0,4.0,0.0,1.0,0.18752841651439667,0.7501136660575867,0.5,-0.8067173957824707,-3.226869583129883,0.9942458271980286,3.9769833087921143,21.0,5.25,0.25,5.0,20.0,5.25,1.0,0.0,29.0,0.13793103448275862
2023_01_CIN_CLE,2023,1,00-0034970,I.Smith,CIN,CLE,5.0,3.0,0.0,0.6000000238418579,-0.91187983751297,-4.559399127960205,0.0,-1.2435476779937744,-6.217738628387451,0.331667959690094,1.6583397388458252,17.0,5.666666507720947,3.0,2.6666667461395264,0.8888888955116272,3.4000000953674316,0.0,0.0,31.0,0.16129032258064516
2023_01_CIN_CLE,2023,1,00-0036232,H.Bryant,CLE,CIN,2.0,2.0,1.0,1.0,0.03141915798187256,0.06283831596374512,0.5,0.047406554222106934,0.09481310844421387,-0.01598743163049221,-0.03197486326098442,5.0,2.5,2.0,0.5,0.25,2.5,1.0,0.0,29.0,0.06896551724137931
2023_01_CIN_CLE,2023,1,00-0036233,D.Peoples-Jones,CLE,CIN,2.0,1.0,0.0,0.5,0.13030597567558289,0.26061195135116577,0.5,1.0019720792770386,2.003944158554077,-0.8716661334037781,-1.7433322668075562,12.0,12.0,12.0,0.0,0.0,6.0,1.0,0.0,29.0,0.06896551724137931
2023_01_CIN_CLE,2023,1,00-0036410,T.Higgins,CIN,CLE,8.0,0.0,0.0,0.0,-0.9331912398338318,-7.465529918670654,0.0,1.8031213283538818,14.424970626831055,-2.7363126277923584,-21.890501022338867,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,31.0,0.25806451612903225
2023_01_CIN_CLE,2023,1,00-0036857,C.Evans,CIN,CLE,1.0,1.0,0.0,1.0,-1.3476241827011108,-1.3476241827011108,0.0,-1.3476241827011108,-1.3476241827011108,0.0,0.0,-1.0,-1.0,-1.0,0.0,,-1.0,0.0,0.0,31.0,0.03225806451612903
2023_01_CIN_CLE,2023,1,00-0036900,J.Chase,CIN,CLE,9.0,5.0,0.0,0.5555555820465088,0.2620280981063843,2.358252763748169,0.5555555820465088,0.7548170685768127,6.79335355758667,-0.4927889406681061,-4.435100555419922,39.0,7.800000190734863,4.0,3.799999952316284,0.949999988079071,4.333333492279053,3.0,0.0,31.0,0.2903225806451613
2023_01_CIN_CLE,2023,1,00-0036980,E.Moore,CLE,CIN,7.0,3.0,0.0,0.4285714328289032,-1.0359193086624146,-7.251435279846191,0.2857142984867096,0.17127421498298645,1.1989195346832275,-1.2071936130523682,-8.450355529785156,43.0,14.333333015441895,12.0,2.3333332538604736,0.1944444477558136,6.142857074737549,2.0,1.0,29.0,0.2413793103448276
2023_01_CIN_CLE,2023,1,00-0037257,Dav.Bell,CLE,CIN,1.0,0.0,0.0,0.0,-0.39468979835510254,-0.39468979835510254,0.0,0.5770394802093506,0.5770394802093506,-0.9717292785644531,-0.9717292785644531,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,29.0,0.034482758620689655
2023_01_DAL_NYG,2023,1,00-0031236,B.Cooks,DAL,NYG,4.0,2.0,0.0,0.5,0.42561477422714233,1.7024590969085693,0.5,1.551206111907959,6.204824447631836,-1.1255913972854614,-4.502365589141846,22.0,11.0,10.0,1.0,0.10000000149011612,5.5,2.0,0.0,25.0,0.16
2023_01_DAL_NYG,2023,1,00-0031610,D.Waller,NYG,DAL,5.0,3.0,0.0,0.6000000238418579,-0.1685570776462555,-0.8427853584289551,0.6000000238418579,0.7910012602806091,3.9550063610076904,-0.9595584869384766,-4.797792434692383,36.0,12.0,7.333333492279053,4.666666507720947,0.6363636255264282,7.199999809265137,2.0,1.0,29.0,0.1724137931034483
2023_01_DAL_NYG,2023,1,00-0032385,S.Shepard,NYG,DAL,1.0,0.0,0.0,0.0,-0.8376322984695435,-0.8376322984695435,0.0,1.1686171293258667,1.1686171293258667,-2.00624942779541,-2.00624942779541,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,29.0,0.034482758620689655
2023_01_DAL_NYG,2023,1,00-0033308,M.Breida,NYG,DAL,1.0,1.0,0.0,1.0,-0.9301488399505615,-0.9301488399505615,0.0,-0.9435893297195435,-0.9435893297195435,0.013440513052046299,0.013440513052046299,-3.0,-3.0,-5.0,2.0,,-3.0,0.0,0.0,29.0,0.034482758620689655
2023_01_DAL_NYG,2023,1,00-0034764,M.Gallup,DAL,NYG,2.0,1.0,0.0,0.5,0.21529600024223328,0.43059200048446655,0.5,1.0212056636810303,2.0424113273620605,-0.8059096932411194,-1.6118193864822388,10.0,10.0,8.0,2.0,0.25,5.0,1.0,0.0,25.0,0.08
2023_01_DAL_NYG,2023,1,00-0034844,S.Barkley,NYG,DAL,4.0,3.0,1.0,0.75,-0.5351799726486206,-2.1407198905944824,0.5,-0.07135820388793945,-0.2854328155517578,-0.4638216197490692,-1.8552864789962769,12.0,4.0,0.0,4.0,,3.0,2.0,1.0,29.0,0.13793103448275862
2023_01_DAL_NYG,2023,1,00-0035261,T.Pollard,DAL,NYG,3.0,2.0,0.0,0.6666666865348816,0.3608459532260895,1.0825378894805908,0.3333333432674408,-0.8694076538085938,-2.6082229614257812,1.2302535772323608,3.690760850906372,12.0,6.0,-0.5,6.5,,4.0,1.0,0.0,25.0,0.12
2023_01_DAL_NYG,2023,1,00-0035535,D.Slayton,NYG,DAL,5.0,3.0,0.0,0.6000000238418579,-0.9289548993110657,-4.644774436950684,0.0,0.32459697127342224,1.6229848861694336,-1.2535518407821655,-6.267759323120117,15.0,5.0,2.6666667461395264,2.3333332538604736,0.875,3.0,0.0,0.0,29.0,0.1724137931034483
2023_01_DAL_NYG,2023,1,00-0035639,P.Campbell,NYG,DAL,4.0,1.0,0.0,0.25,-0.8182905316352844,-3.2731621265411377,0.0,0.2552546262741089,1.0210185050964355,-1.0735450983047485,-4.294180393218994,2.0,2.0,2.0,0.0,0.0,0.5,0.0,0.0,29.0,0.13793103448275862
2023_01_DAL_NYG,2023,1,00-0036145,L.Cager,NYG,DAL,2.0,2.0,0.0,1.0,0.9781390428543091,1.9562780857086182,1.0,-1.0090020895004272,-2.0180041790008545,1.9871411323547363,3.9742822647094727,17.0,8.5,1.0,7.5,7.5,8.5,1.0,0.0,29.0,0.06896551724137931
2023_01_DAL_NYG,2023,1,00-0036165,I.Hodgins,NYG,DAL,3.0,1.0,0.0,0.3333333432674408,-2.028351068496704,-6.085052967071533,0.0,2.041111946105957,6.123335838317871,-4.06946325302124,-12.208389282226562,24.0,24.0,9.0,15.0,1.6666666269302368,8.0,0.0,0.0,29.0,0.10344827586206896
2023_01_DAL_NYG,2023,1,00-0036358,C.Lamb,DAL,NYG,4.0,4.0,0.0,1.0,1.403364658355713,5.613458633422852,0.75,0.7740252614021301,3.0961010456085205,0.6293393969535828,2.517357587814331,77.0,19.25,9.25,10.0,1.0810810327529907,19.25,3.0,0.0,25.0,0.16
2023_01_DAL_NYG,2023,1,00-0036569,G.Brightwell,NYG,DAL,2.0,2.0,0.0,1.0,-0.2723284363746643,-0.5446568727493286,0.0,-0.3863355815410614,-0.7726711630821228,0.1140071451663971,0.2280142903327942,6.0,3.0,-5.0,8.0,,3.0,0.0,0.0,29.0,0.06896551724137931
2023_01_DAL_NYG,2023,1,00-0037569,P.Hendershot,DAL,NYG,1.0,0.0,0.0,0.0,-0.6176179647445679,-0.6176179647445679,0.0,1.6550201177597046,1.6550201177597046,-2.2726380825042725,-2.2726380825042725,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,0.04
2023_01_DAL_NYG,2023,1,00-0037666,J.Tolbert,DAL,NYG,1.0,0.0,0.0,0.0,-2.601654052734375,-2.601654052734375,0.0,3.0737736225128174,3.0737736225128174,-5.675427436828613,-5.675427436828613,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,0.04
2023_01_DAL_NYG,2023,1,00-0037801,K.Turpin,DAL,NYG,3.0,2.0,0.0,0.6666666865348816,0.22323673963546753,0.6697102189064026,0.3333333432674408,-0.605741024017334,-1.817223072052002,0.8289777636528015,2.4869332313537598,11.0,5.5,3.0,2.5,0.8333333134651184,3.6666667461395264,1.0,0.0,25.0,0.12
2023_01_DAL_NYG,2023,1,00-0038041,J.Ferguson,DAL,NYG,7.0,2.0,0.0,0.2857142984867096,-0.6718079447746277,-4.702655792236328,0.1428571492433548,-0.18852700293064117,-1.3196890354156494,-0.4832809269428253,-3.3829665184020996,11.0,5.5,1.0,4.5,4.5,1.5714285373687744,0.0,0.0,25.0,0.28
2023_01_DAL_NYG,2023,1,00-0038115,D.Bellinger,NYG,DAL,1.0,1.0,0.0,1.0,-0.4701763391494751,-0.4701763391494751,0.0,-0.4701763391494751,-0.4701763391494751,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,0.034482758620689655
2023_01_DAL_NYG,2023,1,00-0038938,J.Hyatt,NYG,DAL,1.0,0.0,0.0,0.0,-0.07795152068138123,-0.07795152068138123,0.0,0.41446590423583984,0.41446590423583984,-0.4924173951148987,-0.4924173951148987,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,29.0,0.034482758620689655
2023_01_DET_KC,2023,1,00-0029293,M.Jones,DET,KC,6.0,2.0,0.0,0.3333333432674408,-1.0325384140014648,-6.195230484008789,0.0,-0.051882434636354446,-0.3112946152687073,-0.9806559681892395,-5.883935928344727,8.0,4.0,2.0,2.0,1.0,1.3333333730697632,0.0,0.0,32.0,0.1875
2023_01_DET_KC,2023,1,00-0031376,J.McKinnon,KC,DET,2.0,1.0,0.0,0.5,-0.10291999578475952,-0.20583999156951904,0.5,-0.0985451340675354,-0.1970902681350708,-0.004374831914901733,-0.008749663829803467,10.0,10.0,6.0,4.0,0.6666666865348816,5.0,1.0,0.0,37.0,0.05405405405405406
2023_01_DET_KC,2023,1,00-0032062,B.Bell,KC,DET,3.0,2.0,1.0,0.6666666865348816,0.3634718954563141,1.0904157161712646,0.6666666865348816,0.5376994609832764,1.613098382949829,-0.17422759532928467,-0.522682785987854,12.0,6.0,2.0,4.0,2.0,4.0,1.0,0.0,37.0,0.08108108108108109
2023_01_DET_KC,2023,1,00-0032464,K.Raymond,DET,KC,1.0,1.0,0.0,1.0,1.7662795782089233,1.7662795782089233,1.0,1.144751787185669,1.144751787185669,0.6215278506278992,0.6215278506278992,20.0,20.0,17.0,3.0,0.1764705926179886,20.0,0.0,0.0,32.0,0.03125
2023_01_DET_KC,2023,1,00-0033943,J.Reynolds,DET,KC,7.0,4.0,0.0,0.5714285969734192,0.04306207224726677,0.3014345169067383,0.5714285969734192,0.3253825306892395,2.2776777744293213,-0.28232043981552124,-1.9762431383132935,80.0,20.0,13.0,7.0,0.5384615659713745,11.428571701049805,4.0,0.0,32.0,0.21875
