passer_player_id,player_name,total_attempts,age,dpm,dpm_adjusted,dpm_percentile,dpm_tier,epa_component,epa_component_z,cpoe_component,cpoe_component_z,success_component,success_component_z,situational_component,situational_component_z,dpm_per_game,dpm_adjusted_per_game,dpm_over_replacement,war,rank
00-0036971,T.Lawrence,305.0,24.0,-0.0938230728101184,-0.0942988791620634,50.90909090909091,Above Average,-0.009015282540699214,0.06726422305069847,-0.3674072546408821,0.04787327814452076,-0.03634099200093712,0.06326789664716205,-0.141113536375,-0.49029489358865885,-3.283807548354144,-3.300460770672219,,,29
00-0029263,R.Wilson,401.0,35.0,-0.09491476912712259,-0.09518705724634126,50.0,Average,-0.038821844156282016,0.04575377133914225,0.4565591321549754,0.08546471228398847,-0.02813445362707702,0.09125104144843771,-0.14887804425,-0.5265743642223668,-3.3220169194492906,-3.331547003621944,,,30
00-0039150,B.Young,414.0,23.0,-0.1329912089791903,-0.1294095938020888,48.18181818181818,Average,-0.1381681475238132,-0.025941310061715683,0.10155811840944412,0.06926866661815269,-0.06384522752372719,-0.030517688726345745,-0.083209850775,-0.2197413575335933,-4.654692314271661,-4.529335783073108,,,31
00-0039918,C.Williams,636.0,22.0,-0.13319207350894274,-0.1304021491017351,47.27272727272727,Average,-0.08548430730659869,0.012078949221705828,-0.029988263230481954,0.06326718740620066,-0.08399684282145563,-0.09923187041495131,-0.09893511375,-0.29321725909662005,-4.661722572812996,-4.564075218560728,,,32
00-0035710,D.Jones,371.0,27.0,-0.1495614474452043,-0.14486196687525435,46.36363636363636,Average,-0.13434776255394518,-0.023184259199098278,0.2090840826573278,0.07417427353134892,-0.02703812881881812,0.09498935527347979,-0.15466919215,-0.5536333592747105,-5.234650660582151,-5.070168840633902,,,33
00-0033662,C.Rush,321.0,30.0,-0.1507351538080272,-0.14536941286439592,45.45454545454545,Average,-0.15728103626423676,-0.03973447666783276,-0.5467355077164886,0.03969186889911226,-0.048929809512433885,0.020341794647428194,-0.0963578775,-0.2811751865849733,-5.275730383280952,-5.087929450253857,,,34
00-0033077,D.Prescott,307.0,31.0,-0.17635377624491394,-0.16887487963050882,44.54545454545455,Average,-0.07381082311900854,0.02050333312620482,-0.13701118007867927,0.05838453078988228,-0.04244363117277437,0.04245875303072475,-0.21748802820000002,-0.8471528140050831,-6.172382168571988,-5.910620787067809,,,35
00-0039851,D.Maye,374.0,22.0,-0.18838879896869531,-0.17798896144508772,43.63636363636363,Average,-0.27997826430701195,-0.12828118101417083,-0.6933897517983355,0.033001130725781855,-0.06769649156771392,-0.04364995893592683,-0.035637691750000006,0.0025383766252915657,-6.593607963904336,-6.22961365057807,,,36
00-0039152,W.Levis,344.0,25.0,-0.26657538076820675,-0.24996068687862877,42.72727272727273,Average,-0.2917915192124651,-0.1368064330199979,-0.05795965326821691,0.06199106172529544,-0.056092715061674056,-0.00408270860240766,-0.17548803142857142,-0.6509088698922867,-9.330138326887237,-8.748624040752008,,,37
00-0027973,A.Dalton,168.0,36.0,-0.3051290165160849,-0.27306923077687895,41.81818181818181,Average,-0.3497959168594038,-0.1786663701282783,-0.1065268025102328,0.059775305328760214,-0.1125714028715255,-0.19666711230217618,-0.12722960519999998,-0.4254225692310982,-10.679515578062972,-9.557423077190762,,,38
00-0035704,D.Lock,193.0,27.0,-0.33179238509071196,-0.2866740321478077,39.09090909090909,Average,-0.2083364707500572,-0.0765795670973714,-0.079993040527692,0.06098584277546083,-0.08674341677171976,-0.10859730234937866,-0.3065748392857143,-1.2634087311432767,-11.612733478174919,-10.033591125173269,,,39
00-0039164,A.Richardson,277.0,22.0,-0.3255031845223383,-0.2988809475708906,40.909090909090914,Average,-0.050242985574490945,0.037511495221027355,-0.6426683015882031,0.035315171790547856,-0.05245456227559324,0.00832288210881656,-0.442749289,-1.8996804728949404,-11.39261145828184,-10.460833164981171,,,40
00-0035289,G.Minshew,333.0,28.0,-0.32886057558548387,-0.309336071685875,40.0,Average,-0.1735221854197416,-0.051455199747378694,-0.08425339696298041,0.06079147452098557,-0.005475564078291941,0.16851467666148054,-0.41778911425,-1.783054674913527,-11.510120145491936,-10.826762509005626,,,41
00-0033537,D.Watson,250.0,28.0,-0.3530579718156896,-0.3314901214314121,37.27272727272727,Average,-0.2669924756097992,-0.11890974849839102,-0.06198806268220519,0.061807275481585155,-0.07287345794576847,-0.06130268816094046,-0.30974480833333334,-1.2782203329632902,-12.357029013549136,-11.602154250099424,,,42
00-0035993,T.Huntley,149.0,26.0,-0.3614262575751348,-0.33708181352737004,35.45454545454545,Average,-0.2398196524946494,-0.09929998246689029,0.05195511577630177,0.06700565196551057,-0.08376046805065007,-0.09842586560055976,-0.334517818,-1.3939716067309653,-12.649919015129719,-11.797863473457951,,,43
00-0039376,S.Rattler,250.0,23.0,-0.44154925174078935,-0.403187098654644,32.72727272727273,Average,-0.30193582293105303,-0.14412725580057542,-0.49058726359725546,0.04225349405115605,-0.08801022953921947,-0.11291695620269694,-0.3924033858,-1.664440487814508,-15.454223810927628,-14.11154845291254,,,44
00-0033119,J.Brissett,179.0,31.0,-0.4752735580021337,-0.42539792754426586,31.818181818181817,Average,-0.36382060952778117,-0.18878754674379344,-0.39649790080160524,0.046546089163574715,-0.10976377328162927,-0.18709348920030097,-0.37518400571428573,-1.5839833610773772,-16.63457453007468,-14.888927464049305,,,45
00-0038583,D.Thompson-Robinson,126.0,24.0,-0.8710723199504442,-0.8046392748196094,19.090909090909093,Below Average,-0.6017071088185133,-0.36046270075247555,-0.16340450731395742,0.057180400332152596,-0.20396753796462305,-0.5083151136974475,-0.70535845,-3.126715269951175,-30.487531198265547,-28.16237461868633,,,46
