passer_player_id,player_name,total_attempts,age,dpm,dpm_adjusted,dpm_percentile,dpm_tier,epa_component,epa_component_z,cpoe_component,cpoe_component_z,success_component,success_component_z,situational_component,situational_component_z,dpm_per_game,dpm_adjusted_per_game,dpm_over_replacement,war,rank
00-0034796,L.Jackson,544.0,27.0,0.6264501506653213,0.5660150733406681,84.54545454545455,Good,0.36175717382221334,0.33483896452641293,0.8035372655970642,0.10129473382387842,0.0525233873365554,0.3662829660212754,0.55916494125,2.781738939516809,21.925755273286246,19.810527566923383,,,1
00-0033106,J.Goff,607.0,29.0,0.4205995733924674,0.3728495445052967,79.0909090909091,Good,0.25428085247020044,0.25727670657816515,0.810473380538238,0.10161117696060497,0.10832097859769307,0.5565449260209065,0.26297691925000005,1.397807746555656,14.72098506873636,13.049734057685386,,,2
00-0034855,B.Mayfield,631.0,29.0,0.407217005107732,0.3642197106396065,78.18181818181819,Good,0.2149701800733983,0.2289074390576154,1.1624301437723634,0.11766833620529851,0.10638123622882673,0.5499306766124041,0.26619728,1.4128548023562875,14.25259517877062,12.747689872386228,,,3
00-0039917,M.Penix,109.0,24.0,0.46402709140104287,0.35535863689676417,80.9090909090909,Good,0.33443211439862086,0.3151193343715781,0.012394641769667272,0.06520080291222634,0.1097464753062053,0.5614056698559806,0.286074811,1.5057320733687942,16.2409481990365,12.437552291386746,,,4
00-0034857,J.Allen,586.0,28.0,0.3480514121155921,0.3154899208285109,76.36363636363637,Good,0.22475810558723955,0.23597107497232353,0.2647780571553981,0.07671517375235286,0.03281828969991174,0.29909134692815614,0.26969529124999997,1.4291991732377136,12.181799424045723,11.042147228997882,,,5
00-0036442,J.Burrow,701.0,27.0,0.2934300004326834,0.27197029292623415,74.54545454545455,Above Average,0.12276867171637529,0.1623685299803091,1.4852057529651475,0.13239417727022448,0.07638363498962376,0.4476430638667756,0.18661346125,1.0410013814131147,10.27005001514392,9.518960252418195,,,6
00-0031280,D.Carr,290.0,33.0,0.2579973759296719,0.2281432471084238,72.72727272727273,Above Average,0.14519837699078253,0.1785553380540501,0.39629491173818,0.0827153058651492,-0.029835090713409323,0.08545210751633792,0.25742037314285715,1.371844922566771,9.029908157538518,7.985013648794832,,,7
00-0036212,T.Tagovailoa,421.0,26.0,0.2597398609113092,0.22602462407700882,73.63636363636363,Above Average,0.14121225611804192,0.17567868083825483,0.5569893890100651,0.09004659504847712,0.0814947518609752,0.46507125551001965,0.13739861375,0.811046226062247,9.090895131895822,7.910861842695309,,,8
00-0036389,J.Hurts,503.0,26.0,0.22249186697586026,0.19597885533910897,71.81818181818181,Above Average,0.061150601912917546,0.11790072010137134,0.5905295266153562,0.09157678110220792,0.025457384678213044,0.27399169324875167,0.202220082,1.1139229301199012,7.7872153441551095,6.859259936868814,,,9
00-0033873,P.Mahomes,714.0,28.0,0.20205930942060796,0.1814532412389829,70.9090909090909,Above Average,0.08927788346306312,0.1381992885630702,0.48091643932503236,0.08657595434795003,0.04009175031108193,0.32389282743265957,0.135596341875,0.8026251553883994,7.072075829721278,6.350863443364402,,,10
00-0035228,K.Murray,570.0,27.0,0.18202177491902521,0.16036448039064605,69.0909090909091,Above Average,0.11322535025127807,0.155481417062343,0.22297192627995058,0.0748078721431918,0.053407926321576496,0.36929911989427266,0.07787438407500001,0.5329207379754383,6.370762122165883,5.612756813672612,,,11
00-0037834,B.Purdy,482.0,24.0,0.17027780950237847,0.14676226632553485,68.18181818181817,Above Average,0.1341469194988626,0.17057985111972424,0.1102699995975637,0.06966612471008722,0.04445397229659894,0.3387673925556169,0.056131584875,0.43132804752163306,5.959723332583247,5.13667932139372,,,12
00-0036264,J.Love,477.0,25.0,0.1358934521387586,0.11869692462722577,67.27272727272727,Above Average,0.1372779613352301,0.17283942487051993,0.1975720738903914,0.07364906652495865,0.026570217051387457,0.2777862955547955,0.018052282375000006,0.25340345023338207,4.756270824856552,4.154392361952902,,,13
00-0039910,J.Daniels,648.0,23.0,0.13242284715126762,0.11224915637452698,66.36363636363637,Above Average,0.07333851860850446,0.12669635365770318,0.29624528518005316,0.07815078841916026,-0.0025450916041892344,0.17850717676848932,0.0915322809125,0.5967369224923857,4.634799650294367,3.928720473108444,,,14
00-0036355,J.Herbert,581.0,26.0,0.09425925161624174,0.07924086754567262,65.45454545454545,Above Average,0.0383111336123549,0.10141819902654772,-0.03955754552444435,0.06283061250353465,0.03677118908727138,0.3125701794032097,0.024797229125000007,0.28491904677626645,3.299073806568461,2.773430364098542,,,15
00-0039732,B.Nix,615.0,24.0,0.046802883406147966,0.03330679983873066,64.54545454545455,Above Average,0.007519632439153507,0.07919694762376243,-0.061231401992748805,0.06184179625928851,-0.004642425236609179,0.17135556325510645,0.021142343875000004,0.26784168601733394,1.6381009192151788,1.165737994355573,,,16
00-0030565,G.Smith,629.0,33.0,0.03580189820176935,0.02886737442809682,62.727272727272734,Above Average,0.005426680028860487,0.07768653014130257,1.6688602991943842,0.14077296297025407,0.0030830364144133725,0.1976983039075919,-0.04492126325,-0.04083888115232093,1.2530664370619273,1.0103581049833887,,,17
00-0026158,J.Flacco,267.0,39.0,0.03829525262993727,0.02648599186617586,63.63636363636363,Above Average,-0.10212663008718345,6.871183985539138e-05,-0.15510670601223991,0.05755896705057042,0.0031650954475795894,0.19797811370104357,0.0864219942857143,0.5728592348667162,1.3403338420478046,0.9270097153161552,,,18
00-0029604,K.Cousins,478.0,36.0,0.02475266839839782,0.014337502812186554,61.81818181818181,Above Average,-0.007233605981184853,0.06855000260800942,0.14303375418411451,0.07116089020348489,0.025693008729856127,0.27479513821609547,-0.03971443514285714,-0.0165101058520764,0.8663433939439237,0.5018125984265294,,,19
00-0034869,S.Darnold,643.0,27.0,0.01356147719598319,0.004155365289076989,60.909090909090914,Above Average,0.010250839814484873,0.08116797350454023,0.31459713287986446,0.07898804620685679,0.005074195436174177,0.2044878768907364,-0.052119024375,-0.0744702416412021,0.47465170185941163,0.14543778511769462,,,20
00-0026498,M.Stafford,624.0,36.0,0.0026687791468881367,-0.005216237049381242,60.0,Above Average,0.08239841962049696,0.13323459734187437,-0.3607299788928476,0.04817791238146991,0.027497707513841497,0.28094890794144123,-0.1327205185,-0.45107872555505407,0.09340727014108478,-0.18256829672834346,,,21
00-0038579,A.O'Connell,254.0,25.0,-0.004289921475530728,-0.012304780359560008,59.09090909090909,Above Average,-0.046973155876000754,0.03987122777728485,-0.5936985988424885,0.03754929369781799,0.002260363834981248,0.19489310580023694,-0.010247240000000003,0.12117463322651263,-0.15014725164357548,-0.4306673125846003,,,22
00-0023459,A.Rodgers,627.0,40.0,-0.008872044713563815,-0.016094318335234184,57.27272727272727,Above Average,-0.03788248766694427,0.04643167517335279,-0.5961669506006969,0.03743668123687458,-0.022179507348419485,0.11155657301461863,0.002469009537499997,0.18059099406916715,-0.3105215649747335,-0.5633011417331965,,,23
00-0039163,C.Stroud,655.0,22.0,-0.015064851064863535,-0.021659291766564188,56.36363636363636,Above Average,-0.04919876991077997,0.03826507260108191,-0.16430174791709837,0.057139465942618345,0.013270487190639979,0.23243608215707393,-0.04770455461249999,-0.05384374107087322,-0.5272697872702238,-0.7580752118297466,,,24
00-0031503,J.Winston,326.0,30.0,-0.050188949735247984,-0.05668514046293427,54.54545454545454,Above Average,0.007549551987873729,0.07921853961468975,-0.17941322282001546,0.056450042171616914,0.01830628801350155,0.24960745663883796,-0.15092186728571427,-0.5361240767087736,-1.7566132407336794,-1.9839799162026994,,,25
00-0036972,M.Jones,279.0,25.0,-0.07074825406354429,-0.0745222651970002,53.63636363636364,Above Average,-0.196301463539851,-0.06789428347485418,0.05225267249271047,0.06701922725679293,-0.06545266579332032,-0.035998827765482265,0.06078189648333333,0.45305651327222257,-2.4761888922240503,-2.608279281895007,,,26
00-0036945,J.Fields,178.0,25.0,-0.0762541844781448,-0.07924469158766682,52.72727272727272,Above Average,-0.20716599772286592,-0.07573487377595474,-0.9698761433211422,0.02038712104778302,-0.1629587641311742,-0.36848094683856647,0.19235495154285714,1.0678283525266483,-2.668896456735068,-2.7735642055683387,,,27
00-0034771,M.Rudolph,237.0,29.0,-0.08296129059226443,-0.08416735689717639,51.81818181818182,Above Average,-0.07163950916884723,0.022070301650717737,0.049480660413412855,0.06689276104265775,0.03100333676404047,0.29290261198313244,-0.15987128814285714,-0.5779400238882215,-2.9036451707292548,-2.9458574914011737,,,28
