metric,projection,lower_ci,upper_ci,std,uncertainty,sample_size,passer_player_id,player_name,age,total_attempts
success_rate,0.4103537733433604,0.4011144145143625,0.4195931321723582,0.0047140452079103175,low,250.0,00-0033537,D.Watson,28.0,250.0
epa_per_play,-0.03875302093062452,-0.05163315810827901,-0.025872883752970033,0.006571619315074852,low,321.0,00-0033662,C.Rush,30.0,321.0
cpoe,-4.823255336030333,-5.080858079583423,-4.565652592477243,0.13143238630149706,low,321.0,00-0033662,C.Rush,30.0,321.0
success_rate,0.44729816640674613,0.4387114082883098,0.4558849245251825,0.0043810795433832355,low,321.0,00-0033662,C.Rush,30.0,321.0
epa_per_play,0.07872038641929861,0.06899590944779084,0.08844486339080639,0.004961559012417169,low,714.0,00-0033873,P.Mahomes,28.0,714.0
cpoe,1.601749565458513,1.4072600260283576,1.7962391048886683,0.09923118024834338,low,714.0,00-0033873,P.Mahomes,28.0,714.0
success_rate,0.4858154210084049,0.4793324363607331,0.49229840565607674,0.0033077060082781127,low,714.0,00-0033873,P.Mahomes,28.0,714.0
epa_per_play,0.005559340318393999,-0.00850432852674926,0.01962300916353726,0.0071754730985240985,low,237.0,00-0034771,M.Rudolph,29.0,237.0
cpoe,0.2688327753240121,-0.012440601578853017,0.5501061522268773,0.14350946197048195,low,237.0,00-0034771,M.Rudolph,29.0,237.0
success_rate,0.48879366129390317,0.47941788206380764,0.4981694405239987,0.004783648732349399,low,237.0,00-0034771,M.Rudolph,29.0,237.0
epa_per_play,0.252784557061341,0.2420061921658952,0.2635629219567868,0.005499266813300748,low,544.0,00-0034796,L.Jackson,27.0,544.0
cpoe,3.9622727140431846,3.7467054161342683,4.177840011952101,0.10998533626601496,low,544.0,00-0034796,L.Jackson,27.0,544.0
success_rate,0.5085974110651161,0.5014118344681523,0.51578298766208,0.0036661778755338326,low,544.0,00-0034796,L.Jackson,27.0,544.0
epa_per_play,0.16743609063890064,0.15723753104017152,0.17763465023762975,0.005203442348519702,low,631.0,00-0034855,B.Mayfield,29.0,631.0
cpoe,3.4655945408558786,3.261623348881296,3.669565732830461,0.10406884697039404,low,631.0,00-0034855,B.Mayfield,29.0,631.0
success_rate,0.5168189233058955,0.5100198835734094,0.5236179630383816,0.0034689615656798016,low,631.0,00-0034855,B.Mayfield,29.0,631.0
epa_per_play,0.1931873863985673,0.18270094638030987,0.20367382641682474,0.005350322812548163,low,586.0,00-0034857,J.Allen,28.0,586.0
cpoe,1.7052263934649934,1.4954975930998444,1.9149551938301423,0.10700645625096325,low,586.0,00-0034857,J.Allen,28.0,586.0
success_rate,0.4891094072588378,0.48211844724666614,0.4961003672710094,0.003566881875032109,low,586.0,00-0034857,J.Allen,28.0,586.0
epa_per_play,0.012076132949406721,0.001950421137477558,0.022201844761335885,0.00516627442738718,low,643.0,00-0034869,S.Darnold,27.0,643.0
cpoe,1.7992142879292063,1.5967000516906231,2.0017285241677896,0.1033254885477436,low,643.0,00-0034869,S.Darnold,27.0,643.0
success_rate,0.48006701984534367,0.47331654530405753,0.4868174943866298,0.0034441829515914537,low,643.0,00-0034869,S.Darnold,27.0,643.0
epa_per_play,0.08381790785831703,0.07322307798307987,0.09441273773355419,0.005405624776173353,low,570.0,00-0035228,K.Murray,27.0,570.0
cpoe,1.6433212206099088,1.4314246231051655,1.8552178181146521,0.10811249552346708,low,570.0,00-0035228,K.Murray,27.0,570.0
success_rate,0.5004358753407017,0.49337265542387687,0.5074990952575265,0.003603749850782236,low,570.0,00-0035228,K.Murray,27.0,570.0
epa_per_play,-0.08535408807804018,-0.09808840768326108,-0.07261976847281928,0.006497221227363149,low,333.0,00-0035289,G.Minshew,28.0,333.0
cpoe,0.1713682629160764,-0.08331812918834156,0.42605465502049433,0.129944424547263,low,333.0,00-0035289,G.Minshew,28.0,333.0
success_rate,0.4669162530682548,0.4584267066647742,0.4754057994717354,0.0043314808182421,low,333.0,00-0035289,G.Minshew,28.0,333.0
epa_per_play,-0.09736582768606519,-0.11219589338089683,-0.08253576199123355,0.007566499084579775,medium,193.0,00-0035704,D.Lock,27.0,193.0
cpoe,-2.790308513482746,-3.086909827379379,-2.493707199586113,0.15132998169159548,medium,193.0,00-0035704,D.Lock,27.0,193.0
success_rate,0.4607680359169674,0.4508813254537463,0.4706547463801885,0.005044332723053184,medium,193.0,00-0035704,D.Lock,27.0,193.0
epa_per_play,-0.06631585607171771,-0.07861914706607365,-0.05401256507736177,0.006277304629780309,low,371.0,00-0035710,D.Jones,27.0,371.0
cpoe,0.9989798621616676,0.7529140422745487,1.2450456820487865,0.12554609259560617,low,371.0,00-0035710,D.Jones,27.0,371.0
success_rate,0.45100639884127214,0.44280420484503485,0.4592085928375094,0.004184869753186873,low,371.0,00-0035710,D.Jones,27.0,371.0
epa_per_play,-0.05088059582320486,-0.06661776583432155,-0.03514342581208817,0.008029315913582838,medium,149.0,00-0035993,T.Huntley,26.0,149.0
cpoe,2.099710549989324,1.7849671497669901,2.4144539502116578,0.16058631827165679,medium,149.0,00-0035993,T.Huntley,26.0,149.0
success_rate,0.4533506445869295,0.44285919791285167,0.4638420912610073,0.005352877275721893,medium,149.0,00-0035993,T.Huntley,26.0,149.0
epa_per_play,0.1427845732485116,0.13098697643369972,0.15458217006332348,0.00601929265428846,low,421.0,00-0036212,T.Tagovailoa,26.0,421.0
cpoe,2.653677194174215,2.417725257877977,2.889629130470453,0.1203858530857692,low,421.0,00-0036212,T.Tagovailoa,26.0,421.0
success_rate,0.5226205273989982,0.5147554628557903,0.5304855919422061,0.004012861769525641,low,421.0,00-0036212,T.Tagovailoa,26.0,421.0
epa_per_play,0.0841061596957984,0.07280702942602976,0.09540528996556705,0.005764968315180659,low,477.0,00-0036264,J.Love,25.0,477.0
cpoe,0.17189474533897112,-0.054087860056401815,0.39787735073434405,0.11529936630361318,low,477.0,00-0036264,J.Love,25.0,477.0
success_rate,0.47981701715825026,0.47228426364507115,0.48734977067142937,0.00384331221012044,low,477.0,00-0036264,J.Love,25.0,477.0
epa_per_play,0.0639555809569712,0.05343562714276499,0.07447553477117741,0.005367422002233849,low,581.0,00-0036355,J.Herbert,26.0,581.0
cpoe,0.27870163300253126,0.06830255671840704,0.4891007092866555,0.10734844004467699,low,581.0,00-0036355,J.Herbert,26.0,581.0
success_rate,0.45963314277733747,0.45261984023453333,0.4666464453201416,0.0035782813348225664,low,581.0,00-0036355,J.Herbert,26.0,581.0
epa_per_play,0.10689354586916298,0.09580532961133345,0.11798176212699252,0.0056573571480353566,low,503.0,00-0036389,J.Hurts,26.0,503.0
cpoe,5.597399330876569,5.375635005719978,5.81916365603316,0.11314714296070713,low,503.0,00-0036389,J.Hurts,26.0,503.0
success_rate,0.48409187824808125,0.47669973407619487,0.49148402241996764,0.0037715714320235715,low,503.0,00-0036389,J.Hurts,26.0,503.0
epa_per_play,0.12673827314570604,0.11694389303465041,0.13653265325676167,0.0049972245348957715,low,701.0,00-0036442,J.Burrow,27.0,701.0
cpoe,5.649928794018202,5.4540411917970895,5.845816396239315,0.09994449069791544,low,701.0,00-0036442,J.Burrow,27.0,701.0
success_rate,0.5110977048747499,0.5045681181340461,0.5176272916154537,0.003331483023263848,low,701.0,00-0036442,J.Burrow,27.0,701.0
epa_per_play,0.01638692778365712,0.0012654773526781186,0.031508378214636125,0.007715167498104595,medium,178.0,00-0036945,J.Fields,25.0,178.0
cpoe,0.6710802667309964,0.36865125811141636,0.9735092753505765,0.1543033499620919,medium,178.0,00-0036945,J.Fields,25.0,178.0
success_rate,0.45664651139487483,0.4465655444408888,0.46672747834886086,0.005143444998736397,medium,178.0,00-0036945,J.Fields,25.0,178.0
epa_per_play,0.012530321954285606,-0.0005522659346800362,0.02561290984325125,0.0066749123923497715,low,305.0,00-0036971,T.Lawrence,24.0,305.0
cpoe,-0.7206693290924113,-0.9823210868717243,-0.45901757131309845,0.13349824784699543,low,305.0,00-0036971,T.Lawrence,24.0,305.0
success_rate,0.45733785098774915,0.44861612572843873,0.46605957624705957,0.004449941594899848,low,305.0,00-0036971,T.Lawrence,24.0,305.0
epa_per_play,0.004106341169894793,-0.009326614865967718,0.017539297205757302,0.006853674935774308,low,279.0,00-0036972,M.Jones,25.0,279.0
cpoe,-0.19256732618818767,-0.4612264469054379,0.07609179452906256,0.13707349871548616,low,279.0,00-0036972,M.Jones,25.0,279.0
success_rate,0.45153428232347476,0.44257897829956644,0.4604895863473831,0.004569116623849539,low,279.0,00-0036972,M.Jones,25.0,279.0
epa_per_play,0.11569331694834886,0.10443568197214254,0.1269509519245552,0.005743796858006127,low,482.0,00-0037834,B.Purdy,24.0,482.0
cpoe,1.453716679617856,1.2285639800937294,1.6788693791419826,0.11487593716012254,low,482.0,00-0037834,B.Purdy,24.0,482.0
success_rate,0.49908650716311787,0.4915814171789803,0.5065915971472554,0.003829197905337418,low,482.0,00-0037834,B.Purdy,24.0,482.0
epa_per_play,0.007396401411336909,-0.006401448726509601,0.021194251549183418,0.007039848816958981,low,254.0,00-0038579,A.O'Connell,25.0,254.0
cpoe,-2.080756742513436,-2.3567137452703664,-1.8047997397565059,0.14079697633917962,low,254.0,00-0038579,A.O'Connell,25.0,254.0
success_rate,0.4666671782932223,0.45746861153465795,0.47586574505178664,0.004693232544639321,low,254.0,00-0038579,A.O'Connell,25.0,254.0
epa_per_play,-0.21394939696976112,-0.23023225176626352,-0.1976665421732587,0.008307731634325669,medium,126.0,00-0038583,D.Thompson-Robinson,24.0,126.0
cpoe,-4.248519713495096,-4.574176809425143,-3.922862617565048,0.1661546326865134,medium,126.0,00-0038583,D.Thompson-Robinson,24.0,126.0
success_rate,0.4148931560393404,0.4040379195083388,0.425748392570342,0.005538487756217114,medium,126.0,00-0038583,D.Thompson-Robinson,24.0,126.0
epa_per_play,-0.019985060454477874,-0.03184971682501421,-0.008120404083941537,0.006053507342034463,low,414.0,00-0039150,B.Young,23.0,414.0
cpoe,1.0874510435845335,0.8501579161738068,1.3247441709952603,0.12107014684068926,low,414.0,00-0039150,B.Young,23.0,414.0
success_rate,0.43099357889982903,0.42308380798613815,0.4389033498135199,0.004035671561356309,low,414.0,00-0039150,B.Young,23.0,414.0
epa_per_play,-0.10898682047125093,-0.12159173485670943,-0.09638190608579242,0.006431196942844082,low,344.0,00-0039152,W.Levis,25.0,344.0
cpoe,-0.4642899651104099,-0.71638825281958,-0.21219167740123984,0.12862393885688164,low,344.0,00-0039152,W.Levis,25.0,344.0
success_rate,0.4105478177616259,0.40214454150465356,0.41895109401859826,0.004287464628562721,low,344.0,00-0039152,W.Levis,25.0,344.0
epa_per_play,-0.017586468733323306,-0.02764087182834659,-0.0075320656383000215,0.00512989176042577,low,655.0,00-0039163,C.Stroud,22.0,655.0
cpoe,-1.0508274509779842,-1.25191551287845,-0.8497393890775186,0.10259783520851541,low,655.0,00-0039163,C.Stroud,22.0,655.0
success_rate,0.43595041206400253,0.4292474766673203,0.44265334746068474,0.0034199278402838474,low,655.0,00-0039163,C.Stroud,22.0,655.0
epa_per_play,-0.07904224755269898,-0.09250333546447605,-0.06558115964092191,0.006868028197434451,low,277.0,00-0039164,A.Richardson,22.0,277.0
cpoe,-6.268136868682454,-6.537358626917996,-5.998915110446912,0.13736056394868904,low,277.0,00-0039164,A.Richardson,22.0,277.0
success_rate,0.41269947619126357,0.4037254175834122,0.42167353479911496,0.004578685464956302,low,277.0,00-0039164,A.Richardson,22.0,277.0
epa_per_play,-0.15980651109560887,-0.17366554933910563,-0.1459474728521121,0.007071067811865475,low,250.0,00-0039376,S.Rattler,23.0,250.0
cpoe,-5.056909875568608,-5.334090640438544,-4.779729110698672,0.1414213562373095,low,250.0,00-0039376,S.Rattler,23.0,250.0
success_rate,0.42207501349511484,0.412835654666117,0.4313143723241127,0.0047140452079103175,low,250.0,00-0039376,S.Rattler,23.0,250.0
epa_per_play,0.0500893355257343,0.03979115393238529,0.060387517119083314,0.005254270830780441,low,615.0,00-0039732,B.Nix,24.0,615.0
cpoe,0.5707265173095611,0.3647628854425809,0.7766901491765414,0.10508541661560881,low,615.0,00-0039732,B.Nix,24.0,615.0
success_rate,0.4468629918823717,0.4399975374868057,0.45372844627793774,0.003502847220520294,low,615.0,00-0039732,B.Nix,24.0,615.0
epa_per_play,-0.04445973329499893,-0.0567308307121672,-0.032188635877830656,0.006260879033472617,low,374.0,00-0039851,D.Maye,22.0,374.0
cpoe,1.7361050252337884,1.490683076890423,1.981526973577154,0.12521758066945232,low,374.0,00-0039851,D.Maye,22.0,374.0
success_rate,0.47375732569475365,0.46557659408330815,0.48193805730619915,0.004173919355648412,low,374.0,00-0039851,D.Maye,22.0,374.0
epa_per_play,0.10396832752083864,0.09387251158700582,0.11406414345467145,0.0051510211480758385,low,648.0,00-0039910,J.Daniels,23.0,648.0
cpoe,1.9893017727087177,1.7873854540320615,2.1912180913853736,0.10302042296151677,low,648.0,00-0039910,J.Daniels,23.0,648.0
success_rate,0.46823292872507843,0.4615023847691899,0.47496347268096695,0.0034340140987172262,low,648.0,00-0039910,J.Daniels,23.0,648.0
epa_per_play,0.04529256963661805,0.028567801318543758,0.06201733795469234,0.008533201859828613,medium,109.0,00-0039917,M.Penix,24.0,109.0
cpoe,-1.5764135322337618,-1.9109088985952476,-1.241918165872276,0.1706640371965723,medium,109.0,00-0039917,M.Penix,24.0,109.0
success_rate,0.49488138089542466,0.4837315353500418,0.5060312264408076,0.0056888012398857435,medium,109.0,00-0039917,M.Penix,24.0,109.0
epa_per_play,-0.050302717767005185,-0.06047073354272722,-0.04013470199128315,0.005187858478995559,low,636.0,00-0039918,C.Williams,22.0,636.0
cpoe,0.008095890995352658,-0.19526442451908818,0.2114562065097935,0.1037571695799112,low,636.0,00-0039918,C.Williams,22.0,636.0
success_rate,0.4134439205521064,0.4066652433682917,0.4202225977359211,0.0034585723193303734,low,636.0,00-0039918,C.Williams,22.0,636.0
