metric,projection,lower_ci,upper_ci,std,uncertainty,sample_size,passer_player_id,player_name,age,total_attempts,rank
cpoe,5.649928794018202,5.4540411917970895,5.845816396239315,0.09994449069791544,low,701.0,00-0036442,J.Burrow,27.0,701.0,1
cpoe,5.597399330876569,5.375635005719978,5.81916365603316,0.11314714296070713,low,503.0,00-0036389,J.Hurts,26.0,503.0,2
cpoe,4.650700842425557,4.446483753807166,4.854917931043949,0.10419430674707818,low,629.0,00-0030565,G.Smith,33.0,629.0,3
cpoe,3.9622727140431846,3.7467054161342683,4.177840011952101,0.10998533626601496,low,544.0,00-0034796,L.Jackson,27.0,544.0,4
cpoe,3.7474503229072624,3.5404683232401903,3.9544323225743345,0.10560500157131443,low,607.0,00-0033106,J.Goff,29.0,607.0,5
cpoe,3.571812917128308,3.3319671215963567,3.8116587126602592,0.12237255246720063,low,401.0,00-0029263,R.Wilson,35.0,401.0,6
cpoe,3.4655945408558786,3.261623348881296,3.669565732830461,0.10406884697039404,low,631.0,00-0034855,B.Mayfield,29.0,631.0,7
cpoe,2.653677194174215,2.417725257877977,2.889629130470453,0.1203858530857692,low,421.0,00-0036212,T.Tagovailoa,26.0,421.0,8
cpoe,2.099710549989324,1.7849671497669901,2.4144539502116578,0.16058631827165679,medium,149.0,00-0035993,T.Huntley,26.0,149.0,9
cpoe,1.9893017727087177,1.7873854540320615,2.1912180913853736,0.10302042296151677,low,648.0,00-0039910,J.Daniels,23.0,648.0,10
cpoe,1.7992142879292063,1.5967000516906231,2.0017285241677896,0.1033254885477436,low,643.0,00-0034869,S.Darnold,27.0,643.0,11
cpoe,1.7361050252337884,1.490683076890423,1.981526973577154,0.12521758066945232,low,374.0,00-0039851,D.Maye,22.0,374.0,12
cpoe,1.7052263934649934,1.4954975930998444,1.9149551938301423,0.10700645625096325,low,586.0,00-0034857,J.Allen,28.0,586.0,13
cpoe,1.6844456523704014,1.4188192099541608,1.9500720947866421,0.1355261854357877,low,290.0,00-0031280,D.Carr,33.0,290.0,14
cpoe,1.6433212206099088,1.4314246231051655,1.8552178181146521,0.10811249552346708,low,570.0,00-0035228,K.Murray,27.0,570.0,15
cpoe,1.601749565458513,1.4072600260283576,1.7962391048886683,0.09923118024834338,low,714.0,00-0033873,P.Mahomes,28.0,714.0,16
cpoe,1.453716679617856,1.2285639800937294,1.6788693791419826,0.11487593716012254,low,482.0,00-0037834,B.Purdy,24.0,482.0,17
cpoe,1.0874510435845335,0.8501579161738068,1.3247441709952603,0.12107014684068926,low,414.0,00-0039150,B.Young,23.0,414.0,18
cpoe,0.9989798621616676,0.7529140422745487,1.2450456820487865,0.12554609259560617,low,371.0,00-0035710,D.Jones,27.0,371.0,19
cpoe,0.6710802667309964,0.36865125811141636,0.9735092753505765,0.1543033499620919,medium,178.0,00-0036945,J.Fields,25.0,178.0,20
cpoe,0.5707265173095611,0.3647628854425809,0.7766901491765414,0.10508541661560881,low,615.0,00-0039732,B.Nix,24.0,615.0,21
cpoe,0.47032796492935697,0.244512074868661,0.6961438549900529,0.11521430589638529,low,478.0,00-0029604,K.Cousins,36.0,478.0,22
cpoe,0.44913166266694093,0.17704271218807288,0.721220613145809,0.13882344401482424,low,267.0,00-0026158,J.Flacco,39.0,267.0,23
cpoe,0.27870163300253126,0.06830255671840704,0.4891007092866555,0.10734844004467699,low,581.0,00-0036355,J.Herbert,26.0,581.0,24
cpoe,0.2688327753240121,-0.012440601578853017,0.5501061522268773,0.14350946197048195,low,237.0,00-0034771,M.Rudolph,29.0,237.0,25
cpoe,0.17189474533897112,-0.054087860056401815,0.39787735073434405,0.11529936630361318,low,477.0,00-0036264,J.Love,25.0,477.0,26
cpoe,0.1713682629160764,-0.08331812918834156,0.42605465502049433,0.129944424547263,low,333.0,00-0035289,G.Minshew,28.0,333.0,27
cpoe,0.008095890995352658,-0.19526442451908818,0.2114562065097935,0.1037571695799112,low,636.0,00-0039918,C.Williams,22.0,636.0,28
cpoe,-0.19256732618818767,-0.4612264469054379,0.07609179452906256,0.13707349871548616,low,279.0,00-0036972,M.Jones,25.0,279.0,29
cpoe,-0.4307219537890113,-0.6918571231912047,-0.16958678438681785,0.13323467750529824,low,307.0,00-0033077,D.Prescott,31.0,307.0,30
cpoe,-0.45216314871105767,-0.7586737050680619,-0.14565259235405348,0.15638581054280606,medium,168.0,00-0027973,A.Dalton,36.0,168.0,31
cpoe,-0.4642899651104099,-0.71638825281958,-0.21219167740123984,0.12862393885688164,low,344.0,00-0039152,W.Levis,25.0,344.0,32
cpoe,-0.7206693290924113,-0.9823210868717243,-0.45901757131309845,0.13349824784699543,low,305.0,00-0036971,T.Lawrence,24.0,305.0,33
cpoe,-0.8617228507989662,-1.0665585930267063,-0.656887108571226,0.10450995214374265,low,624.0,00-0026498,M.Stafford,36.0,624.0,34
cpoe,-1.0508274509779842,-1.25191551287845,-0.8497393890775186,0.10259783520851541,low,655.0,00-0039163,C.Stroud,22.0,655.0,35
cpoe,-1.0951562535966712,-1.3515317260264412,-0.8387807811669014,0.1308062160590842,low,326.0,00-0031503,J.Winston,30.0,326.0,36
cpoe,-1.2833005875120929,-1.5604813523820285,-1.0061198226421573,0.1414213562373095,low,250.0,00-0033537,D.Watson,28.0,250.0,37
cpoe,-1.395348360686243,-1.697378122915762,-1.0933185984567237,0.15409964908125423,medium,179.0,00-0033119,J.Brissett,31.0,179.0,38
cpoe,-1.5764135322337618,-1.9109088985952476,-1.241918165872276,0.1706640371965723,medium,109.0,00-0039917,M.Penix,24.0,109.0,39
cpoe,-1.995483913975239,-2.199947790706177,-1.791020037244301,0.10432022136310815,low,627.0,00-0023459,A.Rodgers,40.0,627.0,40
cpoe,-2.080756742513436,-2.3567137452703664,-1.8047997397565059,0.14079697633917962,low,254.0,00-0038579,A.O'Connell,25.0,254.0,41
cpoe,-2.790308513482746,-3.086909827379379,-2.493707199586113,0.15132998169159548,medium,193.0,00-0035704,D.Lock,27.0,193.0,42
cpoe,-4.248519713495096,-4.574176809425143,-3.922862617565048,0.1661546326865134,medium,126.0,00-0038583,D.Thompson-Robinson,24.0,126.0,43
cpoe,-4.823255336030333,-5.080858079583423,-4.565652592477243,0.13143238630149706,low,321.0,00-0033662,C.Rush,30.0,321.0,44
cpoe,-5.056909875568608,-5.334090640438544,-4.779729110698672,0.1414213562373095,low,250.0,00-0039376,S.Rattler,23.0,250.0,45
cpoe,-6.268136868682454,-6.537358626917996,-5.998915110446912,0.13736056394868904,low,277.0,00-0039164,A.Richardson,22.0,277.0,46
