game_id,game_date,season,season_type,week,passer_player_id,passer_player_name,posteam,defteam,qb_epa_mean,qb_epa_sum,qb_epa_count,cpoe_mean,success_mean,attempts
2008_03_MIA_NE,2008-09-21,2008,REG,3,00-0026234,K.O'Connell,NE,MIA,-0.499043,-2.495215,5,8.177018,0.200000,5.000000
2008_03_NO_DEN,2008-09-21,2008,REG,3,00-0020531,D.Brees,NO,DEN,0.446187,21.863171,49,15.793359,0.591837,49.000000
2008_03_NO_DEN,2008-09-21,2008,REG,3,00-0024226,J.Cutler,DEN,NO,0.288582,9.811803,34,4.964649,0.500000,34.000000
2008_03_NYJ_SD,2008-09-22,2008,REG,3,00-0005106,B.Favre,NYJ,LAC,-0.118293,-5.559755,47,9.845308,0.510638,47.000000
2008_03_NYJ_SD,2008-09-22,2008,REG,3,00-0022942,P.Rivers,LAC,NYJ,0.651491,16.287285,25,12.195707,0.680000,25.000000
2008_03_NYJ_SD,2008-09-22,2008,REG,3,00-0024264,K.Clemens,NYJ,LAC,-0.406802,-2.034011,5,2.046399,0.800000,5.000000
2008_03_OAK_BUF,2008-09-21,2008,REG,3,00-0025388,J.Russell,LV,BUF,-0.103166,-2.063320,20,-7.524596,0.350000,20.000000
2008_03_OAK_BUF,2008-09-21,2008,REG,3,00-0025479,T.Edwards,BUF,LV,0.021681,0.910610,42,-1.681723,0.500000,42.000000
2008_03_PIT_PHI,2008-09-21,2008,REG,3,00-0011022,D.McNabb,PHI,PIT,-0.047728,-1.813656,38,2.295110,0.421053,38.000000
2008_03_PIT_PHI,2008-09-21,2008,REG,3,00-0022177,B.Leftwich,PIT,PHI,-0.101323,-0.810583,8,3.748466,0.500000,8.000000
2008_03_PIT_PHI,2008-09-21,2008,REG,3,00-0022924,B.Roethlisberger,PIT,PHI,-0.291989,-9.635623,33,-7.106896,0.393939,33.000000
2008_03_PIT_PHI,2008-09-21,2008,REG,3,00-0025423,K.Kolb,PHI,PIT,-1.023130,-3.069391,3,-4.676656,0.666667,3.000000
2008_03_STL_SEA,2008-09-21,2008,REG,3,00-0007091,M.Hasselbeck,SEA,LA,0.288769,6.064154,21,-0.611405,0.523810,21.000000
2008_03_STL_SEA,2008-09-21,2008,REG,3,00-0019599,M.Bulger,LA,SEA,-0.088131,-2.820178,32,0.462810,0.375000,32.000000
2008_03_TB_CHI,2008-09-21,2008,REG,3,00-0006423,B.Griese,TB,CHI,0.125569,8.413096,67,-2.777208,0.462687,67.000000
2008_03_TB_CHI,2008-09-21,2008,REG,3,00-0023541,K.Orton,CHI,TB,-0.165559,-6.291253,38,7.276108,0.500000,38.000000
2008_04_ARI_NYJ,2008-09-28,2008,REG,4,00-0005106,B.Favre,NYJ,ARI,0.453082,16.310957,36,11.328173,0.500000,36.000000
2008_04_ARI_NYJ,2008-09-28,2008,REG,4,00-0017200,K.Warner,ARI,NYJ,0.035179,2.216297,63,10.665884,0.555556,63.000000
2008_04_ATL_CAR,2008-09-28,2008,REG,4,00-0004161,J.Delhomme,CAR,ATL,0.684105,19.839056,29,5.022711,0.551724,29.000000
2008_04_ATL_CAR,2008-09-28,2008,REG,4,00-0026143,M.Ryan,ATL,CAR,-0.331139,-14.238965,43,-11.471966,0.325581,43.000000
2008_04_BAL_PIT,2008-09-29,2008,REG,4,00-0022924,B.Roethlisberger,PIT,BAL,-0.093659,-2.528788,27,0.817382,0.370370,27.000000
2008_04_BAL_PIT,2008-09-29,2008,REG,4,00-0026158,J.Flacco,BAL,PIT,-0.165391,-5.954076,36,-3.670270,0.361111,36.000000
2008_04_BUF_STL,2008-09-28,2008,REG,4,00-0006355,T.Green,LA,BUF,-0.383805,-13.049381,34,-4.928766,0.411765,34.000000
2008_04_BUF_STL,2008-09-28,2008,REG,4,00-0025479,T.Edwards,BUF,LA,-0.120255,-3.487396,29,3.879578,0.413793,29.000000
2008_04_CLE_CIN,2008-09-28,2008,REG,4,00-0023645,D.Anderson,CLE,CIN,-0.005379,-0.134477,25,5.905295,0.480000,25.000000
2008_04_CLE_CIN,2008-09-28,2008,REG,4,00-0023682,R.Fitzpatrick,CIN,CLE,-0.187916,-7.328737,39,-2.476246,0.461538,39.000000
2008_04_DEN_KC,2008-09-28,2008,REG,4,00-0007835,D.Huard,KC,DEN,0.104978,3.044356,29,12.866702,0.379310,29.000000
2008_04_DEN_KC,2008-09-28,2008,REG,4,00-0024226,J.Cutler,DEN,KC,0.117442,5.754674,49,0.368405,0.510204,49.000000
2008_04_GB_TB,2008-09-28,2008,REG,4,00-0006423,B.Griese,TB,GB,-0.728720,-21.861609,30,-11.866878,0.366667,30.000000
2008_04_GB_TB,2008-09-28,2008,REG,4,00-0023459,A.Rodgers,GB,TB,-0.173531,-5.205924,30,-10.569252,0.366667,30.000000
2008_04_GB_TB,2008-09-28,2008,REG,4,00-0026349,M.Flynn,GB,TB,-0.824318,-4.121592,5,-16.197599,0.000000,5.000000
2008_04_HOU_JAX,2008-09-28,2008,REG,4,00-0021231,D.Garrard,JAX,HOU,0.255991,8.447702,33,11.240829,0.545455,33.000000
2008_04_HOU_JAX,2008-09-28,2008,REG,4,00-0022787,M.Schaub,HOU,JAX,0.657107,24.970066,38,15.419038,0.500000,38.000000
2008_04_MIN_TEN,2008-09-28,2008,REG,4,00-0003292,K.Collins,TEN,MIN,-0.011061,-0.387144,35,-6.487131,0.400000,35.000000
2008_04_MIN_TEN,2008-09-28,2008,REG,4,00-0005589,G.Frerotte,MIN,TEN,0.101822,4.581977,45,-1.651840,0.488889,45.000000
2008_04_MIN_TEN,2008-09-28,2008,REG,4,00-0024279,T.Jackson,MIN,TEN,-0.432772,-1.298317,3,28.549010,0.333333,3.000000
2008_04_PHI_CHI,2008-09-28,2008,REG,4,00-0011022,D.McNabb,PHI,CHI,-0.060870,-2.678300,44,2.820693,0.431818,44.000000
2008_04_PHI_CHI,2008-09-28,2008,REG,4,00-0023541,K.Orton,CHI,PHI,-0.347541,-12.859029,37,-4.562378,0.270270,37.000000
2008_04_SD_OAK,2008-09-28,2008,REG,4,00-0022942,P.Rivers,LAC,LV,-0.194395,-5.831850,30,-3.617444,0.433333,30.000000
2008_04_SD_OAK,2008-09-28,2008,REG,4,00-0025388,J.Russell,LV,LAC,-0.358880,-15.431819,43,-1.797321,0.372093,43.000000
2008_04_SF_NO,2008-09-28,2008,REG,4,00-0020531,D.Brees,NO,SF,0.345099,12.078456,35,10.000701,0.514286,35.000000
2008_04_SF_NO,2008-09-28,2008,REG,4,00-0021296,J.O'Sullivan,SF,NO,-0.202392,-8.702845,43,-8.668302,0.418605,43.000000
2008_04_WAS_DAL,2008-09-28,2008,REG,4,00-0021678,T.Romo,DAL,WAS,0.102928,4.837634,47,-3.254598,0.446809,47.000000
2008_04_WAS_DAL,2008-09-28,2008,REG,4,00-0023460,J.Campbell,WAS,DAL,0.296985,9.800512,33,6.252080,0.545455,33.000000
2008_05_ATL_GB,2008-10-05,2008,REG,5,00-0023459,A.Rodgers,GB,ATL,0.293815,11.164953,38,9.648463,0.526316,38.000000
2008_05_ATL_GB,2008-10-05,2008,REG,5,00-0026143,M.Ryan,ATL,GB,0.283036,7.075907,25,6.756250,0.480000,25.000000
2008_05_BUF_ARI,2008-10-05,2008,REG,5,00-0017200,K.Warner,ARI,BUF,0.351577,14.414657,41,14.289971,0.634146,41.000000
2008_05_BUF_ARI,2008-10-05,2008,REG,5,00-0022912,J.Losman,BUF,ARI,-0.057973,-1.507306,26,11.208569,0.423077,26.000000
2008_05_BUF_ARI,2008-10-05,2008,REG,5,00-0025479,T.Edwards,BUF,ARI,0.388263,1.164790,3,37.813485,0.333333,3.000000
2008_05_CHI_DET,2008-10-05,2008,REG,5,00-0009311,J.Kitna,DET,CHI,-0.819737,-15.575002,19,-19.981886,0.315789,19.000000
2008_05_CHI_DET,2008-10-05,2008,REG,5,00-0023541,K.Orton,CHI,DET,0.503561,17.624621,35,9.921392,0.600000,35.000000
2008_05_CHI_DET,2008-10-05,2008,REG,5,00-0023578,D.Orlovsky,DET,CHI,-0.598416,-14.361981,24,-5.909085,0.208333,24.000000
2008_05_CIN_DAL,2008-10-05,2008,REG,5,00-0021429,C.Palmer,CIN,DAL,0.025303,1.062744,42,-0.955141,0.404762,42.000000
2008_05_CIN_DAL,2008-10-05,2008,REG,5,00-0021678,T.Romo,DAL,CIN,0.209173,5.020163,24,1.072954,0.458333,24.000000
2008_05_IND_HOU,2008-10-05,2008,REG,5,00-0010346,P.Manning,IND,HOU,0.240283,8.650185,36,12.062525,0.472222,36.000000
2008_05_IND_HOU,2008-10-05,2008,REG,5,00-0020480,S.Rosenfels,HOU,IND,0.067272,2.287238,34,-1.173936,0.500000,34.000000
2008_05_KC_CAR,2008-10-05,2008,REG,5,00-0004161,J.Delhomme,CAR,KC,0.610506,13.431139,22,2.781805,0.590909,22.000000
2008_05_KC_CAR,2008-10-05,2008,REG,5,00-0007835,D.Huard,KC,CAR,-0.849940,-19.548618,23,-13.076952,0.260870,23.000000
2008_05_KC_CAR,2008-10-05,2008,REG,5,00-0025604,T.Thigpen,KC,CAR,-0.582921,-6.412136,11,-15.342772,0.181818,11.000000
2008_05_MIN_NO,2008-10-06,2008,REG,5,00-0005589,G.Frerotte,MIN,NO,0.069516,2.502569,36,-5.446571,0.444444,36.000000
2008_05_MIN_NO,2008-10-06,2008,REG,5,00-0020531,D.Brees,NO,MIN,0.076832,3.611121,47,-8.762160,0.468085,47.000000
2008_05_NE_SF,2008-10-05,2008,REG,5,00-0021296,J.O'Sullivan,SF,NE,-0.348374,-10.451222,30,0.554452,0.300000,30.000000
2008_05_NE_SF,2008-10-05,2008,REG,5,00-0023662,M.Cassel,NE,SF,0.137293,5.079857,37,8.676076,0.513514,37.000000
2008_05_PIT_JAX,2008-10-05,2008,REG,5,00-0021231,D.Garrard,JAX,PIT,0.198326,6.941412,35,-3.573932,0.400000,35.000000
2008_05_PIT_JAX,2008-10-05,2008,REG,5,00-0022924,B.Roethlisberger,PIT,JAX,0.235875,10.614357,45,6.053301,0.488889,45.000000
2008_05_SD_MIA,2008-10-05,2008,REG,5,00-0019559,C.Pennington,MIA,LAC,0.227285,6.818544,30,12.196806,0.533333,30.000000
2008_05_SD_MIA,2008-10-05,2008,REG,5,00-0022942,P.Rivers,LAC,MIA,0.017401,0.522035,30,-16.475310,0.266667,30.000000
2008_05_SEA_NYG,2008-10-05,2008,REG,5,00-0007091,M.Hasselbeck,SEA,NYG,-0.324694,-7.143263,22,-5.532216,0.409091,22.000000
2008_05_SEA_NYG,2008-10-05,2008,REG,5,00-0020608,D.Carr,NYG,SEA,1.807007,1.807007,1,61.226478,1.000000,1.000000
2008_05_SEA_NYG,2008-10-05,2008,REG,5,00-0022055,S.Wallace,SEA,NYG,-0.390654,-2.734575,7,-19.153692,0.285714,7.000000
2008_05_SEA_NYG,2008-10-05,2008,REG,5,00-0022803,E.Manning,NYG,SEA,0.536662,13.953209,26,17.688553,0.576923,26.000000
2008_05_TB_DEN,2008-10-05,2008,REG,5,00-0005755,J.Garcia,TB,DEN,0.276667,4.703338,17,13.875470,0.529412,17.000000
2008_05_TB_DEN,2008-10-05,2008,REG,5,00-0006423,B.Griese,TB,DEN,-0.172429,-3.621004,21,7.522782,0.333333,21.000000
2008_05_TB_DEN,2008-10-05,2008,REG,5,00-0024226,J.Cutler,DEN,TB,0.130747,4.445395,34,0.131146,0.558824,34.000000
2008_05_TEN_BAL,2008-10-05,2008,REG,5,00-0003292,K.Collins,TEN,BAL,0.029715,0.950877,32,-4.128878,0.406250,32.000000
2008_05_TEN_BAL,2008-10-05,2008,REG,5,00-0026158,J.Flacco,BAL,TEN,-0.076477,-2.064870,27,0.705334,0.444444,27.000000
2008_05_WAS_PHI,2008-10-05,2008,REG,5,00-0011022,D.McNabb,PHI,WAS,0.100026,2.900765,29,-6.922670,0.448276,29.000000
2008_05_WAS_PHI,2008-10-05,2008,REG,5,00-0023460,J.Campbell,WAS,PHI,0.168332,5.049974,30,-11.161735,0.400000,30.000000
2008_06_BAL_IND,2008-10-12,2008,REG,6,00-0010346,P.Manning,IND,BAL,0.547972,16.439171,30,13.116646,0.566667,30.000000
2008_06_BAL_IND,2008-10-12,2008,REG,6,00-0026158,J.Flacco,BAL,IND,-0.300116,-12.304770,41,4.440059,0.439024,41.000000
2008_06_CAR_TB,2008-10-12,2008,REG,6,00-0004161,J.Delhomme,CAR,TB,-0.293510,-11.446898,39,-11.730304,0.410256,39.000000
2008_06_CAR_TB,2008-10-12,2008,REG,6,00-0005755,J.Garcia,TB,CAR,0.530856,10.617124,20,10.683872,0.550000,20.000000
2008_06_CHI_ATL,2008-10-12,2008,REG,6,00-0023541,K.Orton,CHI,ATL,0.256877,11.302585,44,0.990661,0.500000,44.000000
2008_06_CHI_ATL,2008-10-12,2008,REG,6,00-0026143,M.Ryan,ATL,CHI,0.637616,19.128479,30,11.198916,0.600000,30.000000
2008_06_CIN_NYJ,2008-10-12,2008,REG,6,00-0005106,B.Favre,NYJ,CIN,-0.156500,-5.633985,36,14.194401,0.416667,36.000000
2008_06_CIN_NYJ,2008-10-12,2008,REG,6,00-0023682,R.Fitzpatrick,CIN,NYJ,-0.168035,-6.385341,38,-1.210561,0.342105,38.000000
2008_06_DAL_ARI,2008-10-12,2008,REG,6,00-0017200,K.Warner,ARI,DAL,0.211672,6.561845,31,13.916336,0.516129,31.000000
2008_06_DAL_ARI,2008-10-12,2008,REG,6,00-0021678,T.Romo,DAL,ARI,0.135765,5.566348,41,3.933868,0.463415,41.000000
2008_06_DET_MIN,2008-10-12,2008,REG,6,00-0005589,G.Frerotte,MIN,DET,-0.095137,-3.615198,38,-13.764600,0.368421,38.000000
2008_06_DET_MIN,2008-10-12,2008,REG,6,00-0023578,D.Orlovsky,DET,MIN,-0.121240,-3.273479,27,4.052419,0.296296,27.000000
2008_06_GB_SEA,2008-10-12,2008,REG,6,00-0023459,A.Rodgers,GB,SEA,0.362407,11.597015,32,11.412460,0.500000,32.000000
2008_06_GB_SEA,2008-10-12,2008,REG,6,00-0023502,C.Frye,SEA,GB,-0.471991,-12.271753,26,-9.655252,0.346154,26.000000
2008_06_JAX_DEN,2008-10-12,2008,REG,6,00-0021231,D.Garrard,JAX,DEN,0.252220,9.079925,36,8.472261,0.611111,36.000000
2008_06_JAX_DEN,2008-10-12,2008,REG,6,00-0024226,J.Cutler,DEN,JAX,0.095833,3.545821,37,-6.649574,0.432432,37.000000
2008_06_MIA_HOU,2008-10-12,2008,REG,6,00-0019559,C.Pennington,MIA,HOU,0.357814,9.660982,27,9.807035,0.407407,27.000000
2008_06_MIA_HOU,2008-10-12,2008,REG,6,00-0022787,M.Schaub,HOU,MIA,0.059343,2.492416,42,-7.686624,0.428571,42.000000
2008_06_NE_SD,2008-10-12,2008,REG,6,00-0022942,P.Rivers,LAC,NE,0.572826,15.466303,27,13.357398,0.592593,27.000000
2008_06_NE_SD,2008-10-12,2008,REG,6,00-0023662,M.Cassel,NE,LAC,-0.319464,-13.417493,42,-5.771653,0.357143,42.000000
2008_06_NYG_CLE,2008-10-13,2008,REG,6,00-0022803,E.Manning,NYG,CLE,-0.377546,-10.948848,29,8.257488,0.517241,29.000000
2008_06_NYG_CLE,2008-10-13,2008,REG,6,00-0023645,D.Anderson,CLE,NYG,0.719579,21.587364,30,0.098146,0.566667,30.000000
2008_06_OAK_NO,2008-10-12,2008,REG,6,00-0020531,D.Brees,NO,LV,0.510889,15.837550,31,18.588450,0.548387,31.000000
2008_06_OAK_NO,2008-10-12,2008,REG,6,00-0025388,J.Russell,LV,NO,-0.433176,-16.027507,37,-20.091622,0.324324,37.000000
2008_06_PHI_SF,2008-10-12,2008,REG,6,00-0011022,D.McNabb,PHI,SF,0.292351,10.524628,36,0.799903,0.583333,36.000000
2008_06_PHI_SF,2008-10-12,2008,REG,6,00-0021296,J.O'Sullivan,SF,PHI,-0.492386,-15.756358,32,-7.991374,0.281250,32.000000
2008_06_STL_WAS,2008-10-12,2008,REG,6,00-0019599,M.Bulger,LA,WAS,-0.090766,-2.541462,28,-2.461338,0.321429,28.000000
2008_06_STL_WAS,2008-10-12,2008,REG,6,00-0023460,J.Campbell,WAS,LA,-0.067213,-2.016379,30,1.543754,0.433333,30.000000
2008_07_BAL_MIA,2008-10-19,2008,REG,7,00-0019559,C.Pennington,MIA,BAL,-0.032195,-1.159031,36,6.876935,0.500000,36.000000
2008_07_BAL_MIA,2008-10-19,2008,REG,7,00-0026158,J.Flacco,BAL,MIA,0.566012,14.716310,26,13.649453,0.538462,26.000000
2008_07_CLE_WAS,2008-10-19,2008,REG,7,00-0023460,J.Campbell,WAS,CLE,0.211877,4.873169,23,-0.955436,0.521739,23.000000
2008_07_CLE_WAS,2008-10-19,2008,REG,7,00-0023645,D.Anderson,CLE,WAS,-0.197525,-7.703481,39,-22.454060,0.333333,39.000000
2008_07_DAL_STL,2008-10-19,2008,REG,7,00-0008442,B.Johnson,DAL,LA,-0.195844,-7.246219,37,-9.009111,0.351351,37.000000
2008_07_DAL_STL,2008-10-19,2008,REG,7,00-0019599,M.Bulger,LA,DAL,0.038665,0.927964,24,11.248770,0.416667,24.000000
2008_07_DEN_NE,2008-10-20,2008,REG,7,00-0021379,P.Ramsey,DEN,NE,-0.354724,-1.418896,4,-6.560783,0.500000,4.000000
2008_07_DEN_NE,2008-10-20,2008,REG,7,00-0023662,M.Cassel,NE,DEN,0.047631,1.428942,30,9.550870,0.433333,30.000000
2008_07_DEN_NE,2008-10-20,2008,REG,7,00-0024226,J.Cutler,DEN,NE,0.095067,2.661882,28,3.343985,0.500000,28.000000
2008_07_DET_HOU,2008-10-19,2008,REG,7,00-0022787,M.Schaub,HOU,DET,0.193656,6.584293,34,15.437859,0.647059,34.000000
2008_07_DET_HOU,2008-10-19,2008,REG,7,00-0023578,D.Orlovsky,DET,HOU,0.184955,5.178742,28,-5.926181,0.392857,28.000000
2008_07_IND_GB,2008-10-19,2008,REG,7,00-0010346,P.Manning,IND,GB,-0.286068,-12.014844,42,-9.340386,0.380952,42.000000
2008_07_IND_GB,2008-10-19,2008,REG,7,00-0023459,A.Rodgers,GB,IND,0.277733,7.498781,27,17.242607,0.592593,27.000000
2008_07_MIN_CHI,2008-10-19,2008,REG,7,00-0005589,G.Frerotte,MIN,CHI,0.094837,3.983138,42,4.295809,0.500000,42.000000
2008_07_MIN_CHI,2008-10-19,2008,REG,7,00-0023541,K.Orton,CHI,MIN,0.151084,5.136864,34,4.915655,0.558824,34.000000
2008_07_NO_CAR,2008-10-19,2008,REG,7,00-0004161,J.Delhomme,CAR,NO,0.401245,9.228640,23,7.182856,0.478261,23.000000
2008_07_NO_CAR,2008-10-19,2008,REG,7,00-0020531,D.Brees,NO,CAR,-0.180450,-7.218015,40,-5.876917,0.375000,40.000000
2008_07_NYJ_OAK,2008-10-19,2008,REG,7,00-0005106,B.Favre,NYJ,LV,-0.284250,-10.801492,38,-4.949970,0.421053,38.000000
2008_07_NYJ_OAK,2008-10-19,2008,REG,7,00-0025388,J.Russell,LV,NYJ,0.074758,2.392258,32,-5.769571,0.406250,32.000000
2008_07_PIT_CIN,2008-10-19,2008,REG,7,00-0022177,B.Leftwich,PIT,CIN,1.759505,5.278515,3,42.434397,1.000000,3.000000
2008_07_PIT_CIN,2008-10-19,2008,REG,7,00-0022924,B.Roethlisberger,PIT,CIN,0.391172,10.952820,28,2.710719,0.535714,28.000000
2008_07_PIT_CIN,2008-10-19,2008,REG,7,00-0023682,R.Fitzpatrick,CIN,PIT,-0.339459,-14.257296,42,-3.699600,0.404762,42.000000
2008_07_PIT_CIN,2008-10-19,2008,REG,7,00-0025592,J.Palmer,CIN,PIT,-0.174998,-0.699993,4,2.594650,0.250000,4.000000
2008_07_SD_BUF,2008-10-19,2008,REG,7,00-0022942,P.Rivers,LAC,BUF,0.007817,0.242336,31,14.446544,0.516129,31.000000
2008_07_SD_BUF,2008-10-19,2008,REG,7,00-0025479,T.Edwards,BUF,LAC,0.443334,13.300028,30,14.379931,0.633333,30.000000
2008_07_SEA_TB,2008-10-19,2008,REG,7,00-0005755,J.Garcia,TB,SEA,0.487275,17.054609,35,18.789414,0.685714,35.000000
2008_07_SEA_TB,2008-10-19,2008,REG,7,00-0022055,S.Wallace,SEA,TB,-0.378624,-8.708344,23,-8.704941,0.304348,23.000000
2008_07_SF_NYG,2008-10-19,2008,REG,7,00-0021296,J.O'Sullivan,SF,NYG,-0.129222,-4.393547,34,-4.740011,0.441176,34.000000
2008_07_SF_NYG,2008-10-19,2008,REG,7,00-0022803,E.Manning,NYG,SF,-0.017504,-0.542620,31,-4.965614,0.354839,31.000000
2008_07_TEN_KC,2008-10-19,2008,REG,7,00-0003292,K.Collins,TEN,KC,-0.000461,-0.008305,18,1.499247,0.388889,18.000000
2008_07_TEN_KC,2008-10-19,2008,REG,7,00-0007835,D.Huard,KC,TEN,-0.130238,-2.214050,17,0.601489,0.470588,17.000000
2008_07_TEN_KC,2008-10-19,2008,REG,7,00-0024300,B.Croyle,KC,TEN,-0.028142,-0.281420,10,26.431116,0.500000,10.000000
2008_07_TEN_KC,2008-10-19,2008,REG,7,00-0025604,T.Thigpen,KC,TEN,0.064873,0.778477,12,-13.547071,0.416667,12.000000
2008_08_ARI_CAR,2008-10-26,2008,REG,8,00-0004161,J.Delhomme,CAR,ARI,0.112182,3.253280,29,8.241113,0.517241,29.000000
2008_08_ARI_CAR,2008-10-26,2008,REG,8,00-0017200,K.Warner,ARI,CAR,0.344281,17.558315,51,11.477350,0.607843,51.000000
2008_08_ATL_PHI,2008-10-26,2008,REG,8,00-0011022,D.McNabb,PHI,ATL,0.053103,1.911700,36,-5.318230,0.500000,36.000000
2008_08_ATL_PHI,2008-10-26,2008,REG,8,00-0026143,M.Ryan,ATL,PHI,0.023613,1.062581,45,-6.448135,0.422222,45.000000
2008_08_BUF_MIA,2008-10-26,2008,REG,8,00-0019559,C.Pennington,MIA,BUF,0.392412,12.164787,31,8.476808,0.580645,31.000000
2008_08_BUF_MIA,2008-10-26,2008,REG,8,00-0025479,T.Edwards,BUF,MIA,0.056998,2.108923,37,-1.234924,0.405405,37.000000
2008_08_CIN_HOU,2008-10-26,2008,REG,8,00-0022787,M.Schaub,HOU,CIN,0.757615,21.970845,29,21.061389,0.724138,29.000000
2008_08_CIN_HOU,2008-10-26,2008,REG,8,00-0023682,R.Fitzpatrick,CIN,HOU,-0.226920,-7.715272,34,-1.470862,0.500000,34.000000
2008_08_CLE_JAX,2008-10-26,2008,REG,8,00-0021231,D.Garrard,JAX,CLE,0.179061,8.057734,45,3.193326,0.511111,45.000000
2008_08_CLE_JAX,2008-10-26,2008,REG,8,00-0023645,D.Anderson,CLE,JAX,0.363922,10.189824,28,-6.169699,0.428571,28.000000
2008_08_IND_TEN,2008-10-27,2008,REG,8,00-0003292,K.Collins,TEN,IND,0.185780,7.059634,38,0.298378,0.500000,38.000000
2008_08_IND_TEN,2008-10-27,2008,REG,8,00-0010346,P.Manning,IND,TEN,-0.033671,-1.380529,41,2.853902,0.390244,41.000000
2008_08_KC_NYJ,2008-10-26,2008,REG,8,00-0005106,B.Favre,NYJ,KC,0.007736,0.317184,41,6.167890,0.585366,41.000000
2008_08_KC_NYJ,2008-10-26,2008,REG,8,00-0025604,T.Thigpen,KC,NYJ,0.215063,8.387441,39,8.459736,0.538462,39.000000
2008_08_NYG_PIT,2008-10-26,2008,REG,8,00-0022803,E.Manning,NYG,PIT,0.209111,6.691554,32,-5.390850,0.406250,32.000000
2008_08_NYG_PIT,2008-10-26,2008,REG,8,00-0022924,B.Roethlisberger,PIT,NYG,-0.390886,-13.290121,34,-17.054679,0.264706,34.000000
2008_08_OAK_BAL,2008-10-26,2008,REG,8,00-0025388,J.Russell,LV,BAL,-0.160038,-5.921403,37,-9.369481,0.324324,37.000000
2008_08_OAK_BAL,2008-10-26,2008,REG,8,00-0025561,T.Smith,BAL,LV,3.291957,3.291957,1,68.595600,1.000000,1.000000
2008_08_OAK_BAL,2008-10-26,2008,REG,8,00-0026158,J.Flacco,BAL,LV,-0.023926,-0.574236,24,-14.006790,0.250000,24.000000
2008_08_SD_NO,2008-10-26,2008,REG,8,00-0020531,D.Brees,NO,LAC,0.581703,23.849837,41,10.470617,0.560976,41.000000
2008_08_SD_NO,2008-10-26,2008,REG,8,00-0022942,P.Rivers,LAC,NO,0.546711,21.868446,40,3.925677,0.575000,40.000000
2008_08_SEA_SF,2008-10-26,2008,REG,8,00-0020679,S.Hill,SF,SEA,0.019653,0.491322,25,5.804934,0.440000,25.000000
2008_08_SEA_SF,2008-10-26,2008,REG,8,00-0021296,J.O'Sullivan,SF,SEA,-0.803146,-19.275500,24,5.910838,0.333333,24.000000
2008_08_SEA_SF,2008-10-26,2008,REG,8,00-0022055,S.Wallace,SEA,SF,0.633573,16.472893,26,0.467835,0.461538,26.000000
2008_08_STL_NE,2008-10-26,2008,REG,8,00-0019599,M.Bulger,LA,NE,0.082285,3.126841,38,-3.812244,0.394737,38.000000
2008_08_STL_NE,2008-10-26,2008,REG,8,00-0023662,M.Cassel,NE,LA,0.067351,2.424632,36,3.836914,0.527778,36.000000
2008_08_TB_DAL,2008-10-26,2008,REG,8,00-0005755,J.Garcia,TB,DAL,-0.055633,-2.503483,45,2.710983,0.422222,45.000000
2008_08_TB_DAL,2008-10-26,2008,REG,8,00-0008442,B.Johnson,DAL,TB,-0.145238,-5.228569,36,1.624506,0.333333,36.000000
2008_08_WAS_DET,2008-10-26,2008,REG,8,00-0023460,J.Campbell,WAS,DET,0.428496,13.711869,32,17.109942,0.625000,32.000000
2008_08_WAS_DET,2008-10-26,2008,REG,8,00-0023578,D.Orlovsky,DET,WAS,0.014533,0.523184,36,-2.805324,0.388889,36.000000
2008_09_ARI_STL,2008-11-02,2008,REG,9,00-0017200,K.Warner,ARI,LA,0.381286,13.345019,35,4.206430,0.485714,35.000000
2008_09_ARI_STL,2008-11-02,2008,REG,9,00-0019599,M.Bulger,LA,ARI,-0.415647,-14.963288,36,-14.260395,0.305556,36.000000
2008_09_ATL_OAK,2008-11-02,2008,REG,9,00-0025388,J.Russell,LV,ATL,-1.000189,-23.004336,23,-34.525448,0.173913,23.000000
2008_09_ATL_OAK,2008-11-02,2008,REG,9,00-0026143,M.Ryan,ATL,LV,0.368790,9.219757,25,18.664056,0.560000,25.000000
2008_09_BAL_CLE,2008-11-02,2008,REG,9,00-0023645,D.Anderson,CLE,BAL,-0.234114,-7.959865,34,-7.103894,0.411765,34.000000
2008_09_BAL_CLE,2008-11-02,2008,REG,9,00-0026158,J.Flacco,BAL,CLE,0.454940,14.103130,31,1.815554,0.516129,31.000000
2008_09_DAL_NYG,2008-11-02,2008,REG,9,00-0008442,B.Johnson,DAL,NYG,-0.746356,-9.702628,13,-12.991198,0.230769,13.000000
2008_09_DAL_NYG,2008-11-02,2008,REG,9,00-0022026,B.Bollinger,DAL,NYG,-0.302059,-5.437057,18,-1.950720,0.388889,18.000000
2008_09_DAL_NYG,2008-11-02,2008,REG,9,00-0022803,E.Manning,NYG,DAL,-0.303530,-9.409424,31,-2.567644,0.387097,31.000000
2008_09_DET_CHI,2008-11-02,2008,REG,9,00-0022121,R.Grossman,CHI,DET,-0.340183,-6.463482,19,-6.354852,0.263158,19.000000
2008_09_DET_CHI,2008-11-02,2008,REG,9,00-0023541,K.Orton,CHI,DET,0.171018,2.565274,15,-4.451549,0.533333,15.000000
2008_09_DET_CHI,2008-11-02,2008,REG,9,00-0023578,D.Orlovsky,DET,CHI,0.004774,0.229155,48,8.167290,0.479167,48.000000
2008_09_GB_TEN,2008-11-02,2008,REG,9,00-0003292,K.Collins,TEN,GB,-0.104512,-4.075974,39,-14.839112,0.333333,39.000000
