passer_player_id,y,y1_team,team_fallback,e1_new_team,e2_coach_change,e3_ret_rec_epa,e4_team_pass_env,e5_sched_def
00-0020434,2006,SF,1,1,0,15.082316398620605,-0.07498085200444213,0.010801718157607977
00-0020452,2006,PIT,0,0,1,19.008832931518555,0.06299424351884472,-0.020792538364327352
00-0020480,2006,HOU,0,0,0,9.446240425109863,-0.07614100873210218,-0.015632450139066334
00-0020480,2007,HOU,0,0,0,16.29788589477539,0.07437022043730117,0.02160005205306156
00-0020531,2006,NO,0,0,0,20.185291290283203,0.16139089066269818,0.017865106314288236
00-0020531,2007,NO,0,0,0,20.181446075439453,0.08010231911346216,0.02561287084789444
00-0020531,2008,NO,0,0,0,19.875181198120117,0.2409057970668057,0.030570648797584383
00-0020531,2009,NO,0,0,0,12.413843154907227,0.2704564087927538,0.02871437270021871
00-0020531,2010,NO,0,0,0,11.174578666687012,0.13507361908095625,0.029069144515100297
00-0020531,2011,NO,0,0,1,15.348054885864258,0.3321049165253676,0.0931615988183777
00-0020531,2012,NO,0,0,1,9.004587173461914,0.16841913807215514,0.03033660422841186
00-0020531,2013,NO,0,0,0,10.42927360534668,0.19704794977905674,0.05694962272261393
00-0020531,2014,NO,0,0,0,3.3446290493011475,0.14524894513484288,0.07453165205563443
00-0020531,2015,NO,0,0,0,6.284222602844238,0.17217449886500388,0.027461717185930073
00-0020531,2016,NO,0,0,0,7.026538848876953,0.1685282657226166,0.07751777794042974
00-0020531,2017,NO,0,0,0,8.066688537597656,0.2032921607122788,0.002763894861864853
00-0020531,2018,NO,0,0,0,10.840758323669434,0.2560433756503036,0.0657807963127177
00-0020531,2019,NO,0,0,0,9.978906631469727,0.1616539407908989,0.03980000233574017
00-0020536,2006,LAC,0,0,1,16.620532989501953,0.14375912578520908,-0.0440290908089378
00-0020565,2006,MIA,0,0,1,13.679557800292969,-0.10149970194146285,-0.022495288937055425
00-0020565,2007,JAX,0,1,0,20.356369018554688,0.20231414458248734,0.037514949788982704
00-0020608,2006,CAR,0,1,0,7.921989917755127,-0.05936436063980223,0.025763120270344157
00-0020608,2007,NYG,0,1,0,16.600337982177734,-0.03620489929729043,0.01981005987020345
00-0020608,2008,NYG,0,0,0,10.594683647155762,0.07895068267161551,0.024504655694880133
00-0020608,2009,SF,0,1,0,2.6581828594207764,-0.06403835424224343,0.041565702343546444
00-0020613,2006,JAX,0,0,0,13.806191444396973,-0.02488243088336549,0.006147284373830516
00-0020613,2007,KC,1,1,0,14.511931419372559,-0.10832074960545776,0.04035502099396617
00-0020679,2007,SF,0,0,0,13.673148155212402,-0.29517728373183016,0.030101752960461206
00-0020679,2008,SF,0,0,0,15.15929126739502,-0.04862497771861918,0.05444895736871106
00-0020679,2009,DET,0,1,0,-0.7845646142959595,-0.21208966134807347,0.01750081488687839
00-0020679,2010,DET,0,0,0,3.175366163253784,0.028017419413141762,-0.0007098245679442172
00-0020679,2011,DET,0,0,0,8.858529090881348,0.145558223305232,0.03906133396340986
00-0020679,2014,MIN,0,1,0,3.361055374145508,-0.05703998091048413,0.04001660310480099
00-0020679,2015,MIN,0,0,0,3.2009658813476562,-0.017900910922685125,0.056777025637463785
00-0021141,2006,ATL,0,1,1,13.240022659301758,-0.15535822752642273,0.01827743007620336
00-0021190,2006,WAS,0,0,0,13.675639152526855,0.024958272109128855,-0.02050233111932602
00-0021190,2007,WAS,0,0,1,16.146493911743164,0.05020281108217054,0.034665106322451386
00-0021190,2008,WAS,0,0,0,12.181244850158691,0.003528974859517115,0.040498301499295467
00-0021190,2009,PIT,0,1,0,7.465153217315674,0.13820646395253727,0.0004056958981049751
00-0021206,2013,TB,0,1,1,0.11969922482967377,-0.09759648413847054,0.04952718765942813
00-0021206,2014,CLE,0,1,0,6.9846649169921875,-0.04091848258954169,0.054093584799687705
00-0021206,2015,CLE,0,0,1,4.546151161193848,-0.05533726035952548,0.06340227249824873
00-0021206,2016,NYJ,0,1,0,-2.735283851623535,-0.0962043399669933,0.047632441055207454
00-0021206,2017,NYJ,0,0,0,2.1313087940216064,-0.03530293760110828,0.04422092606523363
00-0021206,2018,PHI,0,1,0,7.848241329193115,0.08821785557221257,0.043876994428476354
00-0021231,2006,JAX,0,0,0,13.806191444396973,-0.02488243088336549,0.006147284373830516
00-0021231,2007,JAX,0,0,0,20.356369018554688,0.20231414458248734,0.037514949788982704
00-0021231,2008,JAX,0,0,0,10.220162391662598,0.02192110757259173,0.050047804945495176
00-0021231,2009,JAX,0,0,0,3.740062713623047,-0.01842826756927919,0.037307000978175395
00-0021296,2007,SF,0,1,0,13.673148155212402,-0.29517728373183016,0.030101752960461206
00-0021296,2008,CIN,0,1,0,9.306902885437012,-0.19132875276264252,0.019255996050642227
00-0021314,2007,MIN,0,0,0,15.691368103027344,-0.019521649941808328,0.030518794469169698
00-0021337,2006,LV,0,0,1,13.017923355102539,-0.2625879671487615,-0.020047160958562783
00-0021379,2006,DEN,0,1,0,11.392118453979492,-0.0678261514473178,-0.0347423979083078
00-0021379,2007,DEN,0,0,0,14.420539855957031,0.07748914748960821,0.025662465853199062
00-0021429,2006,CIN,0,0,0,14.707417488098145,0.12242779837669723,-0.019365780065174386
00-0021429,2007,CIN,0,0,0,17.5507755279541,0.1035241701706067,0.01422631365368949
00-0021429,2008,CIN,0,0,0,9.306902885437012,-0.19132875276264252,0.019255996050642227
00-0021429,2009,CIN,0,0,0,1.1773663759231567,0.04138995933448787,-0.006629044869988811
