game_id,game_date,season,season_type,week,passer_player_id,passer_player_name,posteam,defteam,plays,epa,cpoe,success,age,log_pick,def_rating,adj_epa,b1_expanding,b2_prev_season,b3_ewma,b4_last12,k_epa,k_adj_epa,k_adj_epa_var,k_cpoe,k_success,k_informed,k_informed_pre,k_informed_var,leaf_v34,leaf_v34_pre,leaf_v34_unrestricted
2007_09_JAX_NO,2007-11-04,2007,REG,9,00-0020613,Q.Gray,JAX,NO,35,0.169503,2.759178,0.514286,28.457221,5.572154,0.024334,0.145169,-0.091186,0.232956,0.082832,-0.091186,-0.033002,-0.037257,0.003433,-2.338924,0.410733,-0.058520,-0.086333,0.003433,0.004377,-0.012957,-0.015688
2007_09_NE_IND,2007-11-04,2007,REG,9,00-0010346,P.Manning,IND,NE,30,-0.004109,-4.668510,0.466667,31.613963,0.000000,-0.068757,0.064648,0.332640,0.322952,0.366418,0.367768,0.261319,0.267876,0.001402,2.902009,0.533388,0.265522,0.274345,0.001402,0.200166,0.206305,0.217414
2007_09_NE_IND,2007-11-04,2007,REG,9,00-0019596,T.Brady,NE,IND,34,0.210144,2.453413,0.500000,30.253251,5.293305,-0.026090,0.236234,0.267584,0.128344,0.512829,0.375645,0.241353,0.244776,0.001387,3.726213,0.504384,0.235776,0.235753,0.001387,0.188434,0.188886,0.191558
2007_09_SD_MIN,2007-11-04,2007,REG,9,00-0022026,B.Bollinger,MIN,LAC,10,0.846220,8.994558,0.700000,27.969884,5.298317,-0.008876,0.855096,-0.251472,-0.437722,-0.417393,-0.251472,-0.045474,-0.040378,0.004178,0.126027,0.435108,-0.064519,-0.104618,0.004178,0.029493,0.009925,0.013528
2007_09_SD_MIN,2007-11-04,2007,REG,9,00-0022942,P.Rivers,LAC,MIN,43,-0.286461,-8.471341,0.348837,25.905544,1.386294,0.034733,-0.321194,0.143860,0.178040,0.269671,0.043224,0.073386,0.074645,0.001526,1.083005,0.452367,0.074198,0.101963,0.001526,0.093008,0.109349,0.081437
2007_09_SD_MIN,2007-11-04,2007,REG,9,00-0024279,T.Jackson,MIN,LAC,12,-0.155714,0.046708,0.333333,24.539357,4.158883,-0.008876,-0.146838,-0.224869,-0.325939,-0.089317,-0.224869,-0.137265,-0.139496,0.002746,-3.087952,0.379561,-0.145249,-0.145195,0.002746,-0.042072,-0.042219,-0.073059
2007_09_SEA_CLE,2007-11-04,2007,REG,9,00-0007091,M.Hasselbeck,SEA,CLE,46,0.328444,8.513179,0.543478,32.109514,5.231109,0.057421,0.271023,0.027021,-0.021230,0.049289,0.054886,0.035917,0.026247,0.001467,-0.287449,0.448148,0.013413,-0.005222,0.001467,0.058057,0.045315,0.048335
2007_09_SEA_CLE,2007-11-04,2007,REG,9,00-0023645,D.Anderson,CLE,SEA,50,0.246667,2.371901,0.520000,24.388775,5.361292,-0.005248,0.251915,0.061135,-0.189332,0.257803,0.061135,0.049348,0.055584,0.001952,-0.199159,0.454342,0.050391,0.028599,0.001952,0.074009,0.062454,0.066543
2007_09_SF_ATL,2007-11-04,2007,REG,9,00-0021141,J.Harrington,ATL,SF,26,-0.165226,-6.848010,0.423077,29.037645,1.098612,0.041816,-0.207042,-0.094688,-0.102067,-0.127775,-0.128385,-0.092623,-0.093744,0.001552,-2.204441,0.421368,-0.096637,-0.091996,0.001552,-0.005601,-0.002685,-0.021413
2007_09_SF_ATL,2007-11-04,2007,REG,9,00-0023436,A.Smith,SF,ATL,39,-0.393393,-15.812986,0.333333,23.493498,0.000000,0.022971,-0.416364,-0.109324,-0.068660,-0.391012,-0.187918,-0.124770,-0.126573,0.001585,-2.767265,0.379181,-0.116944,-0.097213,0.001585,-0.029102,-0.015645,-0.061141
2007_09_WAS_NYJ,2007-11-04,2007,REG,9,00-0023460,J.Campbell,WAS,NYJ,25,0.088503,-4.949436,0.480000,25.842574,3.218876,0.056143,0.032360,-0.017148,-0.012065,-0.072118,-0.019180,-0.023597,-0.022985,0.001846,-1.906327,0.418690,-0.026816,-0.029680,0.001846,0.021772,0.020836,0.003861
2007_09_WAS_NYJ,2007-11-04,2007,REG,9,00-0024264,K.Clemens,NYJ,WAS,45,0.089283,-9.385226,0.466667,24.413415,3.891820,0.010755,0.078528,-0.202578,-1.359605,-0.654250,-0.202578,-0.062273,-0.056983,0.003350,-2.792938,0.409155,-0.065221,-0.090737,0.003350,-0.002328,-0.008763,-0.021901
2007_09_BAL_PIT,2007-11-05,2007,REG,9,00-0000865,C.Batch,PIT,BAL,5,-0.967649,-28.219442,0.200000,32.917180,4.094345,-0.051779,-0.915870,0.432753,0.432753,0.557829,0.432753,0.034833,0.042326,0.004131,-1.456275,0.419083,0.023307,0.043113,0.004131,0.044033,0.055187,0.024998
2007_09_BAL_PIT,2007-11-05,2007,REG,9,00-0011024,S.McNair,BAL,PIT,27,-0.712317,-6.454390,0.370370,34.721424,1.098612,-0.016037,-0.696280,0.053906,0.084819,-0.002592,0.099751,0.003243,-0.005648,0.001536,1.945973,0.450422,-0.018605,0.010712,0.001536,0.065762,0.079750,0.051531
2007_09_BAL_PIT,2007-11-05,2007,REG,9,00-0022164,K.Boller,BAL,PIT,10,-0.442743,-26.520801,0.300000,26.384668,2.944439,-0.016037,-0.426706,0.061744,0.238691,0.000735,0.061744,-0.009552,-0.016337,0.002808,-0.755997,0.410607,-0.023233,-0.011576,0.002808,0.030612,0.039827,0.006430
2007_09_BAL_PIT,2007-11-05,2007,REG,9,00-0022924,B.Roethlisberger,PIT,BAL,19,0.788513,34.067110,0.578947,25.678303,2.397895,-0.051779,0.840292,0.082087,0.020559,0.268038,0.204838,0.093963,0.099189,0.001523,2.419481,0.456974,0.099354,0.077272,0.001523,0.114724,0.099687,0.101670
2007_10_ATL_CAR,2007-11-11,2007,REG,10,00-0016193,V.Testaverde,CAR,ATL,30,-0.031526,-13.936348,0.300000,43.994524,0.000000,0.005240,-0.036766,0.070326,2.076664,1.282840,0.070326,-0.023485,-0.023002,0.003582,-2.368570,0.400878,-0.016573,-0.014142,0.003582,0.016850,0.027623,-0.007415
2007_10_ATL_CAR,2007-11-11,2007,REG,10,00-0019709,C.Redman,ATL,CAR,1,1.793206,35.694653,1.000000,30.346338,4.317488,-0.006612,1.799818,,,,,-0.040739,-0.040705,0.005025,-0.907579,0.422914,-0.061350,-0.070749,0.005025,0.018672,0.013668,0.000158
2007_10_ATL_CAR,2007-11-11,2007,REG,10,00-0021141,J.Harrington,ATL,CAR,28,0.165197,7.223299,0.392857,29.056810,1.098612,-0.006612,0.171809,-0.097455,-0.102067,-0.135501,-0.172119,-0.081556,-0.082346,0.001533,-1.897580,0.420145,-0.085470,-0.097009,0.001533,0.000748,-0.005737,-0.016379
2007_10_ATL_CAR,2007-11-11,2007,REG,10,00-0025708,M.Moore,CAR,ATL,1,-0.068365,-27.384967,0.000000,23.255305,5.572154,0.005240,-0.073605,-0.211342,,0.606620,-0.211342,-0.055722,-0.055092,0.004951,-1.194153,0.418207,-0.082947,-0.082994,0.004951,0.007081,0.008181,-0.012621
2007_10_BUF_MIA,2007-11-11,2007,REG,10,00-0020565,C.Lemon,MIA,BUF,30,-0.081435,-6.939399,0.300000,28.238193,5.572154,0.017842,-0.099277,-0.001327,-0.020028,-0.033243,-0.001327,-0.027769,-0.029967,0.002442,-0.882684,0.417033,-0.045287,-0.041020,0.002442,0.023188,0.029934,0.002092
2007_10_BUF_MIA,2007-11-11,2007,REG,10,00-0022912,J.Losman,BUF,MIA,25,-0.152522,-12.247196,0.400000,26.666667,3.091042,0.038027,-0.190549,-0.051299,-0.051512,-0.009342,0.047765,-0.048877,-0.049572,0.001729,1.620032,0.438742,-0.056609,-0.050557,0.001729,0.045958,0.052537,0.027767
2007_10_CHI_OAK,2007-11-11,2007,REG,10,00-0006423,B.Griese,CHI,LV,15,0.011848,8.306213,0.400000,32.651608,4.510860,-0.031234,0.043082,-0.006296,-0.065459,0.107370,-0.006296,-0.023122,-0.026160,0.002378,-1.701337,0.423475,-0.041483,-0.044610,0.002378,0.019410,0.016350,0.003045
2007_10_CHI_OAK,2007-11-11,2007,REG,10,00-0021206,J.McCown,LV,CHI,31,-0.544348,-12.024106,0.258065,28.355921,4.394449,0.003435,-0.547783,-0.098226,,-0.049947,-0.098226,-0.113417,-0.120998,0.003124,-1.739582,0.412815,-0.134739,-0.090445,0.003124,-0.017936,0.008340,-0.038369
2007_10_CHI_OAK,2007-11-11,2007,REG,10,00-0022121,R.Grossman,CHI,LV,16,0.228590,-1.297024,0.437500,27.216975,3.091042,-0.031234,0.259824,-0.099133,-0.053423,-0.386228,-0.234832,-0.097627,-0.104630,0.001634,-3.522981,0.405292,-0.111073,-0.121032,0.001634,-0.026316,-0.030573,-0.045536
2007_10_CIN_BAL,2007-11-11,2007,REG,10,00-0011024,S.McNair,BAL,CIN,28,-0.383973,1.030798,0.428571,34.737851,1.098612,0.073443,-0.457416,0.022749,0.084819,-0.149008,0.022844,-0.013219,-0.024854,0.001518,1.916232,0.449493,-0.038467,-0.019865,0.001518,0.057985,0.065300,0.043505
2007_10_CIN_BAL,2007-11-11,2007,REG,10,00-0021429,C.Palmer,CIN,BAL,37,0.185257,7.868581,0.486486,27.874059,0.000000,-0.039909,0.225166,0.147604,0.117222,0.207270,0.171085,0.128619,0.139852,0.001345,3.930345,0.479480,0.137355,0.132757,0.001345,0.147417,0.144315,0.139912
2007_10_CIN_BAL,2007-11-11,2007,REG,10,00-0022164,K.Boller,BAL,CIN,8,0.276451,18.256834,0.625000,26.401095,2.944439,0.073443,0.203008,0.035052,0.238691,-0.090755,0.035052,-0.003158,-0.011434,0.002794,-0.475415,0.415400,-0.018540,-0.023605,0.002794,0.035982,0.030475,0.013095
2007_10_CLE_PIT,2007-11-11,2007,REG,10,00-0022924,B.Roethlisberger,PIT,CLE,39,0.145248,5.432240,0.512821,25.694730,2.397895,0.067530,0.077718,0.100323,0.020559,0.375412,0.249398,0.096927,0.097948,0.001482,2.551768,0.460203,0.097753,0.098982,0.001482,0.116118,0.114588,0.104094
2007_10_CLE_PIT,2007-11-11,2007,REG,10,00-0023645,D.Anderson,CLE,PIT,32,0.110640,-9.932753,0.406250,24.407940,5.361292,-0.039767,0.150407,0.085106,-0.189332,0.255506,0.085106,0.053038,0.061292,0.001881,-0.631950,0.451447,0.056932,0.050945,0.001881,0.071981,0.074212,0.064357
2007_10_DAL_NYG,2007-11-11,2007,REG,10,00-0021678,T.Romo,DAL,NYG,30,0.553292,10.414676,0.566667,27.556468,5.572154,-0.012916,0.566208,0.256807,0.231238,0.351138,0.208681,0.209285,0.207912,0.001530,4.367164,0.521744,0.197804,0.180077,0.001530,0.184582,0.175654,0.193518
2007_10_DAL_NYG,2007-11-11,2007,REG,10,00-0022803,E.Manning,NYG,DAL,39,-0.065550,5.760620,0.410256,26.852841,0.000000,-0.005676,-0.059874,-0.017958,-0.013630,-0.143560,-0.071727,-0.034602,-0.033405,0.001417,-2.749904,0.438307,-0.035978,-0.034580,0.001417,0.016568,0.014364,0.009021
2007_10_DEN_KC,2007-11-11,2007,REG,10,00-0007835,D.Huard,KC,DEN,17,-0.814979,-15.387956,0.352941,34.340862,5.572154,0.057516,-0.872495,0.052908,0.128473,0.008838,0.045471,-0.001611,-0.000942,0.001699,0.032963,0.418969,-0.021525,0.003780,0.001699,0.040131,0.052819,0.017484
2007_10_DEN_KC,2007-11-11,2007,REG,10,00-0021379,P.Ramsey,DEN,KC,1,-0.203109,0.000000,0.000000,28.739220,3.465736,-0.006028,-0.197081,-0.223251,-0.431990,-0.388048,-0.223251,-0.085673,-0.091331,0.004097,-1.208147,0.414248,-0.102914,-0.102527,0.004097,-0.001413,-0.000837,-0.022675
2007_10_DEN_KC,2007-11-11,2007,REG,10,00-0024226,J.Cutler,DEN,KC,30,-0.040800,-1.165126,0.433333,24.536619,2.397895,-0.006028,-0.034772,0.070384,-0.047060,-0.039082,0.112371,0.031143,0.032822,0.001951,0.609112,0.449452,0.036274,0.040691,0.001951,0.074338,0.076894,0.062852
2007_10_DEN_KC,2007-11-11,2007,REG,10,00-0024300,B.Croyle,KC,DEN,32,-0.155191,-6.098332,0.468750,24.761123,4.442651,0.057516,-0.212707,-0.105460,-1.375133,-0.642992,-0.105460,-0.068367,-0.074502,0.004026,-1.242996,0.420404,-0.089226,-0.070967,0.004026,0.004959,0.012934,-0.013679
2007_10_DET_ARI,2007-11-11,2007,REG,10,00-0009311,J.Kitna,DET,ARI,49,0.023225,8.132930,0.530612,35.137577,5.572154,0.003016,0.020209,-0.030917,-0.051875,0.012456,-0.011820,-0.025590,-0.021299,0.001274,1.273540,0.454159,-0.041109,-0.045193,0.001274,0.052852,0.047079,0.041941
2007_10_DET_ARI,2007-11-11,2007,REG,10,00-0017200,K.Warner,ARI,DET,38,0.114380,8.736835,0.578947,36.388775,5.572154,0.010950,0.103430,0.057962,0.056994,-0.183582,0.057962,0.024184,0.028857,0.002061,0.540071,0.454632,0.008366,0.000290,0.002061,0.064922,0.054983,0.055874
2007_10_DET_ARI,2007-11-11,2007,REG,10,00-0019623,T.Rattay,ARI,DET,1,1.410651,49.003857,1.000000,30.658453,5.356586,0.010950,1.399701,0.010492,0.086993,0.399844,0.010492,-0.021914,-0.018066,0.003263,-1.053141,0.432107,-0.037407,-0.042112,0.003263,0.028682,0.025605,0.014309
2007_10_IND_SD,2007-11-11,2007,REG,10,00-0010346,P.Manning,IND,LAC,58,-0.008411,1.598904,0.517241,31.633128,0.000000,-0.002568,-0.005843,0.320556,0.322952,0.289979,0.325313,0.240362,0.246609,0.001340,2.824043,0.532134,0.244095,0.265151,0.001340,0.191322,0.200029,0.208310
2007_10_IND_SD,2007-11-11,2007,REG,10,00-0022942,P.Rivers,LAC,IND,26,-0.558675,-8.102138,0.346154,25.924709,1.386294,-0.018184,-0.540491,0.118512,0.178040,0.154941,0.015769,0.048508,0.050433,0.001514,0.808936,0.448187,0.049647,0.073826,0.001514,0.080582,0.092872,0.068022
2007_10_JAX_TEN,2007-11-11,2007,REG,10,00-0020613,Q.Gray,JAX,TEN,24,0.108582,-4.117547,0.416667,28.476386,5.572154,-0.050504,0.159086,-0.001734,0.232956,0.100712,-0.001734,-0.022080,-0.022112,0.003214,-2.423955,0.411191,-0.042077,-0.058891,0.003214,0.009806,0.004240,-0.009909
2007_10_JAX_TEN,2007-11-11,2007,REG,10,00-0024218,V.Young,TEN,JAX,44,-0.161529,1.136120,0.409091,24.484600,1.098612,0.003282,-0.164811,-0.123077,-0.123362,-0.136393,-0.103607,-0.109837,-0.104158,0.001702,-2.310061,0.400494,-0.095958,-0.090383,0.001702,-0.011842,-0.011724,-0.036150
2007_10_MIN_GB,2007-11-11,2007,REG,10,00-0005106,B.Favre,GB,MIN,46,0.585282,8.311176,0.608696,38.086242,3.496508,0.020534,0.564748,0.060829,-0.004001,0.235617,0.119851,0.089864,0.089733,0.001258,-1.125724,0.451523,0.072424,0.042173,0.001258,0.073516,0.056129,0.067103
2007_10_MIN_GB,2007-11-11,2007,REG,10,00-0022026,B.Bollinger,MIN,GB,29,-0.438141,4.717425,0.310345,27.989049,5.298317,-0.018263,-0.419878,-0.036238,-0.437722,-0.156711,-0.036238,-0.088362,-0.081829,0.003766,0.419104,0.421481,-0.103664,-0.064891,0.003766,0.013967,0.029357,-0.008315
2007_10_MIN_GB,2007-11-11,2007,REG,10,00-0023459,A.Rodgers,GB,MIN,2,-0.032240,16.703883,0.500000,23.942505,3.178054,0.020534,-0.052774,-0.849157,-0.849157,-0.099446,-0.849157,-0.116445,-0.116296,0.004678,-1.800405,0.399653,-0.124736,-0.125415,0.004678,-0.018315,-0.019586,-0.044151
2007_10_PHI_WAS,2007-11-11,2007,REG,10,00-0011022,D.McNabb,PHI,WAS,32,0.277291,9.152591,0.531250,30.959617,0.693147,0.013012,0.264279,0.088102,0.111941,0.108236,0.028746,0.067597,0.056431,0.001481,-1.759863,0.441608,0.054433,0.043996,0.001481,0.058920,0.050424,0.049988
2007_10_PHI_WAS,2007-11-11,2007,REG,10,00-0023460,J.Campbell,WAS,PHI,36,0.255484,12.039210,0.583333,25.861739,3.218876,-0.011503,0.266987,-0.011317,-0.012065,-0.038982,0.008939,-0.005763,-0.004455,0.001775,-1.240161,0.429212,-0.008389,-0.027188,0.001775,0.036960,0.021636,0.021741
2007_10_STL_NO,2007-11-11,2007,REG,10,00-0019599,M.Bulger,LA,NO,37,0.492976,19.090489,0.567568,30.600958,5.123964,0.028299,0.464677,0.031173,0.090262,-0.038212,-0.011499,0.032816,0.025838,0.001326,0.432846,0.445948,0.017468,-0.005607,0.001326,0.065023,0.048721,0.052569
2007_10_STL_NO,2007-11-11,2007,REG,10,00-0020531,D.Brees,NO,LA,38,0.047322,9.377663,0.578947,28.821355,3.465736,0.031963,0.015359,0.147963,0.221254,0.196665,0.074254,0.112084,0.103855,0.001286,2.217164,0.487047,0.097486,0.101704,0.001286,0.120402,0.118315,0.120475
2007_10_SF_SEA,2007-11-12,2007,REG,10,00-0007091,M.Hasselbeck,SEA,SF,41,0.248735,7.492629,0.585366,32.131417,5.231109,0.035056,0.213679,0.046914,-0.021230,0.106879,0.101253,0.048375,0.037219,0.001428,0.064181,0.456181,0.023949,0.012153,0.001428,0.067035,0.057595,0.059771
2007_10_SF_SEA,2007-11-12,2007,REG,10,00-0023436,A.Smith,SF,SEA,31,-0.732005,-10.613451,0.161290,23.515400,0.000000,0.005916,-0.737921,-0.126290,-0.068660,-0.391504,-0.214989,-0.154066,-0.156068,0.001556,-3.055229,0.368669,-0.146376,-0.116390,0.001556,-0.045131,-0.028899,-0.080765
2007_11_ARI_CIN,2007-11-18,2007,REG,11,00-0017200,K.Warner,ARI,CIN,31,0.194257,-1.454199,0.483871,36.407940,5.572154,0.060660,0.133597,0.063836,0.056994,-0.122112,0.043866,0.034629,0.035289,0.001981,0.450604,0.456427,0.014874,0.007106,0.001981,0.067034,0.064460,0.058940
2007_11_ARI_CIN,2007-11-18,2007,REG,11,00-0021429,C.Palmer,CIN,ARI,53,-0.319840,4.098196,0.490566,27.893224,0.000000,0.002769,-0.322609,0.149168,0.117222,0.202728,0.154060,0.097752,0.108022,0.001299,3.939261,0.480243,0.105350,0.136983,0.001299,0.135972,0.147281,0.128871
2007_11_CAR_GB,2007-11-18,2007,REG,11,00-0005106,B.Favre,GB,CAR,31,0.207482,8.523466,0.483871,38.105407,3.496508,-0.000671,0.208153,0.085050,-0.004001,0.307753,0.148131,0.094449,0.094349,0.001257,-0.837093,0.452784,0.076504,0.071164,0.001257,0.077781,0.073054,0.071165
2007_11_CAR_GB,2007-11-18,2007,REG,11,00-0016193,V.Testaverde,CAR,GB,39,-0.142845,-9.940113,0.410256,44.013689,0.000000,-0.030399,-0.112446,0.035994,2.076664,1.011687,0.035994,-0.038296,-0.034101,0.003182,-2.953213,0.402042,-0.029573,-0.017834,0.003182,0.007472,0.016388,-0.014804
2007_11_CHI_SEA,2007-11-18,2007,REG,11,00-0007091,M.Hasselbeck,SEA,CHI,45,0.195419,6.354007,0.533333,32.147844,5.231109,-0.013713,0.209132,0.058126,-0.021230,0.136144,0.113409,0.057543,0.047938,0.001386,0.367861,0.460991,0.034314,0.022689,0.001386,0.074683,0.066574,0.068645
2007_11_CHI_SEA,2007-11-18,2007,REG,11,00-0022121,R.Grossman,CHI,SEA,41,-0.082290,6.808017,0.414634,27.236140,3.091042,-0.016680,-0.065610,-0.090579,-0.053423,-0.259392,-0.173374,-0.096637,-0.102109,0.001575,-3.016500,0.405896,-0.108484,-0.111445,0.001575,-0.020936,-0.026452,-0.041176
2007_11_CLE_BAL,2007-11-18,2007,REG,11,00-0022164,K.Boller,BAL,CLE,47,-0.262898,-3.198540,0.404255,26.420260,2.944439,0.068441,-0.331339,0.044855,0.238691,-0.015000,0.044855,-0.033786,-0.049156,0.002509,-0.695381,0.414086,-0.055752,-0.018911,0.002509,0.020143,0.035845,-0.002623
2007_11_CLE_BAL,2007-11-18,2007,REG,11,00-0023645,D.Anderson,CLE,BAL,40,-0.086911,0.374046,0.325000,24.427105,5.361292,-0.031826,-0.055085,0.087056,-0.189332,0.225620,0.077315,0.043002,0.052947,0.001793,-0.578079,0.442380,0.049414,0.057486,0.001793,0.067249,0.072184,0.055711
2007_11_KC_IND,2007-11-18,2007,REG,11,00-0010346,P.Manning,IND,KC,34,-0.306662,-16.166425,0.294118,31.652293,0.000000,-0.007888,-0.298774,0.299214,0.322952,0.228421,0.318404,0.215683,0.222004,0.001327,2.165499,0.521396,0.219249,0.243723,0.001327,0.173789,0.191186,0.187996
2007_11_KC_IND,2007-11-18,2007,REG,11,00-0024300,B.Croyle,KC,IND,29,0.000833,1.331852,0.551724,24.780287,4.442651,-0.032720,0.033553,-0.133379,-1.375133,-0.542359,-0.133379,-0.061053,-0.063081,0.003645,-1.082392,0.434284,-0.075752,-0.088671,0.003645,0.014972,0.005162,0.001712
2007_11_MIA_PHI,2007-11-18,2007,REG,11,00-0011022,D.McNabb,PHI,MIA,11,-0.849804,-30.745882,0.181818,30.978782,0.693147,0.031698,-0.881502,0.096979,0.111941,0.143112,0.062742,0.052405,0.040899,0.001505,-2.125987,0.437306,0.038569,0.054062,0.001505,0.048868,0.058784,0.039098
2007_11_MIA_PHI,2007-11-18,2007,REG,11,00-0020305,A.Feeley,PHI,MIA,19,0.285679,10.621756,0.578947,30.507871,5.043425,0.031698,0.253981,0.399919,0.399919,-0.272397,0.399919,0.044524,0.039456,0.003980,-0.045797,0.434481,0.018219,-0.001070,0.003980,0.058188,0.043945,0.042113
2007_11_MIA_PHI,2007-11-18,2007,REG,11,00-0025427,J.Beck,MIA,PHI,22,-0.079446,-17.397514,0.363636,26.242300,3.688879,-0.002800,-0.076646,,,,,-0.052944,-0.052664,0.004545,-1.862945,0.414364,-0.066693,-0.065588,0.004545,0.006368,0.015558,-0.013333
2007_11_NE_BUF,2007-11-18,2007,REG,11,00-0019596,T.Brady,NE,BUF,39,0.913706,17.906459,0.769231,30.291581,5.293305,0.014002,0.899704,0.265295,0.128344,0.450385,0.419572,0.277041,0.279538,0.001361,4.303684,0.518442,0.270664,0.235404,0.001361,0.209853,0.188298,0.217320
2007_11_NE_BUF,2007-11-18,2007,REG,11,00-0022912,J.Losman,BUF,NE,30,-0.261616,-3.057747,0.333333,26.685832,3.091042,-0.065390,-0.196226,-0.055574,-0.051512,-0.038880,-0.004863,-0.059657,-0.057004,0.001689,1.442637,0.433400,-0.064037,-0.056981,0.001689,0.040309,0.045822,0.020344
2007_11_NE_BUF,2007-11-18,2007,REG,11,00-0023662,M.Cassel,NE,BUF,2,0.519941,27.165839,1.000000,25.505818,5.438079,0.014002,0.505939,-0.513257,-0.255818,-0.883490,-0.513257,-0.079541,-0.080372,0.004905,-1.428403,0.417645,-0.106441,-0.112508,0.004905,-0.003651,-0.008661,-0.022927
2007_11_NO_HOU,2007-11-18,2007,REG,11,00-0020531,D.Brees,NO,HOU,49,-0.016464,-1.375263,0.551020,28.840520,3.465736,0.030121,-0.046585,0.143941,0.221254,0.165856,0.020720,0.104188,0.094614,0.001254,2.046552,0.490977,0.088287,0.097114,0.001254,0.116648,0.120266,0.118826
2007_11_NO_HOU,2007-11-18,2007,REG,11,00-0022787,M.Schaub,HOU,NO,33,0.318670,1.823201,0.484848,26.398357,4.499810,0.043968,0.274702,-0.009032,-0.160045,-0.279262,-0.009032,-0.003283,-0.003963,0.002323,2.029249,0.459023,-0.015329,-0.039414,0.002323,0.069971,0.060671,0.059131
2007_11_NYG_DET,2007-11-18,2007,REG,11,00-0009311,J.Kitna,DET,NYG,46,-0.046919,11.235547,0.391304,35.156742,5.572154,0.002774,-0.049693,-0.028243,-0.051875,0.014678,0.006381,-0.026815,-0.022930,0.001248,1.713046,0.450549,-0.042790,-0.042369,0.001248,0.054973,0.052391,0.041457
2007_11_NYG_DET,2007-11-18,2007,REG,11,00-0022803,E.Manning,NYG,DET,41,0.188239,2.776621,0.560976,26.872005,0.000000,0.014815,0.173424,-0.020168,-0.013630,-0.127467,-0.090930,-0.021960,-0.021672,0.001384,-2.510213,0.445266,-0.024450,-0.036350,0.001384,0.024678,0.016432,0.019415
2007_11_OAK_MIN,2007-11-18,2007,REG,11,00-0003739,D.Culpepper,LV,MIN,43,0.152458,-2.368432,0.488372,30.803559,2.397895,0.042356,0.110102,-0.084155,-0.125300,-0.064602,-0.084155,-0.050617,-0.061303,0.002087,-1.563057,0.408315,-0.065294,-0.082589,0.002087,0.007786,-0.000200,-0.015206
2007_11_OAK_MIN,2007-11-18,2007,REG,11,00-0024279,T.Jackson,MIN,LV,25,-0.191784,9.114633,0.640000,24.577687,4.158883,-0.026430,-0.165354,-0.220699,-0.325939,-0.103015,-0.220699,-0.140827,-0.141186,0.002614,-2.550264,0.396578,-0.146045,-0.144695,0.002614,-0.033267,-0.041869,-0.058452
2007_11_PIT_NYJ,2007-11-18,2007,REG,11,00-0022924,B.Roethlisberger,PIT,NYJ,32,-0.068176,4.778163,0.437500,25.713895,2.397895,0.054544,-0.122720,0.102584,0.020559,0.327929,0.212827,0.089211,0.087634,0.001461,2.630849,0.459141,0.087094,0.097381,0.001461,0.112595,0.115982,0.099964
2007_11_PIT_NYJ,2007-11-18,2007,REG,11,00-0024264,K.Clemens,NYJ,PIT,33,-0.417403,-10.863135,0.424242,24.451745,3.891820,-0.035212,-0.382191,-0.086350,-1.359605,-0.500860,-0.086350,-0.098097,-0.089789,0.003057,-3.310536,0.410677,-0.096698,-0.064667,0.003057,-0.017814,-0.002125,-0.035353
2007_11_SD_JAX,2007-11-18,2007,REG,11,00-0021231,D.Garrard,JAX,LAC,24,0.339439,1.844267,0.458333,29.757700,4.682131,-0.004172,0.343611,0.042795,-0.069508,0.091670,0.089405,0.036915,0.033920,0.001909,1.475350,0.437669,0.023583,0.008218,0.001909,0.073829,0.067826,0.055282
2007_11_SD_JAX,2007-11-18,2007,REG,11,00-0022942,P.Rivers,LAC,JAX,40,0.213388,-5.003069,0.350000,25.943874,1.386294,-0.004636,0.218024,0.095223,0.178040,0.007723,-0.068665,0.058214,0.060299,0.001472,0.548537,0.442406,0.059209,0.049275,0.001472,0.080340,0.080446,0.065972
2007_11_STL_SF,2007-11-18,2007,REG,11,00-0004293,T.Dilfer,SF,LA,41,-0.184906,-2.423328,0.390244,35.682409,1.791759,0.031076,-0.215982,-0.487330,,-0.577384,-0.487330,-0.200210,-0.205346,0.002997,-2.288539,0.389910,-0.208761,-0.207750,0.002997,-0.055825,-0.055371,-0.084252
2007_11_STL_SF,2007-11-18,2007,REG,11,00-0019599,M.Bulger,LA,SF,38,-0.140368,6.093475,0.315789,30.620123,5.123964,0.042143,-0.182511,0.050307,0.090262,0.071372,0.037494,0.024210,0.015485,0.001308,0.648989,0.439480,0.007177,0.017096,0.001308,0.061340,0.064887,0.045667
2007_11_TB_ATL,2007-11-18,2007,REG,11,00-0005755,J.Garcia,TB,ATL,21,0.231364,-4.212768,0.428571,37.730322,5.572154,0.003236,0.228128,0.129970,0.085696,0.129109,0.162327,0.088039,0.081411,0.001810,0.599387,0.440078,0.060557,0.053937,0.001810,0.080638,0.079519,0.065162
2007_11_TB_ATL,2007-11-18,2007,REG,11,00-0021141,J.Harrington,ATL,TB,21,0.155260,7.466078,0.523810,29.075975,1.098612,0.016533,0.138727,-0.086812,-0.102067,-0.073468,-0.147306,-0.073937,-0.075233,0.001532,-1.669764,0.423480,-0.078617,-0.085842,0.001532,0.006074,0.000612,-0.010245
