passer_player_id,origin_season,target_start_season,target_end_season,target_span_days,k_epa,k_cpoe,k_success,k_informed,y
00-0019596,2019,2019,2020,364,0.1895039364244345,1.394330379868445,0.4892410653403619,0.1607665995374663,0.027580992366412215
00-0019596,2019,2019,2020,357,0.12996377687666577,0.49712864607239576,0.468737150149203,0.10277884597185069,0.0827828814102564
00-0019596,2020,2020,2021,360,0.1025478592047177,0.29378426916265676,0.46010557203769925,0.07472459577587538,0.22621324279210925
00-0019596,2020,2020,2021,357,0.11325079950041518,0.7051429206765385,0.46113642851746917,0.08584962987337376,0.2624376954545454
00-0019596,2021,2021,2022,350,0.17110520525969122,1.3467094844088625,0.4813334533542539,0.14407411836934855,0.17802788922610016
00-0019596,2021,2021,2022,350,0.1787658897236216,1.6230949719780656,0.49532581952803306,0.1517441558154484,0.12847906090651556
00-0022912,2006,2006,2007,357,-0.04096104013082295,-0.030764013231361242,0.40696540228056216,-0.050400933224895625,-0.0696676525423729
00-0022912,2006,2006,2008,686,-0.12658364126646773,1.0675810709578246,0.4220944466309573,-0.13326288999805277,-0.016470013824884784
00-0005106,2006,2006,2007,357,-0.08500568181818181,-1.4348618919319023,0.40504476584022037,-0.09783023720909645,-0.012072273993808037
00-0005106,2006,2006,2007,357,0.03740175726481122,-2.175821003770669,0.44118679118253185,0.025663154550119055,0.08848184724409448
00-0005106,2007,2007,2008,357,-0.036406406417051604,-4.052002602474105,0.4126532138445398,-0.05067266429247168,0.2571949563567362
00-0005106,2007,2007,2008,357,0.08973328570407584,-1.12572426875014,0.4515234449888177,0.0724243057641414,0.09006996058091285
00-0005106,2008,2008,2009,364,0.10436866554541033,-0.15546516894807705,0.4569935909959152,0.08240278440279644,0.020811769927536226
00-0005106,2008,2008,2009,367,0.0826195231964385,1.3765314523744687,0.4685667167927111,0.05873069492720292,0.11541125
00-0005106,2009,2009,2010,354,0.048888346768656075,1.1860116905170106,0.47288261955294836,0.023644888314450174,0.23333167667844523
00-0005106,2009,2009,2010,357,0.10319547780985863,2.289334557201103,0.4815182510052949,0.07686656735074647,0.0798295237258348
00-0022121,2006,2006,2007,357,0.008635359572314864,0.10384169384698194,0.44070933739604873,-0.0007625821334310973,-0.08599918637274548
00-0022121,2006,2006,2008,714,-0.000583749137972104,-0.8562848330090127,0.43631764577026194,-0.00665403567196312,-0.20640631896551723
00-0022121,2007,2007,2011,1456,-0.07644764832793717,-3.041456778130023,0.40390452629580637,-0.08272628172448908,-0.1561342105263158
00-0022121,2008,2008,2011,1120,-0.12489051180554347,-3.3169046123417893,0.3942948503715498,-0.13162581716615263,-0.09272889097744362
00-0007835,2006,2006,2007,399,-0.06621476988940421,0.35778231057891774,0.4106314302533,-0.09470085859480863,0.09011940466101695
00-0007835,2006,2006,2008,644,0.04940115658319462,-0.7095033008243907,0.42333947972384034,0.029028146572745286,-0.11186148764044944
00-0021429,2006,2006,2007,358,-0.052425192552225254,-0.8840771899095669,0.4365122615803815,-0.03907468027456238,0.11391522477876105
00-0021429,2006,2006,2007,357,0.027600863323028794,1.6383734304187407,0.46193379181645094,0.03101235742101689,0.19883701584507044
00-0021429,2007,2007,2008,357,0.08663441689432579,2.802263121056032,0.46596415887103537,0.08645178492154632,0.08376319382504285
00-0021429,2007,2007,2009,693,0.1398524515408866,3.930345110701266,0.4794796744510782,0.13735495993181163,-0.02549552899824254
00-0021429,2008,2008,2009,455,0.07485830984545294,3.402022449761731,0.4672241561473914,0.07061301866632884,0.08906485171102661
00-0021429,2009,2009,2010,357,0.0625977301834319,2.38952789809133,0.4633425537591568,0.05722950829609391,0.06797094346978558
00-0021429,2009,2009,2010,357,0.08327162023281459,2.1772110144492567,0.4672430163729593,0.07671541146387384,-0.00556436815920398
00-0021429,2010,2010,2011,399,0.05245103598785025,1.4646978787283988,0.46540482815661066,0.04539515410690807,0.09138950089445438
00-0021429,2010,2010,2012,644,0.03672751525634066,1.0709520532066794,0.46551787416940027,0.029483113183638828,0.15851594148936174
00-0021429,2011,2011,2012,357,0.07699897226771966,1.6448273529103485,0.4751202717297387,0.06903209199527774,0.035841088059701494
00-0021429,2012,2012,2013,364,0.09550268507250065,1.969094194175159,0.4775148516334093,0.08457024639220524,-0.03777847096774194
00-0021429,2012,2012,2013,364,0.04242242698110872,1.103981764143881,0.4605023316634418,0.026888917349992537,0.008810456706281826
00-0021429,2013,2013,2014,385,0.018680334869684782,0.6490663939671881,0.4581434355652769,-0.001053239821698737,0.10743695081967214
00-0021429,2013,2013,2015,679,0.026953206405552897,1.9683941601950403,0.45943364864801106,0.004918494245907245,0.20378897731239093
00-0021429,2014,2014,2015,413,0.07086802032091041,1.7124706962920637,0.45239805715594195,0.04698183198584534,0.27386794280762566
00-0021429,2015,2015,2016,363,0.11152643467665971,2.5149614733735586,0.46655727720593926,0.08567823914268723,0.1912283829787234
00-0021429,2015,2015,2016,363,0.17398817765767793,3.4133275907910474,0.4814878895742634,0.14754209769836651,0.04621609938837921
00-0021429,2016,2016,2017,357,0.14533970401994817,2.4254322128755077,0.47884983604083164,0.11871706794528279,0.01667922485207101
00-0022177,2006,2006,2009,1105,-0.01948800084979818,-0.2607624402205122,0.43416192946675164,-0.02057363165017828,-0.08416529189189188
00-0019599,2006,2006,2007,357,-0.0834494324893626,-1.868933029585934,0.40493738838100857,-0.1065106173298927,0.09288024960753534
00-0019599,2006,2006,2007,371,0.06838541805345685,1.1035514989755686,0.4570635846253013,0.057093889336656524,-0.027026438898450952
00-0019599,2007,2007,2008,399,0.04748810556593759,-0.028728274817997113,0.4479117331766553,0.0386363942316414,-0.12752882982791588
00-0019599,2007,2007,2008,364,0.0075290081646223,0.5975276524606761,0.4386226686737895,-0.0010810453597870778,-0.18895970622568095
00-0019599,2008,2008,2009,364,-0.047884111510984734,-0.4425495978774376,0.4148340882519527,-0.056483762981126256,-0.17370153503184713
00-0010346,2006,2006,2007,354,0.0172037301377774,-0.7134928922743095,0.43399884497978714,0.02933054642167051,0.324516315978456
00-0010346,2006,2006,2007,357,0.20943263552305502,1.9203809916731476,0.5105962883175198,0.2127372264835313,0.26625944503546095
00-0010346,2007,2007,2008,357,0.24875953943246265,2.5415913823157723,0.523249222983177,0.24847805496144648,0.2565708868940754
00-0010346,2007,2007,2008,357,0.24660885387086387,2.8240432733425216,0.5321335346011249,0.24409527586672403,0.17954188309352517
00-0010346,2008,2008,2009,364,0.25488255791093717,2.4460844545375102,0.5249243930777817,0.2498349491091522,0.2816247050359712
00-0010346,2008,2008,2009,364,0.21822315169418788,2.1299039355569693,0.5016044096124738,0.20651075469872668,0.3800062767402377
00-0010346,2009,2009,2010,356,0.284862417006828,4.232294687405394,0.5366521362702072,0.26777719828118196,0.30024956644518275
00-0010346,2009,2009,2010,357,0.2792783989451928,4.909804205970778,0.5356749007540116,0.25979924284489353,0.2629220260586319
00-0010346,2010,2010,2012,721,0.2894366625224369,5.035893016721883,0.5411490742476046,0.266930384196935,0.18931925864661656
00-0010346,2010,2010,2012,721,0.25932368698067865,4.133969110441286,0.5287159962914089,0.23603183854405843,0.19902221003134798
00-0010346,2012,2012,2013,353,0.2223861072171426,4.689922185659,0.5251574677395108,0.1977312693253581,0.2818467588996764
00-0010346,2012,2012,2013,357,0.2322867647943347,5.25936741813837,0.5283247269474164,0.2064957628199851,0.35367071583850934
00-0010346,2013,2013,2014,357,0.25708307826010923,5.621781348629875,0.5263090454734566,0.23050562704868033,0.374635177877429
00-0010346,2013,2013,2014,357,0.28918108047687285,6.3870211916026225,0.538742780234664,0.2628661564940728,0.3207467328244275
00-0010346,2014,2014,2015,364,0.3114195533165908,5.655322552941068,0.5381152248082282,0.28488164395100574,0.1564687729468599
00-0010346,2014,2014,2015,364,0.3021061319002693,5.624332127646488,0.5366558514638875,0.2754017960640579,-0.024274101867572152
00-0022803,2006,2006,2007,357,-0.00312532849705556,-1.0932851942717687,0.440343160194589,0.009419618176757558,-0.0030724963898916945
00-0022803,2006,2006,2007,356,-0.0017456424844659452,-0.936798428830752,0.4597858553717224,0.0016945076218279828,-0.04772266162570889
00-0022803,2007,2007,2008,354,0.003363883715205268,-2.095480800877388,0.4538202602812405,0.0031343035642840897,-0.11739952189781021
00-0022803,2007,2007,2008,357,-0.03340512189047439,-2.7499042695357523,0.43830732006410483,-0.035978069072050096,-0.02141695099818512
00-0022803,2008,2008,2009,364,-0.06636287366324435,-4.091724863730709,0.4298806877517821,-0.07051532047087554,0.107231028
00-0022803,2008,2008,2009,357,-0.021054149508763765,-2.846275451889858,0.4376365988333676,-0.026534156279435644,0.12011537848605579
00-0022803,2009,2009,2010,357,0.015678904233449517,-2.293183320136611,0.4526183336402334,0.009157047578766415,0.15910206877323424
00-0022803,2009,2009,2010,357,0.049008844823010926,-1.7637248024707173,0.4479343809892641,0.041859278096806896,0.11819622891566266
00-0022803,2010,2010,2011,357,0.08944572127505045,-0.2688065764157768,0.4598570213287368,0.08190945892707499,0.06466399284436494
00-0022803,2010,2010,2011,357,0.08059934325045551,1.1255090901683873,0.47079780598695825,0.07293062445958969,0.14637897137745975
00-0022803,2011,2011,2012,352,0.07614360540720247,0.40043230498065885,0.4581555385477393,0.06804641816410904,0.15522171915584415
00-0022803,2011,2011,2012,350,0.11477017512436052,1.2446236977661251,0.4660172466293385,0.10670341264188661,0.12286988467874795
00-0022803,2012,2012,2013,357,0.11326484724339168,0.8320805647921199,0.46450611954565524,0.10520342598685288,0.11029776106194689
00-0022803,2012,2012,2013,364,0.11688319144221458,0.8346618604370026,0.474271012150875,0.10859379344405003,-0.02868224310344827
00-0022803,2013,2013,2014,358,0.10299367761311688,0.6534151266849411,0.47727549399542885,0.09364153584587472,-0.11290546896551724
00-0022803,2013,2013,2014,357,0.030710942311209834,-0.4922466659673439,0.4571281501356501,0.015786489808276127,0.011946975736568466
00-0022803,2014,2014,2015,364,-0.010689331587589598,-1.0465641912878152,0.4430991245102767,-0.029938537908918726,0.12336761428571429
00-0022803,2014,2014,2015,357,0.025280132421686665,-0.5556888865390051,0.44711589514616923,0.0036564090152323737,0.15448597663551403
00-0022803,2015,2015,2016,357,0.05508521122490574,-0.31309582946468006,0.4475341774878067,0.03197559310585141,0.09965279905808476
00-0022803,2015,2015,2016,365,0.08741110904156658,0.14876755994185767,0.45948854154435337,0.06294248141638789,0.010208816513761465
00-0022803,2016,2016,2017,357,0.06469200089967587,-0.6881535414076334,0.45376730494940604,0.03923692096738779,-0.028912533333333327
00-0022803,2016,2016,2017,357,0.0424082304083351,-1.1418322164801684,0.44831890116751494,0.01661097978883745,-0.04349930505709624
00-0022803,2017,2017,2018,363,0.004917397769479283,-0.947545201557876,0.44737643558718065,-0.02181616982768574,-0.11431357339449541
00-0022803,2017,2017,2018,364,-0.001154618668255828,-0.9553848991254956,0.44374537957212656,-0.02824571195445146,-0.06129706441717792
00-0022803,2018,2018,2019,357,-0.05800290271393037,-2.156911865588124,0.4287899885476604,-0.08467545074298297,0.06547339745627981
00-0020531,2006,2006,2007,354,-0.027086077471791106,-1.0962894837355963,0.42864554498292334,-0.03897979762609043,0.1783611198630137
00-0020531,2006,2006,2007,357,0.14910365773457213,1.0035077485535853,0.48145631286785634,0.1423306897482407,0.09150229720853857
00-0020531,2007,2007,2008,357,0.11583900165379252,0.3493271282073346,0.4729777723545214,0.10930435514125403,0.12309403181818183
00-0020531,2007,2007,2008,357,0.10385494392838883,2.217163892473933,0.4870468176294839,0.09748551703136922,0.1829595811836115
00-0020531,2008,2008,2009,364,0.12103673397839748,2.817152795492644,0.4994790106669093,0.11441720202415138,0.2750557577639751
00-0020531,2008,2008,2009,364,0.1452589968334986,3.0151167526466702,0.5004833743014111,0.13841483240802377,0.26463462867012094
00-0020531,2009,2009,2010,365,0.20828973300456494,2.925363590029118,0.5188395207131719,0.20104568007202495,0.2495214513888889
00-0020531,2009,2009,2010,364,0.20008405007294686,3.4377954861404736,0.5126631076062458,0.19226939628945897,0.22401475531914894
00-0020531,2010,2010,2011,357,0.23150354242659785,4.729466122959367,0.5183877683978843,0.2236130596347047,0.1474654726224784
00-0020531,2010,2010,2011,353,0.20178472729378308,5.113859213328587,0.5139470866427807,0.19409046169205232,0.187175619047619
00-0020531,2011,2011,2012,357,0.19250622193750944,4.787867334387009,0.5054625674664461,0.18315869645245597,0.2927699109195402
00-0020531,2011,2011,2012,356,0.19358095491574093,5.38801267933933,0.5193282848269891,0.1789307056946246,0.33666956773211565
00-0020531,2012,2012,2013,357,0.24062335623841352,5.1151222823380955,0.523835547438431,0.22239178514444713,0.18147812130177512
00-0020531,2012,2012,2013,357,0.2572179937637204,4.639500895640888,0.5293328015547295,0.23565073559740263,0.18488620283687943
00-0020531,2013,2013,2014,357,0.20548970929185792,3.9230745323238954,0.5164653510741382,0.1828580496230819,0.218205317715959
00-0020531,2013,2013,2014,360,0.23449491665758412,4.501229488845296,0.5181237871041562,0.21061708947954746,0.15549910058309038
00-0020531,2014,2014,2015,364,0.2096134623466842,4.496621058335475,0.51138942984759,0.18487837678926633,0.12894509523809522
00-0020531,2014,2014,2015,370,0.19520870468073034,4.081863780182878,0.5056045319218981,0.1698944686505022,0.09211154166666667
00-0020531,2015,2015,2016,358,0.15131457581836416,3.5360965356791985,0.494340952006019,0.12577456291421735,0.17017970297029703
00-0020531,2015,2015,2016,357,0.12964342423511288,3.4045637424921855,0.4869680593085886,0.10375928947986773,0.24651852547307132
00-0020531,2016,2016,2017,357,0.15977972825809647,3.1425644098319934,0.4919148943913205,0.13407191057866516,0.18388411278195488
00-0020531,2016,2016,2017,357,0.19268833882680647,4.19967263650755,0.5071447895098781,0.1662124796774033,0.16489791611842103
00-0020531,2017,2017,2018,357,0.1760965006354158,3.849487496787724,0.4991814129519062,0.14940178192854717,0.2213164643478261
00-0020531,2017,2017,2018,354,0.18715533001972065,4.032793021955282,0.5008360949918905,0.1589082375845993,0.34431941713221603
00-0020531,2018,2018,2019,406,0.19693367048863805,4.678298884896537,0.5103275094815475,0.16887013882100904,0.23159865234375002
00-0020531,2018,2018,2020,654,0.278116693500897,5.308399340392575,0.529533290932392,0.24804050938952388,0.1501294946236559
00-0020531,2019,2019,2020,364,0.18934280811445603,4.819807440830794,0.5177715811763064,0.15966757268476794,0.2592249077757685
00-0023502,2006,2006,2009,1197,-0.08934896005509642,-0.7445624026646929,0.4180871212121212,-0.10641396479045924,-0.23766133858267713
00-0003292,2006,2006,2008,777,-0.09072969653286939,-1.7988652351781789,0.4065282417049832,-0.09023565679816876,0.017324167138810197
00-0003292,2007,2008,2008,112,-0.07879446251969671,-2.108738659968639,0.4121390296045884,-0.08644605628570559,0.06913817647058823
00-0003292,2008,2008,2010,679,-0.014182567357355864,-2.7077507094332938,0.42019660505790113,-0.02612723386498135,-0.0018574610389610288
00-0003292,2008,2009,2010,472,0.010675452829075546,-2.2465603556385965,0.42626480172059095,-0.005871085890877835,-0.015738222457627116
00-0019559,2006,2006,2007,357,0.029506182919056725,0.35647811622832193,0.4427449124707882,0.021830982334902736,0.03829344779116464
00-0019559,2006,2006,2007,399,-0.007646277328972881,-0.25743974553760507,0.42975957707799173,-0.013453756462140195,0.030324519083969458
00-0019559,2007,2007,2008,406,0.04676313037068902,1.4937036095600404,0.45816122893786115,0.04102557466254436,0.0670259281553398
00-0019559,2007,2008,2008,112,0.015703024269953812,2.9534004595363825,0.45503231252331316,0.009541571390839531,0.18098492369477912
00-0024218,2006,2006,2007,364,-0.053403527739658896,-0.8043964066924068,0.42653401293863946,-0.04692923450030248,-0.11881770921985817
00-0024218,2006,2006,2007,364,-0.13027540669913626,-4.4142898498167025,0.37036402350349024,-0.12407089554739152,-0.0619796881959911
00-0024218,2007,2007,2008,461,-0.08669632440623767,-3.0874373296165336,0.3872348769645575,-0.07947322697306328,-0.04738129545454546
00-0024218,2007,2007,2009,735,-0.09577987497399232,-1.7484558632619127,0.4120018597290878,-0.08751594531653747,0.08512658789625362
00-0024218,2008,2009,2010,357,-0.07091314512052412,-1.0644654508671276,0.4192313284434278,-0.06328900466379915,0.0835344115942029
00-0024218,2009,2009,2011,714,-0.013055174851940299,-0.7308495337042427,0.42500080559321446,-0.00977977632126358,0.11756116569767441
00-0011022,2006,2006,2007,406,0.02580650803858521,-0.4734163583279861,0.43657982772042647,0.03342877475484387,0.0697371168141593
00-0011022,2006,2006,2008,658,0.05950446447149319,-1.3449725578788736,0.4266130740021502,0.06075437005533657,0.08437214209591473
00-0011022,2007,2007,2008,371,0.04608407393888734,-1.9153046507314504,0.43620744158010566,0.044593858629941995,0.11260296592844973
00-0011022,2008,2008,2009,363,0.07352110274522235,-0.885013927423483,0.4527430870370599,0.07017453932168571,0.07135938086956521
00-0011022,2008,2008,2009,378,0.08447611763284807,-0.8604198092018949,0.4617994765807571,0.07981670464979032,0.07183374822695035
00-0011022,2009,2009,2010,350,0.07353370681006989,-0.9748713332645498,0.45641917719586056,0.06294980175883413,0.08926864902998237
00-0011022,2009,2009,2010,357,0.0834388314085896,-0.24784805192477616,0.4531138286357126,0.06783704697987959,-0.009889478920741993
00-0011022,2010,2010,2011,378,0.07737098743376619,-0.5521714673567683,0.44788111814424275,0.05783895932573782,-0.06225348347826087
00-0020608,2006,2006,2007,371,-0.06344106887052342,-0.02937975795706871,0.4180871212121212,-0.050787045094949364,-0.07995899118942733
00-0020608,2006,2006,2009,1043,-0.014366481768279114,1.273637974427477,0.4377148533833345,-0.010512238701010142,-0.18134629539295397
00-0020608,2007,2007,2012,1918,-0.07962210277985071,1.6746735009022715,0.428957005573874,-0.07959683646864739,-0.14293636538461538
00-0007091,2006,2006,2007,385,-0.03608185175386191,0.5126835621863057,0.42741312588546554,-0.06019199313669618,0.024522410881801123
00-0007091,2006,2006,2007,360,-0.039143041710173423,-1.3869587608342928,0.4180233780125555,-0.05227688380814351,0.11117617821782179
00-0007091,2007,2007,2008,399,0.007788499057724501,-0.7568364209617506,0.4346067411376642,-0.003886838501689506,0.02877803577512777
00-0007091,2007,2007,2009,693,0.05125120136500591,0.3169083003554395,0.4613021007082049,0.03615553899740802,-0.060655145488029465
00-0007091,2008,2008,2009,406,-0.00011690102447691787,-0.7948181447406475,0.44912880131485994,-0.019372104030202168,-0.1093609070945946
00-0007091,2009,2009,2010,364,-0.013601433833053978,-1.1236473464107428,0.44672851696577964,-0.03510778023973847,-0.10272314190317197
00-0007091,2009,2010,2011,371,-0.07422188521714362,-1.6887105884779958,0.4213755374050499,-0.0973346764784911,2.6553734061911738e-05
00-0007091,2010,2010,2011,364,-0.053809283293274154,-2.053466260871431,0.4191618840965609,-0.0784036259617342,0.030945748106060614
00-0007091,2011,2011,2012,371,-0.036689529848711724,-0.9750440839404112,0.43477958013694207,-0.06343065234690028,-0.05623118273092369
00-0007091,2011,2011,2013,714,-0.01583991802847007,-1.4974546170595247,0.43185775712054625,-0.04359168020307212,-0.0855495625
00-0007091,2012,2012,2015,1148,-0.05995929554122478,-1.4132363031348654,0.43366835680891846,-0.08955247211391135,0.07461709443099275
00-0009311,2006,2006,2007,357,-0.06032703993344426,-1.5284698864668482,0.4124376039933444,-0.08689825678577325,-0.036385651445966505
00-0009311,2006,2006,2007,357,-0.027393935052265908,-0.19272545820222992,0.44693104468041045,-0.045193927885097164,-0.03657485893416927
00-0009311,2007,2007,2008,357,-0.031925011040236845,0.1420805692292354,0.4501047207531229,-0.049434056517360714,-0.03952521252059309
00-0009311,2007,2007,2010,1099,-0.021299396992433065,1.273540290432248,0.4541587158255622,-0.04110869555684625,-0.10579152151462994
00-0017200,2006,2006,2007,448,-0.0036025158069883587,-1.1701992188919164,0.429242928452579,-0.03017373265931734,0.045134116564417175
00-0017200,2007,2007,2008,357,0.06847225338014987,0.6657412654462762,0.45381269937890484,0.04733578578642648,0.12173835353535352
00-0017200,2007,2007,2008,357,0.029539323699142105,0.8633223874170091,0.46337625217649436,0.010329235958108529,0.22744732457496133
00-0017200,2008,2008,2009,371,0.10488680736750393,2.6923530605174584,0.4904505524080276,0.08524432214452046,0.1356769764890282
00-0017200,2008,2008,2009,371,0.13989813618089955,4.037457880229806,0.4985373097249033,0.11904031675534936,0.07504699315068493
00-0023436,2006,2006,2007,358,-0.012029843393625464,-0.9626571791347095,0.42261574347299385,0.0010241417428716731,-0.1125100127388535
00-0023436,2006,2006,2009,1078,-0.020204693134435972,0.6157508053209148,0.4164357668335837,-0.010567938991734164,-0.19441312262156446
00-0023436,2007,2007,2009,833,-0.08773845402954028,-1.4356747408840078,0.38731124658169686,-0.07848055331039697,-0.1365109384328358
00-0023436,2009,2009,2010,350,-0.12444869201991089,-2.7323657450018666,0.38048245868883235,-0.11627703946045304,-0.07254135194585448
00-0023436,2009,2009,2011,637,-0.1147284209168767,-2.548487283971329,0.3811018958099828,-0.1117951543528635,-0.018508129593810443
00-0023436,2010,2010,2011,357,-0.09779766671540344,-2.5503816178495584,0.3917371141824656,-0.09823084175457042,0.05412344206008585
00-0023436,2011,2011,2012,357,-0.062038978667828246,-1.8265961435423819,0.3911693571560978,-0.06486868955359541,0.05541342712550608
00-0023436,2011,2011,2013,644,-0.02181862961009307,-1.4240310767163644,0.407120233992343,-0.02640439606225471,0.0707660579064588
00-0023436,2012,2012,2013,406,-0.0024893118077454622,-1.4385512475901536,0.4189292346837022,-0.008290634634446032,0.04291703379721669
00-0023436,2013,2013,2014,367,0.019493057634611163,-0.7618520556947189,0.4282524250803861,0.012391749833528802,0.059011118150684945
00-0023436,2013,2013,2014,361,0.00856595868122182,-1.9020525758431992,0.4233711125990844,0.0014146640209519324,0.15341229101562498
00-0023436,2014,2014,2015,370,0.03726043655983161,-0.994809724228775,0.4340998751487331,0.029655201085790363,0.10378659285714287
00-0023436,2014,2014,2015,371,0.07073647027847689,-1.1915351780749868,0.44430911615545426,0.06257453183260499,0.06917321640488655
00-0023436,2015,2015,2016,357,0.06767846358187575,-1.3101684105952764,0.44207288171974113,0.05976551084798276,0.053910740671641796
00-0023436,2015,2015,2016,361,0.07745597095055913,-1.318329547737025,0.4404399104473434,0.06906991998182914,0.07002720952380953
00-0023436,2016,2016,2017,357,0.055628604558085465,-0.7321003723022024,0.44164444233938166,0.044196950790276815,0.184408505859375
00-0023436,2016,2016,2017,357,0.07459414633744169,0.20958750518574598,0.452289506898634,0.05760674915420348,0.1378874618117229
