passer_player_id,origin_season,target_start_season,target_end_season,target_span_days,k_epa,k_cpoe,k_success,k_informed,y
00-0023436,2017,2017,2018,371,0.12795752795891183,2.084692968319191,0.4680489446454859,0.10739927639473115,0.07886174694589879
00-0023436,2017,2017,2020,1072,0.10371468913471965,1.6017505505363407,0.4614019539342356,0.08099872008078032,0.013514837789661324
00-0008442,2006,2006,2008,763,0.01062371847304483,-1.109797116157752,0.4199126931390774,-0.015946701557654958,-0.19754819834710743
00-0022942,2006,2006,2007,357,-0.008387889962578755,-0.6318996836126585,0.43138650011842167,-0.004368062304707911,0.1505841917808219
00-0022942,2006,2006,2007,357,0.16303091379003445,1.9101517740145013,0.46894272223433353,0.16761430157751173,-0.033511081545064374
00-0022942,2007,2007,2008,357,0.10057647920169192,0.6792150591438145,0.44805773523906034,0.10301404329022733,0.08917198319327732
00-0022942,2007,2007,2008,357,0.050433081089902396,0.8089358821350707,0.4481865256261805,0.04964688237027154,0.2760233172690763
00-0022942,2008,2008,2009,365,0.10480046463723455,1.1605892713821735,0.4454023252120169,0.10175577398680599,0.25222017919075146
00-0022942,2008,2008,2009,364,0.16436096806709782,2.239691743540299,0.46807852735804745,0.15979131686221082,0.18813144464944648
00-0022942,2009,2009,2010,358,0.17088452098850737,2.610289611661179,0.4822177334680903,0.16518881648867834,0.33145313698630136
00-0022942,2009,2009,2010,350,0.18192468526151384,2.943728394735115,0.4829401482674023,0.1754127152070559,0.40614593542435423
00-0022942,2010,2010,2011,357,0.2578614771849724,4.075261888880931,0.4971547454750918,0.2504985450926862,0.2813570544217687
00-0022942,2010,2010,2011,353,0.2774126261551317,4.631230483941266,0.49707891353902706,0.2699501658300978,0.1317162798013245
00-0022942,2011,2011,2012,358,0.2554335356528618,5.128704746649641,0.505001379331328,0.2476953322352297,0.17720810437710438
00-0022942,2011,2011,2012,357,0.18699218590428948,4.209404713788687,0.4998136918818095,0.1793287438947239,0.1756564198198198
00-0022942,2012,2012,2013,358,0.22931956620690677,4.741189881614119,0.4981297102403132,0.22120767811813305,-0.013943886164623474
00-0022942,2012,2012,2013,357,0.1688619779511101,4.981254771265182,0.4963726492131898,0.16059135282693518,0.13955779595278248
00-0022942,2013,2013,2014,358,0.11169002325039674,3.529447559926267,0.46979749060190923,0.10321144750333101,0.29790948615916957
00-0022942,2013,2013,2014,350,0.17041184874436788,5.289157924288664,0.5005209689309656,0.16206569072149107,0.2760557071823204
00-0022942,2014,2014,2015,364,0.19691194886115398,4.871580284793857,0.49455328350234345,0.18436862918696548,0.1462662026143791
00-0022942,2014,2014,2015,358,0.21738566050917943,5.63644664056674,0.4944389783002698,0.19991020388704484,0.08213112711864408
00-0022942,2015,2015,2016,357,0.15910695158912613,5.279107066119484,0.49185527441594334,0.13926992021870616,0.09174634289813487
00-0022942,2015,2015,2016,350,0.1484125035289174,4.871237022610388,0.49452790354024484,0.12727584996647046,0.08969779780564263
00-0022942,2016,2016,2017,358,0.12960098147536056,3.8615734036728875,0.478658335046803,0.10649271674050477,0.07137033006535948
00-0022942,2016,2016,2017,364,0.1267800677044066,3.200150167328179,0.4707194080413982,0.10213550219593767,0.050392442595673874
00-0022942,2017,2017,2018,357,0.09759004568086395,2.2064967935489106,0.46499231419290243,0.07161467892436192,0.21262423529411767
00-0022942,2017,2017,2018,357,0.10022840772678626,1.1179626840174217,0.4597676155505134,0.07328787356808134,0.3335332545787546
00-0022942,2018,2018,2019,357,0.1617157120667658,1.8720098186983538,0.4719741118626091,0.1347394587171571,0.25038680602636537
00-0022942,2018,2018,2019,350,0.20026196643250854,2.1974690615032975,0.4790333722216607,0.17103721172270983,0.15248841350906095
00-0022942,2019,2019,2020,364,0.19260036176317158,2.5419084730864223,0.4897755222502982,0.163733225514348,0.11274164025356576
00-0022942,2019,2019,2020,371,0.17309653203706754,3.0003110403468263,0.49854137386921676,0.14462168085743132,0.13912148060708263
00-0022942,2020,2020,2025,1911,0.15180099967953795,3.2424435663841167,0.4988792033798881,0.12399954289875872,0.1694455156537753
00-0006423,2006,2006,2008,798,-0.0453876328689542,-0.9112061324655245,0.4229142828714989,-0.06761182025342675,-0.04818504208416834
00-0022924,2006,2006,2007,357,-0.12431393942776019,-1.274253294147442,0.4015533503456516,-0.12778102004009156,0.08095795692883893
00-0022924,2006,2006,2007,357,0.02838037713224509,2.192154310259472,0.44887260126171974,0.02979806543149369,0.12846900417536536
00-0022924,2007,2007,2008,364,0.03872127533529243,0.20009828911413327,0.4428150738201949,0.04145623506625197,0.13459213793103447
00-0022924,2007,2007,2008,360,0.08763402893209464,2.6308486296482227,0.4591414912548508,0.08709354727212054,0.03567830382293762
00-0022924,2008,2008,2009,363,0.07278848318910172,3.2731659406355607,0.46438664852715905,0.06988954342454044,0.038385370304114486
00-0022924,2008,2008,2009,371,0.05955359314660059,2.138811083453338,0.4614749399145852,0.055128803808051824,0.10124438556338029
00-0022924,2009,2009,2010,400,0.06706190074457292,2.5930079632265843,0.46671558875345226,0.06154486949115982,0.15220524368231045
00-0022924,2009,2009,2010,388,0.0845282046704398,3.4176119488959893,0.4834186925120376,0.07816394976473198,0.17351799474605956
00-0022924,2010,2010,2011,350,0.10364058261060335,3.093283887363117,0.46835173315028944,0.09653444477385167,0.1735566181818182
00-0022924,2010,2011,2012,364,0.1364949057981015,3.087894459300841,0.46893058498852336,0.12903212550336238,0.14139942617449663
00-0022924,2011,2011,2012,372,0.1403399903514874,3.1589341851758914,0.46947562726349823,0.13273543159005188,0.1740504504347826
00-0022924,2012,2012,2013,378,0.1399585523002273,2.9210490604886004,0.46927961214065617,0.1321005240172584,0.10087683084577115
00-0022924,2012,2012,2013,354,0.15155671585242173,3.4209258636526707,0.4837704627882477,0.14339476563921205,0.08572445754716983
00-0022924,2013,2013,2014,350,0.10478648419627745,3.0292499396929835,0.4805757114811274,0.09674953060551952,0.14882696638655465
00-0022924,2013,2013,2014,357,0.12931195650535532,2.8892475431374534,0.4738731356504822,0.12130864174507106,0.18423597120000001
00-0022924,2014,2014,2015,392,0.1273298699550016,3.0536795973739705,0.4759103207856198,0.11584145381333295,0.27334811532385467
00-0022924,2014,2014,2015,392,0.15780434704586313,3.6803249664614777,0.48744260454677507,0.1420344808393016,0.2431093244094488
00-0022924,2015,2015,2016,371,0.2027956346403082,4.374679956065225,0.5025473160164349,0.18294733486879375,0.1539298793604651
00-0022924,2015,2016,2017,370,0.19853223963553004,4.773752480399229,0.5035899416890677,0.17693708872785668,0.15392585808580855
00-0022924,2016,2016,2017,361,0.17344709943464157,4.094659410798392,0.4904976829702401,0.15042499457242248,0.12596188235294117
00-0022924,2017,2017,2018,365,0.17404075564442661,3.678892104696554,0.49153236513413356,0.14857216333431547,0.1517654786585366
00-0022924,2017,2017,2018,364,0.15220464405502315,3.368197320218227,0.48982871932769356,0.1256319190597298,0.22624659773371106
00-0022924,2018,2018,2020,715,0.17460472114064954,3.328447858059935,0.4969895387018875,0.14888389717539588,0.19679365076923075
00-0022924,2018,2018,2020,714,0.20034964464400895,2.7803326396742634,0.49739297164018365,0.17455009138850172,0.17434349597423512
00-0022924,2020,2020,2021,364,0.18251565922799307,2.2417973203180783,0.49269250100036804,0.15562290682528118,0.06311979610194902
00-0022924,2020,2020,2021,371,0.18264847987225072,1.6471799077232467,0.4890197076523987,0.15548560009771578,-0.04957504949053857
00-0024225,2006,2006,2007,364,-0.05737723799086028,-1.1994784934855411,0.41623222999665216,-0.06051450606526174,-0.0057797263581488975
00-0024225,2006,2006,2009,1064,-0.016529274729277104,-3.1555382610191365,0.41369871322381924,-0.01484414082601226,-0.04221364462809917
00-0022055,2006,2006,2008,784,-0.05310654464944088,-1.0395740269140838,0.41580041580041577,-0.07676089200356952,-0.06552860975609756
00-0022055,2007,2007,2009,693,-0.11306814037936078,-1.1300357699008878,0.41237986409054245,-0.12844294515483531,0.043292041975308636
00-0022055,2008,2008,2010,742,-0.06298414296404073,-1.4472109438596557,0.40570975946841115,-0.07420390266457527,0.05220748039215687
00-0005755,2006,2006,2007,350,-0.0538393115168385,-1.1558275985137527,0.41788965723098354,-0.08561743465150785,0.1319589935064935
00-0005755,2007,2007,2008,399,0.014452217349551459,-0.04403525288749999,0.42642823225423326,-0.007442076269616051,0.17716043427230047
00-0005755,2007,2007,2008,406,0.0756153253507362,0.7399320219807753,0.44053269492256963,0.05519766349529231,0.0990259090909091
00-0023459,2006,2006,2008,749,-0.04725329709727948,-0.9855894905093914,0.41870659010983596,-0.05756476207733722,0.08994690854870777
00-0023459,2008,2008,2009,371,0.016736712443609383,0.34003055258841874,0.4304900848066861,0.014769721948905327,0.13493150085470088
00-0023459,2008,2008,2009,364,0.05787117026092497,1.535298018601922,0.45815360327438137,0.059150247272094,0.17810411980033278
00-0023459,2009,2009,2010,350,0.08974316029536995,2.640560709130149,0.4502242116528482,0.08823066743775705,0.23302973356401382
00-0023459,2009,2009,2010,357,0.12023472672574377,3.1694415971180545,0.45830779348697126,0.11682945148567632,0.25533709906542057
00-0023459,2010,2010,2011,364,0.16379345058334505,3.7248356041514197,0.47717925988651955,0.15892722131191078,0.3415372105263158
00-0023459,2010,2010,2011,357,0.18213219240237088,3.8373388208871937,0.47725080195680974,0.17605980984004158,0.3933205434027778
00-0023459,2011,2011,2012,364,0.2627081715431411,5.05069894904582,0.5010674478767142,0.2560159283564142,0.305588864013267
00-0023459,2011,2011,2012,364,0.28312362981707584,5.021605011928533,0.5049991806970074,0.2759317502287826,0.20771476700680272
00-0023459,2012,2012,2013,364,0.289791837235857,5.773226687791871,0.5143602798185288,0.28241232954439016,0.2173044749568221
00-0023459,2012,2012,2014,651,0.25134108718569953,5.200250296756016,0.508827396766344,0.24348275408017575,0.2649423160714286
00-0023459,2013,2013,2014,405,0.26717062935369107,5.596852038835617,0.5104696497757807,0.2592090472648149,0.2938026541353384
00-0023459,2014,2014,2015,364,0.2641191807680255,5.231983322752233,0.5077527737159718,0.2557303647248964,0.31787947397769517
00-0023459,2014,2014,2015,364,0.28431907238286486,4.264246018961397,0.508703935168161,0.275907132064816,0.10515133444816054
00-0023459,2015,2015,2016,354,0.2812523135705517,4.576102266793238,0.5184200536384214,0.27258463245756165,-0.0450398872403561
00-0023459,2015,2015,2016,357,0.17963930736364106,2.2989280667931613,0.4724890566487379,0.16898948417868673,0.09987439660493827
00-0023459,2016,2016,2017,350,0.10681630761487133,1.5693716565305587,0.4578679050221058,0.09141786041553748,0.22033685130718952
00-0023459,2016,2016,2018,673,0.15273339587057844,2.556664018020262,0.46366138700716447,0.1333772680372438,0.11887512615384616
00-0023459,2017,2017,2018,371,0.15730479990251894,2.7904806118180896,0.47509790891293,0.134760439540072,0.0862520159883721
00-0023459,2018,2018,2019,350,0.13766577357113943,1.4083783967030543,0.4623586062116104,0.11443063858771256,0.13249349169435215
00-0023459,2018,2018,2019,358,0.12887755374370768,1.385630836228769,0.46290534999960525,0.10480149955273095,0.08609641906474821
00-0023459,2019,2019,2020,371,0.14685552997288004,1.9736443038163243,0.46382268401255033,0.12070179392742314,0.14957390848585692
00-0023459,2019,2019,2020,364,0.10669141877184009,1.3614558824299474,0.44899602265543165,0.0795837510732034,0.3027371742160279
00-0023459,2020,2020,2021,353,0.15592529447239376,1.3892085560482867,0.4687710506737952,0.1285986642977331,0.27485557197696736
00-0023459,2020,2020,2021,364,0.192541004463997,3.012306556604906,0.48525569083075654,0.163867738855114,0.25775829307282416
00-0023459,2021,2021,2022,360,0.20232949908566786,4.083545661378042,0.4916163594487023,0.1729747313981985,0.1386001012006861
00-0023459,2021,2021,2022,350,0.23484844148091386,4.2256221426395175,0.49922212877242456,0.20611275069859103,-0.003912887661141802
00-0023459,2022,2022,2024,707,0.16381586999730005,3.478448863002319,0.48729271524145956,0.13492524824861774,-0.007960412451361868
00-0023459,2022,2022,2024,707,0.1250375896906403,2.8391091681029135,0.4722174940606522,0.09550088098901255,0.012404082417582408
00-0023459,2024,2024,2025,349,0.08375549908220506,1.79893439967939,0.4583451821129707,0.05396279560158419,0.0416879290909091
00-0023459,2024,2024,2025,357,0.06919321018974875,1.1316077769347035,0.4505517059564695,0.04003778291266127,0.02480583266932271
00-0021141,2006,2006,2007,365,-0.04976543479705351,-0.9285719379774875,0.42983243874267796,-0.045080160915882,-0.11021432869565218
00-0024264,2006,2006,2010,1484,-0.06213950667389348,-1.4947302098354962,0.41373196079397134,-0.0782237234053893,-0.2022655512820513
00-0024264,2007,2007,2013,2156,-0.11658946411723398,-3.2574179687103513,0.40384889566675575,-0.12142855938209832,-0.2347665729166667
00-0024264,2010,2011,2014,1050,-0.15228965550006437,-3.5771745187348043,0.39643047143114907,-0.15636380303424388,-0.10648717520215634
00-0022164,2006,2006,2009,1043,-0.02669107854521484,-1.4120564217570903,0.41194869018128827,-0.03481322167431886,-0.09970687894736842
00-0022164,2007,2007,2011,1435,-0.01633710780718546,-0.7559973715802155,0.41060713323203857,-0.023233370170831442,-0.2597387904509284
00-0020480,2006,2006,2008,756,-0.05059512540264854,-0.3959491027218993,0.4266022691961536,-0.07315992687055589,0.10683653810623556
00-0021678,2006,2006,2007,350,-0.023879585350079696,-0.6874031459131387,0.42579942579942576,-0.05461904135012318,0.24634672149532708
00-0021678,2006,2006,2007,358,0.14064600736963007,2.5521204967809528,0.4912304362381573,0.12569260580296182,0.2853394285714285
00-0021678,2007,2007,2008,357,0.17310248685988097,3.0011449976780464,0.5067322532654592,0.16229495934017002,0.24141883707865172
00-0021678,2007,2007,2008,378,0.23321607636861005,5.578207649672282,0.5290941056536219,0.22373715666400742,0.0643114543859649
00-0021678,2008,2008,2009,392,0.20535500832419637,3.9239389912112745,0.5052003212710798,0.19632419180667776,0.09334224273504273
00-0021678,2008,2009,2009,112,0.14494561363980502,4.084755427512876,0.4848994158682727,0.13645432291700468,0.19494517010309276
00-0021678,2009,2009,2011,672,0.16145822707635096,2.97234384739904,0.4745954619305962,0.1529866152394597,0.185821716442953
00-0021678,2009,2010,2011,434,0.1822047716349775,2.8536892503149938,0.48791016242845514,0.1738470128338317,0.15571971061643838
00-0021678,2011,2011,2012,356,0.1831291896367555,3.4083204782871785,0.4864351924786547,0.17468130259003728,0.1460069311594203
00-0021678,2011,2011,2012,360,0.17322224852937962,3.0902210458618216,0.48289937618799533,0.16472864437026627,0.07883048519736842
00-0021678,2012,2012,2013,357,0.16509193744984121,3.92049335582727,0.48854740633166716,0.15471714157115374,0.10231824011299435
00-0021678,2012,2012,2013,353,0.12068424525231258,4.194807610800032,0.49879098114768133,0.10569342144910733,0.16332339665653497
00-0021678,2013,2013,2014,364,0.13313363305082773,3.5099220541074936,0.49430979763739036,0.11497528531401537,0.12838764736842107
00-0021678,2013,2013,2014,368,0.12651794913732092,2.4368846589345736,0.48707564280347065,0.10508187289457183,0.19627161523809525
00-0021678,2014,2014,2015,424,0.12230415108017643,2.0194046566884163,0.48733743224152426,0.09805242120376202,0.25260519635627526
00-0024300,2006,2007,2010,1197,-0.10153203815420696,-1.344847521466379,0.4133986928104575,-0.12157275183099042,-0.19104601194029852
00-0022787,2006,2006,2008,679,-0.05444246023389325,-0.997481359567093,0.41788965723098354,-0.07657638142436547,-0.06945420588235296
00-0022787,2007,2007,2008,434,0.02577157753148197,2.586020875488634,0.46628817350934376,0.012934257887318966,0.01388052988047809
00-0022787,2008,2008,2009,392,-0.07476560591413856,2.3553471471226484,0.4416515306108758,-0.08475923700353923,0.24114223367697596
00-0022787,2008,2008,2009,364,0.025940293273139313,3.068984048372068,0.453540464762017,0.017524131223070772,0.24928781757877283
00-0022787,2009,2009,2010,365,0.11361066208541061,3.4753774563827955,0.46402009364412916,0.10571875813752381,0.12476154773869345
00-0022787,2009,2009,2010,357,0.14604848246297614,4.384929063881017,0.49373646102527563,0.1382725756844735,0.10260323870967743
00-0022787,2010,2010,2011,350,0.10959768340078371,3.063022628995399,0.48776948557926664,0.10169768042509458,0.20595291993185688
00-0022787,2010,2010,2012,645,0.1254201963216597,2.455083366275493,0.4788272852783316,0.1176972355054088,0.2719875548654244
00-0022787,2011,2011,2012,407,0.16082640994371744,2.134887358696958,0.48537279860659893,0.15263116483594716,0.17172897368421053
00-0022787,2012,2012,2013,357,0.18990933070061755,2.0162103705089867,0.48828148831692614,0.1811443459572905,0.007583921875000005
00-0022787,2012,2012,2015,1079,0.1534337240739149,1.4588361199716493,0.4856632205138702,0.14498765410787154,-0.07622039252336449
00-0021231,2006,2006,2007,378,-0.06696755603654914,-1.1658241804486107,0.40814925309377575,-0.08873179203084226,0.07297048951048951
00-0021231,2006,2006,2008,630,-0.05313375792896333,0.03047101225177451,0.42922164901916476,-0.06560407841281826,0.13838119213973799
00-0021231,2007,2007,2008,364,0.033920472834510496,1.4753502503189349,0.43766914733204393,0.023582678808814414,0.1141285390199637
00-0021231,2008,2008,2009,364,0.057990803506287256,2.1399362839543774,0.4532784043033844,0.04889471431502305,0.04227983673469388
00-0021231,2008,2008,2009,363,0.07502672778182914,2.314907159566084,0.4659822010167881,0.06679467959882247,-0.03987479613356766
00-0021231,2009,2009,2010,357,0.04261917950719219,1.7120500660396565,0.4509473607556412,0.034517984369361696,-0.03871983834586467
00-0021231,2009,2009,2010,364,0.016629903374971382,2.7550488237877735,0.4481842441070579,0.008440293314071139,0.06064788311688312
00-0023662,2006,2006,2008,704,-0.05488063037670137,-0.997481359567093,0.41788965723098354,-0.08375788280467597,0.08983971900826446
00-0023662,2008,2008,2009,371,-0.003222620195354617,-0.4732741581773479,0.43300935411345415,-0.02506343735064421,0.10207727902946274
00-0023662,2008,2008,2009,371,0.041216365046123665,0.8945293666962438,0.4592347994436023,0.029828342397962483,-0.008815758318739047
00-0023662,2009,2009,2010,357,0.07309640359919312,0.6466162468315604,0.45732344356683324,0.06370543683346841,-0.13490756569343065
00-0023662,2009,2009,2010,357,-0.0008486211005172845,-1.7181219027163805,0.41294251895848916,-0.009356590586269453,0.06567965692007798
00-0023662,2010,2010,2011,357,-0.033373984955551356,-2.223803942247371,0.4126306164714339,-0.041969384246622235,0.09133323883495147
00-0023662,2010,2010,2012,658,0.04394601528686637,-1.0223620225631223,0.44173346134372526,0.03536857743877129,-0.05784459279279278
00-0023662,2011,2011,2013,735,0.006954137873171531,-1.4181372540511785,0.42843305696976725,-0.0017545498835747093,-0.07663063039399626
00-0023662,2012,2012,2014,707,-0.01718065803493028,-1.7430442205553953,0.4218425128419157,-0.025575492436229183,-0.08450696498905907
00-0023662,2013,2013,2015,760,-0.043142835576917456,-1.4813884199540666,0.4229448704792714,-0.051955953011170036,-0.0800908871681416
00-0023662,2014,2014,2018,1457,-0.043198861633447695,-1.8673776272234497,0.4226065896493448,-0.053170338896746515,-0.2978708232189973
00-0023460,2006,2006,2007,357,-0.024595447699496748,-1.143151959757998,0.41948727415806397,-0.0337364554004881,0.016130402366863906
00-0023460,2007,2007,2008,378,-0.017053979304490655,-2.231532137981481,0.41447926407110636,-0.020037475550118304,0.08337070091743119
00-0023460,2007,2007,2008,378,0.012386400567483996,-0.002948310016765543,0.4388849068314906,0.00846658339206461,0.00849201261261262
00-0023460,2008,2008,2009,364,0.04892911970300357,-0.3160263052768518,0.4447289237405571,0.043921792841952446,-0.05971316266173752
00-0023460,2008,2008,2009,364,0.004963496196479236,-0.5246340420987032,0.4370084742780717,-0.0007825954806626261,0.024670709923664134
00-0023460,2009,2009,2010,371,-0.009724267696427308,-0.4735291401465583,0.4379780979644106,-0.01635766820277379,0.007066179337231979
00-0023460,2009,2009,2010,377,0.026066595442261187,0.20444827618105338,0.445791739407956,0.0189125491074348,-0.005410374476987444
00-0023460,2010,2010,2012,742,0.0055566688392934705,-0.5612858532663052,0.43107446153946555,-0.0023174795849223127,0.05660728169014085
00-0023460,2010,2011,2013,818,0.012242639882764222,-0.044802018325085124,0.4293020347406712,0.003916120306700972,0.021468578341013827
00-0005589,2006,2007,2008,413,-0.042315936298103304,-1.0651404515792868,0.41870659010983596,-0.07144093779605716,-0.13640285650224215
00-0023645,2006,2006,2007,367,-0.019922796036373282,-0.6540220959215575,0.43254437089370895,-0.04547642763676769,0.06445232228360957
00-0023645,2007,2007,2008,365,-0.04377049565055639,-1.5412768273571509,0.42538754077957414,-0.052006539511383745,0.0644955037593985
00-0023645,2007,2007,2009,665,0.05493448180350593,-0.7075472923856744,0.4455763800103436,0.05347429239381911,-0.15312535477178424
00-0023645,2008,2008,2010,707,0.010468759941655678,-2.315546915451602,0.4422591392028719,0.009048588525866888,-0.2340135909090909
00-0023645,2009,2009,2010,407,-0.06048417056734678,-4.463250769484196,0.41850368104874175,-0.06401194334536975,-0.19508085583524026
00-0023645,2010,2010,2014,1533,-0.10787345247134955,-5.639847296572338,0.3959970735443401,-0.11301757083464777,-0.05601162429378532
00-0023645,2010,2010,2018,2877,-0.12281200946295615,-6.037792951217306,0.3969306886464822,-0.12894458666506034,-0.06130997356828194
00-0024279,2006,2006,2008,631,-0.039185704876553894,-0.615099408969409,0.41663399333464024,-0.05733954507010789,-0.09081012676056338
00-0024279,2007,2007,2009,672,-0.13949599557827444,-3.087952172874728,0.3795608569788275,-0.14524915233058375,0.03217605277777778
00-0024279,2008,2008,2011,1092,-0.07370741978277116,-0.8978110578491458,0.42306321220529985,-0.0746794072156895,-0.012965588235294109
00-0024279,2009,2009,2011,770,-0.049575737332827184,-0.061328861199555856,0.4260103730498465,-0.052985743304729854,-0.04055388917525773
00-0024279,2011,2011,2013,791,-0.05536311507906067,-0.5708482649775584,0.4192302476946844,-0.06049100881673423,-0.002202430434782598
00-0024226,2006,2006,2007,357,-0.1051354556892779,-1.4618699336224779,0.40612739957188726,-0.10875869717471195,0.1238584683544304
00-0024226,2007,2007,2008,357,0.0035652280104277985,0.06454956555553955,0.4347766044714642,0.0050191682194970205,0.1821083603773585
00-0024226,2007,2007,2008,357,0.06558847299698543,0.4620982236950918,0.44718834444691963,0.06999792454395669,0.20390928308207704
00-0024226,2008,2008,2009,364,0.12204601423075538,1.4475901186495712,0.4725533759984973,0.12498321122470205,0.1260991048252912
00-0024226,2008,2008,2009,364,0.14798202690698012,0.5016257894648247,0.4736381268138768,0.14756068614138085,-0.048348309446254074
00-0024226,2009,2009,2010,350,0.11510324417321915,1.4289011184306253,0.4773437596494813,0.1123669370668062,-0.0946188052631579
00-0024226,2009,2009,2010,364,0.0314239704080875,1.2177299877974868,0.453412446060704,0.02703995696190782,-0.01375793421052632
00-0024226,2010,2010,2011,358,0.014211048235717262,1.5866119798797356,0.44012031671590873,0.008471079526025858,-0.055115614828209765
00-0024226,2010,2010,2012,643,0.008847344711009734,1.3531574793738335,0.4436924796073128,0.0021632977340007836,-0.03780169330855018
00-0024226,2011,2011,2012,413,-0.021759250578806153,0.4440166848310094,0.42209707841360117,-0.02893907645470825,0.057999077235772356
00-0024226,2012,2012,2013,363,-0.007741649324279391,-0.2427581428702804,0.4281397340379442,-0.015508179088138391,-0.015574164435946464
00-0024226,2012,2012,2014,637,0.006566940844274548,0.5825278949185104,0.4272084821222061,-0.0017733559642404053,-0.021461019819819818
00-0024226,2013,2013,2014,399,-0.016899372925574578,0.5169603182476707,0.42985757753508436,-0.02516696633151768,0.0074337860869565205
00-0024226,2014,2014,2015,371,0.00248611791524314,1.2337833460702903,0.4404864950719989,-0.005901678143501956,-0.03725890969899665
00-0024226,2014,2014,2015,375,-0.010879150936260112,1.131274944743551,0.453356004964948,-0.019147477422795864,0.04242854849498328
00-0024226,2015,2015,2016,393,-0.026229472011896057,0.5051122338122636,0.4373749358719645,-0.03636115750697637,0.026689083032490974
00-0024226,2015,2015,2017,686,0.01910865612705535,0.8561296047717503,0.44987041129727257,0.0035573931040098557,-0.12543812770137525
00-0024226,2016,2016,2017,413,-0.00955869511252673,1.4639302081757894,0.44519164210018536,-0.029742180024223602,-0.07786183752417795
00-0021206,2007,2007,2013,2254,-0.038707465115553744,-0.06135226689669171,0.4487942523518054,-0.05627363211851025,-0.002654210059171599
00-0021206,2007,2009,2014,1883,-0.08726267556639408,-1.1172120027265273,0.418321702963791,-0.09978446153332218,0.15582515639810426
00-0021206,2013,2013,2015,658,-0.008591495935241819,-1.1810548474769342,0.4300679341462567,-0.023987528705921808,0.04657210865191146
00-0021206,2014,2014,2016,672,0.04361180363682656,1.037808351914153,0.46718654447946684,0.02576639213189226,0.007535070351758787
00-0021206,2015,2015,2017,735,0.0026509652617975003,-0.5336442142370573,0.4391421501200545,-0.017945229450559805,-0.02968890690208669
00-0021206,2016,2016,2017,399,0.027793166257471927,-0.07459685454667012,0.43511864394328675,0.0067972043066551035,-0.00940783126110124
00-0025479,2007,2007,2008,392,-0.08174842008068686,-1.2853206502932029,0.42082180240495454,-0.10118704994379188,-0.02738563755458515
00-0025479,2007,2007,2009,624,-0.11486485627988195,-2.0143692536787294,0.4100610547076824,-0.12098400943749114,0.030149534065934073
00-0025479,2008,2008,2010,679,-0.0453852081971903,-0.3010547886236493,0.4287904738201312,-0.04568918843027815,-0.11006003424657536
00-0025423,2007,2008,2011,1113,-0.07493803217721579,-0.9949753743594846,0.41580041580041577,-0.08859673726424884,-0.08038936757990867
00-0025423,2010,2010,2012,714,-0.16035164380418637,-1.5439321605644774,0.41947988768031336,-0.16790509608660636,-0.02360877996070726
00-0025708,2007,2007,2010,1050,-0.04033698496747344,-0.9932974006268345,0.4207999207999208,-0.07015964709421384,-0.01830769375
00-0025708,2009,2009,2011,728,-0.02338464010508305,-1.634206653527862,0.4227367484615539,-0.03888611904893887,-0.11944099527186763
00-0025708,2010,2010,2011,440,-0.021845473723130306,-2.3739764561574033,0.41269891297199385,-0.033245386390434145,-0.026710995545657017
00-0025708,2011,2011,2016,1868,-0.09037694527524118,-1.348115991188722,0.40883034877466723,-0.09991170317493069,0.1781889253246753
00-0025708,2011,2011,2019,2846,-0.018933095778899213,-0.24869416502638797,0.4096597974658774,-0.028012555719469343,0.02517960128617362
00-0025388,2007,2007,2008,364,-0.03425866494791803,-1.2001918600732062,0.42517024692133093,-0.019167181382814195,-0.19962163221153845
00-0025388,2008,2008,2009,364,-0.13873588309301682,-3.744125835463689,0.38617414976328024,-0.1286037722808503,-0.22120792788461538
00-0025604,2007,2008,2010,750,-0.0730839321492788,-1.250259416218341,0.415415067271937,-0.10065469905695826,-0.04378352941176471
00-0020679,2007,2007,2009,666,-0.025683941239528236,0.21442757613734287,0.4412316412839635,-0.052767481302892466,0.035145147227533466
00-0020679,2008,2008,2010,700,0.059624580472432936,1.9092415170197197,0.4623432163123162,0.04506972994005646,-0.026105458781361997
00-0020679,2009,2009,2014,1778,0.0012599328051078815,0.7595534861381605,0.4211710343089455,-0.009530927641162543,0.03859226160337554
00-0020679,2010,2010,2015,1813,0.009793570225513411,-0.5096018602022745,0.4310006083332926,0.0004821834645709574,-0.013585235565819854
00-0023541,2007,2007,2008,365,-0.10217004962757084,-1.3217970886456223,0.4099585858222983,-0.12187775484239469,-0.04582867338709678
00-0023541,2008,2008,2009,378,-0.017715812818178602,-0.5337286999087751,0.4310650801315521,-0.028859747752255988,0.01161766476190475
00-0023541,2008,2008,2009,364,-0.07659077571658371,-2.3311650915873736,0.4254178897158263,-0.08579082321916963,0.08310145372050816
00-0023541,2009,2009,2010,349,0.004000407327234754,-1.7480599790177522,0.43645970903855996,-0.004291226240000624,0.03493146054750403
00-0023541,2009,2009,2011,623,0.007453474253441958,-1.6346020419153928,0.4307059290328568,-0.0006495949541973571,0.035140019519519505
00-0023541,2010,2010,2012,701,0.025409816484012606,-1.4798463485962234,0.4312507456851114,0.01774997182196931,0.04746959019607843
00-0023541,2011,2011,2014,1145,0.014135048051479769,-2.3056092693196217,0.42633153370418836,0.006385632550704781,0.06934927474747475
