game_id,game_date,season,week,passer_player_id,passer_player_name,posteam,defteam,qb_epa_mean,qb_epa_sum,qb_epa_count,cpoe_mean,success_mean,attempts
2006_04_SF_KC,2006-10-01,2006,4,00-0007835,D.Huard,KC,SF,0.8351776006875152,19.20908481581285,23,,0.6086956521739131,23.0
2006_04_SF_KC,2006-10-01,2006,4,00-0023436,A.Smith,SF,KC,-0.572792652899321,-16.61098693408031,29,,0.3103448275862069,29.0
2006_05_BAL_DEN,2006-10-09,2006,5,00-0011024,S.McNair,BAL,DEN,-0.4081515931874598,-14.693457354748553,36,-5.335075846489738,0.3611111111111111,36.0
2006_05_BAL_DEN,2006-10-09,2006,5,00-0013042,J.Plummer,DEN,BAL,-0.1309386578334749,-3.2734664458368723,25,-7.7924806624650955,0.44,25.0
2006_05_BUF_CHI,2006-10-08,2006,5,00-0006423,B.Griese,CHI,BUF,0.2628309122940692,1.314154561470346,5,33.113984763622284,0.6,5.0
2006_05_BUF_CHI,2006-10-08,2006,5,00-0022121,R.Grossman,CHI,BUF,0.15450997010425319,4.326279162919089,28,-2.283611536026001,0.42857142857142855,28.0
2006_05_BUF_CHI,2006-10-08,2006,5,00-0022912,J.Losman,BUF,CHI,-0.6169652630827235,-18.508957892481703,30,-2.7054997781912484,0.36666666666666664,30.0
2006_05_CLE_CAR,2006-10-08,2006,5,00-0004161,J.Delhomme,CAR,CLE,0.04322362633023766,1.2967087899071297,30,7.590137918790181,0.5,30.0
2006_05_CLE_CAR,2006-10-08,2006,5,00-0023502,C.Frye,CLE,CAR,-0.4586045625878784,-20.17860075386665,44,3.2568836682721187,0.3409090909090909,44.0
2006_05_DAL_PHI,2006-10-08,2006,5,00-0001361,D.Bledsoe,DAL,PHI,-0.5375685842858378,-24.1905862928627,45,-9.068750143051147,0.3111111111111111,45.0
2006_05_DAL_PHI,2006-10-08,2006,5,00-0011022,D.McNabb,PHI,DAL,-0.012935039670237162,-0.46566142812853784,36,-3.8908160395092435,0.3611111111111111,36.0
2006_05_DET_MIN,2006-10-08,2006,5,00-0008442,B.Johnson,MIN,DET,0.12613187797764755,4.2884838512400165,34,14.285323114106149,0.47058823529411764,34.0
2006_05_DET_MIN,2006-10-08,2006,5,00-0009311,J.Kitna,DET,MIN,-0.4498083888155942,-21.14099427433293,47,-6.548427173069546,0.3829787234042553,47.0
